SITE_ID,VISIT_NO,LAKE_ORIGIN12,BENT_COND,CHLA_COND,NTL_COND,PTL_COND,DRAWDOWN_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,RVEG_COND,SEDHG_MTH_TOP_COND,SEDHG_TOT_BTM_COND,SEDHG_TOT_TOP_COND,CHLL_REC,CYNL_REC,MICL_REC,WSA9_LO
NLA12_MN-130,1,NATURAL,Good,Fair,Good,Fair,Small,Good,Fair,Good,Fair,High,Medium,High,Low,Low,No Detect,UMW_NATURAL
NLA12_LA-154,1,MAN_MADE,Poor,Fair,Poor,Poor,Small,Good,Good,Fair,Fair,Low,Not Assessed,Medium,High,Low,Not Assessed,CPL_MAN_MADE
NLA12_LA-155,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Fair,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_UT-160,1,RESERVOIR,Poor,Good,Good,Good,Large,Good,Good,Poor,Fair,High,Not Assessed,Medium,Low,Low,Low,XER_MAN_MADE
NLA12_TX-101,1,RESERVOIR,Good,Good,Poor,Poor,Small,Good,Fair,Fair,Fair,Medium,Not Assessed,Low,Moderate,Moderate,Low,SPL_MAN_MADE
NLA12_MT-138,1,RESERVOIR,Fair,Good,Fair,Fair,Medium,Fair,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Moderate,Low,NPL_MAN_MADE
NLA12_TX-160,1,MAN_MADE,Fair,Poor,Poor,Poor,Small,Fair,Good,Poor,Good,High,Not Assessed,Low,Moderate,Low,Low,SPL_MAN_MADE
NLA12_MO-104,1,MAN_MADE,Poor,Good,Good,Fair,Small,Poor,Poor,Poor,Poor,Not Assessed,Not Assessed,Not Assessed,Low,Low,No Detect,SAP_MAN_MADE
NLA12_MO-117,1,MAN_MADE,Good,Good,Good,Good,Small,Fair,Poor,Fair,Fair,Medium,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_CO-124,1,RESERVOIR,Poor,Good,Poor,Poor,Small,Good,Poor,Fair,Poor,Low,Not Assessed,High,Low,Low,No Detect,SPL_MAN_MADE
NLA12_LA-106,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Fair,Poor,Poor,Poor,Low,Medium,Medium,Moderate,Moderate,Low,CPL_MAN_MADE
NLA12_LA-109,1,NATURAL_ENH,Poor,Poor,Poor,Poor,Small,Poor,Poor,Fair,Fair,Low,Not Assessed,Low,Moderate,Moderate,No Detect,CPL_NATURAL
NLA12_TX-195,1,RESERVOIR,Good,Poor,Fair,Poor,Small,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,Moderate,Moderate,Low,CPL_MAN_MADE
NLA12_IA-106,1,MAN_MADE,Good,Poor,Fair,Poor,Small,Fair,Good,Fair,Good,Medium,Not Assessed,Low,High,Low,Low,TPL_MAN_MADE
NLA12_NV-141,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Fair,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,Low,XER_MAN_MADE
NLA12_WI-140,1,NATURAL,Fair,Good,Fair,Fair,Medium,Good,Fair,Fair,Poor,High,Low,Medium,Moderate,Low,No Detect,TPL_NATURAL
NLA12_MD-102,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Fair,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Moderate,Low,SAP_MAN_MADE
NLA12_DE-105,1,MAN_MADE,Good,Poor,Poor,Good,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_KS-126,1,MAN_MADE,Fair,Poor,Poor,Poor,Small,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,Low,Low,No Detect,TPL_MAN_MADE
NLA12_IA-103,1,MAN_MADE_AB,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,Medium,Not Assessed,Low,Low,Low,No Detect,TPL_MAN_MADE
NLA12_NV-193,1,MAN_MADE,Fair,Fair,Poor,Good,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_TX-187,1,MAN_MADE,Poor,Poor,Poor,Poor,Large,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_CO-102,1,RESERVOIR,Good,Good,Good,Good,Small,Good,Good,Good,Fair,Low,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_KS-106,1,RESERVOIR,Good,Good,Poor,Poor,Small,Poor,Fair,Poor,Good,High,Not Assessed,Low,Moderate,Low,Low,SPL_MAN_MADE
NLA12_LA-141,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Poor,Poor,Fair,Fair,High,Medium,Medium,High,Low,No Detect,CPL_MAN_MADE
NLA12_MN-105,1,NATURAL,Poor,Good,Good,Good,Small,Good,Good,Good,Good,High,Medium,High,Low,Low,No Detect,UMW_NATURAL
NLA12_MT-126,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Fair,Poor,Fair,Poor,Low,Not Assessed,Low,Low,Low,Low,NPL_MAN_MADE
NLA12_NJ-107,1,MAN_MADE,Poor,Good,Fair,Poor,Small,Fair,Poor,Poor,Poor,High,Not Assessed,High,Moderate,Low,No Detect,NAP_MAN_MADE
NLA12_SD-106,1,NATURAL,Not Assessed,Poor,Good,Good,Small,Fair,Good,Fair,Good,Low,Low,Medium,Low,Low,Low,TPL_NATURAL
NLA12_TX-157,1,MAN_MADE,Poor,Fair,Fair,Poor,Large,Poor,Poor,Fair,Fair,Medium,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_WV-113,1,RESERVOIR,Fair,Poor,Good,Fair,Small,Fair,Poor,Fair,Poor,Low,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_SD-110,1,NATURAL,Good,Fair,Poor,Poor,Small,Poor,Poor,Poor,Poor,Medium,Low,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_IL-110,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Low,Low,Low,TPL_MAN_MADE
NLA12_NH-105,1,NATURAL,Fair,Good,Fair,Poor,Small,Fair,Poor,Fair,Poor,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_CT-115,1,MAN_MADE,Good,Good,Good,Good,Small,Poor,Poor,Poor,Poor,High,High,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_MN-109,1,NATURAL,Not Assessed,Good,Poor,Good,Small,Fair,Fair,Good,Good,High,Medium,High,Low,Low,Low,UMW_NATURAL
NLA12_MT-154,1,NATURAL,Poor,Good,Poor,Poor,Medium,Poor,Poor,Fair,Poor,High,Low,Low,High,High,Low,NPL_NATURAL
NLA12_ID-194,1,RESERVOIR,Good,Good,Fair,Poor,Large,Good,Good,Fair,Poor,High,Not Assessed,Low,Moderate,Moderate,No Detect,XER_MAN_MADE
NLA12_UT-173,1,RESERVOIR,Not Assessed,Good,Good,Good,Large,Good,Fair,Fair,Poor,Medium,Not Assessed,Low,Low,Low,Low,XER_MAN_MADE
NLA12_UT-165,1,RESERVOIR,Fair,Good,Poor,Fair,Large,Good,Fair,Poor,Poor,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_WV-111,1,MAN_MADE,Good,Good,Good,Good,Small,Fair,Fair,Fair,Fair,High,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_NV-109,1,NATURAL,Poor,Good,Fair,Fair,Small,Fair,Poor,Fair,Poor,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Low,XER_NATURAL
NLA12_KS-107,1,MAN_MADE,Good,Poor,Good,Good,Small,Poor,Fair,Poor,Good,Medium,Not Assessed,Low,Low,Low,Low,TPL_MAN_MADE
NLA12_RI-104,1,MAN_MADE,Poor,Fair,Good,Fair,Medium,Good,Fair,Fair,Poor,High,Not Assessed,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_PA-118,1,NATURAL_ENH,Not Assessed,Fair,Good,Good,Small,Fair,Poor,Poor,Poor,High,Medium,Medium,Low,High,No Detect,NAP_NATURAL
NLA12_PA-109,1,NATURAL_ENH,Not Assessed,Good,Good,Good,Small,Good,Good,Fair,Good,High,Not Assessed,High,Low,Low,No Detect,NAP_NATURAL
NLA12_NY-0102,1,NATURAL,Good,Good,Good,Fair,Small,Fair,Fair,Fair,Good,High,Medium,High,Low,Low,Low,NAP_NATURAL
NLA12_DE-102,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Good,Fair,Fair,Fair,Medium,Not Assessed,Medium,High,Moderate,Low,CPL_MAN_MADE
NLA12_MN-150,1,NATURAL,Good,Good,Fair,Good,Small,Good,Poor,Good,Poor,High,Medium,High,Low,Moderate,No Detect,UMW_NATURAL
NLA12_ND-102,1,NATURAL,Poor,Poor,Poor,Poor,Small,Fair,Poor,Fair,Poor,Low,Low,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_OR-111,1,NATURAL_ENH,Not Assessed,Good,Poor,Poor,Small,Poor,Poor,Fair,Poor,High,Not Assessed,Low,High,High,High,XER_NATURAL
NLA12_IA-113,1,MAN_MADE,Good,Fair,Good,Good,Small,Poor,Poor,Poor,Poor,Medium,Not Assessed,Medium,Moderate,Low,Low,TPL_MAN_MADE
NLA12_TX-107,1,MAN_MADE,Fair,Good,Fair,Fair,Small,Good,Fair,Good,Fair,Low,Not Assessed,Low,Low,Low,Low,SPL_MAN_MADE
NLA12_KS-121,1,MAN_MADE,Good,Fair,Good,Fair,Small,Poor,Fair,Fair,Good,Medium,Not Assessed,Low,Moderate,Low,No Detect,TPL_MAN_MADE
NLA12_ND-119,1,NATURAL,Poor,Good,Poor,Poor,Small,Good,Poor,Fair,Poor,Medium,Low,Low,Moderate,Low,Low,TPL_NATURAL
NLA12_ND-167,1,NATURAL,Poor,Good,Poor,Poor,Small,Poor,Poor,Poor,Poor,Medium,Low,Low,Moderate,Moderate,Low,NPL_NATURAL
NLA12_CT-102,1,NATURAL,Fair,Good,Good,Good,Small,Good,Poor,Poor,Poor,High,Low,High,Low,Low,No Detect,NAP_NATURAL
NLA12_NH-103,1,NATURAL_ENH,Good,Good,Good,Good,Small,Fair,Poor,Fair,Fair,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_TX-105,1,RESERVOIR,Not Assessed,Poor,Fair,Good,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Medium,Not Assessed,Medium,Moderate,High,No Detect,CPL_MAN_MADE
NLA12_ND-187,1,NATURAL,Fair,Good,Fair,Good,Small,Good,Good,Poor,Good,Low,Low,Low,Low,Low,Low,NPL_NATURAL
NLA12_UT-186,1,RESERVOIR,Poor,Fair,Poor,Poor,Medium,Good,Fair,Fair,Poor,High,Not Assessed,Medium,Moderate,Low,No Detect,WMT_MAN_MADE
NLA12_UT-141,1,RESERVOIR,Poor,Good,Poor,Poor,Large,Poor,Poor,Fair,Poor,High,Not Assessed,Low,High,Low,No Detect,XER_MAN_MADE
NLA12_MN-138,1,NATURAL,Poor,Good,Good,Good,Small,Good,Fair,Good,Poor,High,Medium,High,Low,Low,No Detect,UMW_NATURAL
NLA12_SD-102,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Poor,Poor,Poor,Fair,High,Not Assessed,Medium,Moderate,High,Low,TPL_MAN_MADE
NLA12_CO-114,1,RESERVOIR,Fair,Poor,Fair,Fair,Medium,Good,Good,Good,Fair,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_CO-131,1,RESERVOIR,Fair,Good,Good,Good,Small,Poor,Poor,Good,Fair,Low,Not Assessed,Medium,Low,Low,No Detect,XER_MAN_MADE
NLA12_MN-153,1,NATURAL,Poor,Fair,Good,Good,Small,Fair,Good,Good,Good,High,Low,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_WV-112,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,Moderate,Moderate,No Detect,SAP_MAN_MADE
NLA12_MT-142,1,NATURAL,Fair,Good,Poor,Poor,Small,Good,Fair,Fair,Fair,Low,Low,Low,Low,Low,No Detect,NPL_NATURAL
NLA12_GA-118,1,MAN_MADE,Good,Good,Good,Good,Small,Good,Fair,Fair,Fair,Low,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_MD-105,1,MAN_MADE,Good,Fair,Fair,Poor,Small,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_IA-150,1,MAN_MADE,Fair,Poor,Poor,Fair,Small,Fair,Good,Fair,Good,Medium,Not Assessed,Low,High,Low,Low,TPL_MAN_MADE
NLA12_LA-172,1,MAN_MADE,Poor,Poor,Poor,Poor,Small,Poor,Poor,Poor,Poor,Medium,Not Assessed,High,High,Low,Low,CPL_MAN_MADE
NLA12_OK-103,1,RESERVOIR,Poor,Good,Poor,Poor,Medium,Good,Good,Fair,Good,Medium,Not Assessed,Low,Low,Low,Low,SPL_MAN_MADE
NLA12_OH-103,1,RESERVOIR,Poor,Good,Fair,Good,Small,Good,Fair,Fair,Fair,High,Not Assessed,Medium,Low,High,No Detect,SAP_MAN_MADE
NLA12_WA-118,1,NATURAL,Fair,Good,Poor,Good,Small,Good,Not Assessed,Fair,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-148,1,NATURAL,Poor,Poor,Poor,Poor,Medium,Good,Good,Fair,Good,Low,Low,Low,High,High,Low,XER_NATURAL
NLA12_KS-122,1,RESERVOIR,Not Assessed,Good,Good,Poor,Small,Poor,Poor,Fair,Fair,Low,Not Assessed,Low,Moderate,Low,Low,SPL_MAN_MADE
NLA12_RI-102,1,MAN_MADE,Poor,Fair,Good,Fair,Small,Good,Fair,Good,Poor,High,Not Assessed,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_ID-168,1,NATURAL,Not Assessed,Good,Good,Good,Small,Good,Good,Fair,Good,High,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_ID-141,1,RESERVOIR,Poor,Good,Good,Fair,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_UT-125,1,RESERVOIR,Good,Good,Good,Good,Small,Good,Good,Poor,Good,Low,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_KY-116,1,MAN_MADE,Good,Fair,Good,Good,Small,Fair,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,Low,TPL_MAN_MADE
NLA12_VT-112,1,NATURAL,Good,Good,Fair,Fair,Small,Fair,Good,Good,Good,High,Medium,High,Not Assessed,High,Low,NAP_NATURAL
NLA12_ID-113,1,MAN_MADE,Good,Poor,Fair,Fair,Small,Good,Good,Fair,Good,Not Assessed,Not Assessed,Not Assessed,Low,Low,No Detect,WMT_MAN_MADE
NLA12_ID-101,1,RESERVOIR,Good,Good,Good,Poor,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_SD-183,1,RESERVOIR,Not Assessed,Good,Good,Good,Large,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,Low,Low,No Detect,NPL_MAN_MADE
NLA12_ND-196,1,NATURAL,Poor,Good,Poor,Poor,Small,Fair,Poor,Poor,Poor,Low,Low,Low,Moderate,Low,Low,NPL_NATURAL
NLA12_UT-260,1,RESERVOIR,Poor,Poor,Fair,Good,Large,Fair,Poor,Fair,Poor,Low,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_RI-111,1,NATURAL,Poor,Poor,Fair,Poor,Small,Good,Good,Fair,Fair,High,Not Assessed,High,Low,Low,Low,NAP_NATURAL
NLA12_MD-101,1,MAN_MADE,Good,Good,Good,Good,Small,Poor,Poor,Fair,Poor,Low,Not Assessed,Low,Low,Low,No Detect,SAP_MAN_MADE
NLA12_ID-209,1,RESERVOIR,Not Assessed,Good,Good,Fair,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,No Detect,Low,No Detect,WMT_MAN_MADE
NLA12_ID-175,1,RESERVOIR,Not Assessed,Good,Fair,Poor,Large,Fair,Poor,Good,Poor,Medium,Not Assessed,Medium,Moderate,Moderate,No Detect,XER_MAN_MADE
NLA12_CO-108,1,RESERVOIR,Not Assessed,Good,Good,Good,Small,Good,Poor,Good,Poor,High,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_IA-152,1,MAN_MADE,Fair,Poor,Fair,Poor,Small,Fair,Fair,Poor,Fair,Low,Low,Medium,High,Low,Low,TPL_MAN_MADE
NLA12_ND-106,1,NATURAL,Fair,Good,Fair,Poor,Small,Good,Good,Poor,Poor,High,Low,Medium,Low,Low,No Detect,TPL_NATURAL
NLA12_WA-157,1,NATURAL,Good,Good,Good,Good,Small,Good,Fair,Good,Fair,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_WA-121,1,NATURAL,Not Assessed,Poor,Fair,Good,Small,Good,Poor,Poor,Poor,High,Medium,High,Low,Low,No Detect,WMT_NATURAL
NLA12_WY-101,1,RESERVOIR,Good,Good,Good,Good,Small,Good,Good,Fair,Fair,Low,Low,Low,No Detect,Low,No Detect,XER_MAN_MADE
NLA12_MO-108,1,MAN_MADE,Fair,Good,Good,Fair,Small,Good,Fair,Fair,Fair,Low,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_WY-104,1,NATURAL_ENH,Good,Good,Good,Good,Small,Fair,Poor,Fair,Fair,Low,Low,Medium,Low,Low,Low,NPL_NATURAL
NLA12_WY-107,1,MAN_MADE,Poor,Good,Poor,Poor,Medium,Good,Good,Fair,Good,High,High,High,Low,Low,No Detect,SPL_MAN_MADE
NLA12_MI-111,1,RESERVOIR,Good,Fair,Good,Good,Small,Good,Good,Fair,Good,Medium,Not Assessed,High,Moderate,High,No Detect,TPL_MAN_MADE
NLA12_MI-114,1,MAN_MADE,Fair,Good,Good,Poor,Small,Good,Good,Fair,Good,High,High,High,Low,Moderate,Low,UMW_MAN_MADE
NLA12_MI-135,1,NATURAL,Poor,Good,Good,Good,Small,Good,Fair,Fair,Fair,High,Medium,Medium,Low,Low,Low,UMW_NATURAL
NLA12_MI-155,1,NATURAL,Poor,Fair,Poor,Good,Small,Good,Good,Fair,Fair,High,Medium,Medium,Low,Moderate,Low,UMW_NATURAL
NLA12_WY-130,1,NATURAL,Fair,Good,Poor,Good,Small,Poor,Poor,Poor,Poor,Medium,Low,Low,Low,Low,No Detect,XER_NATURAL
NLA12_IA-104,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Moderate,High,Low,TPL_MAN_MADE
NLA12_CA-101,1,RESERVOIR,Fair,Good,Fair,Good,Small,Good,Fair,Fair,Poor,Low,Not Assessed,Medium,Low,Low,Low,XER_MAN_MADE
NLA12_GA-105,1,RESERVOIR,Poor,Good,Good,Good,Large,Good,Poor,Fair,Poor,Low,Not Assessed,Medium,Low,Low,No Detect,SAP_MAN_MADE
NLA12_MT-107,1,MAN_MADE,Poor,Good,Fair,Good,Small,Good,Fair,Fair,Fair,High,Low,Low,Low,Low,No Detect,NPL_MAN_MADE
NLA12_OK-105,1,RESERVOIR,Poor,Good,Poor,Poor,Large,Good,Fair,Fair,Fair,Low,Not Assessed,Low,Moderate,Low,Low,SPL_MAN_MADE
NLA12_WY-105,1,RESERVOIR,Good,Good,Good,Fair,Large,Poor,Poor,Good,Poor,High,Low,Low,Moderate,Moderate,No Detect,XER_MAN_MADE
NLA12_OR-104,1,RESERVOIR,Poor,Fair,Good,Fair,Small,Good,Good,Fair,Fair,Low,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_OK-106,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Large,Poor,Poor,Fair,Fair,Low,Not Assessed,Low,Moderate,High,Low,SPL_MAN_MADE
NLA12_IA-127,1,MAN_MADE,Good,Fair,Good,Fair,Small,Poor,Poor,Poor,Poor,Low,Not Assessed,Medium,Moderate,High,No Detect,TPL_MAN_MADE
NLA12_NJ-131,1,MAN_MADE,Good,Fair,Good,Good,Small,Good,Good,Fair,Good,High,Not Assessed,High,Low,Low,Low,CPL_MAN_MADE
NLA12_MN-147,1,NATURAL,Good,Good,Fair,Poor,Small,Good,Good,Fair,Good,High,Medium,Medium,Moderate,Low,No Detect,UMW_NATURAL
NLA12_VA-111,1,MAN_MADE,Fair,Poor,Fair,Poor,Small,Good,Fair,Fair,Fair,Low,Not Assessed,Low,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_VA-101,1,MAN_MADE,Good,Poor,Poor,Poor,Small,Good,Good,Fair,Poor,Medium,Not Assessed,Medium,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_WA-138,1,NATURAL,Poor,Poor,Fair,Good,Small,Good,Fair,Fair,Poor,High,Medium,High,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-169,1,RESERVOIR,Fair,Good,Good,Good,Large,Poor,Good,Poor,Good,Medium,Not Assessed,Low,Low,Low,No Detect,WMT_MAN_MADE
NLA12_NJ-118,1,MAN_MADE,Good,Poor,Poor,Poor,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Low,Moderate,No Detect,NAP_MAN_MADE
NLA12_OK-117,1,MAN_MADE,Poor,Good,Poor,Poor,Medium,Fair,Poor,Poor,Fair,Low,Not Assessed,Low,High,High,Low,SPL_MAN_MADE
NLA12_MN-123,1,MAN_MADE,Good,Fair,Fair,Poor,Small,Good,Fair,Fair,Fair,Low,Low,Low,Moderate,Moderate,No Detect,TPL_MAN_MADE
NLA12_SD-126,1,NATURAL,Good,Poor,Poor,Poor,Small,Poor,Poor,Poor,Poor,High,Low,Medium,High,High,Low,TPL_NATURAL
NLA12_TX-176,1,MAN_MADE,Good,Good,Poor,Poor,Small,Fair,Poor,Fair,Fair,Low,Not Assessed,Low,Moderate,Low,Low,SPL_MAN_MADE
NLA12_CA-180,1,MAN_MADE,Not Assessed,Good,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Low,Low,No Detect,XER_MAN_MADE
NLA12_MT-143,1,NATURAL,Poor,Good,Fair,Good,Small,Poor,Poor,Fair,Poor,High,Low,Low,Low,Moderate,No Detect,NPL_NATURAL
NLA12_ND-134,1,NATURAL,Good,Good,Poor,Poor,Small,Fair,Poor,Fair,Poor,Medium,Low,Low,Moderate,Moderate,Low,NPL_NATURAL
NLA12_ND-107,1,NATURAL,Good,Good,Poor,Poor,Small,Fair,Poor,Poor,Poor,Low,Low,Low,Moderate,High,Low,NPL_NATURAL
NLA12_WY-135,1,MAN_MADE,Fair,Poor,Poor,Poor,Small,Good,Good,Poor,Good,High,Low,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_WY-131,1,RESERVOIR,Poor,Good,Good,Good,Small,Fair,Fair,Good,Fair,Low,Not Assessed,Low,Low,Low,No Detect,XER_MAN_MADE
NLA12_CT-104,1,NATURAL,Poor,Good,Poor,Poor,Small,Fair,Poor,Fair,Poor,High,Medium,High,Moderate,High,No Detect,NAP_NATURAL
NLA12_RI-110,1,NATURAL,Poor,Good,Poor,Poor,Small,Poor,Fair,Good,Good,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_VA-121,1,MAN_MADE,Good,Poor,Poor,Poor,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_VA-105,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Good,Fair,Good,Poor,Low,Not Assessed,Low,Moderate,Low,No Detect,SAP_MAN_MADE
NLA12_UT-210,1,RESERVOIR,Poor,Fair,Fair,Fair,Large,Good,Good,Poor,Good,High,Not Assessed,Low,Low,Moderate,No Detect,WMT_MAN_MADE
NLA12_OR-169,1,RESERVOIR,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_CO-115,1,NATURAL,Poor,Fair,Good,Good,Medium,Good,Good,Good,Good,Medium,Low,Medium,Low,Moderate,No Detect,WMT_NATURAL
NLA12_MI-101,1,NATURAL,Poor,Good,Good,Good,Medium,Poor,Poor,Poor,Poor,High,Medium,High,Low,Moderate,No Detect,UMW_NATURAL
NLA12_NH-102,1,NATURAL,Good,Fair,Good,Fair,Small,Fair,Good,Good,Good,High,High,High,Low,Moderate,No Detect,NAP_NATURAL
NLA12_OH-136,1,RESERVOIR,Poor,Good,Poor,Poor,Large,Good,Good,Good,Good,Medium,Not Assessed,Medium,High,High,Low,NAP_MAN_MADE
NLA12_OK-302,1,MAN_MADE,Good,Good,Poor,Good,Medium,Good,Good,Poor,Good,High,Not Assessed,Low,Low,Low,Low,SPL_MAN_MADE
NLA12_SD-158,1,NATURAL,Not Assessed,Fair,Poor,Poor,Small,Fair,Good,Poor,Good,Medium,Low,Medium,Moderate,Moderate,Low,TPL_NATURAL
NLA12_TX-170,1,RESERVOIR,Poor,Poor,Poor,Poor,Small,Fair,Poor,Poor,Fair,Low,Not Assessed,Low,Moderate,Moderate,Low,CPL_MAN_MADE
NLA12_TX-190,1,RESERVOIR,Good,Good,Good,Good,Small,Poor,Poor,Fair,Poor,Medium,Not Assessed,Low,Low,Low,Low,SPL_MAN_MADE
NLA12_PA-105,1,RESERVOIR,Not Assessed,Good,Good,Good,Small,Fair,Fair,Fair,Fair,High,Not Assessed,Medium,Low,Moderate,No Detect,NAP_MAN_MADE
NLA12_PA-110,1,NATURAL,Not Assessed,Good,Poor,Poor,Small,Good,Good,Fair,Fair,High,High,High,Moderate,Moderate,No Detect,NAP_NATURAL
NLA12_MN-101,1,NATURAL,Fair,Fair,Good,Good,Small,Good,Good,Fair,Good,High,Medium,Medium,Low,Low,No Detect,UMW_NATURAL
NLA12_IA-134,1,MAN_MADE,Poor,Poor,Fair,Poor,Small,Good,Good,Poor,Good,Medium,Not Assessed,Low,High,High,Low,TPL_MAN_MADE
NLA12_CA-105,1,MAN_MADE,Not Assessed,Good,Fair,Poor,Small,Poor,Good,Poor,Good,Medium,Not Assessed,Low,Moderate,Moderate,Low,XER_MAN_MADE
NLA12_MO-115,1,MAN_MADE,Good,Fair,Good,Fair,Small,Fair,Fair,Poor,Fair,Low,Not Assessed,Medium,Moderate,High,Low,TPL_MAN_MADE
NLA12_MT-108,1,NATURAL,Poor,Poor,Poor,Poor,Medium,Good,Poor,Fair,Poor,Low,Low,Medium,Low,Moderate,Low,NPL_NATURAL
NLA12_NV-105,1,RESERVOIR,Poor,Good,Good,Poor,Large,Poor,Poor,Fair,Poor,High,Not Assessed,Medium,Low,Not Assessed,No Detect,XER_MAN_MADE
NLA12_NV-119,1,RESERVOIR,Fair,Good,Fair,Poor,Small,Fair,Poor,Good,Poor,High,Not Assessed,Medium,Low,Low,Low,XER_MAN_MADE
NLA12_NV-104,1,RESERVOIR,Not Assessed,Good,Fair,Poor,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Not Assessed,Medium,Low,Low,Low,XER_MAN_MADE
NLA12_RI-112,1,RESERVOIR,Good,Poor,Fair,Poor,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,NAP_MAN_MADE
NLA12_MN-116,1,NATURAL,Fair,Good,Poor,Fair,Small,Good,Good,Poor,Fair,Medium,High,Medium,Moderate,High,Low,UMW_NATURAL
