SITE_ID,VISIT_NO,UID,PRISTINE,APPEALNG,RECREATIONAL_VALUE,RDisIn,RDisInAg,RDisInNonAG,RDisIXAgAdj5,L_RVegQ,L_LitCvrQ,L_LitRipCvQ,RVegQc15,LitCvrQc15,LitRipCvrQc15,L_RVegQc15,L_LitCvrQc15,L_LitRipCvrQc15,RVegQc3OE15,LitCvrQc3OE15,LitRipCvrQc3OE15,RVeg_CONDus15,LitCvr_CONDus15,LitRipCvr_CONDus15,RDIS_CONDus15
NLA06608-1007,1,NA,1,2,GOOD,0.75308642,0,0.75308642,0.87654321,-1.117342159,-0.897195006,-0.993466139,0.066323423,0.11670828,0.091515851,-1.117342159,-0.897195006,-0.993466139,0.399648606,1.073702163,0.654719669,FAIR,GOOD,FAIR,POOR
NLA06608-1008,1,NA,2,2,FAIR,0.310344828,0.2,0.166666667,0.345918367,-1.093582363,-1.213410988,-1.149376896,0.07061533,0.051177118,0.060896224,-1.093582363,-1.213410988,-1.149376896,0.425510579,0.47082334,0.435661746,FAIR,FAIR,FAIR,FAIR
NLA06608-1010,1,NA,2,3,GOOD,0.555555556,0,0.555555556,0.427777778,-0.636947318,-0.743589951,-0.687003513,0.220702703,0.170472091,0.195587397,-0.636947318,-0.743589951,-0.687003513,0.777950332,1.497062503,0.866833619,FAIR,GOOD,GOOD,FAIR
NLA06608-1012,1,NA,4,3,FAIR,0.565217391,0.428571429,0.35483871,0.805660377,-1.069002621,-1.090183981,-1.079464182,0.075309497,0.071248625,0.073279061,-1.069002621,-1.090183981,-1.079464182,0.453796469,0.655478797,0.524250626,FAIR,GOOD,FAIR,POOR
NLA06608-1014,1,NA,2,4,EXCELLENT,0.770114943,0,0.770114943,0.785057471,-0.954118443,-1.349396509,-1.108258182,0.101142857,0.034730473,0.067936665,-0.954118443,-1.349396509,-1.108258182,0.432618411,0.281969325,0.365744049,POOR,POOR,POOR,POOR
NLA06608-1015,1,NA,2,2,FAIR,0.696969697,0.230769231,0.666666667,0.688888889,-1.014237306,-1.532229459,-1.200191384,0.086774892,0.01936098,0.053067936,-1.014237306,-1.532229459,-1.200191384,0.522884115,0.234631126,0.379656866,FAIR,POOR,FAIR,FAIR
NLA06608-1016,1,NA,3,3,POOR,0.428571429,0,0.428571429,0.364285714,-0.641444758,-0.992821415,-0.782525795,0.218325933,0.023884611,0.121105272,-0.641444758,-1.4699975,-0.882379844,1.315578276,0.219735551,0.866407321,GOOD,POOR,GOOD,FAIR
NLA06608-1018,1,NA,5,3,FAIR,0,0,0,0,-0.48918353,-0.8511843,-0.633510111,0.314202582,0.130869087,0.222535835,-0.48918353,-0.8511843,-0.633510111,1.343938918,1.062498287,1.198044634,GOOD,GOOD,GOOD,GOOD
NLA06608-1022,1,NA,2,2,FAIR,0.523809524,0.523809524,0,0.923076923,-1.820212595,-1.478988573,-1.616916335,0.005128205,0.023190319,0.014159262,-1.820212595,-1.478988573,-1.616916335,0.0309013,0.281037984,0.101297723,POOR,FAIR,POOR,POOR
NLA06608-1024,1,NA,4,3,GOOD,0.214285714,0,0.214285714,0.152597403,-0.659543624,-0.70001064,-0.679305969,0.209006183,0.189521343,0.199263763,-0.659543624,-0.70001064,-0.679305969,1.259419755,2.296764276,1.425566206,GOOD,GOOD,GOOD,GOOD
NLA06608-1034,1,NA,3,3,GOOD,0.661016949,0,0.661016949,0.580508475,-1.218244625,-0.833344362,-0.984480559,0.0505,0.136776199,0.0936381,-1.218244625,-0.833344362,-0.984480559,0.216003684,1.110456876,0.504110374,POOR,GOOD,POOR,FAIR
NLA06608-1035,1,NA,2,2,FAIR,0.565217391,0.166666667,0.523809524,0.588709677,-0.688138807,-1.36951808,-0.907005843,0.19505067,0.032705314,0.113877992,-0.688138807,-1.36951808,-0.907005843,1.175327275,0.396347955,0.814702154,GOOD,FAIR,GOOD,FAIR
NLA06608-1036,1,NA,4,4,FAIR,0.703947368,0.2,0.680284192,0.785786802,-0.658883703,-1.009009483,-0.799578975,0.209339221,0.08794686,0.14864304,-0.658883703,-1.009009483,-0.799578975,1.261426561,1.065807166,1.063417111,GOOD,GOOD,GOOD,POOR
NLA06608-1037,1,NA,3,4,POOR,0.512195122,0,0.512195122,0.356097561,-0.364696914,-0.456066851,-0.407983419,0.421820331,0.339891304,0.380855818,-0.364696914,-0.456066851,-0.407983419,1.190305127,0.473359847,0.639438253,GOOD,FAIR,FAIR,FAIR
NLA06608-1038,1,NA,5,5,EXCELLENT,0,0,0,0,-0.510443273,-0.661020841,-0.579238497,0.298714286,0.208262517,0.253488401,-0.510443273,-0.661020841,-0.579238497,1.277690817,1.690839088,1.364680972,GOOD,GOOD,GOOD,GOOD
NLA06608-1039,1,NA,2,3,FAIR,0.62962963,0,0.62962963,0.614814815,-0.790484985,-1.038819731,-0.897138942,0.152,0.081449275,0.116724638,-0.790484985,-1.038819731,-0.897138942,0.642095861,0.323151433,0.490208437,FAIR,POOR,POOR,FAIR
NLA06608-1041,1,NA,4,3,GOOD,0,0,0,0,-1.190244713,-1.5412583,-1.33121386,0.054529052,0.018756876,0.036642964,-1.190244713,-1.5412583,-1.33121386,0.440622403,0.460498879,0.422212993,FAIR,FAIR,FAIR,GOOD
NLA06608-1044,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-1045,1,NA,3,4,GOOD,0.766233766,0,0.766233766,0.883116883,-1.029963223,-1.86316204,-1.271495917,0.083333333,0.003703704,0.043518519,-1.029963223,-1.86316204,-1.271495917,0.312424038,0.040563487,0.206317683,POOR,POOR,POOR,POOR
NLA06608-1047,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-1052,1,NA,4,4,GOOD,0.357142857,0.1,0.307692308,0.25,-0.821883698,-1.05322486,-0.922329097,0.140701058,0.078465745,0.109583402,-0.821883698,-1.05322486,-0.922329097,0.847829906,0.721875437,0.783977938,GOOD,GOOD,GOOD,FAIR
NLA06608-1055,1,NA,3,3,GOOD,0.672131148,0,0.672131148,0.836065574,-1.223998727,-1.750660353,-1.411955423,0.049703704,0.06470022,0.057201962,-1.223998727,-1.126678119,-1.172618048,0.195203553,0.258398964,0.234490154,POOR,POOR,POOR,POOR
NLA06608-1056,1,NA,3,4,EXCELLENT,0.775280899,0,0.775280899,0.837640449,-1.144464474,-1.125895333,-1.135080666,0.061702703,0.064834984,0.063268843,-1.144464474,-1.125895333,-1.135080666,0.308971768,0.246917602,0.258208055,POOR,POOR,POOR,POOR
NLA06608-1057,1,NA,3,4,EXCELLENT,0.411764706,0,0.411764706,0.305882353,-1.893544669,-1.592514673,-1.71745341,0.002777778,0.015555556,0.009166667,-1.893544669,-1.592514673,-1.71745341,0.006356409,0.175654958,0.034547839,POOR,POOR,POOR,FAIR
NLA06608-1058,1,NA,2,3,GOOD,0.741007194,0,0.741007194,0.770503597,-0.582937104,-0.82913251,-0.68881793,0.251253968,0.138206582,0.194730275,-0.582937104,-0.82913251,-0.68881793,0.60526533,1.669478361,0.788707063,FAIR,GOOD,FAIR,POOR
NLA06608-1059,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED
NLA06608-1060,1,NA,3,2,FAIR,0.130434783,0,0.130434783,0.115217391,-0.722406215,-0.83120798,-0.773408771,0.179493268,0.06,0.119746634,-0.722406215,-1.15490196,-0.886903901,1.081582201,0.551992798,0.856687397,GOOD,FAIR,GOOD,GOOD
NLA06608-1060,2,NA,3,2,FAIR,0.090909091,0,0.090909091,0.095454546,-0.899495185,-0.479915373,-0.640890896,0.116038961,0.162463768,0.139251365,-0.899495185,-0.763302129,-0.82608169,0.699222186,1.494647166,0.996227495,GOOD,GOOD,GOOD,GOOD
NLA06608-1070,1,NA,4,4,EXCELLENT,0.545454546,0.45945946,0.259259259,0.810714286,-0.995391742,-0.344251865,-0.557754105,0.09106674,0.442635003,0.266850871,-0.995391742,-0.344251865,-0.557754105,0.548745736,5.364188765,1.909095655,FAIR,GOOD,GOOD,POOR
NLA06608-1073,1,NA,5,5,EXCELLENT,0,0,0,0,-0.688384733,-0.959466454,-0.803109519,0.19493459,0.099782609,0.147358599,-0.688384733,-0.959466454,-0.803109519,0.809059436,1.08932063,0.841337761,GOOD,GOOD,GOOD,GOOD
NLA06608-1075,1,NA,4,3,GOOD,0.310344828,0,0.310344828,0.255172414,-0.465897905,-0.843963051,-0.615027919,0.332059846,0.133230975,0.23264541,-0.465897905,-0.843963051,-0.615027919,1.420319802,1.081673956,1.252470579,GOOD,GOOD,GOOD,FAIR
NLA06608-1083,1,NA,2,2,FAIR,0.696969697,0.333333333,0.642857143,0.605660377,-0.977827021,-0.653019059,-0.785740025,0.095238095,0.212321232,0.153779664,-0.977827021,-0.653019059,-0.785740025,0.573881294,1.95332985,1.10016537,FAIR,GOOD,GOOD,FAIR
NLA06608-1086,1,NA,3,3,FAIR,0.5,0.487179487,0.047619048,0.863793103,-1.177981385,-1.809344771,-1.387806002,0.056377152,0.005511551,0.030944352,-1.177981385,-1.809344771,-1.387806002,0.339714826,0.066793183,0.221381054,FAIR,POOR,POOR,POOR
NLA06608-1087,1,NA,3,3,FAIR,0.430379747,0,0.430379747,0.365189873,-0.732828272,-1.330993219,-0.936166446,0.175,0.036666667,0.105833333,-0.732828272,-1.330993219,-0.936166446,0.701930766,0.14038978,0.42399673,FAIR,POOR,POOR,FAIR
NLA06608-1089,1,NA,4,5,EXCELLENT,0.45945946,0,0.45945946,0.32972973,-0.489623781,-1.017898011,-0.6779496,0.3138741,0.085962596,0.199918348,-0.489623781,-1.017898011,-0.6779496,0.88388181,0.95182516,0.863123049,GOOD,GOOD,GOOD,FAIR
NLA06608-1091,1,NA,4,4,EXCELLENT,0.512195122,0.444444444,0.2,0.804761905,-1.940618309,-1.180992079,-1.412379981,0.001465202,0.055918592,0.028691897,-1.940618309,-1.180992079,-1.412379981,0.008828943,0.677664171,0.205266616,POOR,GOOD,POOR,POOR
NLA06608-1096,1,NA,2,2,POOR,0.545454546,0.310344828,0.428571429,0.575,-0.942686088,-1.37198147,-1.10631813,0.104107427,0.032463768,0.068285597,-0.942686088,-1.37198147,-1.10631813,0.6273257,0.29866277,0.488526557,GOOD,FAIR,FAIR,FAIR
NLA06608-1100,1,NA,2,4,EXCELLENT,0.802631579,0,0.802631579,0.85131579,-1.128105848,-1.199462879,-1.162320464,0.064455049,0.053173817,0.058814433,-1.128105848,-1.199462879,-1.162320464,0.388390241,0.489192737,0.420768266,FAIR,FAIR,FAIR,POOR
NLA06608-1101,1,NA,2,4,GOOD,0.769230769,0,0.769230769,0.773504274,-0.688246139,-1.165717123,-0.864424804,0.195,0.058278328,0.126639164,-0.688246139,-1.165717123,-0.864424804,0.70368184,0.46512067,0.574926311,FAIR,FAIR,FAIR,POOR
NLA06608-1102,1,NA,5,5,EXCELLENT,0,0,0,0,-0.765735876,-0.98640511,-0.862203195,0.1615,0.093179849,0.127339925,-0.765735876,-0.98640511,-0.862203195,0.690784059,0.756507382,0.685547628,FAIR,GOOD,FAIR,GOOD
NLA06608-1103,1,NA,3,3,FAIR,0.636363636,0,0.636363636,0.518181818,-0.644405032,-0.483225948,-0.556380742,0.216774892,0.318680585,0.267727739,-0.644405032,-0.483225948,-0.556380742,1.306232082,2.931823134,1.915368909,GOOD,GOOD,GOOD,FAIR
NLA06608-1107,1,NA,4,2,FAIR,0.591836735,0.428571429,0.411764706,0.758256881,-1.830857601,-1.759265906,-1.793588221,0.004761905,0.007407407,0.006084656,-1.830857601,-1.759265906,-1.793588221,0.028694065,0.089768616,0.043530645,POOR,POOR,POOR,POOR
NLA06608-1108,1,NA,2,3,GOOD,0.682539683,0.090909091,0.672131148,0.65915493,-0.746322317,-1.102647832,-0.888922034,0.169340214,0.068950006,0.11914511,-0.746322317,-1.102647832,-0.888922034,1.020402401,0.63433178,0.852383995,GOOD,GOOD,GOOD,FAIR
NLA06608-1108,2,NA,3,3,GOOD,0.696969697,0,0.696969697,0.598484849,-0.9953636,-0.960522619,-0.977593817,0.091073289,0.099515952,0.095294621,-0.9953636,-0.960522619,-0.977593817,0.5487852,0.915534809,0.681753614,FAIR,GOOD,GOOD,FAIR
NLA06608-1111,1,NA,2,3,GOOD,0.130434783,0,0.130434783,0.115217391,-0.730780283,-1.103537476,-0.878336924,0.175874459,0.068788444,0.122331452,-0.730780283,-1.103537476,-0.878336924,1.059776151,0.833630862,0.875179613,GOOD,GOOD,GOOD,GOOD
NLA06608-1113,1,NA,3,4,EXCELLENT,0.682539683,0,0.682539683,0.741269841,-0.920818754,-1.574031268,-1.134698574,0.11,0.016666667,0.063333333,-0.920818754,-1.574031268,-1.134698574,0.430841204,0.064561198,0.256141708,POOR,POOR,POOR,FAIR
NLA06608-1114,1,NA,5,5,EXCELLENT,0,0,0,0,-0.74945679,-0.266689316,-0.444185263,0.168050505,0.531141304,0.349595905,-0.74945679,-0.266689316,-0.444185263,0.49342309,1.093682578,0.850360918,FAIR,GOOD,GOOD,GOOD
NLA06608-1115,1,NA,1,3,FAIR,0.642857143,0,0.642857143,0.421428571,-0.624147409,-0.932768421,-0.75160177,0.227603368,0.106743196,0.167173282,-0.624147409,-0.932768421,-0.75160177,1.371481808,0.982024591,1.195985549,GOOD,GOOD,GOOD,FAIR
NLA06608-1119,1,NA,3,4,EXCELLENT,0.090909091,0,0.090909091,0.095454546,-0.846185136,-1.556302501,-1.069872022,0.1325,0.017777778,0.075138889,-0.846185136,-1.556302501,-1.069872022,0.869295923,0.36335331,0.697981084,GOOD,FAIR,FAIR,GOOD
NLA06608-1120,1,NA,4,4,EXCELLENT,0.523809524,0,0.523809524,0.511904762,-0.728158393,-0.927025896,-0.816307315,0.177,0.108297101,0.142648551,-0.728158393,-0.927025896,-0.816307315,0.872096405,0.459526424,0.827721112,GOOD,FAIR,GOOD,FAIR
NLA06608-1122,1,NA,3,3,,0.090909091,0,0.090909091,0.095454546,-1.003609116,-1.750122527,-1.233029058,0.089172414,0.007777778,0.048475096,-1.003609116,-1.750122527,-1.233029058,0.318763599,0.046275475,0.21845143,POOR,POOR,POOR,GOOD
NLA06608-1124,1,NA,2,2,FAIR,0.642857143,0.444444444,0.5,0.816666667,-0.852256442,-1.189629941,-0.988974956,0.130521753,0.054620462,0.092571107,-0.852256442,-1.189629941,-0.988974956,0.78649192,0.502501695,0.662269147,GOOD,FAIR,FAIR,POOR
NLA06608-1125,1,NA,4,4,GOOD,0.449541284,0,0.449541284,0.424770642,-0.485066249,-0.881523185,-0.639543957,0.317290765,0.121364136,0.219327451,-0.485066249,-0.881523185,-0.639543957,0.972858434,0.916975161,0.840384369,GOOD,GOOD,GOOD,FAIR
NLA06608-1129,1,NA,3,3,FAIR,0.090909091,0,0.090909091,0.095454546,-0.715610443,-0.623520022,-0.667128866,0.182481749,0.22794686,0.205214305,-0.715610443,-0.623520022,-0.667128866,0.706756391,4.801703338,1.376995205,FAIR,GOOD,GOOD,GOOD
NLA06608-1130,1,NA,4,4,GOOD,0.615384615,0,0.615384615,0.607692308,-0.827083698,-0.837942033,-0.832478931,0.138907407,0.135230545,0.137068976,-0.827083698,-0.837942033,-0.832478931,0.594148748,1.097908036,0.73792498,FAIR,GOOD,FAIR,FAIR
NLA06608-1131,1,NA,2,2,GOOD,0.78021978,0.047619048,0.777777778,0.744736842,-0.768034734,-1.125289244,-0.9109182,0.160594595,0.064939494,0.112767044,-0.768034734,-1.125289244,-0.9109182,0.686911368,0.527229942,0.607093022,FAIR,FAIR,POOR,FAIR
NLA06608-1134,1,NA,5,5,FAIR,0,0,0,0,-0.383524486,-0.643454588,-0.494326655,0.4035,0.217271727,0.310385864,-0.383524486,-0.643454588,-0.494326655,1.725890823,1.763982949,1.670994332,GOOD,GOOD,GOOD,GOOD
NLA06608-1141,1,NA,3,2,GOOD,0.62962963,0,0.62962963,0.564814815,-0.891698164,-0.84841645,-0.869518349,0.118322212,0.131769742,0.125045977,-0.891698164,-0.84841645,-0.869518349,0.455688697,1.229166776,0.677866738,FAIR,GOOD,GOOD,FAIR
NLA06608-1143,1,NA,5,3,FAIR,0,0,0,0,-0.475505129,-0.687846575,-0.568825469,0.324576066,0.195188693,0.25988238,-0.475505129,-0.687846575,-0.568825469,1.388309429,1.584695489,1.399103614,GOOD,GOOD,GOOD,GOOD
NLA06608-1145,1,NA,3,3,GOOD,0.565217391,0.2,0.512195122,0.598484849,-0.901356274,-1.18052122,-1.018883672,0.1155,0.08960121,0.102550605,-0.901356274,-1.001735385,-0.948652166,0.396137726,0.378740518,0.375779308,POOR,FAIR,POOR,FAIR
NLA06608-1147,1,NA,2,2,GOOD,0.701492537,0,0.701492537,0.600746269,-1.690678898,-1.593637849,-1.639453573,0.010385488,0.015489549,0.012937518,-1.690678898,-1.593637849,-1.639453573,0.062580389,0.142501991,0.092557164,POOR,POOR,POOR,FAIR
NLA06608-1148,1,NA,3,3,FAIR,0.285714286,0.166666667,0.166666667,0.272727273,-1.435990983,-1.445479523,-1.44070934,0.026644518,0.025852585,0.026248552,-1.435990983,-1.445479523,-1.44070934,0.160553302,0.313301358,0.187786519,POOR,FAIR,POOR,FAIR
NLA06608-1150,1,NA,5,4,EXCELLENT,0,0,0,0,-0.726402294,-0.904584866,-0.806418857,0.177757678,0.114570479,0.146164079,-0.726402294,-0.904584866,-0.806418857,0.760323037,0.930173353,0.786889402,FAIR,GOOD,FAIR,GOOD
NLA06608-1151,1,NA,4,2,FAIR,0.333333333,0,0.333333333,0.366666667,-1.93924546,-1.36911697,-1.566660067,0.001501502,0.032744775,0.017123138,-1.93924546,-1.36911697,-1.566660067,0.006626384,0.700513649,0.126419849,POOR,GOOD,POOR,FAIR
NLA06608-1153,1,NA,5,5,EXCELLENT,0.444444444,0,0.444444444,0.372222222,-0.496534382,-1.731154688,-0.772971489,0.308761321,0.008571429,0.158666375,-0.496534382,-1.731154688,-0.772971489,0.771035817,0.100925098,0.633731778,FAIR,POOR,FAIR,FAIR
NLA06608-1155,1,NA,4,5,EXCELLENT,0.421052632,0.352941177,0.153846154,0.644820296,-1.738393097,-1.79586373,-1.766178463,0.008264463,0.0060006,0.007132531,-1.738393097,-1.79586373,-1.766178463,0.049799616,0.072719851,0.05102732,POOR,POOR,POOR,FAIR
NLA06608-1162,1,NA,4,4,EXCELLENT,0.705882353,0,0.705882353,0.602941177,-0.510948308,-1.118269552,-0.716115454,0.298355495,0.066160616,0.182258056,-0.510948308,-1.118269552,-0.716115454,1.276156162,0.537143972,0.981205054,GOOD,FAIR,GOOD,FAIR
NLA06608-1163,1,NA,4,4,GOOD,0.5,0.2,0.428571429,0.533333333,-0.541132517,-0.852134988,-0.669370034,0.277652056,0.130561056,0.204106556,-0.541132517,-0.852134988,-0.669370034,1.187601328,1.05999745,1.098828712,GOOD,GOOD,GOOD,FAIR
NLA06608-1164,1,NA,3,4,GOOD,0.6,0,0.6,0.744444444,-0.851698925,-1.072351715,-0.948160067,0.130702261,0.074654156,0.102678209,-0.851698925,-1.072351715,-0.948160067,0.787579616,0.686809276,0.734577034,GOOD,GOOD,GOOD,FAIR
NLA06608-1166,1,NA,5,5,EXCELLENT,0.487179487,0,0.487179487,0.293589744,-1.468521083,-1.503725649,-1.485766747,0.024,0.021352657,0.022676329,-1.468521083,-1.503725649,-1.485766747,0.102655216,0.173357681,0.122080355,POOR,POOR,POOR,FAIR
NLA06608-1167,1,NA,2,4,EXCELLENT,0.793814433,0,0.793814433,0.896907217,-1.332547047,-1.502046025,-1.409079361,0.0365,0.021474147,0.028987074,-1.332547047,-1.502046025,-1.409079361,0.156121475,0.174344036,0.156054903,POOR,POOR,POOR,POOR
NLA06608-1170,1,NA,4,5,EXCELLENT,0.310344828,0.047619048,0.285714286,0.196969697,-1.044520018,-0.768441769,-0.88490297,0.080256811,0.160434783,0.120345797,-1.044520018,-0.768441769,-0.88490297,0.398418299,3.091982367,0.912226807,POOR,GOOD,GOOD,GOOD
NLA06608-1172,1,NA,4,4,GOOD,0.770114943,0,0.770114943,0.885057471,-0.793174124,-0.922168043,-0.852899372,0.151,0.109627756,0.130313878,-0.793174124,-0.922168043,-0.852899372,0.665382453,0.431188492,0.549968317,FAIR,FAIR,POOR,POOR
NLA06608-1174,1,NA,4,3,GOOD,0.130434783,0,0.130434783,0.065217391,-0.569575023,-0.961385559,-0.72271686,0.259416988,0.09929856,0.179357774,-0.569575023,-0.961385559,-0.72271686,0.957476137,0.846467261,0.842026996,GOOD,GOOD,GOOD,GOOD
NLA06608-1175,1,NA,3,3,GOOD,0.622641509,0.047619048,0.615384615,0.574561404,-0.875604471,-1.194921074,-1.006553594,0.123166667,0.053837949,0.088502308,-0.875604471,-1.194921074,-1.006553594,0.526820867,0.437098859,0.476461309,POOR,FAIR,POOR,FAIR
NLA06608-1177,1,NA,3,3,FAIR,0.333333333,0,0.333333333,0.216666667,-0.585862638,-0.39260326,-0.478570532,0.2495,0.394945652,0.322222826,-0.585862638,-0.39260326,-0.478570532,0.822455592,1.009000591,0.958103903,GOOD,GOOD,GOOD,FAIR
NLA06608-1179,1,NA,2,2,POOR,0.591836735,0,0.591836735,0.395918367,-0.657404068,-0.800124033,-0.722927577,0.210087781,0.148444062,0.179265921,-0.657404068,-0.800124033,-0.722927577,1.265937199,1.36566755,1.28249831,GOOD,GOOD,GOOD,FAIR
NLA06608-1181,1,NA,4,1,FAIR,0.166666667,0,0.166666667,0.083333333,-0.625796783,-0.942724132,-0.755970245,0.226702703,0.104097432,0.165400067,-0.625796783,-0.942724132,-0.755970245,0.829220167,0.484977473,0.608238497,FAIR,FAIR,FAIR,GOOD
NLA06608-1183,1,NA,5,5,EXCELLENT,0,0,0,0,-0.393799623,-0.790289997,-0.548286908,0.393831672,0.152072751,0.272952211,-0.393799623,-0.790289997,-0.548286908,1.698857182,1.834554194,1.665338112,GOOD,GOOD,GOOD,GOOD
NLA06608-1185,1,NA,2,3,FAIR,0.8,0,0.8,0.85,-0.881074247,-0.66756154,-0.761326757,0.1215,0.205,0.16325,-0.881074247,-0.66756154,-0.761326757,0.343872032,0.315351249,0.301394671,POOR,POOR,POOR,POOR
NLA06608-1189,1,NA,4,4,EXCELLENT,0.512195122,0,0.512195122,0.356097561,-0.575578096,-0.807592651,-0.676272455,0.255718569,0.145742574,0.200730572,-0.575578096,-0.807592651,-0.676272455,0.807230621,1.025484888,0.792594057,FAIR,GOOD,FAIR,FAIR
NLA06608-1190,1,NA,3,3,GOOD,0.736842105,0,0.736842105,0.518421053,-0.673664139,-1.221852212,-0.866461855,0.202,0.049999522,0.125999761,-0.673664139,-1.221852212,-0.866461855,0.627540002,0.920187635,0.675127909,FAIR,GOOD,FAIR,FAIR
NLA06608-1191,1,NA,3,3,FAIR,0.604395604,0.45945946,0.40397351,0.865651359,-0.777990731,-0.375516121,-0.531708857,0.15672828,0.139950017,0.148339148,-0.777990731,-0.824053481,-0.800411696,0.944405993,1.287523355,1.061243015,GOOD,GOOD,GOOD,POOR
NLA06608-1195,1,NA,1,3,GOOD,0.797979798,0,0.797979798,0.898989899,-1.346795545,-1.653427564,-1.473593605,0.034999165,0.012211221,0.023605193,-1.346795545,-1.653427564,-1.473593605,0.210896344,0.147984897,0.168875489,POOR,POOR,POOR,POOR
NLA06608-1198,1,NA,4,4,EXCELLENT,0.310344828,0.047619048,0.285714286,0.296969697,-0.616312839,-1.011236734,-0.770350913,0.231928571,0.087445832,0.159687202,-0.616312839,-1.011236734,-0.770350913,0.992028236,0.70995411,0.859692531,GOOD,FAIR,GOOD,FAIR
NLA06608-1199,1,NA,5,4,EXCELLENT,0.512195122,0,0.512195122,0.406097561,-0.526337235,-0.872676369,-0.665860035,0.287620447,0.124067537,0.205843992,-0.526337235,-0.872676369,-0.665860035,1.733129941,1.14140645,1.472642262,GOOD,GOOD,GOOD,FAIR
NLA06608-1204,1,NA,1,3,EXCELLENT,0.786407767,0,0.786407767,0.893203884,-0.988314242,-0.821284597,-0.896818478,0.092727273,0.140909091,0.116818182,-0.988314242,-0.821284597,-0.896818478,0.483096169,0.614360123,0.827244793,POOR,FAIR,GOOD,POOR
NLA06608-1206,1,NA,4,3,FAIR,0.259259259,0,0.259259259,0.17962963,-0.557442762,-0.461593345,-0.50687914,0.267049415,0.335467068,0.301258242,-0.557442762,-0.461593345,-0.50687914,1.142250645,2.72358579,1.621854839,GOOD,GOOD,GOOD,GOOD
NLA06608-1207,1,NA,4,5,EXCELLENT,0.642857143,0,0.642857143,0.621428571,-0.576617577,-0.910056216,-0.712092746,0.255083333,0.113010953,0.184047143,-0.576617577,-0.910056216,-0.712092746,1.091068114,0.917511897,0.990836792,GOOD,GOOD,GOOD,FAIR
NLA06608-1208,1,NA,2,2,FAIR,0.428571429,0.259259259,0.285714286,0.441269841,-1.117165377,-0.993654825,-1.051034118,0.066354497,0.091471756,0.078913127,-1.117165377,-0.993654825,-1.051034118,0.39983585,0.841529174,0.564557674,FAIR,GOOD,FAIR,FAIR
NLA06608-1208,2,NA,3,2,FAIR,0.512195122,0.35483871,0.333333333,0.732352941,-1.020343011,-1.154139645,-1.0821091,0.085423862,0.060122979,0.07277342,-1.020343011,-1.154139645,-1.0821091,0.514743142,0.553124185,0.520633189,FAIR,FAIR,FAIR,FAIR
NLA06608-1209,1,NA,4,5,EXCELLENT,0.6,0,0.6,0.55,-0.660217415,-1.085250865,-0.822689436,0.208666667,0.072176783,0.140421725,-0.660217415,-1.085250865,-0.822689436,0.781628746,0.600951808,0.662938833,FAIR,FAIR,FAIR,FAIR
NLA06608-1210,1,NA,3,3,POOR,0.62962963,0.473684211,0.444444444,0.920634921,-1.816407786,-1.187049893,-1.396493913,0.005261324,0.055005501,0.030133412,-1.816407786,-1.187049893,-1.396493913,0.031703442,0.666598634,0.215579459,POOR,GOOD,POOR,POOR
NLA06608-1217,1,NA,1,3,GOOD,0.523809524,0.285714286,0.411764706,0.614864865,-1.856502623,-1.654504417,-1.743863752,0.003915454,0.012156216,0.008035835,-1.856502623,-1.654504417,-1.743863752,0.020374718,0.191686379,0.058799497,POOR,POOR,POOR,FAIR
NLA06608-1219,1,NA,3,2,POOR,0.545454546,0.473684211,0.230769231,0.863793103,-1.203086941,-1.372089105,-1.279418648,0.052648844,0.032453245,0.042551045,-1.203086941,-1.372089105,-1.279418648,0.317248958,0.298565962,0.304417271,FAIR,FAIR,POOR,POOR
NLA06608-1220,1,NA,4,4,FAIR,0.444444444,0,0.444444444,0.322222222,-0.747313925,-0.677780705,-0.711157212,0.1689312,0.2,0.1844656,-0.747313925,-0.677780705,-0.711157212,0.795950241,0.649036165,0.682691484,GOOD,GOOD,FAIR,FAIR
NLA06608-1222,1,NA,3,4,GOOD,0.658444023,0,0.658444023,0.679222011,-0.886056648,-1.187086643,-1.010995384,0.12,0.055,0.0875,-0.886056648,-1.187086643,-1.010995384,0.350807133,0.106041091,0.200077537,FAIR,POOR,POOR,FAIR
NLA06608-1223,1,NA,2,2,FAIR,0.375,0.047619048,0.35483871,0.322222222,-0.706389438,-1.363177902,-0.920917245,0.186612245,0.033333333,0.109972789,-0.706389438,-1.363177902,-0.920917245,1.124479404,0.403958772,0.786763681,GOOD,FAIR,GOOD,FAIR
