SITE_ID,VISIT_NO,SAMPLE_CATEGORY,SAMPLE_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NO3N_PPM,NO3_FLAG,NO3_RL_ALERT,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,CL_PPM,CL_FLAG,CL_RL_ALERT,SO4_PPM,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA_FLAG,CA_RL_ALERT,MG_PPM,MG_FLAG,MG_RL_ALERT,NA_PPM,NA_FLAG,NA_RL_ALERT,K_PPM,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,FLAG_SECCHI,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM
NLA06608-0849,1,P,513361,7.18,NA,44.35,NA,N,144.72,NA,0.649,<RL (2),Y,4.18,NA,N,4.03,NA,N,0.005,<RL (0.02),Y,0.046,NA,N,0.05,NA,N,189,NA,N,5,NA,N,4.696,N,NA,NA,NA,5.661,NA,N,2.652,NA,N,2.783,NA,N,0.907,NA,N,3.441,NA,N,0.266,NA,N,28,NA,N,2.12,NA,N,370.62,363.24,369.99,3.17,NA,NA,NA,NA,NA
NLA06608-0850,1,P,508011,8.57,NA,388.8,NA,N,3548.04,NA,1.71,<RL (2),Y,3.84,NA,N,3.75,NA,N,0.034,NA,N,0.012,<RL (0.02),Y,0.133,NA,N,486,NA,N,19,NA,N,2.304,N,NA,NA,NA,14.545,NA,N,11.345,NA,N,52.48,NA,N,12.2,NA,N,9.192,NA,N,1.587,NA,N,7,NA,N,9.125,NA,N,4065.13,4204,4063.09,3.4,NA,NA,NA,NA,NA
NLA06608-0851,1,P,503151,8.29,NA,4321,NA,N,2642.47,NA,5.17,NA,N,9.6,NA,N,8.84,NA,N,0.065,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1104,NA,N,44,NA,N,7.8,N,NA,NA,NA,146.737,NA,N,2617.967,NA,N,485.7,NA,N,246,NA,N,306.8,NA,N,47.26,NA,N,22,NA,N,0.85,NA,N,59037.33,61287.41,59033.09,0.9,NA,NA,NA,NA,Live creatures in unfiltered sample.
NLA06608-0856,1,P,502571,8.33,NA,293.6,NA,N,2738.82,NA,5.17,NA,N,4.71,NA,N,4.58,NA,N,0.03,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,483,NA,N,31,NA,N,9.467,N,NA,NA,NA,4.264,NA,N,16.036,NA,N,43.46,NA,N,5.675,NA,N,5.643,NA,N,2.732,NA,N,20,NA,N,5.762,NA,N,2952.91,3192.96,2950.97,0.98,NA,NA,NA,NA,NA
NLA06608-0857,1,P,504681,7.72,NA,86,NA,N,539.25,NA,4.01,NA,N,3.71,NA,N,3.38,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,469,NA,N,31,NA,N,12.72,N,NA,NA,NA,4.36,NA,N,5.226,NA,N,6.304,NA,N,2.306,NA,N,3.985,NA,N,2.371,NA,N,15,NA,N,10.532,NA,N,738.39,771.05,738.31,1.15,NA,NA,NA,NA,NA
NLA06608-0859,1,P,514681,8.55,NA,841.4,NA,N,3980.47,NA,5.26,NA,N,7.92,NA,N,7.4,NA,N,0.025,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,913,NA,N,33,NA,N,11.472,N,NA,NA,NA,127.153,NA,N,40.579,NA,N,46.3,NA,N,35.26,NA,N,74.46,NA,N,3.17,NA,N,5,<RL (5),N,3.939,NA,N,8533.27,8411.81,8531.75,1.25,NA,NA,NA,NA,NA
NLA06608-0860,1,P,506941,8.35,NA,594.2,NA,N,4773.08,NA,24.4,NA,N,3.14,NA,N,3.29,NA,N,0.179,NA,N,6.186,NA,N,0.005,<RL (0.02),Y,6672,NA,N,222,NA,N,11.168,N,NA,NA,NA,18.36,NA,N,28.484,NA,N,70.86,NA,N,21.97,NA,N,7.179,NA,N,1.956,NA,N,11,NA,N,17.978,NA,N,5717.57,5883.98,5706.08,0.32,NA,NA,NA,NA,NA
NLA06608-0860,2,P,513421,8.1,NA,421.7,NA,N,2958.95,NA,21.7,NA,N,3.48,NA,N,3.62,NA,N,0.117,NA,N,1.232,NA,N,0.786,NA,N,1710,NA,N,232,NA,N,6.672,N,NA,NA,NA,19.003,NA,N,32.395,NA,N,44.48,NA,N,19.64,NA,N,7.878,NA,N,2.3,NA,N,10,NA,N,5.466,NA,N,4245.05,4225.54,4237.19,0.35,NA,NA,NA,NA,NA
NLA06608-0862,1,P,514301,7.26,NA,60.21,NA,N,380.1,NA,1.16,<RL (2),Y,11.9,NA,N,11.28,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,654,NA,N,11,NA,N,3.568,N,NA,NA,NA,3.027,NA,N,1.93,NA,N,6.369,NA,N,1.92,NA,N,1.712,NA,N,0.152,NA,N,23,NA,N,0.613,NA,N,555.07,505.72,554.16,2.75,NA,NA,NA,NA,NA
NLA06608-0863,1,P,508681,7.75,NA,225.7,NA,N,1014.52,NA,4.88,NA,N,3.18,NA,N,2.66,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,446,NA,N,36,NA,N,14.384,N,NA,NA,NA,19.079,NA,N,25.143,NA,N,21.04,NA,N,5.743,NA,N,11.44,NA,N,1.976,NA,N,3,<RL (5),Y,0.523,NA,N,2071.62,2076.16,2070.63,1.04,NA,NA,NA,NA,NA
NLA06608-0864,1,P,503321,8.33,NA,3630,NA,N,2456.75,NA,6.67,NA,N,12.15,NA,N,11.22,NA,N,0.031,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,973,NA,N,11,NA,N,9.223,N,NA,NA,NA,140.09,NA,N,1859.117,NA,N,244.5,NA,N,172.7,NA,N,403.4,NA,N,23.41,NA,N,10,NA,N,7.91,NA,N,44559.38,45114.95,44557.37,1.2,NA,NA,NA,NA,NA
NLA06608-0865,1,P,511741,8.34,NA,187.9,NA,N,1170.81,NA,12.6,NA,N,13.77,NA,N,9.63,NA,N,0.016,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1489,NA,N,100,NA,N,83.52,N,NA,NA,NA,10.901,NA,N,11.707,NA,N,23.42,NA,N,2.163,NA,N,7.34,NA,N,1.752,NA,N,15,NA,N,1.194,NA,N,1711.76,1722.03,1710.73,0.45,NA,NA,NA,NA,NA
NLA06608-0868,1,P,515401,8.79,NA,140,NA,N,1128.77,NA,11.6,NA,N,8.32,NA,N,7.14,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1184,NA,N,61,NA,N,29.48,N,NA,NA,NA,3.455,NA,N,9.428,NA,N,17.06,NA,N,4.833,NA,N,3.317,NA,N,2.538,NA,N,15,NA,N,6.876,NA,N,1458.95,1422.51,1458.19,0.45,NA,NA,NA,NA,NA
NLA06608-0869,1,P,507001,6.43,NA,53.98,NA,N,85.99,NA,3.16,NA,N,7.73,NA,N,7.03,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,479,NA,N,44,NA,N,11.657,N,F1,"FORGOT TO RECORD VOLUME HERE. IT WAS EITHER 350 OR 400 ML, IS ON BOTTLE.",NA,6.604,NA,N,5.491,NA,N,2.508,NA,N,0.978,NA,N,4.667,NA,N,0.475,NA,N,52,NA,N,5.139,NA,N,421.44,386.96,420.78,0.88,NA,NA,NA,HAS PLANT PIECES IN IT - CHARACTERISTIC OF ENTIRE LAKE.,NA
NLA06608-0870,1,P,505621,7.77,NA,55.48,NA,N,497.25,NA,0.552,<RL (2),Y,0.75,NA,N,0.34,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,87,NA,N,43,NA,N,0.488,N,NA,NA,NA,0.71,NA,N,1.256,NA,N,4.073,NA,N,1.797,NA,N,3.891,NA,N,1.057,NA,N,5,<RL (5),N,22.987,NA,N,547.55,543.44,547.4,12.51,NA,NA,NA,NA,NA
NLA06608-0871,1,P,506401,8.6,NA,848.5,NA,N,3824.97,NA,68.5,NA,N,21.46,NA,N,18.51,NA,N,0.047,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,5378,NA,N,407,NA,N,256.32,N,NA,NA,NA,20.473,NA,N,243.654,NA,N,57,NA,N,65.98,NA,N,12.97,NA,N,13.67,NA,N,26,NA,N,39.648,NA,N,9190.26,9475.31,9187.46,0.15,NA,NA,NA,NA,NA
NLA06608-0872,1,P,505761,8.11,NA,287,NA,N,2221.92,NA,60.8,NA,N,7.58,NA,N,7.58,NA,N,0.039,NA,N,0.352,NA,N,0.368,NA,N,1129,NA,N,276,NA,N,14.32,N,NA,NA,NA,7.095,NA,N,22.439,NA,N,34.83,NA,N,7.317,NA,N,6.455,NA,N,5.382,NA,N,35,NA,N,13.916,NA,N,2761.17,2915.5,2758.55,0.13,NA,NA,NA,NA,NA
NLA06608-0873,1,P,505791,7.98,NA,122.3,NA,N,1177.96,NA,111,NA,N,6.56,NA,N,6.39,NA,N,0.012,<RL (0.02),Y,0.039,NA,N,0.061,NA,N,433,NA,N,141,NA,N,9.98,N,NA,NA,IM,0.998,NA,N,2.178,NA,N,12.52,NA,N,4.805,NA,N,2.18,NA,N,1.743,NA,N,14,NA,N,15.071,NA,N,1160.37,1255.82,1159.55,0.14,NA,NA,NA,NA,NA
NLA06608-0874,1,P,511151,8.6,NA,421.8,NA,N,3489,NA,4.82,NA,N,4.29,NA,N,3.97,NA,N,0.033,NA,N,3.097,NA,N,2.855,NA,N,3441,NA,N,29,NA,N,14.16,N,NA,NA,NA,15.315,NA,N,22.063,NA,N,42.09,NA,N,24.11,NA,N,5.033,NA,N,2.561,NA,N,14,NA,N,2.862,NA,N,4370.65,4584.16,4368.68,1.35,NA,NA,NA,NA,NA
NLA06608-0875,1,P,510571,8.07,NA,294.2,NA,N,2246.73,NA,2.38,NA,N,8.95,NA,N,8.71,NA,N,0.066,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,720,NA,N,16,NA,N,6.136,N,NA,NA,NA,19.025,NA,N,4.312,NA,N,29.5,NA,N,10.97,NA,N,9.274,NA,N,1.016,NA,N,15,NA,N,4.346,NA,N,2808.59,2873.13,2804.13,1.75,NA,NA,NA,NA,NA
NLA06608-0877,1,P,509021,8.14,NA,1774,NA,N,2886.78,NA,3.84,NA,N,8.08,NA,N,7.27,NA,N,0.024,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,878,NA,N,14,NA,N,11.8,N,NA,NA,NA,175.484,NA,N,471.116,NA,N,61.28,NA,N,41.95,NA,N,229.5,NA,N,6.822,NA,N,11,NA,N,14.924,NA,N,16668.65,17645.12,16667.04,0.78,NA,NA,NA,NA,NA
NLA06608-0878,1,P,502141,8.38,NA,325.4,NA,N,3124.14,NA,1.74,<RL (2),Y,7.58,NA,N,7.32,NA,N,0.023,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,630,NA,N,18,NA,N,6.112,N,NA,NA,NA,6.977,NA,N,8.239,NA,N,28.73,NA,N,21.54,NA,N,3.476,NA,N,1.976,NA,N,7,NA,N,13.442,NA,N,3409.32,3492.47,3407.85,1.65,NA,NA,NA,NA,NA
NLA06608-0880,1,P,512941,7.83,NA,784.6,NA,N,5915.18,NA,39.1,NA,N,9.8,NA,N,9.73,NA,N,0.05,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1463,NA,N,134,NA,N,41.6,N,NA,NA,NA,17.789,NA,N,98.107,NA,N,28.36,NA,N,35.07,NA,N,74.62,NA,N,19.23,NA,N,5,<RL (5),N,17.195,NA,N,8042.1,8459.54,8038.63,0.25,NA,NA,NA,NA,NA
NLA06608-0881,1,P,504541,8.64,NA,106.5,NA,N,877.6,NA,4.24,NA,N,3.47,NA,N,3.34,NA,N,0.018,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,513,NA,N,42,NA,N,15.886,N,NA,NA,NA,0.594,NA,N,6.605,NA,N,11.19,NA,N,3.014,NA,N,3.643,NA,N,1.443,NA,N,13,NA,N,10.037,NA,N,1002.82,1031.87,1001.77,1.19,NA,NA,NA,NA,NA
NLA06608-0885,1,P,508051,8.24,NA,1396,NA,N,3884.02,NA,8.74,NA,N,6.49,NA,N,5.96,NA,N,0.023,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,865,NA,N,1386,NA,N,23.04,N,NA,NA,NA,193.365,NA,N,184.476,NA,N,69.47,NA,N,24.02,NA,N,164.3,NA,N,11.55,NA,N,15,NA,N,20.751,NA,N,12886.69,13178.87,12885.18,0.56,NA,NA,NA,NA,NA
NLA06608-0889,1,P,504821,8.41,NA,295.1,NA,N,1974.91,NA,33.8,NA,N,4.19,NA,N,4.11,NA,N,0.027,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,404,NA,N,204,NA,N,11.925,N,F1,ON ICE.,NA,13.211,NA,N,26.245,NA,N,22.99,NA,N,6.626,NA,N,23.26,NA,N,5.359,NA,N,5,<RL (5),N,34.215,NA,N,2842.97,2893.96,2841.26,0.29,NA,NA,NA,NA,NA
NLA06608-0890,1,P,507431,7.49,NA,60.97,NA,N,336.9,NA,1.11,<RL (2),Y,9.42,NA,N,9.11,NA,N,0.011,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,449,NA,N,8,NA,N,3.384,N,NA,NA,NA,2.634,NA,N,5.066,NA,N,5.449,NA,N,2.449,NA,N,1.627,NA,N,0.611,NA,N,28,NA,N,7.601,NA,N,560.63,516.7,559.83,3.5,NA,NA,NA,NA,NA
NLA06608-0891,1,P,509991,7.51,NA,555.2,NA,N,3584.56,NA,42.2,NA,N,5.85,NA,N,5.61,NA,N,0.067,NA,N,0.059,NA,N,0.037,NA,N,1137,NA,N,133,NA,N,30.677,N,NA,NA,NA,29.523,NA,N,62.648,NA,N,43.19,NA,N,16.87,NA,N,32.37,NA,N,8.823,NA,N,5,<RL (5),N,31.575,NA,N,5181.8,5724.29,5177.06,0.2,NA,NA,NA,NA,NA
NLA06608-0893,1,P,515021,8.28,NA,176.1,NA,N,979.46,NA,3.28,NA,N,3.08,NA,N,2.91,NA,N,0.018,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,303,NA,N,14,NA,N,6.96,N,NA,NA,NA,6.968,NA,N,24.075,NA,N,19.85,NA,N,4.422,NA,N,4.368,NA,N,1.616,NA,N,10,NA,N,1.577,NA,N,1586.9,1677.25,1585.72,1.28,NA,0952 HRS,NA,10:00 START TIME,NA
NLA06608-0895,1,P,514741,8.63,NA,474.3,NA,N,4445.53,NA,136,NA,N,6.27,NA,N,6.17,NA,N,0.027,NA,N,0.042,NA,N,0.202,NA,N,520,NA,N,237,NA,N,13.856,N,NA,NA,NA,13.22,NA,N,25.975,NA,N,44.99,NA,N,17.12,NA,N,30.63,NA,N,4.073,NA,N,19,NA,N,23.314,NA,N,5091.87,5373.64,5090.28,0.2,NA,NA,NA,NA,NA
NLA06608-0899,1,P,515111,8.85,NA,6864,NA,N,10973.01,NA,20.4,NA,N,39.09,NA,N,36.83,NA,N,0.069,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,4472,NA,N,495,NA,N,69.192,N,NA,NA,NA,800.897,NA,N,2510.739,NA,N,37.67,NA,N,339.3,NA,N,1076,NA,N,114.6,NA,N,16,NA,N,15.163,NA,N,79538.2,85836.7,79534.56,0.55,NA,NA,NA,NA,NA
NLA06608-0900,1,P,502311,8.06,NA,213.3,NA,N,1217.07,NA,3.91,NA,N,6.59,NA,N,5.89,NA,N,0.017,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,700,NA,N,48,NA,N,15.648,N,NA,NA,NA,9.454,NA,N,25.739,NA,N,22.18,NA,N,8.403,NA,N,24.92,NA,N,6.553,NA,N,16,NA,N,0.597,NA,N,3050.97,2019.62,3049.81,1.2,NA,NA,NA,NA,NA
NLA06608-0904,1,P,507821,8.46,NA,631,NA,N,3332.69,NA,25.7,NA,N,6.87,NA,N,5.96,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1603,NA,N,135,NA,N,77.2,N,NA,NA,NA,25.569,NA,N,116.499,NA,N,38.24,NA,N,23.97,NA,N,45.81,NA,N,7.77,NA,N,19,NA,N,8.777,NA,N,6072.79,6479.4,6071.98,0.3,NA,NA,NA,NA,NA
NLA06608-0905,1,P,506601,7.64,NA,44.69,NA,N,433.21,NA,0.534,<RL (2),Y,2.41,NA,N,2.46,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,358,NA,N,12,NA,N,1.294,N,F1,ON ICE,NA,0.276,NA,N,0.125,<RL (0.5),Y,4.143,NA,N,0.739,NA,N,3.098,NA,N,0.934,NA,N,4,<RL (5),Y,1.34,NA,N,426.42,442.68,426.19,8.9,NA,NA,NA,NA,NA
NLA06608-0906,1,P,502771,7.53,NA,117.3,NA,N,1062.34,NA,0.446,<RL (2),Y,1.19,NA,N,1.19,NA,N,0.011,<RL (0.02),Y,0.029,NA,N,0.055,NA,N,111,NA,N,1,<RL (4),Y,0.832,N,NA,NA,NA,0.177,<RL (0.2),Y,3.218,NA,N,16.38,NA,N,3.746,NA,N,0.465,NA,N,0.646,NA,N,11,NA,N,2.231,NA,N,1163.16,1138.29,1162.36,7.45,NA,NA,NA,NA,NA
NLA06608-0913,1,P,508991,7.99,NA,98.49,NA,N,875.1,NA,3.4,NA,N,12.42,NA,N,11.67,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,697,NA,N,10,NA,N,3.44,N,F1,LOTS OF COLOR,NA,0.232,NA,N,3.816,NA,N,16.82,NA,N,1.9,NA,N,1.052,NA,N,0.1,NA,N,26,NA,N,3.129,NA,N,1045.01,961.17,1043.98,1.89,NA,"WITH SCOPE: DISAPPEARS AT 2.84M, REAPPEARS AT 2.59M",NA,NA,NA
NLA06608-0914,1,P,509311,6.66,NA,21.48,NA,N,52.23,NA,0.455,<RL (2),Y,3.38,NA,N,3.57,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,171,NA,N,10,NA,N,1.288,N,NA,NA,NA,2.271,NA,N,2.357,NA,N,1.222,NA,N,0.413,NA,N,1.636,NA,N,0.227,NA,N,14,NA,N,1.835,NA,N,172.72,165.58,171.93,5.53,NA,NA,NA,NA,NA
NLA06608-0915,1,P,511531,8.14,NA,392.8,NA,N,3998.48,NA,5.19,NA,N,18.2,NA,N,16.83,NA,N,0.021,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1410,NA,N,102,NA,N,37.872,N,NA,NA,NA,6.168,NA,N,6.106,NA,N,38.3,NA,N,25.86,NA,N,3.211,NA,N,1.577,NA,N,30,NA,N,13.925,NA,N,4220.55,4299.59,4219.14,0.85,NA,NA,NA,NA,NA
NLA06608-0916,1,P,512961,6.5,NA,32.53,NA,N,128.93,NA,10.8,NA,N,0.99,NA,N,0.92,NA,N,0.005,<RL (0.02),Y,0.146,NA,N,0.136,NA,N,237,NA,N,16,NA,N,1.727,N,F1,BROWN DUE TO SUSPENDED SEDIMENT IN RESERVOIR FROM RECENT RAIN.,NA,0.879,NA,N,1.237,NA,N,3.887,NA,N,0.294,NA,N,1.415,NA,N,0.613,NA,N,0,<RL (5),Y,8.38,NA,N,295.7,189.5,295.38,0.6,NA,NA,NA,NA,NA
NLA06608-0918,1,P,506851,7.31,NA,30.88,NA,N,210.23,NA,0.623,<RL (2),Y,6.77,NA,N,6.29,NA,N,0.012,<RL (0.02),Y,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,244,NA,N,4,<RL (4),N,2.384,N,NA,NA,NA,0.176,<RL (0.2),Y,2.228,NA,N,3.721,NA,N,1.004,NA,N,0.581,NA,N,0.222,NA,N,23,NA,N,2.602,NA,N,300.14,262.2,299.25,2.87,NA,NA,NA,NA,NA
NLA06608-0921,1,P,504721,7.7,NA,96.26,NA,N,543.72,NA,5.68,NA,N,7.1,NA,N,6.99,NA,N,0.022,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,340,NA,N,7,NA,N,19.5,N,NA,NA,NA,7.08,NA,N,7.531,NA,N,6.448,NA,N,2.553,NA,N,6.349,NA,N,2.023,NA,N,9,NA,N,4.769,NA,N,861.3,900.23,859.74,0.78,NA,NA,NA,NA,NA
NLA06608-0922,1,P,515201,8.28,NA,661,NA,N,2094.84,NA,2.45,NA,N,3.38,NA,N,3.4,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,226,NA,N,12,NA,N,1.243,N,NA,NA,NA,2.01,NA,N,221.959,NA,N,73.59,NA,N,19.72,NA,N,24.58,NA,N,4.208,NA,N,18,NA,N,4.901,NA,N,6472.9,6772.73,6471.66,1.45,NA,NA,NA,NA,NA
NLA06608-0924,1,P,509151,9.54,NA,2023,NA,N,9684.94,NA,239,NA,N,2.45,NA,N,2.44,NA,N,0.01,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,14400,NA,N,447,NA,N,98,N,NA,NA,NA,1.892,NA,N,1152.984,NA,N,449.1,NA,N,74.43,NA,N,5.615,NA,N,2.788,NA,N,60,NA,N,49.921,NA,N,28850.59,33743.43,28850.33,0.23,NA,NA,NA,NA,NA
NLA06608-0925,1,P,510351,8.29,NA,1091,NA,N,2528.51,NA,0.3,<RL (2),Y,2.5,NA,N,2.71,NA,N,0.01,<RL (0.02),Y,0.775,NA,N,0.773,NA,N,1160,NA,N,1,<RL (4),Y,1.018,N,F1,ON ICE,NA,99.426,NA,N,269.179,NA,N,76.92,NA,N,29.48,NA,N,104.1,NA,N,5.342,NA,N,0,<RL (5),Y,6.914,NA,N,10929.55,10992.42,10928.89,11.88,NA,NA,NA,ON ICE,NA
NLA06608-0926,1,P,514661,6.82,NA,36.25,NA,N,219.09,NA,1.03,<RL (2),Y,4.22,NA,N,4.01,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,252,NA,N,4,<RL (4),N,1.472,N,NA,NA,NA,0.676,NA,N,2.682,NA,N,3.343,NA,N,1.207,NA,N,0.803,NA,N,0.586,NA,N,4,<RL (5),Y,0.201,NA,N,316.63,294.15,316.05,6.7,NA,NA,NA,NA,NA
NLA06608-0927,1,P,511591,9.29,NA,425.4,NA,N,2680.18,NA,1.11,<RL (2),Y,7.39,NA,N,7.47,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,498,NA,N,18,NA,N,2.715,N,NA,NA,NA,12.76,NA,N,70.354,NA,N,17.29,NA,N,27.18,NA,N,26.45,NA,N,2.761,NA,N,6,NA,N,12.02,NA,N,4320.81,4504.86,4320.49,2.75,NA,NA,NA,NA,NA
NLA06608-0929,1,P,514261,8.32,NA,207.7,NA,N,2177.09,NA,1.09,<RL (2),Y,3.68,NA,N,3.43,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,354,NA,N,14,NA,N,1.561,N,NA,NA,NA,0.997,NA,N,4.252,NA,N,25.39,NA,N,9.938,NA,N,1.393,NA,N,1.165,NA,N,8,NA,N,5.986,NA,N,2175.97,2293.74,2175.13,4.3,NA,NA,NA,NA,NA
NLA06608-0930,1,P,506891,7.18,NA,84.67,NA,N,152.61,NA,0.863,<RL (2),Y,2.59,NA,N,2.84,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,174,NA,N,4,<RL (4),N,1.304,N,NA,NA,NA,15.081,NA,N,3.92,NA,N,4.111,NA,N,0.661,NA,N,8.669,NA,N,0.607,NA,N,5,<RL (5),N,0.662,NA,N,653.27,659.67,652.14,6.45,NA,NA,NA,NA,NA
NLA06608-0933,1,P,506081,7.16,NA,141.1,NA,N,1222.11,NA,15.5,NA,N,3.28,NA,N,3.38,NA,N,0.145,NA,N,0.045,NA,N,0.082,NA,N,775,NA,N,136,NA,N,8.16,N,NA,NA,NA,1.365,NA,N,4.981,NA,N,11.02,NA,N,4.113,NA,N,7.877,NA,N,3.001,NA,N,5,<RL (5),N,42.604,NA,N,1318.08,1370.24,1307.73,1.04,NA,NA,NA,NA,NA
NLA06608-0934,1,P,506821,6.35,NA,4.35,NA,N,22.79,NA,0.237,<RL (2),Y,0.45,NA,N,0.6,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,5,<RL (20),Y,1,<RL (4),Y,0.067,Y,NA,NA,NA,0.24,NA,N,0.125,<RL (0.5),Y,0.205,NA,N,0.062,<RL (0.1),Y,0.259,NA,N,0.058,<RL (0.1),Y,0,<RL (5),Y,0.522,NA,N,28.67,32.84,28.08,36.71,NA,NA,NA,NA,NA
NLA06608-0935,1,P,503601,7.89,NA,375.3,NA,N,2337.46,NA,4.72,NA,N,9.45,NA,N,8.43,NA,N,0.024,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1198,NA,N,36,NA,N,18.72,N,NA,NA,NA,43.732,NA,N,4.075,NA,N,24.06,NA,N,21.18,NA,N,11.62,NA,N,5.085,NA,N,19,NA,N,3.374,NA,N,3580.62,3655.82,3578.95,1.15,NA,OVERCAST DAY,NA,NA,NA
NLA06608-0938,1,P,512431,8.57,NA,387.7,NA,N,2843.79,NA,5.41,NA,N,5.79,NA,N,5.61,NA,N,0.033,NA,N,0.028,NA,N,0.115,NA,N,519,NA,N,34,NA,N,11.888,N,NA,NA,NA,24.397,NA,N,20.273,NA,N,42.06,NA,N,13.18,NA,N,17.63,NA,N,1.316,NA,N,22,NA,N,4.374,NA,N,3985.86,3962.23,3983.87,1.46,NA,NA,NA,NA,NA
NLA06608-0940,1,P,510601,8.81,NA,683,NA,N,1312.19,NA,11.2,NA,N,9.01,NA,N,8.39,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,866,NA,N,37,NA,N,22.56,N,NA,NA,NA,17.116,NA,N,230.427,NA,N,32.19,NA,N,23.34,NA,N,52.85,NA,N,8.558,NA,N,5,<RL (5),N,20.555,NA,N,6044.94,6592.46,6044.62,1.38,NA,NA,NA,NA,NA
NLA06608-0942,1,P,503281,8.58,NA,241.9,NA,N,2540.64,NA,0.942,<RL (2),Y,4.67,NA,N,4.63,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,306,NA,N,6,NA,N,2.384,N,NA,NA,IM,1.182,NA,N,1.845,NA,N,22.79,NA,N,14.66,NA,N,3.547,NA,N,1.228,NA,N,18,NA,N,9.35,NA,N,2530.16,2612.4,2529.26,4.05,NA,NA,NA,NA,NA
