SITE_ID,VISIT_NO,sixDepth,sivDepth,L_sixDepth,L_sivDepth,bsfcBedrock,bsfcBoulders,bsfcCobble,bsfcGravel,bsfcSand,bsfcSilt,bsfcOrganic,bsfcWood,bsiStaVariety,bsiSiteVariety,bsiStStaVariety,bsxLdia,bsvLdia,amfcEmergent,amfcFloating,amfcSubmergent,amfcAll,amfcFltEmg,fcfcAquatic,fcfcBoulders,fcfcBrush,fcfcLedges,fcfcLiveTrees,fcfcOverhang,fcfcSnag,fcfcStructures,fciAll,fciBig,fciNatural,fciRipVeg,rvfcCanBig,rvfcCanSmall,rvfcUndNonw,rvfcUndWoody,rvfcGndBare,rvfcGndInundated,rvfcGndNonw,rvfcGndWoody,rviCanopy,rviUnderstory,rviGround,rviWoody,rviTallWood,rviHerbs,rviCanUnd,rviTotalVeg
NLA06608-1191,1,0.78,0.265832027,-0.055517328,-0.436718276,0,0.065507365,0.048486088,0,0,0.572697994,0.205038514,0.1430821,3.2,5,1.5625,-0.249008857,0.242470055,0.0675,0.065,0.37,0.275,0.1325,0.3275,0.0625,0.19,0,0.11,0.11,0.005,0.195,1,0.3675,0.805,0.305,0.025,0.0875,0.4575,0.01,0.212062818,0.290367756,0.467164021,0.030405405,0.1125,0.4675,0.5925,0.1325,0.1225,0.83,0.58,0.9625
NLA06608-1195,1,0.87,0.245175674,-0.013228266,-0.461959818,0,0,0.005405405,0.057822937,0.656975499,0.190236469,0.072851666,0.016708023,3.2,6,1.875,-0.121596426,0.122614636,0,0.005,0.3125,0.3125,0.005,0.2875,0,0.015,0.01,0,0.025,0,0.07,0.4075,0.105,0.3375,0.015,0.385,0.03,0.025,0.08,0.156352331,0,0.801150592,0.042497077,0.415,0.105,0.795,0.535,0.495,0.78,0.52,1.315
NLA06608-1198,1,1.533144,0.266513668,0.21302448,-0.435909825,0,0,0.025904711,0.128992751,0.453093184,0.20025742,0.141029964,0.050721969,5.2,6,1.153846154,-0.098326275,0.108780535,0.065,0.02,0.815,0.815,0.085,0.755,0,0.11,0,0.005,0.09,0.02,0,0.98,0.09,0.98,0.135,0.284722222,0.287777778,0.135,0.365,0.016498316,0.017857143,0.689483477,0.176161064,0.585,0.515,0.7875,1.115,0.9575,0.7475,1.1,1.8625
NLA06608-1199,1,2.96,2.655476521,0.485721426,0.440196715,0.005,0.025,0.06913862,0.109927411,0.150545047,0.18883773,0.419233627,0.032317565,4.6,8,1.739130435,-0.065112577,0.208725701,0.015,0.31,0.4925,0.5125,0.325,0.5125,0.005,0.035,0.005,0,0.035,0.03,0.005,0.6275,0.05,0.6225,0.065,0.2175,0.36,0.06,0.5125,0.368642407,0,0.137186028,0.494171565,0.5925,0.5725,0.5775,1.56,1.105,0.1825,1.165,1.7425
NLA06608-1204,1,2.127272727,1.489356176,0.347773399,0.201221234,0.037524178,0.070661401,0.155814806,0.316955955,0.379629419,0.013358586,0.021141649,0.004914005,3.909090909,8,2.046511628,0.135306601,0.130093198,0,0,0,0,0,0.004545455,0.106818182,0.018181818,0.220454545,0.004545455,0.068181818,0,0.05,0.472727273,0.445454545,0.422727273,0.022727273,0.125,0.081818182,0,0.161363636,0.449861822,0,0.446383018,0.10375516,0.206818182,0.161363636,0.518181818,0.463636364,0.368181818,0.422727273,0.368181818,0.886363636
NLA06608-1206,1,0.61,0.110050493,-0.148741651,-0.677676294,0,0,0,0,0.13974359,0.566094957,0.246081249,0.048080204,2.5,4,1.6,-0.304403531,0.100557143,0.7225,0.69,0.845,0.785,1.4125,0.7525,0,0,0,0,0.085,0.005,0,0.8425,0.085,0.8425,0.005,0.03,0.1075,0.686455939,0.193544061,0.047439353,0.22909883,0.429923089,0.293538727,0.1375,0.975,1.3325,0.7625,0.36,1.3225,1.1125,2.085
NLA06608-1207,1,0.84,0.287518115,-0.026872146,-0.411707991,0,0,0.03143206,0.209629047,0.538034505,0.005405405,0.136906592,0.078592391,3.9,6,1.538461538,-0.015244551,0.090134073,0.05,0.1075,0.355,0.355,0.1575,0.355,0,0.04,0,0.01,0.12,0.035,0.015,0.575,0.135,0.56,0.085,0.405,0.3275,0.145,0.34,0.179848344,0.004166667,0.657871565,0.158113425,0.7625,0.485,0.83,1.265,1.1025,0.8075,1.2475,2.0725
NLA06608-1208,1,1,0.705533683,0.041392685,-0.093916295,0,0.006896552,0.135884581,0.108728774,0.069058714,0.679431379,0,0,2,5,2.5,-0.174189861,0.245528973,0.005,0.1275,0.495,0.5875,0.1325,0.5525,0.005,0.015,0,0,0.13,0.025,0,0.7275,0.135,0.7275,0.04,0.045,0.1125,0.185,0.1175,0.015407407,0,0.869851852,0.114740741,0.1575,0.3025,0.46,0.31,0.275,0.61,0.46,0.92
NLA06608-1208,2,1.29,0.741544934,0.1430148,-0.07492269,0,0.012285456,0.11057605399999999,0.45174762,0,0.393790038,0.021344421,0.01025641,2.8,6,2.142857143,-0.022698592,0.288757649,0.04,0.07,0.41,0.41,0.11,0.41,0.005555556,0.06,0.03,0.005,0.035,0.005,0.1125,0.663055556,0.183055556,0.550555556,0.07,0.086877395,0.188122605,0.6125,0.0875,0.126007326,0.1,0.737509158,0.036483516,0.3325,0.7,0.755,0.455,0.42,1.245,1.0325,1.7
NLA06608-1209,1,1.03,0.419126075,0.053078443,-0.284727157,0,0.020885886,0.185391999,0.094207958,0.425646138,0.107588076,0.108366537,0.057913406,4.3,7,1.627906977,0.023905867,0.19036923,0.0775,0.02,0.2175,0.3,0.0975,0.1675,0.015,0.09,0,0,0.045,0.015,0.03,0.3625,0.09,0.3325,0.105,0.322777778,0.252222222,0.07,0.215,0.08957672,0.033333333,0.615797499,0.261292448,0.6025,0.285,0.5725,0.96,0.8175,0.495,0.8875,1.455
NLA06608-1210,1,1.08,0.175119007,0.071882007,-0.560479404,0,0,0.005128205,0.005714286,0.156304876,0.793289993,0.03956264,0,2.2,5,2.272727273,-0.300139494,0.096311858,0.25,0,0.5425,0.0825,0.25,0.665,0,0,0,0,0,0,0.005,0.67,0.005,0.665,0,0,0,0.72,0.005,0.120412856,0.004878049,0.869831046,0.004878049,0,0.725,0.7925,0.01,0.005,1.5025,0.725,1.5125
NLA06608-1217,1,0.53,0.200277585,-0.200659451,-0.522477085,0,0,0.037649543,0.043736805,0,0.823349856,0.090135591,0.005128205,2.3,5,2.173913043,-0.30043612,0.115514955,0.03,0,0.435,0.435,0.03,0.435,0,0.005,0,0,0.02,0,0,0.46,0.02,0.46,0.005,0,0,0.2375,0,0.067586468,0.015661816,0.816751717,0,0,0.2375,0.7725,0,0,0.995,0.2375,0.995
NLA06608-1219,1,0.69,0.33149493,-0.102372909,-0.365024302,0,0,0,0.175625301,0.499261664,0.316779702,0.008333333,0,2.8,4,1.428571429,-0.120410795,0.122473564,0.1475,0,0.4825,0.395,0.1475,0.5125,0,0,0,0,0,0,0,0.5125,0,0.5125,0,0,0,0.515,0.03,0.06305328,0.059421804,0.827242121,0.050282795,0,0.545,0.69,0.07,0.03,1.12,0.545,1.19
NLA06608-1220,1,1.207008,0.46496849,0.116278246,-0.247975773,0,0,0.004651163,0.004651163,0.195130302,0.68615135,0.030980118,0.078435905,3,6,2,-0.283628548,0.052192856,0.135,0,0.165,0.315,0.135,0.09,0,0.1125,0,0,0.1975,0,0,0.4,0.1975,0.4,0.1125,0.035,0.185,0.1525,0.295,0.006896552,0.055862401,0.548478214,0.388762834,0.22,0.4475,0.515,0.705,0.515,0.4475,0.6675,1.1525
NLA06608-1222,1,1.14,0.40055517,0.093421685,-0.300548048,0,0,0.021407625,0.125478747,0.628024106,0,0.225089522,0,2.4,4,1.666666667,-0.023634448,0.100128309,0.005,0,0.185,0.15,0.005,0,0,0.025,0.025,0,0.06,0,0,0.11,0.085,0.11,0.025,0.04,0.15,0.09,0.26,0,0.05,0.775333333,0.174666667,0.19,0.35,0.1525,0.475,0.45,0.2125,0.54,0.6875
NLA06608-1223,1,0.56388,0.238814036,-0.177910415,-0.470038606,0,0,0.012820513,0.010842491,0.157346357,0.732119152,0.079179179,0.007692308,2.6,6,2.307692308,-0.286375144,0.093975086,0,0,0,0,0,0.005,0,0.055,0,0,0.095,0,0,0.155,0.095,0.155,0.055,0.035,0.1275,0.1825,0.25,0.02,0,0.576857143,0.403142857,0.1625,0.4325,0.575,0.63,0.4125,0.54,0.595,1.17
NLA06608-1224,1,4.02,0.764198927,0.614897216,-0.063386277,0,0.240015414,0.116146202,0.133753988,0.029626323,0.480458072,0,0,4.2,5,1.19047619,0.012877584,0.075179061,0,0,0,0,0,0.035,0.2625,0.07,0.4775,0,0.2625,0.005,0,1.1125,1.0025,1.1125,0.075,0,0.095,0.7475,0.145,0.050976535,0.066356011,0.719127047,0.163540406,0.095,0.9075,0.955,0.4175,0.2475,1.48,1.0025,1.8975
NLA06608-1227,1,3.5,1.910788086,0.556302501,0.303366303,0,0.085280616,0.423810095,0.124839136,0.036507937,0.216792714,0.112769503,0,4.7,6,1.276595745,0.142100998,0.170840944,0.0575,0,0.065,0.125,0.0575,0.1175,0.055,0,0.515,0,0,0,0,0.6875,0.57,0.6875,0,0,0.025,0.02,0.06,0.621764069,0,0.336399711,0.083862434,0.025,0.08,0.32,0.115,0.085,0.31,0.105,0.425
NLA06608-1232,1,1,1.016530045,0.041392685,0.047870414,0,0,0.040592334,0.105035741,0.03850967,0.646557054,0.082936914,0.086368287,4.3,6,1.395348837,-0.243420398,0.188458602,0.095,0.06,0.38,0.5075,0.155,0.5075,0,0.04,0.025,0,0,0,0,0.5725,0.025,0.5725,0.04,0.04,0.1175,0.102777778,0.045,0.093096168000000007,0,0.78894407,0.117959763,0.1575,0.1375,0.76,0.2725,0.2025,0.7825,0.295,1.055
NLA06608-1236,1,0.67,0.182878223,-0.113509275,-0.548400485,0,0.018803419,0.063735851,0.114582946,0.13844527,0.589792396,0.069511913,0.005128205,4,7,1.75,-0.184237297,0.17343185,0.21,0.085,0.04,0.41,0.295,0.22,0.01,0.005,0,0.035,0.033333333,0,0,0.303333333,0.043333333,0.303333333,0.04,0,0.05,0.15,0.125,0.376617527,0,0.573382473,0.05,0.05,0.275,0.4875,0.035,0.1,0.5125,0.2,0.5475
NLA06608-1238,1,1.61,0.357304725,0.23299611,-0.339794311,0,0.055893493,0.080860813,0.024390244,0.66374048,0.10263881,0.028567525,0.043908635,4,7,1.75,-0.0295731,0.119586328,0.1775,0,0.275,0.3,0.1775,0.005,0,0.005,0,0,0.01,0.025,0.005,0.05,0.015,0.045,0.03,0.04,0.2825,0.065,0.25,0.053488372,0,0.548589147,0.397922481,0.3225,0.315,0.2525,0.6625,0.5725,0.2275,0.6375,0.89
NLA06608-1239,1,1.02,0.339280284,0.049218023,-0.357258289,0,0.029292929,0.095795944,0.114987863,0.242927979,0.37869084,0.118666314,0.057507215,4.7,7,1.489361702,-0.089748477,0.213115883,0.055555556,0,0.138888889,0.135714286,0.055555556,0.138888889,0.02,0.035,0,0,0.02,0,0.005,0.218888889,0.045,0.213888889,0.035,0.265277778,0.157222222,0.205,0.1125,0.216819325,0,0.563766756,0.219413919,0.45,0.3175,0.27,0.5975,0.5625,0.44,0.7675,1.0375
NLA06608-1240,1,2.865456,1.78241136,0.472091485,0.274714535,0,0,0,0.236486486,0.013513514,0.722972973,0.027027027,0,1.75,4,2.285714286,-0.223375281,0.256890895,0,0,0.005,0,0,0.24,0,0.0775,0,0.0725,0.035,0.005,0,0.43,0.035,0.43,0.155,0.0825,0.19,0.005,0.1075,0,0.1,0.492,0.008,0.2725,0.1125,0.47,0.385,0.38,0.3825,0.385,0.7675
NLA06608-1241,1,2.63,1.026374417,0.436162647,0.051682778,0,0.008333333,0.023284224,0.120823549,0.199268194,0.615726345,0,0.032564354,3.5,6,1.714285714,-0.200619996,0.129066281,0,0,0,0,0,0,0.005,0.055,0,0,0.04,0,0,0.1,0.045,0.1,0.055,0.1225,0.195,0.1625,0.3075,0.113516114,0,0.353464165,0.533019721,0.3175,0.47,0.51,0.9325,0.625,0.365,0.7875,1.2975
NLA06608-1242,1,0.86,0.343834586,-0.017728767,-0.352778859,0,0,0.041745731,0.084682115,0.11245597,0.504275476,0.197296057,0.05954465,4.1,6,1.463414634,-0.227100232,0.132311651,0.035,0.4875,0.3875,0.72,0.5225,0.72,0,0.075,0,0,0.035,0.07,0.015,0.915,0.05,0.9,0.145,0.207222222,0.370277778,0.25,0.3375,0.065765766,0.062360853,0.573853154,0.298020227,0.635,0.6025,0.88,1.2525,0.98,0.805,1.2375,2.0575
NLA06608-1243,1,0.81,0.172884033,-0.040958608,-0.564021875,0,0,0,0.015411659,0.360128748,0.043024767,0.564600849,0.016833977,2.6,5,1.923076923,-0.090978142,0.104198697,0.025,0.22,0.6925,0.6925,0.245,0.6925,0,0.015,0,0,0.03,0.005,0.035,0.7775,0.065,0.7425,0.02,0.25,0.135,0.092222222,0.485277778,0.099094008,0.024584848,0.424102059,0.452219086,0.4,0.59,0.88,1.3375,0.895,0.5075,0.99,1.845
NLA06608-1244,1,0.51,0.1197219,-0.214670165,-0.658126654,0,0,0,0,0.326501237,0.616062931,0.057435832,0,2.2,3,1.363636364,-0.253096231,0.124388336,0,0.01,0.4625,0.495,0.01,0.545,0,0,0,0,0,0,0,0.545,0,0.545,0,0.005,0.03,0.785,0.06,0,0.075102375,0.844594595,0.08030303,0.035,0.845,0.8975,0.1775,0.095,1.5375,0.88,1.715
NLA06608-1245,1,0.7,0.286744176,-0.096910013,-0.412576218,0,0,0,0.010810811,0.576418098,0.324523037,0,0.088248054,3,4,1.333333333,-0.172722142,0.054220912,0,0,0,0,0,0,0,0.08,0,0,0.2025,0.03,0,0.3125,0.2025,0.3125,0.11,0.055,0.2175,0.005,0.755,0.047382239,0,0.005714286,0.946903475,0.2725,0.76,0.76,1.7825,1.0275,0.01,1.0325,1.7925
NLA06608-1255,1,0.66,0.250333111,-0.119186408,-0.455518814,0,0.065441284,0.005405405,0,0.018867925,0.579569006,0.33071638,0,2.8,5,1.785714286,-0.258637282,0.094222895,0.2375,0,0,0.228125,0.2375,0.2375,0.08,0,0,0,0,0,0,0.3175,0.08,0.3175,0,0,0,0,0,0.098255814,0.358584097,0.543160089,0,0,0,0.9175,0,0,0.5475,0,0.5475
NLA06608-1256,1,1.32588,0.494041427,0.154082977,-0.226183268,0,0,0.014814815,0.193626184,0,0.593380628,0.198178373,0,2.3,4,1.739130435,-0.231568443,0.217396638,0.01,0,0.4225,0.4325,0.01,0.4325,0,0,0.025,0,0,0,0,0.4575,0.025,0.4575,0,0.005,0.025,0.1525,0.105,0.419649471,0,0.348478836,0.231871693,0.03,0.2575,0.54,0.34,0.135,0.4875,0.2875,0.8275
NLA06608-1258,1,1.1,0.188561808,0.079181246,-0.539761149,0,0,0,0,0.095238095,0.393593074,0.492987013,0.02020202,2.5,4,1.6,-0.301388326,0.084952264,0.7225,0.585,0.815,0.875,1.3075,0.875,0,0,0,0,0,0,0,0.875,0,0.875,0,0.041666667,0.091666667,0.221428571,0.245833333,0,0.45,0.38,0.008888889,0.133333333,0.432142857,0.515,0.258333333,0.325,0.344444444,0.478125,0.602777778
NLA06608-1259,1,0.95,0.884747296,0.021189299,-0.006675203,0,0.2552024,0.137721741,0.093134341,0.043301906,0.358859415,0.067749021,0.044031175,6.4,7,1.09375,0.063594951,0.117669347,0,0,0.06,0.06,0,0.04,0.3575,0.05,0,0,0.035,0.025,0.025,0.5325,0.4175,0.5075,0.075,0.185,0.2225,0,0.325,0.146966003,0.018940759,0.567894656,0.266198582,0.4075,0.325,0.7975,0.975,0.7325,0.54,0.7325,1.515
NLA06608-1261,1,1.066666667,0.655743852,0.06694679,-0.121625377,0,0,0,0,0.031746032,0.264444444,0.703809524,0,2.333333333,3,1.285714286,-0.250816409,0.143453443,0.155555556,0.027777778,0.538888889,0.808333333,0.183333333,0.841666667,0,0,0,0,0,0,0.027777778,0.869444444,0.027777778,0.841666667,0,0,0,0.430555556,0,0.039368039,0.005698006,0.954933955,0,0,0.430555556,0.847222222,0,0,1.272222222,0.430555556,1.272222222
NLA06608-1262,1,1.09,0.554677083,0.075546961,-0.183972861,0,0.003921569,0.006778711,0.103614523,0.097203541,0.323562909,0.414318308,0.050600438,4.1,7,1.707317073,-0.223244669,0.190799219,0.2525,0.58,0.7225,0.7625,0.8325,0.7,0.005,0.1275,0,0.005,0.1175,0.005,0.01,0.97,0.1325,0.96,0.1375,0.07,0.34,0.337777778,0.392222222,0.033333333,0.005714286,0.60152966,0.359422721,0.41,0.8625,0.445,1.0075,0.865,0.705,1.2725,1.7125
NLA06608-1263,1,2.89,1.244052518,0.475671188,0.128416239,0,0.010683761,0.079210659,0.086232134,0.40412052,0.352057028,0.027777778,0.044353468,4.3,7,1.627906977,-0.110073772,0.090893108,0,0,0,0,0,0.08,0.015,0.06,0,0,0.01,0.005,0.025,0.195,0.05,0.17,0.065,0.1275,0.1275,0.01,0.2475,0.35015237,0,0.339371439,0.31047619,0.255,0.2575,0.5925,0.785,0.5025,0.32,0.5125,1.105
NLA06608-1266,1,1.06,0.490351348,0.064457989,-0.228889441,0,0.006896552,0.184524179,0.069118774,0,0.739460495,0,0,2.7,4,1.481481481,-0.179925125,0.151291203,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0.025,0.025,0.025,0,0,0,0.025,0.04,0.392696693,0.083791402,0.367119324,0.15639258,0,0.065,0.5475,0.175,0.04,0.355,0.065,0.53
NLA06608-1268,1,1.23444,0.644379528,0.125299052,-0.128205579,0,0,0.065714286,0.005128205,0.484708284,0.402449186,0,0.042000039,2.6,5,1.923076923,-0.161879625,0.157432555,0,0,0,0,0,0,0,0.075,0.05,0,0.095,0,0,0.22,0.145,0.22,0.075,0.005,0.1475,0.29,0.485,0.071276596,0,0.816251869,0.112471535,0.1525,0.8,0.6025,0.7275,0.65,0.8275,0.9525,1.555
NLA06608-1269,1,1.44,0.195505044,0.187520721,-0.529435102,0,0.006451613,0.006451613,0.036062003,0.321128535,0.629906236,0,0,2.3,5,2.173913043,-0.234437233,0.11910989,0,0,0,0,0,0,0.05,0,0,0,0.025,0,0.125,0.2,0.2,0.075,0,0.1175,0.055,0,0.1225,0.265818507,0,0.660482521,0.073698972,0.1725,0.1225,0.6725,0.3675,0.295,0.6,0.295,0.9675
NLA06608-1270,1,1.2192,0.186651118,0.120310643,-0.542646359,0.003921569,0.051627093,0.21231072,0.10719931,0.512396832,0.090275702,0.015534196,0.006734578,4.9,8,1.632653061,0.050105523,0.131388151,0.01,0.145,0.12,0.19,0.155,0.15,0.025,0.01,0.035,0,0.01,0.01,0,0.24,0.07,0.24,0.02,0.03,0.06,0.2825,0.09,0.093727754,0,0.604596441,0.301675806,0.09,0.3725,0.5825,0.3825,0.18,0.6625,0.4625,1.045
NLA06608-1271,1,0.80772,0.161444926,-0.042048096,-0.582619783,0,0.038461538,0.053246267,0.074125388,0.316771171,0.396920413,0.049942308,0.070532915,3.1,7,2.258064516,-0.139452,0.196458244,0,0,0,0,0,0,0,0.045,0,0,0.15,0.04,0,0.235,0.15,0.235,0.085,0.125,0.065,0.045,0.1625,0,0,0.617333333,0.382666667,0.19,0.2075,0.465,0.5225,0.3525,0.34,0.3975,0.8625
NLA06608-1273,1,1.15,0.452769257,0.096910013,-0.257456119,0,0.028064843,0.04508612,0.088169278,0.488394845,0.299924904,0.017681693,0.032678319,3.8,7,1.842105263,-0.110948999,0.170169267,0,0,0,0,0,0,0.03,0.04,0.01,0,0.055,0,0.1675,0.3025,0.2625,0.135,0.04,0.485,0,0.035,0.205,0.298385304,0,0.442913664,0.258701032,0.485,0.24,0.6675,0.9275,0.69,0.465,0.725,1.3925
NLA06608-1274,1,1.2192,0.353999828,0.120310643,-0.342944311,0.004651163,0.06263055,0.436381367,0.276730568,0,0.052791686,0.107311401,0.059503265,5.7,7,1.228070175,0.252557487,0.089049361,0.055,0.015,0.045,0.07,0.07,0.035,0.01,0.07,0,0.07,0.085,0,0,0.27,0.095,0.27,0.14,0.015,0.575,0.07,0.51,0.011428571,0.011428571,0.725645022,0.251497835,0.59,0.58,0.795,1.31,1.1,0.645,1.17,1.955
NLA06608-1278,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-1279,1,0.52,0.2394438,-0.207608311,-0.469232119,0,0.079892534,0.009728507,0.144455173,0.058919525,0.690788045,0.016216216,0,3,6,2,-0.183639386,0.230081015,0.18,0.045,0.465,0.5875,0.225,0.5275,0.035,0,0,0,0,0,0,0.5625,0.035,0.5625,0,NA,NA,0,0.05,0.346813187,0.015384615,0.626373626,0.011428571,NA,0.05,0.6,0.025,0.05,0.575,0.05,0.6
NLA06608-1281,1,1.58,0.875341203,0.225309282,-0.010843429,0.113462519,0.01160028,0.093735396,0.045860768,0.028839491,0.467439318,0.069636199,0.170586057,4.2,8,1.904761905,-0.043410005,0.370909087,0.130555556,0.00625,0.105555556,0.197222222,0.136805556,0.152777778,0.005555556,0.177777778,0.097222222,0,0.044444444,0.077777778,0,0.555555556,0.147222222,0.555555556,0.255555556,0.015,0.3375,0.08,0.4425,0.114684385,0.005714286,0.391791402,0.487809927,0.3525,0.5225,0.64,1.155,0.795,0.355,0.875,1.51
NLA06608-1283,1,1.39,0.972339675,0.173186268,0.030332375,0,0,0,0,0,0,0.994594595,0.005405405,1.1,2,1.818181818,0,0,0.045,0.01,0.045,0.0375,0.055,0,0,0,0.0875,0,0,0,0,0.0875,0.0875,0.0875,0,0,0.025,0.7875,0.04,0,0,0.962162162,0.037837838,0.025,0.8275,0.91,0.09,0.055,1.6625,0.8425,1.7525
NLA06608-1284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-1288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-1292,1,1.143,0.803250654,0.094471129,-0.044191715,0,0.092,0.117969768,0.018671152,0.091084945,0.680274135,0,0,2.2,5,2.272727273,-0.155715344,0.304405596,0,0,0,0,0,0,0.0875,0,0.0875,0,0,0,0.045,0.22,0.22,0.175,0,0.24,0.035,0,0.045,0.010533611,0,0.984338184,0.005128205,0.275,0.045,0.7975,0.325,0.32,0.7925,0.32,1.1175
NLA06608-1295,1,0.9,0.244948974,0,-0.462245142,0,0,0,0,0.005714286,0.701139484,0.090416667,0.202729564,2.4,4,1.666666667,-0.349620042,0.006959182,0.025,0.005,0,0.025,0.03,0.1025,0,0.2225,0,0.005,0.061111111,0,0,0.391111111,0.061111111,0.391111111,0.2275,0,0.325,0.2525,0.235,0.192262319,0.219983492,0.382650691,0.105103497,0.325,0.4875,0.5075,0.49,0.43,0.52,0.6825,1.01
NLA06608-1297,1,1.123504,0.691780346,0.087605394,-0.101395283,0,0,0,0,0.865603784,0.114383708,0.015134459,0.004878049,2.4,4,1.666666667,-0.10849781,0.039909542,0.055,0.005,0.09,0.11,0.06,0.11,0,0.015,0,0,0.07,0.01,0,0.205,0.07,0.205,0.025,0.08,0.055,0.5075,0.195,0.062755963,0.039004307,0.692587207,0.205652524,0.135,0.7175,0.9,0.54,0.3375,1.1775,0.8525,1.7175
NLA06608-1300,1,2.244444444,2.982076085,0.370039946,0.488843356,0.119011201,0.049669491,0.264996179,0.131483948,0.239089052,0.160024975,0,0.035725153,4.888888889,7,1.431818182,0.146758205,0.25991604,0.05,0,0,0.05,0.05,0,0.022222222,0.055555556,0.011111111,0,0,0.005555556,0.005555556,0.1,0.038888889,0.094444444,0.061111111,0,0.05,0.066666667,0.108333333,0.804210535,0,0.114601439,0.081188026,0.05,0.175,0.072222222,0.111111111,0.125,0.088888889,0.191666667,0.2
NLA06608-1303,1,0.99,0.272641401,0.037426498,-0.428708896,0,0.004878049,0.063962253,0.250714028,0.489590846,0.128888889,0.032814557,0.029151379,3.4,7,2.058823529,-0.019774605,0.128679803,0,0,0.165,0.165,0,0.16,0,0.04,0,0,0.1175,0.01,0.02,0.3475,0.1375,0.3275,0.05,0.167777778,0.182222222,0.127777778,0.182222222,0.386513787,0,0.591263991,0.022222222,0.3625,0.3225,0.4075,0.5625,0.5475,0.53,0.685,1.0925
NLA06608-1312,1,1.73,1.117586686,0.26245109,0.08549989,0,0.004081633,0.139647872,0.323129736,0.089882337,0.346753142,0.09650528,0,4.6,6,1.304347826,-0.030664546,0.169803759,0,0,0.7225,0.7225,0,0.7225,0,0.005,0,0,0,0,0.02,0.7475,0.02,0.7275,0.005,0.08,0.04,0.09,0.095,0.454388541,0,0.416072955,0.129538504,0.12,0.185,0.535,0.34,0.215,0.5,0.305,0.84
NLA06608-1316,1,0.9,0.47375568,0,-0.241273002,0,0,0.033976834,0.005714286,0,0.944092664,0,0.016216216,1.6,4,2.5,-0.32494958,0.072624319,0,0,0,0,0,0,0.005,0.015,0,0,0,0,0,0.02,0.005,0.02,0.015,0,0,0,0,0.765435565,0.031746032,0.202818403,0,0,0,0.197222222,0,0,0.1525,0,0.1525
NLA06608-1319,1,0.67056,0.229445105,-0.113193539,-0.482216942,0,0.011010558,0.116086382,0.180763385,0.140551617,0.541054448,0.005128205,0.005405405,2.8,7,2.5,-0.126851503,0.251665045,0.05,0,0.34,0.34,0.05,0.34,0.01,0,0,0,0,0,0.005,0.355,0.015,0.35,0,0.005,0,0.485,0.035,0.090299182,0,0.864007696,0.045693122,0.005,0.52,0.5675,0.065,0.04,1.0275,0.525,1.0925
NLA06608-1321,1,2.33,2.213619459,0.385606274,0.364291928,0,0.065173579,0.191866651,0.252741782,0.130444485,0.359773503,0,0,3.6,5,1.388888889,0.007602238,0.263318858,0,0,0.07,0.03,0,0.03,0.13,0,0.05,0,0,0,0,0.21,0.18,0.21,0,0.06,0.065,0.115,0.105,0.576836045,0.044745484,0.308645569,0.069772901,0.125,0.22,0.2475,0.275,0.23,0.2925,0.345,0.5675
NLA06608-1323,1,2.5875,2.772537517,0.429348473,0.45826571,0.05,0.065980824,0.021636386,0.137117346,0.347111176,0.298492906,0.04453241,0.035128952,3.5,8,2.285714286,-0.05141317,0.280763328,0.1225,0,0,0.1225,0.1225,0.1225,0.0675,0.03,0.05,0,0.01,0.02,0.025,0.325,0.1525,0.3,0.05,0.035,0.1675,0.255,0.14,0.253379792,0.005405405,0.616953366,0.124261437,0.2025,0.395,0.61,0.4325,0.3425,0.77,0.5975,1.2025
NLA06608-1326,1,1.240536,0.363225329,0.127278481,-0.334207702,0,0.00625,0,0.042060811,0.868355856,0.035416667,0.047916667,0,1.7,5,2.941176471,-0.073313977,0.013235828,0.67,0.1125,0.15,0.785,0.7825,0.61,0,0.005,0,0,0.005,0.075,0,0.695,0.005,0.695,0.08,0.3625,0.51,0.565,0.27,0.009090909,0.1,0.845454545,0.045454545,0.9325,0.865,0.8375,1.2425,1.2175,1.305,1.7975,2.5475
