SITE_ID,VISIT_NO,ssfcBedrock,ssfcBoulders,ssfcCobble,ssfcGravel,ssfcSand,ssfcSilt,ssfcOrganic,ssfcWood,ssfcOther,ssiStaVariety,ssiSiteVariety,ssiStStaVariety,ssxLdia,ssvLdia,hipwBuildings,hipwCommercial,hipwRoads,hipwWalls,hipwDocks,hipwPowerlines,hipwLandfill,hipwLawn,hipwPark,hipwCrops,hipwOrchard,hipwPasture,hiiAll,hiiNonAg,hiiAg,hiiAllCirca,hiiNonAgCirca,hiiAgCirca,hifpAny,hifpAnyCirca,bffFlat,bffGradual,bffSteep,bffVertical,bfoAngle,bfnAngle,bfxHorizDist,bfxVertHeight,bfnHorizDist,bfnVertHeight,L_RtHzVrt,RDisInEx1a
NLA06608-0859,1,0,0.209781237,0.20588192,0.082160393,0,0.038461538,0.029609929,0.027526596,0.406578387,3.3,6,1.818181818,0.305373042,0.203941087,0.75,0,0.3,0.85,0.7,0.4,0,0.85,0,0,0,0,3.85,3.85,0,3.2,3.2,0,1,0.9,0.1,0,0.9,0,STEEP,10,0,0,10,10,0,0.846907216
NLA06608-0860,1,0.063293651,0.0941163,0.122013126,0.116132479,0.12040371,0.416180337,0,0.062454992,0.005405405,2.9,7,2.413793103,-0.023121078,0.361917268,0.1,0,0.1,0,0.1,0.05,0.05,0.05,0.1,0,0,0,0.55,0.55,0,0.2,0.2,0,0.6,0.2,0.2,0.5,0.1,0.2,GRADUAL,10,11.9,2.96,10,10,0.512894524,0.277419355
NLA06608-0860,2,0.085365854,0.085169653,0.168483555,0.038714147,0.242174733,0.210818429,0,0.022424687,0.146848942,3.5,7,2,0.042110272,0.349962843,0.25,0,0.25,0,0.1,0.1,0.1,0.05,0.15,0,0,0,1,1,0,0.6,0.6,0,0.6,0.3,0.3,0.3,0.2,0.2,"FLAT, GRADUAL",10,6.33,2,10,10,0.38798272,0.4
NLA06608-0862,1,0,0.046599017,0.031504677,0.045098039,0.009049774,0.045055495,0.062072301,0.322767168,0.437853529,4.5,7,1.555555556,-0.064683533,0.306315225,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.2,0.2,0,0,0,0,0.3,0,0,0.2,0.2,0.6,NEAR_VERTICAL,10,0.22,0.3,10,10,-0.027583522,0.083333333
NLA06608-0863,1,0,0.045454545,0.011596639,0.132442068,0.129411765,0.398301184,0,0.234877133,0.047916667,2.6,6,2.307692308,-0.173683859,0.183161912,0.55,0,0.55,0.25,0.6,0.5,0.15,0.5,0.45,0,0,0.05,3.6,3.55,0.05,0.6,0.6,0,1,0.5,0.2,0.1,0.3,0.4,NEAR_VERTICAL,10,1.01,0.57,10,10,0.107296405,0.641304348
NLA06608-0864,1,0,0,0,0,0,0.66929547,0.246914225,0.060121067,0.023669239,2.8,3,1.071428571,-0.351820729,0,0.25,0,0.05,0,0.2,0,0.25,0.05,0.1,0,0,0.1,1,0.9,0.1,0.6,0.6,0,0.6,0.3,1,0,0,0,FLAT,10,6.8,0.63,10,10,0.679906998,0.4
NLA06608-0865,1,0,0.005405405,0,0,0.03030303,0,0,0,0.964291564,1.2,2,1.666666667,0.04232651,0.162608224,0.4,0.1,0.6,0,0.35,0.65,0.7,0.7,0.15,0,0,0,3.65,3.65,0,1.9,1.9,0,1,0.9,0,0.3,0.7,0,STEEP,10,6.1,1.5,10,10,0.45331834,0.842473118
NLA06608-0868,1,0,0,0.027777778,0.027777778,0.034172491,0.189755241,0,0.07910589,0.641410822,3.7,5,1.351351351,-0.24786321,0.163088361,0.05,0,0.25,0.2,0.05,0.1,0,0.25,0.15,0,0,0,1.05,1.05,0,0.2,0.2,0,0.7,0.1,0.1,0.8,0.1,0,GRADUAL,10,1.22,0.53,10,10,0.161661544,0.306097561
NLA06608-0869,1,0,0.050505051,0,0,0.050505051,0.009259259,0.22610611,0.170470733,0.493153797,2.777777778,5,1.8,-0.015576464,0.144214478,0.222222222,0,0.222222222,0,0.111111111,0.222222222,0.055555556,0.125,0.055555556,0,0,0.111111111,1.125,1.013888889,0.111111111,0.680555556,0.569444444,0.111111111,0.666666667,0.444444444,1,0,0,0,FLAT,9,0,0,9,9,0,0.486928105
NLA06608-0870,1,0.185185185,0.106851116,0.161586908,0.10545766,0.047689937,0.242995434,0.02900241,0.12123135,0,5.4,8,1.481481481,0.149608876,0.297954783,0.1,0.1,0.55,0.05,0.1,0,0.35,0,0.15,0,0,0,1.4,1.4,0,0.6,0.6,0,1,0.4,0.1,0,0.4,0.5,NEAR_VERTICAL,10,0.62,1.1,10,10,-0.11270428,0.491666667
NLA06608-0871,1,0,0.08467433,0.102452107,0.125945799,0.129197832,0.013211382,0.099867209,0.084541538,0.360109803,4.7,7,1.489361702,0.124350921,0.247857284,0,0,0.05,0,0,0,0.05,0,0,0.15,0,0.15,0.4,0.1,0.3,0.1,0,0.1,0.5,0.1,0.1,0.6,0.3,0,GRADUAL,10,1.314285714,0.5,7,7,0.188325715,0.192857143
NLA06608-0872,1,0,0.150692156,0.010283454,0.004878049,0.094188034,0.31598916,0.038778999,0.100213824,0.284976324,3.1,7,2.258064516,-0.128005122,0.330168631,0.15,0,0.25,0.25,0.05,0.05,0.5,0.55,0.4,0,0,0,2.2,2.2,0,1.6,1.6,0,0.8,0.6,0.1,0.4,0.3,0.2,GRADUAL,10,0.19,0.11,10,10,0.030223983,0.64375
NLA06608-0873,1,0,0.352385841,0.073414544,0,0,0.545628186,0,0.028571429,0,2,4,2,0.023893552,0.338211226,0,0,0.15,0,0,0,0.1,0,0,0,0,0,0.25,0.25,0,0.2,0.2,0,0.3,0.2,0,1,0,0,GRADUAL,10,4.55,0.91,10,10,0.463259616,0.2
NLA06608-0874,1,0,0.01754386,0.008914177,0.1,0.038333333,0,0,0.103705476,0.731503154,1.9,5,2.631578947,0.092426649,0.182488008,0.55,0,0.1,0.35,0.6,0.1,0,0.7,0.05,0,0,0,2.45,2.45,0,1.7,1.7,0,0.8,0.6,0.5,0.3,0,0.2,FLAT,10,0,0,10,10,0,0.655072464
NLA06608-0875,1,0,0.005128205,0.015692308,0.007692308,0.058974359,0,0.02022792,0.079455524,0.820774929,2.1,6,2.857142857,0.058271931,0.132863634,0.4,0,0.05,0.3,0.3,0.1,0,0.45,0,0,0,0,1.6,1.6,0,1.1,1.1,0,0.5,0.4,0.4,0.3,0,0.3,FLAT,10,0.03,0.04,10,10,-0.004196115,0.507692308
NLA06608-0877,1,0,0,0,0.027501278,0.232929339,0.412053268,0.11768243,0.02297502,0.186858665,5,5,1,-0.237639267,0.036609946,0.1,0,0.25,0.2,0.1,0.05,0,0,0.15,0,0,0.05,0.9,0.85,0.05,0.3,0.3,0,0.5,0.2,0.2,0.4,0.4,0,"GRADUAL, STEEP",10,3.13,0.3,10,10,0.502006699,0.336842105
NLA06608-0878,1,0,0.05,0.134384384,0,0.251146146,0.316656657,0.038888889,0.003333333,0.205590591,2.6,6,2.307692308,-0.129200189,0.25785041,0.3,0,0,0.1,0.5,0,0,0.2,0,0,0,0,1.1,1.1,0,0.7,0.7,0,0.7,0.4,0.1,0.6,0.3,0,GRADUAL,10,0.02,0.25,10,10,-0.088309841,0.461904762
NLA06608-0880,1,0,0.008547009,0,0.009009009,0.008547009,0.946869947,0.009009009,0.009009009,0.009009009,2,6,3,-0.337437504,0.024129687,0.166666667,0,0.333333333,0.416666667,0.166666667,0,0.416666667,0,0.083333333,0,0,0.083333333,1.666666667,1.583333333,0.083333333,0.666666667,0.666666667,0,0.833333333,0.666666667,0.4,0.6,0,0,GRADUAL,5,6.1,6,1,1,0.006160309,0.645833333
NLA06608-0881,1,0,0,0.05617511,0.206563796,0.343479461,0.382970823,0,0.005405405,0.005405405,3.4,5,1.470588235,-0.109762081,0.129916863,0.2,0,0.3,0.1,0.05,0.05,0.4,0,0.15,0,0,0.05,1.3,1.25,0.05,0.3,0.3,0,0.8,0.3,0.2,0.4,0.4,0,"GRADUAL, STEEP",10,110.2,11.35,10,10,0.95443783,0.432608696
NLA06608-0885,1,0.105405405,0.062162162,0.105276925,0.040749321,0.375872576,0.084529083,0.120722505,0.020769666,0.084512356,2.8,8,2.857142857,0.038130748,0.314030334,0,0.2,0.15,0.25,0.15,0,0.5,0,0.25,0,0,0,1.5,1.5,0,1.2,1.2,0,0.8,0.7,0.1,0.2,0.5,0.2,STEEP,10,2,0.94,10,10,0.189319525,0.65
NLA06608-0889,1,0.058974359,0.025641026,0.086883574,0.127145931,0.20533742,0.454630019,0,0,0.041387672,3.2,6,1.875,-0.079246677,0.277600371,0.1,0,0.35,0.1,0,0,0.1,0,0,0,0,0,0.65,0.65,0,0.5,0.5,0,0.5,0.2,0.5,0.2,0.2,0.1,FLAT,10,20.2,6.4,10,10,0.457104141,0.296969697
NLA06608-0890,1,0,0.06099986,0.208334292,0.046330817,0.003278689,0.034808896,0.10175177,0.058684051,0.485811625,6.2,7,1.129032258,0.289082065,0.058155526,0,0,0.1,0,0.1,0.05,0,0.1,0,0,0,0,0.35,0.35,0,0.3,0.3,0,0.1,0.1,0.8,0.2,0,0,FLAT,10,0.32,0.1,10,10,0.079181246,0.17962963
NLA06608-0891,1,0,0.004651163,0.160414727,0.084363441,0,0.622137353,0,0.124511747,0.003921569,2.8,5,1.785714286,-0.151182584,0.255070777,0,0,0.05,0.15,0.1,0,0.6,0,0.05,0,0,0,0.95,0.95,0,0.6,0.6,0,1,0.6,0.3,0.6,0.1,0,GRADUAL,10,43,1.2,10,10,1.301029996,0.543589744
NLA06608-0893,1,0,0.016666667,0.051414845,0.059288148,0.355173612,0.196002476,0.030810587,0.184562145,0.106081519,5.4,7,1.296296296,-0.081376161,0.176097554,0.1,0.1,0.05,0,0.1,0,0.1,0.1,0.1,0,0,0,0.65,0.65,0,0.2,0.2,0,0.3,0.2,0.2,0.5,0.1,0.2,GRADUAL,10,0.25,0.2,10,10,0.017728767,0.296969697
NLA06608-0895,1,0.047916667,0.218148061,0.033562699,0.110801299,0.404737003,0.169949969,0,0.014884303,0,3.4,7,2.058823529,0.079690426,0.273644549,0,0,0.05,0,0,0,0.2,0,0.05,0,0,0,0.3,0.3,0,0.2,0.2,0,0.4,0.2,0.4,0.3,0.3,0,FLAT,10,18.3,15.5,10,10,0.068073365,0.215384615
NLA06608-0899,1,0,0.02703533,0.061955965,0.095267354,0.28404413,0.179994632,0.005128205,0.005405405,0.341168978,4.3,7,1.627906977,-0.075469418,0.190043013,0.05,0,0,0,0,0,0,0,0,0,0,0.7,0.75,0.05,0.7,0.7,0,0.7,0.7,0.7,0.3,0.7,0,0,GRADUAL,10,7.45,0.957142857,10,7,0.635234182,0.564285714
NLA06608-0900,1,0,0,0.004347826,0.087194878,0.242331082,0.325239799,0.087130729,0.087194878,0.166560808,5.8,6,1.034482759,-0.176982837,0.13365475,0.05,0.05,0,0,0.05,0.05,0.25,0,0.15,0,0,0,0.6,0.6,0,0.3,0.3,0,0.4,0.2,0.2,0.5,0,0.3,GRADUAL,10,0.21,0.16,10,10,0.018327381,0.2875
NLA06608-0904,1,0,0.005128205,0.143231962,0,0.022222222,0.033789424,0.010533611,0.023255814,0.761838762,1.9,6,3.157894737,-0.028437713,0.208900691,0.1,0,0,0.05,0.05,0.1,0,0.1,0,0.05,0,0,0.45,0.4,0.05,0.2,0.2,0,0.3,0.1,0.7,0.2,0.1,0,FLAT,10,5.82,0.13,10,10,0.780705931,0.205172414
NLA06608-0905,1,0.129002885,0.209837069,0.061162057,0.187104063,0.135978796,0,0.003846154,0.061672424000000003,0.211396552,4.1,7,1.707317073,0.246484353,0.215990937,0,0,0.35,0.1,0.1,0,0,0,0,0,0,0,0.55,0.55,0,0.5,0.5,0,0.4,0.3,0.333333333,0.222222222,0.333333333,0.111111111,"FLAT, STEEP",9,0.077777778,0.244444444,9,9,-0.062446288,0.327419355
NLA06608-0906,1,0,0.33860951,0.241710623,0.044532289,0.154132974,0.016666667,0.013915824,0.085575742,0.104856372,4.9,7,1.428571429,0.290030746,0.227992464,0,0,0,0,0,0,0,0,0.35,0,0,0,0.35,0.35,0,0.2,0.2,0,0.5,0.2,0,0.5,0.5,0,"GRADUAL, STEEP",10,0.38,0.23,10,10,0.049973975,0.22962963
NLA06608-0913,1,0.005128205,0.047916667,0.005128205,0,0,0.167628205,0.005698006,0.015715716,0.754926369,2.1,6,2.857142857,-0.048754233,0.315501842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.1,0,FLAT,10,0.03,0.01,10,10,0.008515851,0
NLA06608-0914,1,0.017241379,0.160424918,0.086458757,0.025618956,0,0.267681706,0.058896821,0.047523878,0.336153584,5.6,7,1.25,0.020805318,0.227479317,0,0,0.05,0.05,0,0,0.2,0,0,0,0,0,0.3,0.3,0,0.2,0.2,0,0.2,0.2,0.1,0.1,0.4,0.4,"STEEP, NEAR_VERTICAL",10,0.5,0.22,10,10,0.089731428,0.215384615
NLA06608-0915,1,0,0,0,0,0.191666667,0.191666667,0.016666667,0,0.6,1.8,3,1.666666667,-0.085711125,0.110652587,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0.6,0.3,0.1,0,FLAT,10,32.5,0.06,10,10,1.499738942,0.083333333
NLA06608-0916,1,0.004255319,0.156691255,0.179063161,0.575896348,0.071501647,0,0,0.012592271,0,3.9,6,1.538461538,0.242252802,0.088568346,0,0,0.4,0.3,0,0,0,0,0.05,0,0,0,0.75,0.75,0,0.4,0.4,0,0.7,0.4,0.1,0.4,0.5,0,STEEP,10,NA,NA,0,0,NA,0.414285714
NLA06608-0918,1,0,0.451468425,0.316721946,0.033976834,0.005405405,0,0,0,0.192427389,2.5,4,1.6,0.381821901,0.142871713,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0.15,0.15,0,0,0,0,0.1,0,0,0.3,0.7,0,STEEP,10,0.39,0.3,10,10,0.029071448,0.065217391
NLA06608-0921,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0922,1,0.076825397,0.127794794,0.167224271,0.228016595,0.069668686,0.03167819,0,0.023815099,0.274976968,4.3,7,1.627906977,0.202599688,0.219416978,0.05,0,0.1,0.2,0,0.1,0.25,0,0.1,0,0,0,0.8,0.8,0,0.4,0.4,0,0.4,0.2,0,0.2,0.3,0.5,NEAR_VERTICAL,10,0,0,10,10,0,0.322222222
NLA06608-0924,1,0,0,0,0,0.274001015,0.207036729,0.004444444,0,0.514517811,3.1,3,0.967741935,-0.19730585,0.038591829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FLAT,10,0.28,0.19,10,10,0.031663008,0
NLA06608-0925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0926,1,0,0.11476585,0.189318719,0.186069796,0.285447646,0,0.081120193,0.066867538,0.076410257,5.4,6,1.111111111,0.151476173,0.188835806,0.4,0,0,0.15,0.35,0,0,0.45,0,0,0,0,1.35,1.35,0,0.8,0.8,0,0.7,0.4,0,0.8,0.2,0,GRADUAL,10,1.38,0.29,10,10,0.265987247,0.487234043
NLA06608-0927,1,0,0,0,0,0,0.544444444,0.011111111,0,0.444444444,2.3,2,0.869565217,-0.351820729,0,0.25,0,0.05,0,0,0.15,0,0.05,0,0,0,0.25,0.75,0.5,0.25,0.2,0.1,0.1,0.4,0.1,0,1,0,0,GRADUAL,10,15,0.5,10,10,1.028028724,0.264285714
NLA06608-0929,1,0,0.004761905,0.054451069,0.26072341,0,0.093111766,0.023809524,0.015934066,0.54720826,4,6,1.5,0.08378867,0.235292957,0.5,0.166666667,0.5,0,0.25,0,0.25,0.416666667,0.416666667,0,0,0,2.5,2.5,0,1.166666667,1.166666667,0,1,0.333333333,0.666666667,0.166666667,0,0.166666667,FLAT,6,0.55,0.3,6,6,0.076388346,0.523809524
NLA06608-0930,1,0.023809524,0.187484004,0.149123657,NA,0.190609192,0.152937105,NA,NA,0.296036519,3.9,NA,NA,0.152941573,0.243657609,0.4,0.05,0.5,0.2,0.5,0,0.1,0.4,0.2,0,0,0,2.35,2.35,0,1.4,1.4,0,1,0.8,0,0.3,0.5,0.2,STEEP,10,0.25,0.19,10,10,0.021363052,0.750746269
NLA06608-0933,1,0,0.033015873,0.194011683,0.109711538,0.044134038,0.613412582,0,0.005714286,0,2.5,6,2.4,-0.113192702,0.275552329,0.2,0,0.35,0.2,0,0.2,0.1,0,0.1,0,0,0.1,1.25,1.15,0.1,0.2,0.2,0,0.9,0.2,0.1,0.6,0.3,0,GRADUAL,10,19.08,4.86,10,10,0.534866092,0.377777778
NLA06608-0934,1,0.028571429,0.39062334,0.25054964,0.190071201,0.062162162,0,0,0.078022229,0,3.4,6,1.764705882,0.360306056,0.150994979,0.05,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0.35,0.35,0,0,0,0,0.2,0,0.2,0.6,0.1,0.1,GRADUAL,10,1.47,0.24,10,10,0.299275268,0.12962963
NLA06608-0935,1,0,0.114174151,0.12340303,0.094194679,0.269187356,0.004081633,0.142152028,0.072987765,0.179819359,5.1,7,1.37254902,0.083455809,0.220457004,0.4,0,0.15,0.3,0.5,0.15,0.2,0.6,0.65,0,0,0,2.95,2.95,0,2.4,2.4,0,0.9,0.9,0.2,0.4,0.4,0,"GRADUAL, STEEP",10,0.63,0.61,10,10,0.005361728,0.823417722
NLA06608-0938,1,0,0.133333333,0.133333333,0,0.186111111,0,0.075,0.008333333,0.463888889,1.6,5,3.125,0.104531031,0.226546234,0.15,0.3,0.4,0.45,0.15,0.25,0,0.4,0.3,0,0,0,2.4,2.4,0,1.7,1.7,0,0.9,0.7,0.3,0.2,0.4,0.1,STEEP,10,0.325,0.11,4,10,0.076892899,0.702941176
NLA06608-0940,1,0,0,0,0.026041667,0.148163439,0.489560009,0.00862069,0.015625,0.311989196,3.375,5,1.481481481,-0.278065323,0.085588704,0.125,0,0.0625,0,0.125,0.1875,0.1875,0.125,0,0,0,0.4375,1.25,0.8125,0.4375,0.5,0.125,0.375,0.875,0.375,0.5,0.5,0,0,"FLAT, GRADUAL",8,3.6,1.125,8,8,0.335398897,0.465277778
NLA06608-0942,1,0,0.004,0.002352941,0,0.37424932,0.094973175,0.056927031,0.096857142,0.370640391,3.6,6,1.666666667,-0.163339147,0.12345572,0.1,0,0.1,0,0.3,0,0,0.3,0.1,0,0,0,0.9,0.9,0,0.7,0.7,0,0.6,0.5,0.1,0.2,0.4,0.3,STEEP,10,0.33,0.12,10,10,0.074633618,0.486842105
NLA06608-0943,1,0.035472371,0.063969986,0.198873272,0.275522648,0.083401918,0.342759805,0,0,0,4.1,6,1.463414634,0.045236537,0.243545914,0.2,0,0,0.1,0.25,0,0.1,0.15,0,0,0,0,0.8,0.8,0,0.1,0.1,0,0.6,0.1,0,0.2,0.8,0,STEEP,10,30.5,7,10,10,0.595220567,0.272222222
NLA06608-0944,1,0,0.006666667,0.061111111,0.034444444,0.005555556,0.012222222,0.024916565,0.096212146,0.758871289,3,7,2.333333333,0.044286753,0.095067909,0,0,0.05,0.05,0,0,0,0,0,0.25,0,0.45,0.8,0.1,0.7,0.2,0,0.2,1,0.2,0.2,0.7,0.1,0,GRADUAL,10,0,0,10,10,0,0.322222222
NLA06608-0946,1,0,0.024606918,0.057940252,0.02811569,0.02811569,0.052157032,0.098784377,0.086891306,0.623388735,4.9,7,1.428571429,-0.047977821,0.19962777,0,0,0.1,0,0.05,0,0,0.05,0,0.05,0,0,0.25,0.2,0.05,0,0,0,0.4,0,0.4,0.5,0.1,0,GRADUAL,10,1.09,0.2,10,10,0.24096504,0.1
NLA06608-0950,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0955,1,0.128943964,0.04893617,0.040580625,0.374028632,0.306801577,0.039805719,0,0,0.060903312,4.1,6,1.463414634,0.150129978,0.205278471,0.15,0,0.4,0.1,0.05,0.15,0.6,0,0.7,0,0,0,2.15,2.15,0,1.1,1.1,0,1,0.7,0.1,0.7,0.1,0.1,GRADUAL,10,2.44,0.56,10,10,0.343433844,0.691269841
NLA06608-0957,1,0,0.071428571,0.03506726,0.064738977,0.037206297,0.156002609,0.097206297,0.122889083,0.415460906,6.8,7,1.029411765,-0.041630974,0.180893196,0,0,0.1,0,0,0,0.8,0,0.15,0,0,0,1.05,1.05,0,0.9,0.9,0,1,0.8,0,0.7,0.3,0,GRADUAL,10,0.8,0.65,10,10,0.037788561,0.656097561
NLA06608-0958,1,0,0.017075832,0.050763775,0.066892807,0.309155056,0.097649394,0.089760001,0.06566283,0.303040303,4.6,7,1.52173913,-0.07465107,0.185685488,0.45,0,0,0,0.5,0,0,0.55,0,0,0,0,1.5,1.5,0,0.6,0.6,0,0.8,0.4,0.2,0.3,0.5,0,STEEP,10,0.23,0.23,10,10,0,0.5
NLA06608-0961,1,0.094594595,0.146017316,0,0.05,0,0,0,0.005714286,0.703673804,1.6,4,2.5,0.230103,0.267191855,0.05,0.25,0.05,0,0.15,0,0.2,0,0,0,0,0,0.7,0.7,0,0.4,0.4,0,0.8,0.3,0.3,0.1,0.3,0.3,"FLAT, STEEP, NEAR_VERTICAL",10,0.12,0.07,10,10,0.019834245,0.355882353
NLA06608-0962,1,0.193219535,0.032920775,0.366408144,0.250194111,0.120057151,0.030480263,0.002702703,0.002702703,0.026334026,4.2,8,1.904761905,0.299755183,0.195866598,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.2,0,0,0,0.7,0,0,0.1,0.7,0.2,STEEP,10,12.2,5.8,10,10,0.288065018,0.142857143
NLA06608-0967,1,0,0,0.2,0,0,0.75,0,0,0.05,1.1,2,1.818181818,-0.211387917,0.296058363,0,0,0.1,0.2,0,0,0,0,0,0,0,0.95,1.25,0.3,0.95,1.2,0.3,0.9,1,1,0.2,0.6,0.2,0,GRADUAL,10,0,0,10,10,0,0.777777778
NLA06608-0968,1,0,0,0,0,0,0.021930502,0.005405405,0.028571429,0.944092664,1.6,3,1.875,-0.140728292,0.181679443,0.05,0,0.25,0,0.05,0.05,0,0.05,0.05,0.2,0,0,0.7,0.5,0.2,0.2,0.1,0.1,0.7,0.2,0.7,0.3,0,0,FLAT,10,2.34,0.16,10,10,0.459288478,0.305882353
NLA06608-0970,1,0,0.155256666,0.34337942,0.060031909,0.235327151,0,0,0.147532434,0.05847242,5.2,5,0.961538462,0.234955212,0.164385051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,"GRADUAL, STEEP",10,3.71,1.06,10,10,0.359153687,0
NLA06608-0971,1,0,0.132191977,0.265772651,0.242380033,0.200677606,0.033087633,0,0.035792725,0.090097375,3.8,6,1.578947368,0.160170228,0.236721066,0.05,0,0.2,0.45,0.3,0.15,0.65,0.3,0.2,0.1,0,0,2.4,2.3,0.1,2.1,2,0.1,1,1,0.1,0.4,0.4,0.1,"GRADUAL, STEEP",10,0.19,0.13,10,10,0.022468518,0.852941176
NLA06608-0972,1,0,0,0,0,0.012812813,0.27977978,0,0,0.707407407,1.5,2,1.333333333,-0.137040655,0.177033441,0.05,0,0.1,0.2,0,0.1,0,0,0.1,0,0,0.8,1.35,0.55,0.8,1.1,0.4,0.7,0.9,0.9,0.3,0.2,0.2,0.3,"FLAT, NEAR_VERTICAL",10,0.55,0.28,10,10,0.083121729,0.737234043
NLA06608-0974,1,0,0.432286096,0.159328922,0.024608319,0.004357298,0.004357298,0.013368984,0.278469638,0.100926658,4.444444444,7,1.575,0.399964649,0.16533097,0.111111111,0,0.388888889,0,0.055555556,0.388888889,0,0.055555556,0,0,0,0,1,1,0,0,0,0,0.888888889,0,0.444444444,0.444444444,0.111111111,0,"FLAT, GRADUAL",9,1.966666667,0.333333333,9,9,0.347330015,0.25
NLA06608-0979,1,0.158974359,0.09883472,0.026059456,0.023863162,0.092015661,0.170388895,0.070379435,0.014513903,0.344970408,3.3,8,2.424242424,0.071898436,0.361173947,0.05,0,0.05,0,0.05,0.05,0,0.05,0.2,0,0,0,0.45,0.45,0,0.1,0.1,0,0.3,0.1,0.125,0.5,0.25,0.125,GRADUAL,8,0.16,0.32,10,10,-0.056115942,0.205172414
NLA06608-0980,1,0,0.053472222,0,0,0.02512578,0.342247142,0.102746907,0.078371652,0.400548874,4.4,5,1.136363636,-0.265512242,0.149429274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.444444444,0.222222222,0,GRADUAL,9,0.07,0.1,10,10,-0.012008907,0
NLA06608-0982,1,0.006896552,0.321655569,0.113472141,0.045321637,0.028508772,0,0.024215686,0.027248638,0.432681005,3.9,7,1.794871795,0.330580169,0.189646679,0.3,0,0.35,0,0.45,0.15,0.3,0.8,0.2,0,0,0,2.55,2.55,0,2.3,2.3,0,0.9,0.8,0.2,0.3,0.4,0.1,STEEP,10,0.22,0.3,10,10,-0.027583522,0.75915493
NLA06608-0984,1,0,0,0,0,0.097997998,0.007407407,0.012812813,0.007407407,0.874374374,1.6,4,2.5,-0.03677476,0.070053662,0,0,0.05,0.15,0,0,0,0,0,0,0,0.5,0.7,0.2,0.5,0.6,0.1,0.5,0.6,0.6,0.4,0.3,0.3,0,FLAT,10,6.15,1,10,10,0.553276046,0.505882353
NLA06608-0986,1,0,0.144657917,0.02890548,0.008732795,0.005405405,0.564430494,0.06199639,0.042897149,0.142974369,4.4,7,1.590909091,-0.184795276,0.26792935,0.85,0,0.65,1,0.8,0,0.4,0.75,0.1,0,0,0,4.55,4.55,0,4,4,0,1,1,0.2,0.5,0.2,0.1,GRADUAL,10,0.27,0.38,10,10,-0.036075365,0.90990991
NLA06608-0987,1,0.004651163,0,0,0,0,0.039418116,0.139461537,0.032057564,0.78441162,3.6,4,1.111111111,-0.267776162,0.180091727,0.2,0,0.15,0.1,0.2,0.15,0.2,0.35,0,0.05,0,0.05,1.45,1.35,0.1,0.8,0.8,0,0.6,0.4,1,0,0,0,FLAT,10,0.36,0.15,10,10,0.072841068,0.495918367
NLA06608-0989,1,0,0.005405405,0.004651163,0.100263273,0.023519087,0.005128205,0.005128205,0.072213936,0.783690725,2.6,7,2.692307692,0.036923393,0.208710879,0.1,0,0.05,0.1,0.05,0.05,0,0.1,0,0,0,0,0.45,0.45,0,0.2,0.2,0,0.3,0.1,0.888888889,0.111111111,0,0,FLAT,9,7.1,2.2,10,10,0.403335041,0.205172414
NLA06608-0990,1,0,0.004081633,0.045566175,0.12177021,0.541559433,0,0.095424889,0.039098416,0.152499244,4.4,6,1.363636364,0.013701032,0.10638529,0.6,0,0.3,0.1,0.75,0.2,0,0.9,0.2,0,0,0,3.05,3.05,0,2.1,2.1,0,0.9,0.9,0.6,0.3,0.1,0,FLAT,10,1.55,0.32,10,10,0.285966249,0.82654321
