SITE_ID,VISIT_NO,IRT,PRT,ORT,MRT,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN
NLA06608-1101,1,0.52,0.19,0.52,0.29,1388789.667,360.99,447,384,20,Sedimentary,Sedimentary,1310.38,1321,1.25,0.61,68,68,0.46,0.59,17.65,27.01,8.7,-8.73,27,8.7,-8.7,563.6290863,0,0,35.217,2080.176,6748.672536,17840.4487,2080.176,35.217,Sewage,11.59644943
NLA06608-1102,1,3.35,1.88,3.35,4.74,616132.2666,422.34,453,436,10,Granitic,Granitic,713,713,0.75,0.51,70,70,0.42,0.56,15.44,26,3,-21.8,26,3,-21.8,1.073309943,0,0,6,0,192.5753901,2.557305565,0,6,Atmospheric,4.396047476
NLA06608-1103,1,0.67,0,0.67,0.01,12683639.42,257.81,457,303,23,Sedimentary,Sedimentary,946.88,977,1.02,0.68,68.2,67,0.45,0.54,20.08,29.3,10.3,-7.65,29.6,10.7,-7.2,110.2445955,14678390.31,1578562.061,435565.921,43378.462,3599410.812,1523340.904,14721768.77,2014127.982,Fertilizer,14.16806956
NLA06608-1107,1,0.34,0.05,0.34,0.41,184229.0622,615.57,660,628,9,Sedimentary,Sedimentary,492.67,491,0.52,0.58,66,66,0.44,0.55,17.72,28.63,5.13,-18.27,28.7,5.2,-18.2,1,1080.95,689.65,5214.272,4.662,3600.30964,37.63566549,1085.612,5903.922,Manure,5.203065729
NLA06608-1108,1,0.38,0.06,0.38,0.18,7891751.021,192.87,237,210,11,Sedimentary,Sedimentary,1016.95,1021,0.93,0.73,70.19,70,0.42,0.56,21.38,30.81,11.81,-6.92,31,11.9,-6.9,134.3576712,908022.106,54342.996,20891.204,22.629,155884.3834,106071.4824,908044.735,75234.2,Fertilizer,10.73953549
NLA06608-1111,1,0.41,0.03,0.41,0.15,199256.5942,521.78,554,533,7,Sedimentary,Sedimentary,657,657,0.66,0.6,71,71,0.46,0.62,18.16,28.36,6.47,-16.22,28.4,6.5,-16.2,5.3,33083.264,8483.9,3681.4,11.54,10415.70826,302.4377746,33094.804,12165.3,Fertilizer,9.927678436
NLA06608-1113,1,0.25,0.02,0.25,0.05,67883726.89,283.34,1805,517,235,Sedimentary,Sedimentary,1295.72,1213,0.85,0.78,69.39,68,0.45,0.49,22.38,29.88,13.57,-2.83,31,14.5,-2.4,177.7391564,913386.872,872146.986,701555.587,186124.468,3055501.107,3282270.586,1099511.34,1573702.573,Sewage,8.999331252
NLA06608-1114,1,0.08,0.29,0.29,0.71,349012.9395,15,2,0,0,Quaternary,Quaternary,1739,1702,1.21,1,73,73,0.49,0.62,24.58,32.1,19.5,4.9,32.3,19.6,5.1,60.1,0,0,0,0,886.6768379,328.2726947,0,0,Atmospheric,8.829256515
NLA06608-1115,1,0.4,0.12,0.4,0.24,622607.5998,177.59,189,178,1,Sedimentary,Sedimentary,966.33,967,1.1,0.67,66,66,0.45,0.58,19.72,28.88,10,-8.67,28.9,10,-8.6,3970.261301,0,0,2.312,8853.07,8840.885065,102027.0937,8853.07,2.312,Sewage,18.71192113
NLA06608-1119,1,0.18,0.05,0.18,0.11,889927.7371,2827.96,3241,2938,77,Sedimentary,Sedimentary,710.18,702,0.59,0.36,49,49,0.27,0.39,11.2,20.99,0.58,-17.18,21.3,0.5,-17.3,2.299643643,0,0,1165.272,0.624,6056.840349,376.2443829,0.624,1165.272,Atmospheric,2.013518863
NLA06608-1120,1,0.11,0,0.11,0.01,12501142.86,151.74,540,300,64,Sedimentary,Sedimentary,1186.39,1189,1.24,0.77,66.98,67,0.37,0.55,22.45,31.72,12.95,-6.33,32.7,13.4,-5.9,9.041050593,372008.843,5.2905819,514697.93,5397.14,2108376.968,114898.0434,377405.983,514703.2206,Atmospheric,9.023470197
NLA06608-1122,1,0.13,0,0.13,0,32149.26868,259.6,420,331,25,Sedimentary,Sedimentary,1248.18,1240,1.21,0.58,66,66,0.47,0.56,17.23,26.18,8.29,-8.84,26.6,8.2,-9.5,347.004683,2512.896,2636.8,888.293,1583.605,13762.79468,22601.95906,4096.501,3525.093,Sewage,11.49251136
NLA06608-1124,1,0.34,1.46,1.46,2.51,1141700.995,1873,1884,1875,1,Sedimentary,Sedimentary,408,408,0.36,0.58,49,49,0.29,0.37,18.69,30.05,9.5,-11.05,30.1,9.5,-11.1,1.1,0,0,240.462,0,404.9889215,13.00489112,0,240.462,Atmospheric,1.863151484
NLA06608-1125,1,0.43,0.14,0.43,0.25,1687001.167,212.17,403,256,29,Sedimentary,Sedimentary,1184.31,1180,1.08,0.58,66,66,0.49,0.58,16.79,27.56,8.12,-10.54,27.7,8.1,-10.5,69.88673402,4666.648,8247.472,3463.524,40.804,12477.21581,4371.380538,4707.452,11710.996,Atmospheric,10.84957876
NLA06608-1129,1,0.69,0.04,0.69,0.16,3750530.153,2048,2454,2201,64,Sedimentary,Sedimentary,777.65,612,0.49,0.53,47.73,50,0.11,0.34,16.46,27.3,8.73,-7.14,28,8.3,-9.7,0.6,0,0,76.648,8.8,60091.15428,601.1505656,8.8,76.648,Atmospheric,3.262102443
NLA06608-1130,1,0.02,0,0.02,0.01,4445387.226,241.34,314,273,12,Sedimentary,Sedimentary,882.44,888,0.93,0.61,72.35,72,0.48,0.57,18.62,28.6,8.83,-9.13,28.9,8.9,-9.1,87.3969919,3226885.157,630020.472,332058.736,42295.22,1275100.247,496155.4988,3269180.377,962079.208,Fertilizer,12.21636682
NLA06608-1131,1,2.26,0.73,2.26,1.68,20397956.23,300.35,340,313,7,Sedimentary,Sedimentary,943.74,942,1.07,0.62,71,71,0.43,0.58,18.67,28.54,9.2,-9.14,28.5,9.2,-9.2,281.7622961,38702.336,4277.533,4252.254,2933.848,32655.48636,39948.64837,41636.184,8529.787,Fertilizer,12.52725746
NLA06608-1134,1,2.86,0.25,2.86,1.47,14899081.12,448.36,503,460,11,Gneiss,Gneiss,627.39,627,0.63,0.56,68,68,0.46,0.57,17.34,26.61,4.14,-21,26.7,4.2,-20.8,7.438531787,5815.745,2183.246,1669.464,66.375,60786.20213,3780.770321,5882.12,3852.71,Atmospheric,6.504755797
NLA06608-1141,1,0.57,3.5,3.5,11.7,2624620.9,858.99,902,869,10,Quaternary,Quaternary,235,227,0.07,0.8,47,47,0.15,0.25,23.62,35.03,15.7,0.07,35.2,15.8,0,564.5780908,0,0,163.625,4091.402,2930.874152,9793.777884,4091.402,163.625,Sewage,9.189460177
NLA06608-1143,1,0,0.01,0.01,0.15,33140.67847,300.59,396,329,21,Volcanic,Volcanic,810.67,810,0.66,0.57,70,70,0.43,0.56,17.66,27.5,5.57,-18.15,27.5,5.5,-18.3,11.7803439,1043.04,676.998,334.608,34.122,3928.016868,245.3786174,1077.162,1011.606,Atmospheric,10.25684179
NLA06608-1145,1,0.54,0.11,0.54,0.2,921502.1652,186.74,321,220,32,Mafic_UltraMaf*,Gneiss,1172.78,1171,1.14,0.67,66,66,0.43,0.55,19.27,28.51,10.57,-6.83,28.6,10.6,-6.8,186.5971709,60072.134,13274.384,4935.06,409.32,12601.41264,7674.773238,60481.454,18209.444,Fertilizer,16.66394387
NLA06608-1147,1,0.9,6.23,6.23,10.32,2080211.116,1460.01,1463,1461,1,Sedimentary,Sedimentary,331,331,0.34,0.63,52,52,0.24,0.37,20.45,32,9.4,-10.5,32,9.4,-10.5,162.4560466,660.56,649.29,86.25,14.976,486.2083567,871.6523946,675.536,735.54,Sewage,4.928718683
NLA06608-1148,1,0.66,0.02,0.66,0.31,1065684.945,1140.27,1294,1185,26,Sedimentary,Sedimentary,468.52,484,0.48,0.61,59.38,60,0.32,0.47,19.47,30.45,8.21,-12.01,30.7,8.3,-12,0.499978979,0,0,98827.742,0,46836.71495,325.9446247,0,98827.742,Manure,3.907629752
NLA06608-1150,1,0.92,0.37,0.92,1.16,510787.347,377.78,452,416,11,Granitic,Granitic,702,708,0.69,0.51,69,69,0.45,0.6,15.56,25.9,3,-22,26.1,3,-22.2,1.2,0,0,1.44,0,978.1771414,14.37897368,0,1.44,Atmospheric,4.440071111
NLA06608-1151,1,0.16,0.01,0.16,0.03,598698.7108,2505.8,3478,2839,173,Volcanic,Volcanic,801.94,628,0.56,0.46,43.13,44,0.19,0.3,13.57,21.83,4.5,-12.13,23.7,6.2,-10.3,1.458561768,0,0,1525.436,4.94,21982.74315,694.8365024,4.94,1525.436,Atmospheric,2.509823287
NLA06608-1153,1,0.76,1.4,1.4,1.05,441603491.6,961,2906,1588,416,Gneiss,Gneiss,1377.93,917,0.7,0.5,68.58,67,0.23,0.45,15.41,21.5,2.54,-11.14,23,3.2,-10.5,0.1,237.393,13.923,26898.405,1514.52,115599.5346,243.42614,1751.913,26912.328,Atmospheric,2.58290202
NLA06608-1155,1,1.45,0.51,1.45,1.53,125270.0916,534.11,546,536,3,Sedimentary,Sedimentary,448,448,0.55,0.58,66,66,0.42,0.56,17.45,28.5,4.7,-19.5,28.5,4.7,-19.5,1.2,55.278,1.98,95.275,0.585,217.4912288,2.898888847,55.863,97.255,Atmospheric,4.896778825
NLA06608-1162,1,1.93,0.47,1.93,1.02,5193991.406,273.24,367,283,13,Sedimentary,Sedimentary,755.25,754,0.8,0.55,70,70,0.4,0.52,16.92,27.53,6.26,-13.19,27.5,6.3,-13,24.92968821,1578.564,1360.476,703.479,106.952,11696.41746,1898.748722,1685.516,2063.955,Atmospheric,8.352592068
NLA06608-1163,1,2.22,0.39,2.22,0.82,744797.9496,241.97,244,241,1,Sedimentary,Sedimentary,977,977,1.1,0.65,70,70,0.45,0.57,19.41,29.6,10.1,-8.6,29.5,10,-8.6,15.68876749,9126.828,806.46,518.606,4.392,2168.66367,148.6020907,9131.22,1325.066,Fertilizer,12.45303389
NLA06608-1164,1,0.3,0.08,0.3,0.24,3780060.012,262.71,336,289,15,Sedimentary,Sedimentary,1047.71,1050,1.44,0.91,64,64,0.47,0.62,23.67,34.78,16.36,-2.48,34.8,16.4,-2.4,28.21466075,5251.4,735.196,21874.996,168.36,30824.99091,5025.78942,5419.76,22610.192,Atmospheric,9.412230646
NLA06608-1166,1,8.04,0.86,8.04,3.93,2310951.916,502.08,559,514,8,Sedimentary,Sedimentary,811.33,812,0.54,0.51,70,70,0.47,0.6,15.7,25.28,4.25,-17.62,25.3,4.2,-17.6,10.98169521,7.11,0.466,0.22,35.041,3628.922749,294.8752803,42.151,0.686,Atmospheric,7.350684813
NLA06608-1167,1,1.66,2.12,2.12,3.58,11717992.76,294.94,318,300,5,Sedimentary,Sedimentary,879.88,879,0.93,0.61,71,71,0.45,0.58,18.34,28.36,8.84,-9,28.3,8.8,-9,402.4143934,3731.832,855.036,477.764,875.52,7686.714793,12965.1681,4607.352,1332.8,Sewage,12.97642856
NLA06608-1170,1,2.23,0.07,2.23,0.28,13015421.72,1830,2600,2234,141,Sedimentary,Sedimentary,655.33,561,0.59,0.49,52.23,53,0.18,0.33,15.18,25.64,4.87,-11.45,28,5.7,-12.3,7.195230821,0,0,137761.471,83.481,99387.25904,12471.25714,83.481,137761.471,Manure,3.118776614
NLA06608-1172,1,0.35,0.22,0.35,0.36,147748.6744,249.35,254,244,4,Sedimentary,Sedimentary,1124,1124,1.15,0.7,73,73,0.44,0.57,20.69,30.3,11.7,-6.8,30.3,11.7,-6.8,47.3,340.935,46.886,158.738,3.396,813.3644458,150.8268641,344.331,205.624,Atmospheric,13.87352057
NLA06608-1174,1,1.04,0.09,1.04,0.15,19405251.18,385.45,1172,566,138,Gneiss,Granitic,1094.08,1063,1.23,0.47,70.97,72,0.48,0.6,13.15,23.01,2.81,-18.12,23.8,3.4,-17.7,1.295229801,308.206,333.464,2878.272,472.209,101719.8551,1173.149406,780.415,3211.736,Atmospheric,6.108270975
NLA06608-1175,1,1.12,0.17,1.12,0.94,5078573.301,322.88,351,331,5,Sedimentary,Sedimentary,715.86,723,0.64,0.63,71.5,72,0.52,0.57,18.85,28.59,6.7,-16.65,28.6,6.7,-16.7,34.33848674,214243.665,50645.636,11042.328,295.815,64110.61503,8735.938023,214539.48,61687.964,Fertilizer,13.70631189
NLA06608-1177,1,0.02,0,0.02,0.01,127953.675,48.24,156,85,16,Sedimentary,Sedimentary,1206.24,1210,0.94,0.86,66.1,66,0.47,0.55,23.46,32.38,16.35,-0.2,32.4,16.4,-0.2,1040.415309,8334.92,9193.91,3712.644,10834.674,61664.05645,291777.2257,19169.594,12906.554,Sewage,11.95932017
NLA06608-1179,1,0.32,0.03,0.32,0.06,162556.7344,238.86,260,245,4,Sedimentary,Sedimentary,900,898,1.12,0.62,69,69,0.54,0.59,18.6,28.68,8.7,-11.05,28.6,8.7,-11.2,197.3037816,20638.13,1194.452,896.532,1770.414,8046.433464,6037.131267,22408.544,2090.984,Fertilizer,14.30300444
NLA06608-1181,1,0.08,0.01,0.08,0.02,102632.7284,54.74,112,84,14,Granitic,Granitic,1197.42,1191,0.92,0.82,68,68,0.47,0.57,22.86,31.72,15.55,-1.05,31.9,15.6,-1.1,260.6481342,30397.5,1603.125,4843.8,2997.561,24669.76061,27341.79572,33395.061,6446.925,Fertilizer,12.79120856
NLA06608-1183,1,1.7,0.38,1.7,0.61,392157.9849,3277.17,3570,3410,101,Sedimentary,Sedimentary,1072.5,1086,0.84,0.3,52,52,0.27,0.37,8.76,18.3,-0.55,-16.85,18.1,-0.7,-17.1,0.5,0,0,257.55,0,336.5265183,3.333704451,0,257.55,Atmospheric,2.745245957
NLA06608-1185,1,0.22,0.05,0.22,0.31,2099551.982,1.25,22,7,5,Sedimentary,Sedimentary,1291.59,1290,1.09,1.14,74.86,75,0.56,0.62,26.29,32.4,22.51,10.53,32.4,22.6,10.7,4005.645042,0,0,553.035,91188.576,33438.89792,845051.0877,91188.576,553.035,Sewage,8.621056893
NLA06608-1189,1,0.71,0.2,0.71,0.34,875658.9766,438.73,502,459,13,Sedimentary,Sedimentary,1250.75,1250,1.13,0.55,68,68,0.47,0.61,16.22,26.05,7.45,-10.33,26.1,7.5,-10.3,75.4,174.252,442.26,156.52,84.68,4020.201756,1628.606249,258.932,598.78,Atmospheric,10.12330116
NLA06608-1190,1,0.17,0.08,0.17,0.11,56168409.33,115.1,639,211,81,Sedimentary,Quaternary,1338.12,1146,1.04,0.63,74.76,76,0.4,0.57,16.62,27.38,11.27,0.56,27.7,11.5,0.8,288.8627684,391369.26,94901.976,133832.552,13072.05,288455.6227,1120323.213,404441.31,228734.528,Sewage,4.045258715
NLA06608-1191,1,0.03,0.01,0.03,0.05,378331.2884,194.9,242,214,11,Sedimentary,Sedimentary,913.64,915,1.33,1,66,66,0.49,0.6,24.92,35.6,19.88,3.27,35.6,19.9,3.3,277.8921239,17792.079,1375.964,22320.604,1011.745,19357.42846,31889.87647,18803.824,23696.568,Sewage,9.17466304
NLA06608-1195,1,0.88,0.2,0.88,0.44,3647393.739,222.37,262,230,11,Sedimentary,Sedimentary,1009.52,1007,1.14,0.65,69.33,70,0.43,0.57,19.21,29.57,10,-8.75,29.6,10,-8.9,134.3008749,69489.402,4735.02,4500.208,1216.153,20512.5207,11812.8948,70705.555,9235.228,Fertilizer,12.68412744
NLA06608-1198,1,2.5,0.59,2.5,1.64,1179433.385,405.95,438,416,7,Granitic,Granitic,616.67,618,0.64,0.58,70,70,0.48,0.62,17.69,27.6,5,-19.57,27.6,5,-19.6,20.4,5070.645,1662.546,683.982,6.608,2331.743658,345.6534881,5077.253,2346.528,Fertilizer,7.484953155
NLA06608-1199,1,0.51,0.05,0.51,0.09,2499130.83,254.76,347,311,25,Sedimentary,Sedimentary,1047.77,1056,0.98,0.68,68.9,69,0.41,0.54,20.53,29.42,10.6,-7.82,29.8,11,-7.4,115.029293,297333.593,34307.438,19816.927,166.802,66596.87601,31410.42665,297500.395,54124.365,Fertilizer,13.26500846
NLA06608-1204,1,1.15,0.03,1.15,0.07,156843049.4,118.4,817,267,88,Sedimentary,Sedimentary,1453.3,1417,1.42,0.88,66.02,67,0.39,0.6,23.77,33.42,16,-1.38,34.2,16.6,-0.9,54.62867152,862200.735,2750926.136,1407434.24,50921.206,3442394.948,1119959.908,913121.941,4158360.376,Manure,9.13267321
NLA06608-1206,1,0.47,0.07,0.47,0.2,92138.82277,229.44,237,231,0,Sedimentary,Sedimentary,814.5,816,0.74,0.54,72,72,0.43,0.57,16.14,25.88,5.5,-14.1,25.9,5.5,-14.2,4.3,0,0,0,11.808,1334.236176,42.07305117,11.808,0,Atmospheric,7.416794018
NLA06608-1207,1,0.51,0.07,0.51,0.61,754185.8065,286.83,366,327,15,Volcanic,Volcanic,804.23,805,0.71,0.6,69,69,0.45,0.58,17.96,27.58,5.99,-17.54,27.7,6.2,-17.4,58.8519408,32077.076,20854.256,8450.1,175.203,17807.43062,5009.797242,32252.279,29304.356,Fertilizer,11.3778698
NLA06608-1208,1,0.48,0.02,0.48,0.12,139927.3313,372.63,424,393,10,Sedimentary,Sedimentary,852.45,850,0.89,0.79,63,63,0.45,0.56,22.34,33.38,12.76,-7.9,33.5,12.8,-7.9,6.352621684,42710.12,3239.96,8530.488,51.6243,8263.153421,271.4137409,42761.7443,11770.448,Fertilizer,10.51928053
NLA06608-1209,1,0.14,0.01,0.14,0.02,2229433.456,494.21,679,570,37,Sedimentary,Sedimentary,1353.38,1350,1.21,0.53,67.14,67,0.53,0.59,15.85,24.92,6.82,-10.84,25.3,6.8,-11,191.7860309,418.56,44.544,1464.708,12328.924,228807.6333,205833.5085,12747.484,1509.252,Atmospheric,11.59552623
NLA06608-1210,1,0.77,0.01,0.77,0.07,258337.2422,621.61,670,644,9,Sedimentary,Sedimentary,436.31,436,0.46,0.56,65,65,0.34,0.52,17.4,27.77,4.24,-19.3,27.8,4.3,-19.3,2.6843797,165676.728,2040.952,22890.2,2205.738,28351.83162,963.0648419,167882.466,24931.152,Fertilizer,4.298219569
NLA06608-1217,1,0.06,0,0.06,0.01,591228.9014,619.78,1758,1050,245,Granitic,Sedimentary,776.13,525,0.47,0.58,64.2,63,0.21,0.42,17.04,25.76,5.79,-8.89,29.1,7.9,-6.7,7.00938734,971.7,75.112,34611.93,2.728,79191.5428,9684.277419,974.428,34687.042,Atmospheric,3.117530426
NLA06608-1219,1,0.75,0.01,0.75,0.12,749165.2026,530.42,641,576,23,Sedimentary,Sedimentary,454.66,453,0.56,0.58,66,66,0.43,0.56,17.39,28.34,4.57,-19.65,28.5,4.6,-19.6,1.378456246,77759.748,2173.776,42930.324,659.662,45006.53204,676.4334084,78419.41,45104.1,Fertilizer,4.988414644
NLA06608-1220,1,0.16,0.04,0.16,0.14,435454.2953,131.98,203,154,16,Sedimentary,Sedimentary,1370.2,1367,0.87,0.82,68,68,0.45,0.52,23.79,32.33,14.98,-2.89,32.4,15.1,-2.8,28.44133808,1370.346,202.048,3677.7,57.456,12633.84108,1773.590187,1427.802,3879.748,Atmospheric,11.01922919
NLA06608-1222,1,1.03,0.02,1.03,0.04,341541.0949,9.79,59,18,8,Quaternary,Quaternary,1111.37,1111,1.05,0.63,72,72,0.61,0.65,16.98,25.71,9.95,-5.09,25.8,10,-5,995.789066,474.136,38.587,8.19,4711.845,9811.258197,86934.36607,5185.981,46.777,Sewage,6.112510604
NLA06608-1223,1,0.76,0.04,0.76,0.14,87575.04347,380.39,393,384,3,Sedimentary,Sedimentary,845,845,0.96,0.63,71,71,0.49,0.62,18.51,28.63,7.43,-14.9,28.7,7.5,-14.9,10.8,8078.204,605.476,285.852,18.258,3124.021683,132.5463075,8096.462,891.328,Fertilizer,13.84488077
NLA06608-1224,1,1.18,0.73,1.18,1.18,1401726.802,155.46,172,160,3,Sedimentary,Sedimentary,1108,1108,1.38,0.94,64,64,0.55,0.61,24.55,35.2,17.9,0.2,35.2,17.9,0.2,494.2640052,295.974,11.97,387.543,49.896,1628.023319,3737.079794,345.87,399.513,Sewage,11.71133201
NLA06608-1227,1,1.03,1.2,1.2,1.46,265006.2162,253.44,253,252,0,Sedimentary,Sedimentary,1013,1013,1.14,0.65,70,70,0.45,0.55,19.87,29.9,10.3,-8.2,29.9,10.3,-8.2,110.2576738,131.121,20.519,3.961,9.972,251.1382312,115.778095,141.093,24.48,Atmospheric,13.00811345
NLA06608-1232,1,2.63,0.96,2.63,2.57,403127.9754,206.81,250,227,9,Sedimentary,Sedimentary,969,969,0.72,0.75,68,68,0.41,0.55,21.9,31.5,12.1,-7.6,31.6,12.1,-7.6,7.3,2371.62,247.95,532.005,0.17,547.3669666,22.97647778,2371.79,779.955,Fertilizer,9.458821934
NLA06608-1236,1,0.62,0.43,0.62,1.7,157901.9643,1980.04,2053,2006,13,Sedimentary,Sedimentary,458,458,0.43,0.58,50,50,0.26,0.39,17.64,29.2,9.5,-9.7,29.2,9.5,-9.7,0.4,0,0,198.93,0,239.8221473,1.838918988,0,198.93,Atmospheric,2.837303149
NLA06608-1238,1,2.46,1.26,2.46,1.81,39764654.63,129.68,288,161,32,Granitic,Granitic,1196.43,1199,1.25,0.54,68,68,0.46,0.57,15.86,26.4,6.39,-14.19,26.5,6.4,-14.2,54.99626511,2156.433,714.433,381.719,1133.836,14583.96898,7579.42963,3290.269,1096.152,Atmospheric,5.755611377
NLA06608-1239,1,0.91,0.26,0.91,0.81,538594.5759,361.19,383,365,3,Sedimentary,Sedimentary,706.4,707,0.61,0.62,72,72,0.43,0.57,18.85,28.54,6.36,-17.18,28.6,6.4,-17.1,28.57924475,6462.87,2214.111,165.414,16.65,3687.877953,530.3375851,6479.52,2379.525,Fertilizer,10.80920964
NLA06608-1240,1,0.32,0.02,0.32,0.07,838918.4213,214.01,327,258,28,Sedimentary,Sedimentary,1094.47,1096,1.31,0.9,64,64,0.56,0.65,23.31,34.7,16.76,-1.57,34.7,16.7,-1.6,7.37415518,12940.232,1917.68,34668.097,3397.759,27094.1657,1213.882674,16337.991,36585.777,Manure,8.95221288
NLA06608-1241,1,0.22,0.03,0.22,0.07,4906495.523,161.97,234,196,14,Volcanic,Volcanic,1178.83,1171,0.88,0.79,68,68,0.46,0.53,22.65,31.71,14.82,-2.06,31.8,14.9,-2,183.2595117,177083.472,103762.249,152729.009,13805.577,186262.2946,174505.2146,190889.049,256491.258,Manure,10.6390322
NLA06608-1242,1,2.19,0.21,2.19,0.61,466098.6194,269.46,325,288,12,Sedimentary,Sedimentary,896.25,898,0.85,0.59,71,71,0.47,0.6,17.59,27.85,7.65,-11.75,27.7,7.6,-11.9,111.3978954,2961.216,2530.008,796,255.612,2987.465445,1554.002413,3216.828,3326.008,Manure,11.64788962
NLA06608-1243,1,0.36,0.01,0.36,0.02,2817044.313,270.12,327,291,11,Sedimentary,Sedimentary,938.71,938,1.04,0.64,70.22,70,0.51,0.56,19.25,28.74,9.44,-9,28.8,9.6,-8.9,160.446597,1449429.386,338133.776,233867.057,30.46,472479.8084,304299.856,1449459.846,572000.833,Fertilizer,13.54974356
NLA06608-1244,1,0.73,0.05,0.73,0.3,1166193.106,872.35,927,887,10,Sedimentary,Sedimentary,552.74,552,0.55,0.63,63,63,0.43,0.52,19.91,30.9,8.82,-12.03,30.9,8.8,-12.1,0.3,755.744,328.282,31238.955,31.868,18416.24034,68.9095913,787.612,31567.237,Manure,4.360754258
NLA06608-1245,1,0.21,0.23,0.23,0.31,2079101.255,11.04,13,11,0,Quaternary,Quaternary,1410.5,1411,1.3,0.88,69,69,0.51,0.59,22.74,31.71,16.99,1.06,31.7,17,1,12.90184162,0,0,5.656,2.968,7744.362687,477.570504,2.968,5.656,Atmospheric,11.37938924
NLA06608-1255,1,0.45,0,0.45,0.01,199654.3108,409.3,604,466,39,Sedimentary,Sedimentary,503.91,518,0.61,0.62,66.69,67,0.48,0.57,18.51,29.67,6.13,-17.71,30,6.5,-17.6,3.44617378,1999460.594,450058.294,741158.069,2051.384,511268.8566,16084.79475,2001511.978,1191216.363,Fertilizer,5.957856631
NLA06608-1256,1,0.15,0.02,0.15,0.07,183087.9791,391.96,503,435,23,Sedimentary,Sedimentary,913.43,919,1.01,0.78,64,64,0.51,0.6,21.76,32.5,12.65,-7.79,32.5,12.8,-7.6,1.794974763,252.867,0.0046875,15259.832,28.048,11495.73146,117.8652221,280.915,15259.83669,Manure,9.5220035
NLA06608-1258,1,0.36,0.08,0.36,0.15,137974.2279,269.27,283,273,3,Sedimentary,Sedimentary,900.67,901,0.89,0.6,71,71,0.45,0.56,18.39,28.5,8.37,-9.57,28.5,8.4,-9.5,79.4,7863.102,1855.47,791.862,221.858,2216.962171,844.0030139,8084.96,2647.332,Fertilizer,11.34367685
NLA06608-1259,1,0.05,0.27,0.27,0.4,567042.8124,3210.57,3472,3286,63,Gneiss,Gneiss,982.67,982,0.91,0.32,53,53,0.25,0.44,8.61,18.83,-1.1,-15.93,18.9,-1.1,-15.9,0.3,0,0,373.832,0,634.7096107,3.761625002,0,373.832,Atmospheric,2.753213495
NLA06608-1261,1,0.13,0,0.13,0.05,791203.6045,1570.27,3488,1923,288,Sedimentary,Quaternary,303.09,243,0.17,0.62,49.55,47,0.09,0.24,19.65,30.59,8.14,-9.94,33.2,10.3,-8.8,0.374166782,50737.588,52353.941,97345.717,227.354,413099.373,4440.068359,50964.942,149699.658,Atmospheric,1.893429621
NLA06608-1262,1,0.37,0.03,0.37,0.2,2629976.205,372.34,470,403,20,Gneiss,Gneiss,694.1,700,0.66,0.56,69.86,70,0.47,0.6,17.45,26.72,4.46,-20.15,26.9,4.6,-19.9,29.8867976,72578.088,53481.76,67690.191,483.973,91252.09853,23148.33015,73062.061,121171.951,Manure,6.407987181
NLA06608-1263,1,0.46,0.05,0.46,0.13,1011405.876,232.26,287,263,12,Sedimentary,Sedimentary,1116.38,1117,0.89,0.74,69,69,0.4,0.55,21.49,30.5,12.51,-5.22,30.5,12.5,-5.2,164.3927351,31167.325,3870.216,26317.898,296.804,30684.73455,18583.26222,31464.129,30188.114,Fertilizer,14.76393402
NLA06608-1266,1,0.88,0.02,0.88,0.15,61108.30053,1752.34,1871,1793,29,Volcanic,Volcanic,389.42,415,0.3,0.49,63,63,0.18,0.38,15.48,27.23,6.98,-7.29,26.8,6.8,-7.4,0.2,0,0,2416.048,0,1150.963907,10.43820502,0,2416.048,Manure,1.199457699
NLA06608-1268,1,0.5,0.05,0.5,0.23,750335.3284,238.83,277,262,10,Sedimentary,Sedimentary,911.67,911,1.06,0.68,69,69,0.48,0.62,20.01,30.28,9.75,-11.21,30.4,9.8,-11.1,9.006816738,67470.424,21293.082,7489.131,243.699,15920.93268,663.8312425,67714.123,28782.213,Fertilizer,11.74900809
NLA06608-1269,1,0.48,1.35,1.35,3.85,240366.9308,3.21,5,4,0,Quaternary,Quaternary,470,470,0.26,0.84,66,66,0.27,0.41,22.55,33.8,16.1,3.3,33.8,16.1,3.3,5489.5,0,0,0,1102.878,647.8658837,20402.55065,1102.878,0,Sewage,9.480963928
NLA06608-1270,1,0.14,0.07,0.14,0.07,3688026.308,1975,4207,3146,504,Gneiss,Sedimentary,715.43,297,0.23,0.44,55.65,53,0.25,0.39,14.36,18.96,-0.28,-15.22,25.1,3.8,-13.5,0.701468314,180.012,6.228,49910.086,0,50106.6804,933.1682145,180.012,49916.314,Atmospheric,2.048626617
