SITE_ID,VISIT_NO,RES_PIPES,AGR_CROPLAND,AGR_PASTURE,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_POULTRY,AGR_FEEDLOT,AGR_WITHDRAWL,IND_INDUSTRIAL,IND_MINES,IND_OIL,IND_POWER,IND_LOGGING,IND_FIRE,IND_ODORS,IND_COMMERCIAL,MAN_LEVEL_FLUCTUATIONS,RES_SCORE,REC_SCORE,AGR_SCORE,IND_SCORE,MAN_SCORE,HYDRO_TYPE,OUTLET_DAMS,SWIMMABILITY,LAKE_LEVEL,LEVEL_CHANGES,TROPHIC_STATE
NLA06608-0303,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,16,3,0,0,3,RESERVOIR,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0306,1,L,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,0,1,RESERVOIR,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0312,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0313,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,0,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0318,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,DRAINAGE,NATURAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,9,15,0,0,6,RESERVOIR,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0324,1,L,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,7,4,0,1,1,RESERVOIR,ARTIFICIAL,FAIR,YES,0.1,MESOTROPHIC
NLA06608-0325,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,0,0,1,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0326,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,H,9,1,0,3,11,RESERVOIR,ARTIFICIAL,NA,YES,0.5,MESOTROPHIC
NLA06608-0327,1,L,M,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,4,1,3,3,1,DRAINAGE,NATURAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0328,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,10,0,0,3,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0328,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,0,0,10,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0330,1,L,NA,NA,NA,NA,NA,NA,L,M,NA,NA,L,NA,NA,NA,L,NA,11,9,1,5,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,0,0,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0333,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,3,6,0,0,6,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0334,1,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,0,0,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,0,6,SEEPAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0339,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9,0,0,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0340,1,L,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,H,7,0,5,0,5,RESERVOIR,ARTIFICIAL,GOOD,YES,1,MESOTROPHIC
NLA06608-0341,1,L,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,1,0,4,DRAINAGE,NATURAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0343,1,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,0,0,SEEPAGE,NATURAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0,0,3,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0345,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,0,0,4,RESERVOIR,ARTIFICIAL,FAIR,YES,0.25,MESOTROPHIC
NLA06608-0350,1,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,0,1,DRAINAGE,NONE,FAIR,YES,0.2,MESOTROPHIC
NLA06608-0354,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0356,1,L,NA,H,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,M,5,4,8,0,3,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,EUTROPHIC
NLA06608-0357,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,L,3,0,0,3,2,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0358,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,NATURAL,NA,NA,NA,NA
NLA06608-0359,1,NA,M,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,11,7,11,1,4,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0361,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,15,4,0,1,1,RESERVOIR,ARTIFICIAL,GOOD,YES,0.4,EUTROPHIC
NLA06608-0363,1,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,1,0,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,L,7,6,0,1,1,DRAINAGE,ARTIFICIAL,GOOD,YES,0.3,EUTROPHIC
NLA06608-0367,1,L,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,H,7,2,3,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,1.5,EUTROPHIC
NLA06608-0369,1,L,L,M,L,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,L,L,6,3,5,2,7,DRAINAGE,ARTIFICIAL,GOOD,YES,1,OLIGOTROPHIC
NLA06608-0372,1,NA,NA,L,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,L,1,4,2,0,5,RESERVOIR,ARTIFICIAL,FAIR,YES,NA,MESOTROPHIC
NLA06608-0373,1,M,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,L,24,12,3,0,9,RESERVOIR,ARTIFICIAL,GOOD,NA,2,MESOTROPHIC
NLA06608-0376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0377,1,L,H,H,M,L,NA,L,H,NA,NA,NA,NA,L,NA,NA,NA,L,24,6,20,1,6,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0378,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,0,1,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0384,1,NA,M,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,11,0,1,SEEPAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0385,1,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,0,1,DRAINAGE,NATURAL,FAIR,YES,1.5,EUTROPHIC
NLA06608-0386,1,L,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,L,L,3,2,0,4,7,RESERVOIR,ARTIFICIAL,GOOD,YES,0.1,OLIGOTROPHIC
NLA06608-0388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,1,7,0,0,1,RESERVOIR,ARTIFICIAL,GOOD,YES,1,MESOTROPHIC
NLA06608-0388,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-0393,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,L,21,11,0,1,4,RESERVOIR,ARTIFICIAL,GOOD,NA,1,EUTROPHIC
NLA06608-0395,1,L,L,L,L,NA,L,NA,M,M,NA,NA,M,L,NA,NA,L,M,14,10,7,8,14,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0399,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,0,0,1,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0401,1,NA,H,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,10,1,8,5,4,DRAINAGE,NATURAL,GOOD,YES,1.5,MESOTROPHIC
NLA06608-0402,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,L,10,6,0,5,16,RESERVOIR,NONE,FAIR,YES,1,EUTROPHIC
NLA06608-0402,2,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9,0,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0403,1,L,NA,NA,NA,NA,NA,NA,L,NA,L,NA,NA,L,NA,NA,NA,M,16,20,1,2,12,RESERVOIR,ARTIFICIAL,FAIR,YES,1,MESOTROPHIC
NLA06608-0405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,4,1,0,1,2,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,EUTROPHIC
NLA06608-0406,1,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,H,NA,NA,NA,L,3,16,3,5,3,RESERVOIR,ARTIFICIAL,FAIR,YES,3.5,MESOTROPHIC
NLA06608-0407,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,2,4,9,1,1,SEEPAGE,NONE,FAIR,YES,NA,HYPEREUTROPHIC
NLA06608-0408,1,NA,NA,L,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,3,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0413,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,0.25,MESOTROPHIC
NLA06608-0414,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,M,1,1,0,1,3,RESERVOIR,ARTIFICIAL,FAIR,YES,1,EUTROPHIC
NLA06608-0418,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,NA,NATURAL,FAIR,NO,NA,NA
NLA06608-0421,1,L,L,L,L,L,L,L,L,L,L,M,L,L,L,L,L,L,8,7,7,10,13,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,MESOTROPHIC
NLA06608-0425,1,NA,NA,M,H,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,H,4,7,13,0,13,RESERVOIR,ARTIFICIAL,FAIR,YES,2,EUTROPHIC
NLA06608-0426,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,0,0,1,SEEPAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0432,1,L,NA,L,L,NA,NA,NA,L,NA,NA,NA,NA,L,NA,NA,NA,M,5,10,3,1,9,RESERVOIR,ARTIFICIAL,GOOD,NA,NA,MESOTROPHIC
NLA06608-0433,1,NA,M,M,M,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,20,14,9,3,6,DRAINAGE,NATURAL,FAIR,YES,2,OLIGOTROPHIC
NLA06608-0435,1,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,4,11,3,1,5,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0436,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,L,10,6,0,3,3,RESERVOIR,ARTIFICIAL,GOOD,YES,0.1,MESOTROPHIC
NLA06608-0439,1,NA,M,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,0,DRAINAGE,NONE,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0440,1,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,5,2,3,3,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0442,1,NA,M,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,0,SEEPAGE,NATURAL,UNSWIMMABLE,NA,-3,MESOTROPHIC
NLA06608-0444,1,M,L,M,M,L,M,NA,L,NA,NA,NA,NA,M,NA,NA,NA,NA,14,29,12,3,2,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0445,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,2,0,3,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0447,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.5,MESOTROPHIC
NLA06608-0449,1,NA,NA,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,8,3,2,1,3,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,8,6,0,1,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,0.8,MESOTROPHIC
NLA06608-0453,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,14,3,0,1,1,DRAINAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0454,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,12,0,0,1,3,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0456,1,NA,NA,M,L,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,M,6,5,4,1,16,RESERVOIR,ARTIFICIAL,GOOD,YES,3,EUTROPHIC
NLA06608-0458,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,0,3,9,0,4,RESERVOIR,ARTIFICIAL,FAIR,YES,0.7,MESOTROPHIC
NLA06608-0459,1,L,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,16,6,6,0,6,RESERVOIR,ARTIFICIAL,GOOD,YES,2,EUTROPHIC
NLA06608-0462,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,SEEPAGE,NONE,GOOD,YES,0.6,OLIGOTROPHIC
NLA06608-0463,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,0,RESERVOIR,ARTIFICIAL,FAIR,NA,0,EUTROPHIC
NLA06608-0467,1,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,6,0,3,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0468,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,DRAINAGE,NATURAL,FAIR,YES,0.5,OLIGOTROPHIC
NLA06608-0469,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,7,3,1,0,2,DRAINAGE,NONE,GOOD,YES,0.5,MESOTROPHIC
NLA06608-0470,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,3,NA,NATURAL,GOOD,NO,NA,NA
NLA06608-0471,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,0,0,SEEPAGE,NONE,GOOD,NO,NA,MESOTROPHIC
NLA06608-0472,1,NA,NA,H,NA,NA,NA,NA,L,NA,NA,L,NA,NA,NA,NA,NA,NA,2,1,6,1,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0473,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,4,6,0,3,0,RESERVOIR,ARTIFICIAL,GOOD,NA,0.2,EUTROPHIC
NLA06608-0479,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,M,19,2,0,5,9,DRAINAGE,NONE,GOOD,NA,NA,EUTROPHIC
NLA06608-0480,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,0,0,0,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,OLIGOTROPHIC
NLA06608-0480,2,M,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,12,7,7,8,9,RESERVOIR,NONE,GOOD,NA,-0.2,MESOTROPHIC
NLA06608-0483,1,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,H,4,7,1,3,13,RESERVOIR,ARTIFICIAL,GOOD,YES,NA,OLIGOTROPHIC
NLA06608-0484,1,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,1,DRAINAGE,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0488,1,NA,L,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,0,RESERVOIR,ARTIFICIAL,FAIR,NO,NA,MESOTROPHIC
NLA06608-0489,1,L,H,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,15,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,NA,0.3,MESOTROPHIC
NLA06608-0491,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,5,2,0,1,2,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
NLA06608-0493,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,8,0,0,0,9,RESERVOIR,ARTIFICIAL,NA,YES,2,MESOTROPHIC
NLA06608-0494,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,0,0,0,NA,NONE,GOOD,YES,1.5,EUTROPHIC
NLA06608-0495,1,NA,L,L,L,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,M,1,4,6,0,4,RESERVOIR,ARTIFICIAL,GOOD,NA,NA,OLIGOTROPHIC
NLA06608-0496,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,0,0,RESERVOIR,ARTIFICIAL,FAIR,YES,0.5,EUTROPHIC
NLA06608-0497,1,NA,M,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,4,7,6,0,3,RESERVOIR,ARTIFICIAL,FAIR,YES,5,MESOTROPHIC
NLA06608-0498,1,NA,H,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,15,0,6,DRAINAGE,NONE,UNSWIMMABLE,YES,0.3,HYPEREUTROPHIC
NLA06608-0500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,L,2,3,0,1,3,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0501,1,M,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,0,3,RESERVOIR,ARTIFICIAL,GOOD,YES,10,MESOTROPHIC
NLA06608-0502,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,DRAINAGE,NA,FAIR,NA,NA,EUTROPHIC
NLA06608-0503,1,NA,H,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,9,0,0,SEEPAGE,NATURAL,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0508,1,L,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,0,1,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,EUTROPHIC
NLA06608-0509,1,L,L,L,L,NA,NA,NA,NA,NA,L,H,NA,M,NA,NA,NA,M,8,2,3,9,6,RESERVOIR,ARTIFICIAL,GOOD,YES,2,MESOTROPHIC
NLA06608-0510,1,NA,H,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,0,0,SEEPAGE,NONE,GOOD,NO,NA,EUTROPHIC
NLA06608-0511,1,NA,NA,L,L,NA,NA,NA,H,NA,NA,NA,NA,L,NA,NA,NA,H,1,3,7,1,8,RESERVOIR,ARTIFICIAL,FAIR,NA,NA,MESOTROPHIC
NLA06608-0512,1,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0514,1,M,H,M,M,L,L,L,L,M,L,NA,NA,L,NA,NA,M,L,18,11,15,8,9,RESERVOIR,ARTIFICIAL,GOOD,YES,0.1,MESOTROPHIC
NLA06608-0515,1,NA,M,M,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,7,0,0,SEEPAGE,NONE,UNSWIMMABLE,NO,NA,HYPEREUTROPHIC
NLA06608-0523,1,L,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,2,0,3,DRAINAGE,NONE,FAIR,NO,NA,EUTROPHIC
NLA06608-0526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,DRAINAGE,NATURAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0528,1,NA,M,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,9,0,6,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0529,1,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,0,0,1,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0530,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,MESOTROPHIC
NLA06608-0531,1,L,H,M,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,11,0,0,DRAINAGE,ARTIFICIAL,FAIR,NO,NA,EUTROPHIC
NLA06608-0533,1,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,NA,20,9,7,8,12,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0537,1,L,NA,L,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,L,11,7,1,3,5,RESERVOIR,ARTIFICIAL,UNSWIMMABLE,YES,1,MESOTROPHIC
NLA06608-0540,1,NA,NA,H,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,0,1,RESERVOIR,ARTIFICIAL,GOOD,NO,NA,MESOTROPHIC
NLA06608-0541,1,H,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,M,L,20,9,3,3,14,RESERVOIR,ARTIFICIAL,FAIR,YES,0.3,MESOTROPHIC
NLA06608-0542,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,1,0,0,3,0,SEEPAGE,NONE,UNSWIMMABLE,YES,0.2,MESOTROPHIC
NLA06608-0546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,NA,NA,3,5,0,1,1,DRAINAGE,ARTIFICIAL,UNSWIMMABLE,NO,NA,EUTROPHIC
NLA06608-0547,1,L,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,13,7,3,3,9,RESERVOIR,ARTIFICIAL,FAIR,YES,0.2,EUTROPHIC
NLA06608-0550,1,M,NA,NA,NA,NA,NA,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,6,NA,NATURAL,GOOD,NO,NA,NA
NLA06608-0551,1,NA,M,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,8,1,5,0,4,DRAINAGE,NONE,GOOD,NA,NA,MESOTROPHIC
NLA06608-0555,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,0,0,0,DRAINAGE,NONE,FAIR,NO,NA,MESOTROPHIC
