,SITE_ID,DESIGN_YR,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,RDis_IX,VERTDD,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RVegQc3OE,MICX,B_G_DENS,CHLA,PTL,NTL,TROPHIC_STATE,SEDHG_TOT_TOP,SEDHG_MTH_TOP,MMI_BENT_NLA12,DO2_2M,DIS_O2_CLS,TURB,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,DRAWDOWN_COND,MICX_DETECT,MICX_REC,CYNX_REC,CHLX_REC,PTL_COND,NTL_COND,CHLA_COND,SEDHG_TOT_TOP_COND,SEDHG_MTH_TOP_COND,BENT_COND,TURB_COND,REVSAMP_0712
843,NLA06608-1562,2007,WMTNS,XER,134.1905791,NA,NA,NA,NLA07_BASE,Include,10.0423923,SUBLETTE,18347649,NA,NA,NA,NA,2153.13,Region_8,NA,NA,130,NA,WMTNS,XER,NA,Sixty-Seven Reservoir,14,14040101,MAN_MADE,NA,42.5977303,-110.2208282,NA,0.039126394,NA,NA,NA,NA,Sixtyseven Reservoir,,,NA,NA,NA,OverSamp,8.417962257,1.40401E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,WY,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,18,NA,18c,10.0423923,WY,NA,-1155568.43,657586.5074,0.915966387,0.62,22.17,1.218097525,0.631594913,0.377253637,0.05,10.85869857,2.94,16,348,Mesotrophic,NA,0.62,39.9,8.4,High (>=5 Ppm),1.65,Fair,Good,Fair,Poor,Large,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,Medium,Poor,Good,N
844,NLA06608-1568,2007,PLNLOW,SPL,673.5793487,NA,NA,NA,NLA07_BASE,Include,2.1514953,WOODWARD,13811164,NA,NA,NA,NA,611.27,Region_6,NA,NA,144,NA,PLNLOW,SPL,NA,Fort Supply Reservoir,11,11100203,MAN_MADE,NA,36.531873,-99.5683601,NA,0.12642225,NA,NA,NA,NA,Ford Supply Lake,NESLake,4006,NA,NA,NA,OverSamp,18.93515961,1.11002E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,OK,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,27,NA,27q,2.1514953,OK,NA,-316483.5884,-102534.7751,0.255882353,0.53,1.22,0.688321052,0.951163113,1.151438161,0.05,1734.936957,11.49,115,760,Eutrophic,32.66,0.09,40.1,6.335,High (>=5 Ppm),42.6,Good,Good,Good,Fair,Medium,No Detect,No Detect,Low,Moderate,Poor,Fair,Fair,Low,Low,Fair,Poor,N
845,NLA06608-1569,2007,PLNLOW,CPL,1395.78022,NA,NA,NA,NLA07_BASE,Include,2.0828908,POLK,21480292,NA,NA,NA,NA,22.88,Region_4,NA,NA,156,NA,PLNLOW,CPL,NA,Lake Reedy,3,3090101,NATURAL,NA,27.741985,-81.4993316,NA,0.12642225,NA,NA,NA,NA,Reedy Lake,NESLake,1236,NA,NA,NA,OverSamp,16.2246514,3.0901E+12,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,FL,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,75,NA,75c,2.0828908,FL,NA,1430179.964,-977981.7923,0.877536232,0.5,1.05,0.799085336,0.662279507,0.441504658,0.05,7423.113349,19.47,22,978,Eutrophic,NA,NA,13,7.933333333,High (>=5 Ppm),4.32,Fair,Good,Fair,Poor,Medium,No Detect,No Detect,Low,Moderate,Good,Poor,Fair,Not Assessed,Not Assessed,Poor,Poor,N
846,NLA06608-1572,2007,PLNLOW,TPL,57.94522091,NA,NA,NA,NLA07_BASE,Include,3.3652216,HOPKINS,10561628,NA,NA,NA,NA,128.93,Region_4,NA,NA,150,NA,PLNLOW,TPL,NA,Loch Mary Reservoir,5,5140205,MAN_MADE,NA,37.2690553,-87.5228772,NA,0.108171086,NA,NA,NA,NA,Loch Mary Reservoir,,,NA,NA,NA,OverSamp,4.400732648,5.14021E+12,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,KY,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,72,NA,72c,3.3652216,KY,NA,743671.4668,7309.388665,0.568181818,0.31,1.19,0.499764657,0.978591681,1.321143784,0.05,2838.444505,4.45,26,420,Mesotrophic,89.68,0.25,52.9,NA,Not Assessed,7.6,Good,Fair,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Low,Good,Poor,N
847,NLA06608-1575,2007,PLNLOW,TPL,16.03992677,NA,NA,NA,NLA07_BASE,Include,80.6789375,DAY,11599517,NA,NA,NA,NA,527,Region_8,NA,NA,143,NA,PLNLOW,TPL,NA,,10,10160010,NATURAL,NA,45.1845604,-97.7859975,NA,0.006201093,NA,NA,NA,NA,,,,NA,NA,NA,OverSamp,2.6540629,1.016E+13,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,SD,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,46,NA,46k,80.6789375,SD,NA,-140240.9818,860785.301,0.404761905,1,24.83333333,0.333299317,0.243340155,0.244192347,0.05,86007.09811,88.2,215,2503,Hypereutrophic,45.69,0.44,34.2,10.83333333,High (>=5 Ppm),16.6,Poor,Fair,Poor,Fair,Large,No Detect,No Detect,Moderate,High,Poor,Poor,Poor,Low,Low,Fair,Poor,N
848,NLA06608-1576,2007,PLNLOW,TPL,650.4758526,NA,NA,NA,NLA07_BASE,Include,5.8251172,HENRY,2332715,NA,NA,NA,NA,229.32,Region_7,NA,NA,146,NA,PLNLOW,TPL,NA,Montrose Lake,10,10290108,MAN_MADE,NA,38.3067683,-93.9527628,NA,0.045232698,NA,NA,NA,NA,Montrose Lake,,,NA,NA,NA,OverSamp,28.27966458,1.02901E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,MO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,40,NA,40d,5.8251172,MO,NA,177316.9457,92332.51294,0.486842105,0.62,1.73,1.171502867,0.971254085,0.868807006,0.25,108646.2222,68.4,255,1344,Hypereutrophic,44.69,0.33,29.2,7.25,High (>=5 Ppm),18.6,Good,Good,Good,Fair,Medium,Detect,Low,High,High,Poor,Fair,Poor,Low,Low,Poor,Poor,N
849,NLA06608-1577,2007,WMTNS,WMT,52.99812311,NA,NA,NA,NLA07_BASE,Include,1.1763527,NAVAJO,22437526,NA,NA,NA,NA,1995.13,Region_9,NA,NA,130,NA,WMTNS,WMT,NA,Show Low Lake,15,15020005,MAN_MADE,NA,34.1807465,-110.0007541,NA,0.217685468,NA,NA,NA,NA,Show Low Lake,,,NA,NA,NA,OverSamp,4.523544683,1.502E+13,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,AZ,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,23,NA,23c,1.1763527,AZ,NA,-1276178.626,-277430.764,0.609358289,1.7,5.15,2.848192185,1.246921764,0.890703537,0.05,5250.654847,4.32,16,484,Mesotrophic,90.08,0.9,30.5,7.866666667,High (>=5 Ppm),2.09,Good,Good,Good,Fair,Medium,No Detect,No Detect,Low,Low,Good,Poor,Poor,Medium,Medium,Poor,Poor,N
850,NLA06608-1578,2007,PLNLOW,NPL,4.184374765,NA,NA,NA,NLA07_RVT12,Include,163.17263,CARTER,9793550,NA,NA,NA,NA,1152,Region_8,NA,NA,142,NA,PLNLOW,NPL,NA,,10,10110201,MAN_MADE,NA,45.18354857,-104.9029774,NA,0.001312891,NA,NA,NA,NA,,,,NA,NA,NA,OverSamp,1.035066729,1.01102E+13,S,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,MT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,43,NA,43e,163.17263,MT,NA,-698113.4909,892079.4748,0.916666667,0.5,0.05,0.178352397,0.258147835,0.318043759,0.05,9447.749414,23.36,110,1062,Eutrophic,41.5,0.47,26.4,8,High (>=5 Ppm),2.79,Fair,Poor,Poor,Poor,Medium,No Detect,No Detect,Low,Moderate,Poor,Fair,Poor,Low,Low,Poor,Good,N
851,NLA06608-1586,2007,EHIGH,NAP,63.87472251,NA,NA,NA,NLA07_BASE,Include,1.3770027,KENT,6127515,NA,NA,NA,NA,91.76,Region_1,NA,NA,118,NA,EHIGH,NAP,NA,,1,1090004,NATURAL,NA,41.6889871,-71.643322,NA,0.141351624,NA,NA,NA,NA,Stump Pond,,,NA,NA,NA,OverSamp,4.387076974,1.09E+12,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,RI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,59,NA,59c,1.3770027,RI,NA,1990688.555,725838.2396,0.427777778,0.13,1.06,3.66482042,1.371809998,0.847295167,0.05,2689.052689,2.96,7,369,Mesotrophic,308.56,0.84,49.2,7.843333333,High (>=5 Ppm),0.981,Good,Good,Good,Fair,Medium,No Detect,No Detect,Low,Low,Good,Good,Good,High,Medium,Fair,Good,N
852,NLA06608-1593,2007,WMTNS,WMT,61.45952704,NA,NA,NA,NLA07_BASE,Include,1.1763527,YAVAPAI,20451102,NA,NA,NA,NA,1573,Region_9,NA,NA,131,NA,WMTNS,WMT,NA,Watson Lake,15,15060202,MAN_MADE,NA,34.5872144,-112.4185161,NA,0.217685468,NA,NA,NA,NA,Watson Lake,,,NA,NA,NA,OverSamp,5.203095845,1.50602E+13,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,AZ,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,23,NA,23b,1.1763527,AZ,NA,-1486713.259,-197413.0407,0.355172414,1.03,5.35,3.610421169,1.232434831,0.723064657,0.05,8784.114398,6.34,126,746,Mesotrophic,104,1.02,16.5,8.033333333,High (>=5 Ppm),2.29,Fair,Good,Good,Fair,Medium,No Detect,No Detect,Low,Low,Poor,Poor,Poor,Medium,High,Poor,Poor,N
853,NLA06608-1595,2007,PLNLOW,SPL,302.940332,NA,NA,NA,NLA07_BASE,Include,5.170879,WELD,2888202,NA,NA,NA,NA,1510.3,Region_8,NA,NA,143,NA,PLNLOW,SPL,NA,,10,10190005,MAN_MADE,NA,40.1809249,-105.0386785,NA,0.082546805,NA,NA,NA,NA,Union Reservoir,,,NA,NA,NA,OverSamp,7.832116367,1.019E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,25,NA,25d,5.170879,CO,NA,-761798.9971,336717.3728,0.749221184,0,0,0.880460337,0.52970365,0.315623521,0.05,4843.581277,5,18,392,Mesotrophic,30.03,NA,27.1,7.733333333,High (>=5 Ppm),3.9,Fair,Good,Fair,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Low,Not Assessed,Poor,Fair,N
854,NLA06608-1600,2007,PLNLOW,NPL,21.74312142,NA,NA,NA,NLA07_RVT12,Include,5.4419336,BLAINE,12531918,NA,NA,NA,NA,1015.61,Region_8,NA,NA,142,NA,PLNLOW,NPL,NA,,10,10050009,MAN_MADE,NA,48.31121533,-109.0808926,NA,0.039366136,NA,NA,NA,NA,McCann Reservoir,,,NA,NA,NA,OverSamp,2.694964396,1.005E+13,R,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,MT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,42,NA,42j,5.4419336,MT,NA,-976460.6917,1272983.868,0.65915493,0.1,0.83,1.60992839,0.684940391,0.099338335,0.05,44190.5157,13.01,63,1011,Eutrophic,47.36,0.43,49.5,7.133333333,High (>=5 Ppm),2.93,Poor,Good,Good,Fair,Small,No Detect,No Detect,Moderate,Moderate,Good,Fair,Poor,Low,Low,Good,Good,N
855,NLA06608-1602,2007,WMTNS,XER,887.14301,NA,NA,NA,NLA07_BASE,Include,1.2953054,MARICOPA,20476538,NA,NA,NA,NA,583,Region_9,NA,NA,131,NA,WMTNS,WMT,NA,Apache Lake,15,15060106,MAN_MADE,NA,33.5814721,-111.2821257,NA,0.19769461,NA,NA,NA,NA,Apache Lake,,,NA,NA,NA,OverSamp,43.82740376,1.50601E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,AZ,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,81,NA,81k,1.2953054,AZ,NA,-1402732.705,-325541.742,0.266666667,1.97,3.85,1.477640138,0.737140327,0.44608769,0.05,4504.099474,4.25,18,474,Mesotrophic,NA,NA,NA,9.1,High (>=5 Ppm),2.24,Fair,Good,Good,Fair,Medium,No Detect,No Detect,Low,Low,Good,Fair,Good,Not Assessed,Not Assessed,Not Assessed,Good,N
856,NLA06608-1610,2007,WMTNS,WMT,63.10981233,NA,NA,NA,NLA07_BASE,Include,7.594532,CARBON,7185466,NA,NA,NA,NA,3014.02,Region_8,NA,NA,142,NA,WMTNS,WMT,NA,Fossil Lake,10,10070005,NATURAL,NA,45.0862612,-109.7887823,NA,0.028208177,NA,NA,NA,NA,Fossil Lake,,,NA,NA,NA,OverSamp,10.10672473,1.007E+13,R,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,MT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,17,NA,17h,7.594532,MT,NA,-1080579.145,927063.2425,0,0.18,0.18,2.300356076,0.99240649,0.626415003,0.05,125.4873485,0.5,3,48,Oligotrophic,NA,NA,55.7,7.733333333,High (>=5 Ppm),0.517,Fair,Good,Good,Good,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,Not Assessed,Good,Good,N
857,NLA06608-1617,2007,WMTNS,WMT,93.2476445,NA,NA,NA,NLA07_BASE,Include,7.9382975,KITSAP,23993761,NA,NA,NA,NA,48.57,Region_10,NA,NA,103,NA,WMTNS,WMT,NA,Kitsap Lake,17,17110019,NATURAL,NA,47.5717722,-122.7050326,NA,0.037219563,NA,NA,NA,NA,Kitsap Lake,,,NA,NA,NA,OverSamp,4.145803006,1.711E+13,T,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,WA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,2,NA,2f,7.9382975,WA,NA,-1996185.398,1406447.961,0.860714286,NA,NA,0.702425088,0.658161275,0.653891695,0.05,16918.64723,7.25,45,239,Eutrophic,241.08,0.57,53.3,7.9,High (>=5 Ppm),1.61,Fair,Good,Fair,Poor,Not Assessed,No Detect,No Detect,Low,Low,Fair,Good,Poor,High,Medium,Fair,Poor,N
858,NLA06608-1623,2007,PLNLOW,CPL,4.696407724,NA,NA,NA,NLA07_BASE,Include,210.5049403,LEE,5569881,NA,NA,NA,NA,94.67,Region_6,NA,NA,140,NA,PLNLOW,CPL,NA,Vernon Lake,12,12070102,MAN_MADE,NA,30.2405212,-96.811485,NA,0.001312891,NA,NA,NA,NA,Vernon Lake,,,NA,NA,NA,OverSamp,0.842119632,1.20701E+13,S,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,TX,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,33,NA,33b,210.5049403,TX,NA,-77984.24363,-810380.4401,0.571794872,0,0,1.547637047,1.193465789,0.662960496,0.14,6350.222222,24.16,134,1231,Eutrophic,49.47,1.32,54.3,4.366666667,Moderate (>3-<5 Ppm),6.72,Good,Good,Good,Fair,Small,Detect,Low,Low,Moderate,Poor,Poor,Fair,Low,High,Good,Poor,N
859,NLA06608-1630,2007,PLNLOW,SPL,240.9244102,NA,NA,NA,NLA07_BASE,Include,16.1327534,MAVERICK,10622727,NA,NA,NA,NA,216.79,Region_6,NA,NA,139,NA,PLNLOW,SPL,NA,,12,12110104,MAN_MADE,NA,28.5755551,-100.125119,NA,0.017130992,NA,NA,NA,NA,Farias Lake,,,NA,NA,NA,OverSamp,9.205826705,1.21101E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,TX,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,31,NA,31c,16.1327534,TX,NA,-404313.3902,-986443.7864,0.566964286,0,10.14285714,0.101353385,0.695389981,1.105030241,0.05,24843.55556,21.44,57,806,Eutrophic,21.82,0.4,27.7,8.133333333,High (>=5 Ppm),9.33,Good,Poor,Good,Fair,Medium,No Detect,No Detect,Moderate,Moderate,Poor,Fair,Poor,Low,Low,Poor,Poor,N
860,NLA06608-1631,2007,WMTNS,XER,93.49324923,NA,NA,NA,NLA07_BASE,Include,4.1911625,UINTAH,10038700,NA,NA,NA,NA,2298,Region_8,NA,NA,130,NA,WMTNS,XER,NA,Matt Warner Reservoir,14,14040106,MAN_MADE,NA,40.7655023,-109.297264,NA,0.075417759,NA,NA,NA,NA,Matt Warner,,,NA,NA,NA,OverSamp,7.809494042,1.40401E+13,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,UT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,20,NA,20c,4.1911625,UT,NA,-1109621.639,443701.9276,0.322727273,1.2,23.08,2.125016266,0.85471348,0.22284305,4.8,27901.21578,27.58,130,1209,Eutrophic,55.13,0.23,38.1,6.166666667,High (>=5 Ppm),7.98,Poor,Good,Good,Fair,Large,Detect,Low,Moderate,Moderate,Poor,Poor,Poor,Medium,Low,Poor,Poor,N
861,NLA06608-1633,2007,WMTNS,WMT,1948.536926,NA,NA,NA,NLA07_BASE,Include,1.6945427,BEAVERHEAD,4167440,NA,NA,NA,NA,1689.24,Region_8,NA,NA,142,NA,WMTNS,WMT,NA,Clark Canyon Reservoir,10,10020001,MAN_MADE,NA,44.9542065,-112.8818444,NA,0.12642225,NA,NA,NA,NA,Clark Canyon Reservoir,NESLake,3002,NA,NA,NA,OverSamp,29.00979185,1.002E+13,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,MT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,17,NA,17aa,1.6945427,MT,NA,-1323250.135,951680.5088,0,4,91.54545455,4.701663142,0.970025068,0.22277014,0.05,430.2423379,1.52,19,366,Oligotrophic,41.37,0.81,40.5,7.366666667,High (>=5 Ppm),1.19,Poor,Good,Good,Good,Large,No Detect,No Detect,Low,Low,Good,Fair,Good,Low,Medium,Poor,Fair,N
862,NLA06608-1638,2007,WMTNS,WMT,90.74669984,NA,NA,NA,NLA07_BASE,Include,3.9992588,LINN,23777303,NA,NA,NA,NA,1416.73,Region_10,NA,NA,121,NA,WMTNS,WMT,NA,,17,17090004,NATURAL,NA,44.3717814,-121.8732089,NA,0.055331423,NA,NA,NA,NA,Big Lake,,,NA,NA,NA,OverSamp,5.59961301,1.709E+13,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,OR,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,4,NA,4c,3.9992588,OR,NA,-2031074.653,1047182.918,0.445918367,0.29,0.78,0.594531468,0.821315736,0.905290697,0.05,627.7037037,0.23,6,50,Oligotrophic,178.77,1.25,46.2,7.533333333,High (>=5 Ppm),0.339,Good,Fair,Good,Fair,Medium,No Detect,No Detect,Low,No Detect,Good,Good,Good,Medium,High,Fair,Good,N
863,NLA06608-1640,2007,EHIGH,SAP,20696.41346,NA,NA,NA,NLA07_BASE,Include,5.1349424,MORGAN,7445725,NA,NA,NA,NA,201.08,Region_7,NA,NA,146,NA,EHIGH,SAP,NA,,10,10290111,MAN_MADE,NA,38.1667527,-92.9659749,NA,0.051312312,NA,NA,NA,NA,Lake of the Ozarks,,,NA,NA,NA,OverSamp,1390.73261,10290109,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,MO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,39,NA,39e,5.1349424,MO,NA,263262.0417,78931.58794,NA,NA,NA,NA,NA,NA,0.05,23847.11111,23.2,90,777,Eutrophic,76.55,NA,NA,7.666666667,High (>=5 Ppm),9.96,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,No Detect,No Detect,Moderate,Moderate,Poor,Poor,Poor,Medium,Not Assessed,Not Assessed,Poor,N
864,NLA06608-1643,2007,PLNLOW,UMW,16.02176862,NA,NA,NA,NLA07_BASE,Include,123.5177874,BARRY,3471373,NA,NA,NA,NA,269.67,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Warner Lake,4,4050003,NATURAL,NA,42.4714799,-85.5257029,NA,0.003831487,NA,NA,NA,NA,Warner Lake,,,NA,NA,NA,OverSamp,1.940898368,4.05E+12,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,56,NA,56h,123.5177874,MI_LP,NA,854138.0538,603969.8062,0.467441861,0.02,0.02,1.271756953,0.906851024,0.770983447,0.05,2295.42029,3.17,5,488,Mesotrophic,NA,2.18,NA,7.966666667,High (>=5 Ppm),1.25,Fair,Good,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,High,Not Assessed,Good,N
865,NLA06608-1652,2007,EHIGH,SAP,1378.381897,NA,NA,NA,NLA07_BASE,Include,8.5552988,MONTGOMERY,19551084,NA,NA,NA,NA,117.27,Region_4,NA,NA,151,NA,EHIGH,SAP,NA,Cheatham Lake,5,5130205,MAN_MADE,NA,36.2505711,-87.1919588,NA,0.12642225,NA,NA,NA,NA,Cheatham Lake,NESLake,4706,NA,NA,NA,OverSamp,210.7650731,5.13021E+12,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,TN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,71,NA,71f,8.5552988,TN,NA,783180.8981,-103666.4326,0.69375,0.67,0.95,0.569630014,0.62966178,0.449030105,0.1,3037.633593,57.2,99,848,Hypereutrophic,NA,0.83,17.1,9.3,High (>=5 Ppm),7.13,Poor,Fair,Fair,Fair,Medium,No Detect,No Detect,Low,High,Poor,Poor,Poor,Not Assessed,Medium,Poor,Poor,N
866,NLA06608-1654,2007,PLNLOW,UMW,35.70007191,NA,NA,NA,NLA07_BASE,Include,93.1315322,MARQUETTE,12025172,NA,NA,NA,NA,234.74,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,,4,4020105,MAN_MADE,NA,46.5740343,-87.460652,NA,0.005801054,NA,NA,NA,NA,Forestville Basin,,,NA,NA,NA,OverSamp,3.7662252,4.02011E+12,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,50,NA,50w,93.1315322,MI_UP,NA,655825.0325,1043220.336,0.35,0.44,0.34,2.735000711,1.508861728,0.956689585,0.05,23643.03704,4.48,6,354,Mesotrophic,213.5,1.51,NA,7.953333333,High (>=5 Ppm),1.65,Good,Good,Good,Fair,Medium,No Detect,No Detect,Moderate,Low,Good,Good,Good,High,High,Not Assessed,Good,N
867,NLA06608-1655,2007,PLNLOW,NPL,12.79649805,NA,NA,NA,NLA07_RVT12,Include,20.308032,EDMUNDS,12552524,NA,NA,NA,NA,495.65,Region_8,NA,NA,143,NA,PLNLOW,NPL,NA,Stafford Dam,10,10160008,MAN_MADE,NA,45.27690467,-99.20535219,NA,0.024635456,NA,NA,NA,NA,Loyalton Dam,,,NA,NA,NA,OverSamp,2.119750236,1.016E+13,T,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,SD,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,42,NA,42a,20.308032,SD,NA,-251313.0106,873976.3129,0.414930556,1.777777778,19.44444444,0,0,0,0.05,4352.842403,542.4,896,12241,Hypereutrophic,41.56,0.17,3.2,6.3,High (>=5 Ppm),69.5,Poor,Poor,Poor,Fair,Large,No Detect,No Detect,Low,High,Poor,Poor,Poor,Low,Low,Poor,Poor,N
868,NLA06608-1668,2007,EHIGH,SAP,11681.16711,NA,NA,NA,NLA07_BASE,Include,8.5552988,HAMBLEN,22541078,NA,NA,NA,NA,304.64,Region_4,NA,NA,152,NA,EHIGH,SAP,NA,Douglas Lake,6,6010108,MAN_MADE,NA,35.9394268,-83.3650283,NA,0.12642225,NA,NA,NA,NA,Douglas Lake,NESLake,4711,NA,NA,NA,OverSamp,678.2499061,6.01011E+12,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,TN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,67,NA,67g,8.5552988,TN,NA,1126376.07,-99843.54803,NA,NA,NA,NA,NA,NA,0.05,17110.34267,18.72,18,269,Eutrophic,71.63,0.4,NA,8.9,High (>=5 Ppm),2.32,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,No Detect,No Detect,Low,Moderate,Good,Good,Poor,Medium,Low,Not Assessed,Good,N
869,NLA06608-1674,2007,WMTNS,WMT,7.52469511,NA,NA,NA,NLA07_BASE,Include,299.2804077,TETON,3060526,NA,NA,NA,NA,2200.68,Region_8,NA,NA,142,NA,WMTNS,WMT,NA,Feather Lake,10,10020007,NATURAL,NA,44.5439988,-110.8356239,NA,0.001312891,NA,NA,NA,NA,Feather Lake,,,NA,NA,NA,OverSamp,1.259067159,1.002E+13,T,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,WY,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,17,NA,17j,299.2804077,WY,NA,-1171358.501,879781.5352,0.183333333,0.29,2.52,0.508143652,0.466033257,0.47314038,0.05,109.4082318,2.32,35,1043,Mesotrophic,NA,0.59,37,7.333333333,High (>=5 Ppm),1.33,Poor,Fair,Poor,Good,Medium,No Detect,No Detect,Low,Low,Fair,Poor,Fair,Not Assessed,Medium,Poor,Fair,N
