"SITE_ID","VISIT_NO","YEAR","DATE_COL","ECOREG_5","E_I","VertDD_m","HorizDD_m","LkArea_km2","DpthMx_m","SLD","bffFlat_grad","inflow","BFIWs","Temp_degC_avg_yr","Precip_mm_total_yr","Precip_mm_total_yr_sc","PHDI","Precip8110Ws","Precip8110Ws_grp_sc","HydrAP","hydrap_bin","hydrap_phdi","OUTLET_DAMS","damht_zmax","PctDEVELOPED_Cat","PCT_AG_URB_CAT","PctAgDrainageCat","PctIrrigated.AgLandCat"
"NLA06608-1608",1,2007,"8/26/2007","Coastal Plains",0.03,NA,NA,62.76012165,5,5.489551046,NA,26.9463972738523,28.394105374597,20.3425,1388.26,1.38826,-0.051538462,1356.48367291,0.527016597438383,7,"High",-0.360769234,"DAM",2.80416,1.3149630023031,6.93125935155728,0.00970264,0
"NLA06608-1610",1,2007,"8/15/2007","West",0.09,0.18,0.18,0.631098123,34.6,3.588864493,0.4,6.75248989418116,71,1.720277778,1375.58,1.37558,-1.376923077,1470.25697275,1.15173205076046,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-1617",1,2007,"8/8/2007","West",0.06,NA,NA,0.932476445,10.7,1.21111336,0.5,9.45655622592954,52.9390869293308,12.39361111,1599,1.599,0.690769231,1430.39514199,1.07745015150854,2,"Low",1.381538462,"NONE",NA,17.2607879924953,17.2607879924953,0,0
"NLA06608-1623",1,2007,"7/19/2007","Coastal Plains",0.04,0,0,0.046964077,2.8,1.096190322,1,13.8833612686352,19,21.56888889,1271.28,1.27128,1.265384615,975.2085353,-1.7895408406551,NA,NA,NA,"DAM",NA,0,38.3959705540488,0,0
"NLA06608-1626",1,2007,"8/8/2007","Midwest",0,0.08,0.01,2.392614117,13,3.424474109,0.5,338.396553417979,81.13870480257,10.36472222,752.83,0.75283,0.998461538,880.7564252,0.190370654752146,2,"Low",1.996923076,"NONE",NA,57.4030985755632,58.5891833607627,0.37455309,0
"NLA06608-1630",1,2007,"7/12/2007","Great Plains",0.4,0,10.14285714,2.409244102,5.2,1.673082902,0.857142858,1.75489610614392,29.0061202818805,22.83361111,901.38,0.90138,2.213846154,523.357436969,-0.334725025428418,4,"Moderate",8.855384616,"DAM",1.46538461538462,0,0,0,0
"NLA06608-1631",1,2007,"8/8/2007","West",0.33,1.2,23.08,0.934932492,6.9,2.278388811,0.6,7.36579774750411,54.7792469793654,8.429444444,426.35,0.42635,-1.07,492.291435222,-0.670691459285553,5,"Moderate",-5.35,"DAM",1.18533333333333,0.342874180083482,2.59391771019678,0,0
"NLA06608-1633",1,2007,"7/13/2007","West",0.05,4,91.54545455,19.48536926,20.4,1.853895971,0.818181818,3.5800460011503,76.3185356219865,8.804722222,275.82,0.27582,-1.302307692,507.433696663,-0.642474091508878,6,"High",-7.813846152,"DAM",1.8487868852459,2.21633447301591,4.11824848011785,0,1.639164
"NLA06608-1637",1,2007,"8/28/2007","Appalachians",0.14,0.65,0.64,0.201266413,7.6,1.139335057,1,5.40407226202814,41,9.898333333,1071.48,1.07148,1.851538462,1171.58648993,-0.298814877243935,NA,NA,NA,"DAM",NA,0.487329434697856,10.916179337232,0.097465887,0
"NLA06608-1638",1,2007,"8/6/2007","West",0.27,0.29,0.78,0.907466998,21.3,1.658202867,0.8,24.1722315509153,72.7260520194544,7.870555556,1877.25,1.87725,-0.11,2179.64595748,2.47366734799746,1,"Low",-0.11,"NONE",NA,0.602664411080567,0.602664411080567,0,0
"NLA06608-1640",1,2007,"7/26/2007","Appalachians",0.03,NA,NA,206.9641346,31,27.27037815,NA,47.4330314524747,23.7454250571852,15.62388889,1004.26,1.00426,-2.187692308,1097.18674709,-0.829972386764456,6,"High",-13.126153848,"DAM",1.45517419354839,1.91051510324757,6.2771759684577,0.163175145,0
"NLA06608-1641",1,2007,"6/19/2007","West",0.28,1.8,40,0.814525287,4.9,1.463969923,0.9,0.716747238404644,32.0028768854354,11.70055556,403.03,0.40303,-4.141538462,612.294874396,-0.447066924018315,5,"Moderate",-20.70769231,"DAM",0.541361194029851,0.329706561160568,0.329706561160568,0,0
"NLA06608-1643",1,2007,"7/19/2007","Midwest",0.63,0.02,0.02,0.160217686,11.2,1.367863103,0.8,17.8916132152477,74.7607518317936,11.89277778,937.81,0.93781,1.848461538,968.688941388,0.704000272382161,2,"Low",3.696923076,"NONE",NA,0.509716470213444,49.346925772539,0.116810024,0
"NLA06608-1652",1,2007,"6/13/2007","Appalachians",0.06,0.67,0.95,13.78381897,7.5,16.01433581,0.2,738.83903131267,30.9372218601742,17.89222222,829.24,0.82924,-3.013846154,1329.57971325,0.829136427644886,7,"High",-21.096923078,"DAM",2.79804161566707,0.957458731607346,17.9403429559537,3.756184255,0
"NLA06608-1654",1,2007,"7/9/2007","Midwest",0.03,0.44,0.34,0.357000719,7.2,1.778143504,0.1,264.037178523414,61.9087213201262,7.961388889,725,0.725,-3.916153846,833.462192252,-0.0858834528097288,7,"High",-27.413076922,"DAM",5.18638743455497,0,0,0,0
"NLA06608-1655",1,2007,"6/6/2007","Great Plains",0.54,1.777777778,19.44444444,0.12796498,1.5,1.671614518,0.222222222,11.480284414525,22.9356437164064,8.828888889,527.89,0.52789,-0.882307692,522.07000711,-0.340402839627216,7,"High",-6.176153844,"DAM",3.06866440657162,0,55.7392996108949,0.194552529,0
"NLA06608-1668",1,2007,"7/17/2007","Appalachians",0.02,NA,NA,116.8116711,13.5,17.70278895,NA,21.2941008667412,56.0059712282002,17.08805556,612.38,0.61238,-2.25,1249.75677565,0.25926143722445,6,"High",-13.5,"DAM",2.26906666666667,0.726108021981595,20.6552206288818,0.154781647,0.1092576
"NLA06608-1672",1,2007,"9/5/2007","Great Plains",0.23,0,0,0.138396194,1.4,1.796547478,0.3,27.5806726014662,13.9903969270166,20.09666667,1327.5,1.3275,0.816153846,1016.79526105,1.84143103014665,7,"High",5.713076922,"DAM",7.62,15.5773647943203,53.6855293380664,0,0
"NLA06608-1674",1,2007,"7/27/2007","West",0.77,0.29,2.52,0.075246951,9,1.294790518,0.5,0.877265279981909,82,5.238611111,628.67,0.62867,-2.418461538,701.925253332,-0.280042112284985,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-1675",1,2007,"7/23/2007","West",0.48,0.44,2.21,0.261227339,6.9,1.325781798,0.7,3.79466628878381,55.4825396825397,6.090277778,542.24,0.54224,-1.413846154,577.638073952,-0.511649330543361,NA,NA,NA,"DAM",NA,0,2.89115646258503,0,10.36281
"NLA06608-1679",1,2007,"7/15/2007","Midwest",0.2,0.1,0.04,0.408162509,7.5,1.457282162,0.8,10.4973653162128,60.9571679344646,11.15444444,896.76,0.89676,1.848461538,857.089076665,0.0521254218697135,2,"Low",3.696923076,"NONE",NA,7.51453595348494,37.7272392728342,0.647677927,0
"NLA06608-1684",1,2007,"6/27/2007","Midwest",0.07,0.15,0.2,1.241815738,9.8,3.548976177,0.6,13.5129133856379,26.3554288835034,13.34694444,1133,1.133,1.864615385,1087.50442275,1.3980228354351,6,"High",11.18769231,"DAM",1.56229145728643,6.56750283625362,38.4217824278331,14.04260683,0
"NLA06608-1687",1,2007,"7/9/2007","Midwest",0.39,0,0,20.27738476,3.8,1.440238623,0.9,0.464658177460307,27.1695787547747,8.626111111,605.02,0.60502,2.530769231,578.394178417,-1.57578152573212,NA,NA,NA,"DAM",NA,3.29707810664343,40.159927236897,0.677101098,0.2728616
"NLA06608-1690",1,2007,"9/10/2007","Midwest",0.04,0,0,0.12568968,11,1.240604116,1,16.6380151740509,86,9.879444444,740.01,0.74001,-0.277692308,834.707433177,-0.0786097769513294,2,"Low",-0.555384616,"NONE",NA,6.40635340833885,15.9497021839841,0,0
"NLA06608-1695",1,2007,"9/6/2007","West",0.09,0.2,0.04,0.135442206,8,1.456171175,0.9,25.7263099974258,65.3294960347915,2.205277778,767.25,0.76725,-1.07,954.259818471,0.19017941011031,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-1703",1,2007,"8/28/2007","Midwest",0.48,0,0,7.178285035,2.3,1.682226928,0.6,14.0501876487021,21.173010729796,9.678888889,699.52,0.69952,2.530769231,582.776068407,-1.55018611941794,2,"Low",5.061538462,"NONE",NA,0.187997107736804,39.1564232345144,0.573632201,2.540371
"NLA06608-1704",1,2007,"9/5/2007","Midwest",0.28,0.26,0.75,0.303935577,4.8,1.382218746,0.8,14.925375815494,35.7913820726874,16.06194444,1315.46,1.31546,-2.187692308,1148.11836935,1.75207978234018,6,"High",-13.126153848,"DAM",2.40948616600791,0,74.1124884054305,0,3.491019
"NLA06608-1706",1,2007,"9/17/2007","Midwest",0.13,0.04,0,0.041956435,4,1.569656298,0.8,1.27085984676248,64,10.16416667,800.78,0.80078,1.955384615,820.44536115,-0.161917100787917,2,"Low",3.91076923,"NONE",NA,8.69565217391304,28.9855072463768,0,0
"NLA06608-1707",1,2007,"7/22/2007","Midwest",0.2,0.11,0.04,0.956695053,19.2,1.875331222,0.3,10.2404145766342,80,11.92027778,1051.57,1.05157,1.201538462,989.28282109,0.824292821889578,4,"Moderate",4.806153848,"NONE",NA,7.50323415265201,58.2866177950266,0.201236165,1.696133
"NLA06608-1711",1,2007,"9/4/2007","Appalachians",0.01,0,0,0.103589131,6.7,1.449707604,0.4,67.2448803473889,67.2754850323355,16.65027778,1113.87,1.11387,-3.304615385,1590.69288895,2.69328566813447,6,"High",-19.82769231,"DAM",2.09265671641791,0.308008213552361,0.308008213552361,0,0
"NLA06608-1715",1,2007,"9/6/2007","Great Plains",0,0,0,0.098445956,3.7,1.902491143,0.9,19.6178797755796,34,22.25972222,768.87,0.76887,2.026923077,558.830486587,-0.178282029029233,5,"Moderate",10.134615385,"DAM",1.8947027027027,9.54235637779942,9.54235637779942,0,0
"NLA06608-1717",1,2007,"9/25/2007","West",0.13,40,98,22.67070511,61,8.042221622,0.4,23.3699160095334,55.1150287550943,19.76972222,349.16,0.34916,-2.976923077,1059.44496473,0.3861902878909,6,"High",-17.861538462,"DAM",2.44839344262295,0.46249474,0.46249474,0,0
"NLA06608-1719",1,2007,"6/18/2007","Great Plains",0.7,1.5,80,0.334271818,1.7,2.294201824,1,2.8062339368017,25,8.404722222,521.79,0.52179,-0.882307692,513.748052874,-0.377104264246657,2,"Low",-1.764615384,"NONE",NA,0,16.6967365348899,0.018572566,0
"NLA06608-1723",1,2007,"6/20/2007","Great Plains",0.16,0.48,2.75,0.538020342,4.4,1.428624169,0.7,29.3241083241979,57.1070973238539,11.18194444,400.93,0.40093,-3.914615385,438.013607796,-0.711107786532482,6,"High",-23.48769231,"DAM",1.93622950819672,0,2.78620689655172,0.248275862,0
"NLA06608-1724",1,2007,"8/7/2007","Midwest",0.13,0.08,0.07,0.190984661,9.5,2.46126961,0.6,8.50907352353287,33.7942168049792,13.43555556,907.48,0.90748,-0.542307692,935.449116631,0.509840486899342,6,"High",-3.253846152,"DAM",1.78171189979123,15.6338828880045,41.0460488914155,8.413871518,0
"NLA06608-1733",1,2007,"7/12/2007","Coastal Plains",0.55,NA,NA,63.48877989,2.2,4.920524397,NA,1.92071209855786,59.4701361999541,23.7825,987.06,0.98706,-3.962307692,1268.84255516,-0.0054746750826728,2,"Low",-7.924615384,"NONE",NA,3.35776060964633,23.3263736916406,0.514434784,1.585336
"NLA06608-1735",1,2007,"9/11/2007","Coastal Plains",0.15,0.08,0.06,0.064156773,2.6,1.342189886,0.888888889,17.3329032693088,29,21.13527778,1826.46,1.82646,1.563076923,1519.66048535,1.51844882391869,2,"Low",3.126153846,"NONE",NA,1.09748224661072,22.3369916074886,0,0
"NLA06608-1736",1,2007,"8/1/2007","Midwest",0.49,0.2,0.13,1.763473158,3.7,1.890446214,0.2,1.02560712206769,47.1742615666115,10.905,926.67,0.92667,2.906153846,844.367573319,-0.0221831636518801,3,"Moderate",8.718461538,"NONE",NA,2.10856495599896,70.227411344428,50.43129738,0
"NLA06608-1739",1,2007,"7/20/2007","West",0,0.75,3.45,0.795410365,36,1.642058321,0.4,63.2511691358209,65.8412772655723,7.531944444,546.62,0.54662,-1.413846154,866.330233709,0.0263240017654491,5,"Moderate",-7.06923077,"DAM",1.49289795918367,2.50042236864335,2.50042236864335,0,0
"NLA06608-1740",1,2007,"8/10/2007","Midwest",0.22,0.35,0.35,1.004342907,5.6,2.601817322,0.5,3.85978687829076,12.5704881838253,14.84638889,938.79,0.93879,-0.662307692,1078.05789709,1.34284398268507,6,"High",-3.973846152,"DAM",2.0490756302521,0.888888888888889,63.0349206349206,20.95238095,0
"NLA06608-1741",1,2007,"7/9/2007","Coastal Plains",0.06,0.1,0,0.230486744,1.1,2.601806992,0.6,108.767555579405,57.7082919270351,15.81694444,963.43,0.96343,0.479230769,1118.1134379,-0.921277000706856,7,"High",3.354615383,"DAM",5.0038,0.714982125446864,73.643158921027,0.7799805,0
"NLA06608-1742",1,2007,"7/18/2007","Midwest",0.42,0.7,4.055555556,0.495594182,9.2,1.883821431,1,0.78093724185729,57.4814910691173,7.0725,677.17,0.67717,-3.916153846,827.87092044,-0.118543075522254,1,"Low",-3.916153846,"NONE",NA,2.35255135851558,2.35255135851558,0,0
"NLA06608-1748",1,2007,"7/31/2007","West",0.01,NA,NA,7.020279117,35,1.813906543,0.6,4.85521514628576,65.2133663428867,5.560555556,445.28,0.44528,2.501538462,721.73024249,-0.243135824207618,5,"Moderate",12.50769231,"DAM",1.08857142857143,0,0,0,0
"NLA06608-1753",1,2007,"8/22/2007","West",0.25,1.63,22.05,1.695224843,3.5,1.977592973,0.9,0.489905659637151,77.1041221875513,7.189722222,694.57,0.69457,-0.866923077,777.840051908,-0.138576070408895,NA,NA,NA,"DAM",NA,0,0,0,0
"NLA06608-1755",1,2007,"8/20/2007","Midwest",0.18,0.1,0.24,0.225899835,15.2,1.47384986,1,30.3311781571952,48.2855356799384,12.01722222,1033.59,1.03359,1.610769231,980.880975832,0.775216134967226,2,"Low",3.221538462,"NONE",NA,0,12.1720881427072,0.314795383,0
"NLA06608-1758",1,2007,"7/23/2007","Midwest",0.45,0.5,2.5,0.777039894,1,1.904722532,0.727272728,0.4521519138971,59,7.776666667,650.55,0.65055,-3.916153846,719.450281149,-0.751847499373572,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-1771",1,2007,"8/28/2007","Midwest",0.35,0.02,0.03,1.090730023,9,2.096297816,0.7,2.93751303414099,73.9742376445846,11.57916667,1074.24,1.07424,1.201538462,1003.29668862,0.906150338687601,NA,NA,NA,"DAM",NA,1.97160883280757,14.1692954784438,0.026288118,12.97319
"NLA06608-1775",1,2007,"8/24/2007","Appalachians",0.29,0.83,1.78,0.889879066,4.5,4.796009457,0.4,32.0767645897111,15.6251513113652,15.06305556,864.16,0.86416,0.103076923,1080.91896943,-0.946111931573118,7,"High",0.721538461,"DAM",3.48833020637899,0.215942165054925,13.6513003473852,0,0
"NLA06608-1781",1,2007,"10/2/2007","West",0.32,4,17.95,3.353416647,15.5,5.008699176,0.5,9.81253496726081,23.8342276956337,16.66416667,558.65,0.55865,-2.36,1102.5964515,0.466602409755507,6,"High",-14.16,"DAM",1.79753846153846,1.1051009,1.1051009,0,0
"NLA06608-1782",1,2007,"9/13/2007","Midwest",0.3,0.05,0.01,0.637846201,3,1.657358824,0.5,21.5082005225802,69.8870439873893,11.10222222,885.9,0.8859,2.745384615,819.37782073,-0.168152796085853,5,"Moderate",13.726923075,"DAM",1.99868852459016,50.0287521564118,50.0287521564118,0.057504313,0
"NLA06608-1789",1,2007,"9/19/2007","Appalachians",0.06,0,0,0.04089843,4.3,1.087999272,0.7,36.5512795270674,43.4171500630517,10.295,990.47,0.99047,0.324615385,1174.60852547,-0.277239844725867,5,"Moderate",1.623076925,"DAM",1.55944186046512,0,1.38713745271122,0,0
"NLA06608-1791",1,2007,"8/8/2007","Appalachians",0.49,0.18,0.47,0.167852999,5.2,1.881792085,0.9,1.87951348902619,32,15.6,973.32,0.97332,-2.852307692,1421.27901258,1.48379959713521,5,"Moderate",-14.26153846,"DAM",1.54666171003717,19.5097037793667,20.3268641470889,0,0
"NLA06608-1793",1,2007,"7/23/2007","West",0.05,0.16,0.05,2.017725523,5,1.876158105,0.5,8.50293054147583,63.6002391250835,10.23777778,774.14,0.77414,-1.33,866.190614295,0.0260638231673611,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-1800",1,2007,"8/27/2007","Coastal Plains",0.18,NA,NA,107.378312,3.1,10.15259293,NA,26.1475450848995,28.4085046316389,20.38305556,1326.73,1.32673,1.410769231,1224.3886874,-0.275568179361436,7,"High",9.875384617,"DAM",5.11277419354839,2.23326851728973,3.7334618114257,0.003461985,0
"NLA06608-1802",1,2007,"9/12/2007","Midwest",0.17,0.01,0.01,1.918750539,6.3,2.138815991,0.8,29.6772263262515,53.5357320811125,10.96638889,915.78,0.91578,2.745384615,837.795657683,-0.0605709030405557,5,"Moderate",13.726923075,"DAM",1.54573692551506,8.08550185873605,8.31784386617099,0.139405204,0
"NLA06608-1804",1,2007,"6/27/2007","Great Plains",0.47,0.15,0.11,9.709813111,9.4,2.34328725,0.5,0.71466527675169,29.8823012232416,17.88861111,1283.36,1.28336,0.551538462,910.883595612,1.37434014077634,NA,NA,NA,"DAM",NA,36.1329730999648,39.0226712087396,0,0
"NLA06608-1808",1,2007,"9/13/2007","Coastal Plains",0.31,0.24,0.23,1.057849996,3,2.490802192,0.6,25.7454851027669,25.3976874065917,19.14777778,1267.69,1.26769,-0.844615385,1339.7049446,0.425072137823399,5,"Moderate",-4.223076925,"DAM",1.59925925925926,5.33259011519881,5.33259011519881,0,0
"NLA06608-1810",1,2007,"7/16/2007","West",0.21,3.5,9.9,39.87606092,3,1.335141912,1,0.0522531626867622,67.4985520521402,13.18,268.71,0.26871,-2.220769231,568.897499651,-0.527937254285245,6,"High",-13.324615386,"DAM",1.68812307692308,4.71470861388438,32.9122649175761,2.394358022,19.78465
"NLA06608-1811",1,2007,"6/25/2007","Great Plains",0.51,0.37,2.5,1.466317536,2.2,2.357015762,1,20.0618855663743,26,8.23,530.2,0.5302,-0.882307692,513.945609932,-0.376232999485207,2,"Low",-1.764615384,"NONE",NA,0,34.6359911755436,0.85092972,0
"NLA06608-1812",1,2007,"8/27/2007","Appalachians",0.11,NA,NA,575.9795932,17.7,23.85013034,NA,66.843397313195,44.9083702983819,17.64638889,965.88,0.96588,-3.013846154,1373.30803234,1.14132332744793,6,"High",-18.083076924,"DAM",1.94589830508475,0.641480571263777,15.2317781149299,1.016137324,0
"NLA06608-1818",1,2007,"7/10/2007","West",0.05,0.172727273,0.090909091,0.665489667,62,2.253589029,0.272727273,45.1332963423518,59.212791605827,4.588333333,770.49,0.77049,-3.546923077,981.888560114,0.241665138789935,0,"Low",0,"NONE",NA,0,0,0,0
"NLA06608-1821",1,2007,"8/9/2007","Appalachians",0.24,0,0,0.127104619,1.2,1.699933516,0.6,233.671452257451,52.9768106413109,15.24305556,891.38,0.89138,-0.327692308,1128.11979165,-0.60913400368414,5,"Moderate",-1.63846154,"DAM",1.778,66.7965705378021,67.1862821512082,0,0
"NLA06608-1824",1,2007,"7/25/2007","Great Plains",0.15,0.11,0,1.273005653,8.6,2.458202789,0.2,9.59004898122004,29.7201337453111,15.82444444,725.79,0.72579,1.838461538,575.640408906,-0.104147026678393,7,"High",12.869230766,"DAM",2.62456946039036,0.125078173858662,0.125078173858662,0,0
"NLA06608-1825",1,2007,"9/11/2007","Coastal Plains",0.61,0.2,9.7,1.662937444,3.6,1.310785372,0.8,0.26478457643287,55.2468676122931,24.82305556,957.27,0.95727,-3.326923077,1258.38285584,-0.0690258796323711,2,"Low",-6.653846154,"NONE",NA,5.16342362965789,23.2862775022256,8.075798041,12.67964
"NLA06608-1835",1,2007,"7/24/2007","Midwest",0.26,0.22,0.1,0.101905185,18,1.127204291,1,1.93661762688523,44,11.58944444,1074.06,1.07406,1.610769231,971.708540958,0.721638295718362,NA,NA,NA,"DAM",NA,0,59.1633466135458,0.398406375,0
"NLA06608-1836",1,2007,"8/13/2007","Great Plains",0.44,0.04,0.01,0.926745921,2.6,1.416786733,1,1.80554950588231,70.3183358776771,11.70277778,352.58,0.35258,-3.31,454.355993861,-0.639034709313218,5,"Moderate",-16.55,"DAM",1.61636363636364,0.939737470167065,1.52147971360382,0.014916468,0
"NLA06608-1839",1,2007,"9/20/2007","Coastal Plains",0.07,0.3,80.66,0.947388039,2.1,1.296657468,0.6,67.2815053094205,51.5730393569125,20.67444444,1026.62,1.02662,-2.93,1191.02471087,-0.47828154923767,4,"Moderate",-11.72,"DAM",1.1684,0.159562343286984,16.3665374971507,0.045589241,0
"NLA06608-1840",1,2007,"8/15/2007","Midwest",0.1,0.17,0.34,0.193192504,9.5,1.435320177,0.7,40.6388823682414,11.4693349413331,15.25861111,837.81,0.83781,-2.006153846,1029.8700161,1.06136991643206,NA,NA,NA,"DAM",NA,0.680786686838124,33.1316187594553,2.798789713,0
"NLA06608-1851",1,2007,"8/21/2007","Great Plains",0.18,0.13,0.6,2.174881284,7,1.278136764,1,0.291169989421823,62.8081001109604,13.32722222,441.2,0.4412,-1.413846154,462.396297904,-0.603575416413599,6,"High",-8.483076924,"DAM",2.18019635343619,3.60494880546075,23.037542662116,0.021331058,15.52901
"NLA06608-1856",1,2007,"7/24/2007","Great Plains",0.61,0.16,30.5,0.548840747,1,1.61132232,1,2.21520697624151,34.6062421667227,8.925,305.99,0.30599,-2.512307692,304.672336433,-1.29916853293979,7,"High",-17.586153844,"DAM",5.78068965517241,0,12.2001776724904,0,0
"NLA06608-1857",1,2007,"7/25/2007","West",0.04,0.45,1.27,1.509848615,40,1.633312388,0.5,19.3263798638515,73.5354742756417,8.936388889,459.41,0.45941,-1.3,923.727869043,0.1332835990516,NA,NA,NA,"DAM",NA,0.440674231574309,8.30120083728104,0,1.558885
"NLA06608-1861",1,2007,"8/1/2007","Coastal Plains",0.51,NA,NA,70.44940684,3.7,2.137201059,NA,1.5127676432428,43.4561010686523,22.93083333,1112.06,1.11206,-4.421538462,1305.58573804,0.217770129531256,2,"Low",-8.843076924,"NONE",NA,0.978286805058458,12.7307053125537,0.807494757,2.823511
"NLA06608-1862",1,2007,"7/12/2007","West",0.59,0.26,12.8,1.003274322,1,1.973265974,0.9,0.219563069929742,66.3317713669715,10.27722222,179.25,0.17925,-2.944615385,277.619765779,-1.07072876358836,7,"High",-20.612307695,"DAM",2.66095238095238,0.340039671294984,0.340039671294984,0,0
"NLA06608-1863",1,2007,"9/7/2007","Coastal Plains",0.43,0.1,0.12,6.98369241,6.3,6.365775252,0.8,4.60825606945023,41.2715628198369,21.22416667,1642.68,1.64268,0.114615385,1534.63723195,1.60944477490608,6,"High",0.68769231,"DAM",2.00025,4.80289543186932,6.02073755257753,0.004890932,0
"NLA06608-1866",1,2007,"7/23/2007","West",0.16,1.02,13.8,0.167705003,1.5,1.437878247,1,0.145194569428558,70,10.90333333,281.05,0.28105,-2.418461538,303.12957195,-1.02319163807752,6,"High",-14.510769228,"DAM",2.41904761904762,0,0.752314814814815,0,0
"NLA06608-1867",1,2007,"7/18/2007","Midwest",0.1,0.2,0.2,0.222176274,3.5,1.329350175,1,13.8329287081086,41.0364733665705,12.22527778,1067.39,1.06739,2.144615385,1007.08519613,0.92827969137881,5,"Moderate",10.723076925,"DAM",0.576648648648649,1.3869625520111,43.4119278779473,0.970873786,7.350902
"NLA06608-1868",1,2007,"8/15/2007","Great Plains",0.65,0,0,5.331240464,9,3.289213758,0.6,2.52048697413867,28.5826831700592,18.20333333,1386.72,1.38672,0.551538462,1046.22089354,1.97120374964075,6,"High",3.309230772,"DAM",2.06586666666667,2.80909735197475,11.7647058823529,0,0
"NLA06608-1871",1,2007,"7/19/2007","Appalachians",0.13,0.4,2.61,0.22420539,9.3,2.83968211,0.7,13.3461915043166,52,18.56138889,873.02,0.87302,-3.506153846,1487.56714943,1.95704641676093,5,"Moderate",-17.53076923,"DAM",1.72824742268041,0,0,0,0
"NLA06608-1873",1,2007,"9/11/2007","West",0.02,2.05,7.75,15.51859003,79,2.503747114,0.7,29.1398498248993,52.6830649248481,11.30694444,2698.75,2.69875,1.126153846,3576.06566737,5.07587367484596,4,"Moderate",4.504615384,"DAM",0.293225316455696,0.391720270493155,0.391720270493155,0,0
"NLA06608-1874",1,2007,"8/14/2007","West",0.04,28,60.05,5.366413991,18.9,2.129081228,0.5,48.1675905033619,65.1196897511037,10.54916667,326.32,0.32632,-1.07,672.291667617,-0.335263836590821,5,"Moderate",-5.35,"DAM",1.0268315565032,2.39919140334078,5.94744121715076,0,2.500266
"NLA06608-1879",1,2007,"8/22/2007","Midwest",0.57,0,0,14.72933627,2.1,2.032392469,0.6,6.75400010072552,26.2913007409775,8.913333333,674.11,0.67411,2.530769231,630.669672393,-1.27043097799041,2,"Low",5.061538462,"NONE",NA,0.383734420085076,42.2911027158879,7.457536366,0
"NLA06608-1884",1,2007,"7/18/2007","Midwest",0.17,0.06,0,0.399966532,13.4,2.458710713,0.3,10.3505260929982,32.0522153244323,12.285,1010.19,1.01019,0.453076923,927.88857473,0.465678003963179,NA,NA,NA,"DAM",NA,3.48314606741573,43.4456928838951,0.187265918,0
"NLA06608-1893",1,2007,"7/12/2007","West",0.15,2.95,12.1,8.817682044,7,3.560443255,0.6,1.69722234341431,63.0609414444843,12.23638889,196.54,0.19654,-2.944615385,372.433781796,-0.89404432508757,7,"High",-20.612307695,"DAM",3.06331658291457,0,4.46442175834222,0,2.047844
"NLA06608-1894",1,2007,"8/8/2007","West",0,0.9,21.45,0.97254939,3,1.50966662,0.9,29.3123051205657,83.0640970521711,7.510277778,1821.29,1.82129,-1.993076923,2304.55817093,2.70643930748652,0,"Low",0,"NONE",NA,0.0307460100064287,0.0307460100064287,0,0
"NLA06608-1906",1,2007,"7/20/2007","Appalachians",0.06,0.21,0.18,0.506095986,3.5,2.528829036,0.1,5.73947538647343,55.9470184470184,12.24555556,1246.48,1.24648,2.140769231,1268.6321011,0.394016887642769,4,"Moderate",8.563076924,"DAM",1.23234501347709,27.949377949378,30.3303303303304,0,0
"NLA06608-1908",1,2007,"8/7/2007","Appalachians",0.18,0.17,0.47,0.1519425,6.1,1.834730931,0.8,35.9317769556418,23,15.95777778,1066.87,1.06687,2.079230769,1207.79486743,-0.0403146340638075,7,"High",14.554615383,"DAM",2.62507177033493,0,9.64423489069867,0,0
"NLA06608-1910",1,2007,"7/11/2007","Midwest",0.41,0.3,1.916666667,0.317282648,1.8,1.551946979,1,1.67420277241887,63,8.253888889,571.56,0.57156,-3.916153846,764.40305385,-0.489270281584659,4,"Moderate",-15.664615384,"DAM",1.45142857142857,0,0,0.017482517,0
"NLA06608-1930",1,2007,"7/24/2007","West",0.02,0.9,8.74,1.441655534,8,4.549548685,0.7,468.345068288969,81.8177996743758,8.883888889,413.98,0.41398,-1.597692308,849.112674074,-0.00576065179377197,6,"High",-9.586153848,"DAM",2.22606741573034,0.0643538290528286,45.7965248932311,0,36.45352
"NLA06608-1936",1,2007,"9/13/2007","Midwest",0.24,0.19,0.03,1.749011065,5.5,3.325659303,0.1,16.1539621314631,22.6316319327215,15.70305556,842.26,0.84226,-0.889230769,1061.46018564,1.24589376955378,5,"Moderate",-4.446153845,"DAM",2.78551845342706,47.4544547042675,62.3284252558023,3.244322436,0
"NLA06608-1948",1,2007,"8/21/2007","Great Plains",0.92,0.06,0.06,1.778716474,1.2,2.312215039,1,0.0910550358333275,80,12.13083333,549.76,0.54976,1.023846154,569.845819958,-0.129702282504684,0,"Low",0,"NONE",NA,0,0,0.012580199,0
