Order,SITE_ID,VISIT_NO,UID,dD,d18O,E_I,Water_yield_m,Modeled_Water_yield_m,RT_iso,RT_modeled,Volume_Corrected_m3,Lake_precip_m,Lake_evap_m,P_E_deficit_m,Wyield_P_E_m
618,NLA12_ND-103,1,7518,-40.42,-3.36,0.664476366,0.240239082,0.01657,1.29948048,2.753181036,162258.2118,0.389639999,0.642417098,-0.252777099,0.493016181
619,NLA12_ND-104,1,6475,-72.96,-7.99,0.161684078,0.032045523,0.017276667,0.596340687,0.951482543,829037.496,0.350209998,0.646237596,-0.296027598,0.328073121
620,NLA12_ND-105,1,8156,-56.47,-6.03,0.264046836,0.06884884,0.014866713,1.017188954,2.961954671,485422757.4,0.304279999,0.630222134,-0.325942135,0.394790975
621,NLA12_ND-106,1,6981,-62.79,-7.07,0.303187529,0.017556595,0.016255854,0.572863226,0.534993802,6013367.067,0.303359999,0.634865039,-0.331505041,0.349061636
622,NLA12_ND-107,1,7068,-32.98,-2.53,0.712395468,0.345174512,0.0175,0.822841701,1.912460526,367063.4366,0.350310003,0.657506744,-0.307196742,0.652371254
623,NLA12_ND-108,1,6645,-46.46,-4.49,0.43002269,0.012997414,0.018748571,0.453069869,0.270236719,698439.2143,0.34928,0.641648436,-0.292368435,0.30536585
624,NLA12_ND-109,1,7384,-44.09,-4.25,0.521728446,0.000855293,0.016143889,1.270856492,0.066172669,268674.7502,0.405150001,0.64076099,-0.23561099,0.236466283
625,NLA12_ND-110,1,6566,-56.94,-5.78,0.436387137,0.05784048,0.01741,0.44252927,0.801715664,341463.5972,0.368909997,0.641442121,-0.272532124,0.330372604
626,NLA12_ND-112,1,6217,-57.7,-6.39,0.256446741,0.154954269,0.019423158,0.756280692,2.601904601,30639150.59,0.412529995,0.639935621,-0.227405626,0.382359895
627,NLA12_ND-113,1,8127,-48.65,-3.3,0.873334177,0.933749193,0.01513,1.608685922,3.140229379,49486.45884,0.323620003,0.569724092,-0.24610409,1.179853283
628,NLA12_ND-114,1,7350,-52.4,-5.18,0.346568593,0.011968486,0.019132759,0.31167424,0.171025544,1832182.198,0.41869,0.648399083,-0.229709083,0.241677569
629,NLA12_ND-115,1,6189,-71.39,-8.22,0.118463122,0.013736736,0.02103,0.606652364,0.379273201,130690.1299,0.381449998,0.658891012,-0.277441014,0.29117775
630,NLA12_ND-115,2,6774,-68.18,-7.59,0.150403426,0.010819545,0.02103,0.770219397,0.379273201,130690.1299,0.381449998,0.658891012,-0.277441014,0.288260559
631,NLA12_ND-118,1,6476,-50.9,-4.94,0.35329732,0.030342943,0.01843,0.710248068,0.906819566,309179.4636,0.320270001,0.643486615,-0.323216614,0.353559557
632,NLA12_ND-119,1,6852,-55.83,-5.37,0.401329983,0.261111533,0.01568,0.465518199,1.720661585,284551.3004,0.34209001,0.652228901,-0.310138891,0.571250424
633,NLA12_ND-126,1,6654,-68.26,-7.16,0.390104222,0.217613754,0.01711,0.454272231,1.423481686,91773.19319,0.368510006,0.597738492,-0.229228486,0.446842241
634,NLA12_ND-129,1,7482,-41.6,-3.66,0.565653927,0.012205404,0.018533902,0.597590596,0.324521847,8600219.197,0.381320004,0.667890512,-0.286570508,0.298775912
635,NLA12_ND-131,1,7707,-83.04,-10.07,0.048316549,0.0402842,0.014421524,0.301505295,0.789515461,53767982.91,0.320780002,0.648711531,-0.327931528,0.368215728
636,NLA12_ND-134,1,7067,-45.06,-4.37,0.417801871,0.06551972,0.01641,0.979640305,2.084024792,827761.3396,0.346300003,0.6588189,-0.312518897,0.378038617
637,NLA12_ND-139,1,6538,-61.1,-6.51,0.350767574,0.131869129,0.01773,0.673070209,2.027519647,287987.4304,0.36422,0.64681691,-0.28259691,0.41446604
638,NLA12_ND-145,1,7701,-46.16,-4.07,0.532630685,0.217379269,0.01619,1.03400182,2.919532631,88368.95163,0.335490002,0.63889682,-0.303406818,0.520786087
639,NLA12_ND-146,1,6546,-57.94,-5.25,0.597363042,0.07157039,0.02169,1.06782641,1.581672773,141186.7993,0.356469997,0.572322514,-0.215852516,0.287422906
640,NLA12_ND-149,1,7417,-45.84,-4.23,0.499797893,0.158338336,0.01477,1.338230616,3.722215071,294277.2222,0.339010002,0.636395336,-0.297385334,0.455723669
641,NLA12_ND-151,1,6697,-56.49,-5.96,0.340878393,0.317122565,0.01844,0.467417468,1.873057555,1791513.431,0.369840003,0.658675454,-0.288835451,0.605958016
642,NLA12_ND-155,1,6693,-64.51,-6.73,0.386487505,0.08107854,0.01652,0.385095872,0.908606382,535766.8818,0.343279998,0.602846483,-0.259566486,0.340645026
643,NLA12_ND-156,1,7858,-45.18,-4.31,0.541854694,0.222950954,0.01516,1.195159787,3.034330789,1459305.052,0.379210003,0.63052456,-0.251314557,0.474265511
644,NLA12_ND-160,1,7543,-46.27,-4.13,0.557080926,0.191314524,0.01617,1.079843189,2.794483812,437990.837,0.344159999,0.63506318,-0.290903181,0.482217706
645,NLA12_ND-162,1,6577,-60.62,-6.37,0.358901145,0.184716615,0.01578,0.692388712,2.264147573,479096.4507,0.364540003,0.593681006,-0.229141003,0.413857617
646,NLA12_ND-163,1,6599,-77.03,-7.1,0.205498025,0.034531888,0.01156,0.315876267,0.777548834,39373.57017,0.235250001,0.676290872,-0.441040871,0.475572759
647,NLA12_ND-164,1,7418,-47.9,-4.79,0.451782295,0.288556779,0.01501,1.247739756,4.083379201,680782.9966,0.355749999,0.633890049,-0.27814005,0.566696829
648,NLA12_ND-167,1,6853,-57.09,-5.41,0.378006245,0.027129477,0.016845,0.869268712,1.051888639,649026.9713,0.354470004,0.652100979,-0.297630975,0.324760452
649,NLA12_ND-172,1,7526,-50.08,-4.99,0.439618475,0.0488822,0.015515,0.722740233,1.240589114,2015186.052,0.380729999,0.631172524,-0.250442525,0.299324726
650,NLA12_ND-173,1,6717,-49.44,-5.01,0.372837542,0.02746519,0.01928,0.571930705,0.626404743,694700.8093,0.367229998,0.648719513,-0.281489515,0.308954705
651,NLA12_ND-178,1,6594,-56.98,-5.32,0.562766309,0.17991066,0.02201,2.841527501,5.822172456,1087914.352,0.365650006,0.562667388,-0.197017383,0.376928042
652,NLA12_ND-186,1,6636,-90.26,-9.93,0.101858668,0.027879973,0.01506,0.092240471,0.157710513,179911.7263,0.278960005,0.635680087,-0.356720081,0.384600055
653,NLA12_ND-187,1,6865,-76.67,-8.43,0.195099602,0.337076296,0.01762,1.098589332,6.98558135,2659917.396,0.342819998,0.637038002,-0.294218004,0.6312943
654,NLA12_ND-190,1,7649,-48.78,-4.13,0.601885109,0.01588932,0.01472,0.41590642,0.309890152,66702.89865,0.404910008,0.586261422,-0.181351414,0.197240734
655,NLA12_ND-193,1,7449,-48.26,-4.46,0.477339182,0.026396686,0.01506,0.978090315,1.160689277,588229.4291,0.362910005,0.636517921,-0.273607915,0.300004602
656,NLA12_ND-194,1,7559,-65.21,-6.54,0.39156905,0.031588971,0.016755484,0.524163232,0.672800529,14332678.83,0.395649999,0.623049792,-0.227399794,0.258988764
657,NLA12_ND-196,1,6964,-55.4,-5.77,0.345372398,0.108802602,0.016473333,0.627610229,1.681717968,1967722.565,0.403010005,0.627568454,-0.224558449,0.333361051
658,NLA12_ND-198,1,7645,-45.14,-2.23,1.263180248,0.055343941,0.01871,1.851018879,1.68614967,35605.69097,0.339589999,0.564640367,-0.225050368,0.280394308
659,NLA12_ND-199,1,8150,-49.54,-3.93,0.572586282,0.094410008,0.01637,0.670858779,1.396802719,141747.1,0.33777,0.6302032,-0.2924332,0.386843208
660,NLA12_ND-202,1,7644,-58.49,-5.01,0.598930843,0.071668856,0.0167,0.740339344,1.260479572,107229.6744,0.357489996,0.604270169,-0.246780173,0.318449028
661,NLA12_ND-R17,1,8661,-51.48,-5.3,0.369211284,0.14298517,0.020335,6.500021693,16.82152899,46536583.34,0.418720002,0.633089167,-0.214369165,0.357354334
662,NLA12_ND-R18,1,8662,-52.35,-5.07,0.393399643,0.022312905,0.015546667,1.697415023,1.817904607,1739764.246,0.387279995,0.642949533,-0.255669538,0.277982443
663,NLA12_NE-101,1,7344,-34.49,-3.85,0.307712487,0.002883401,0.014646186,1.26623397,0.240300099,177600548.9,0.501420001,0.81248419,-0.311064189,0.31394759
664,NLA12_NE-101,2,8229,-31.25,-3.25,0.35390702,0.002507038,0.014646186,1.456324036,0.240300099,177600548.9,0.501420001,0.81248419,-0.311064189,0.313571227
665,NLA12_NE-102,1,8067,-12.56,1.22,0.833315386,0.059681025,0.01561,0.661485036,0.948287853,81312.68307,0.412240008,0.787903448,-0.37566344,0.435344466
666,NLA12_NE-103,1,1000085,-46.4,-5.13,0.181385856,0.016227856,0.013892583,0.301081776,0.321914873,8319662.76,0.339540005,0.777731001,-0.438190996,0.454418852
667,NLA12_NE-104,1,1000088,-50.09,-6.31,0.150438007,0.002006213,0.021337753,0.18156808,0.016942597,464983.3968,0.409369999,0.76195559,-0.35258559,0.354591803
668,NLA12_NE-105,1,8028,-15.56,0.51,0.750688835,0.025777969,0.01511,1.147032698,1.203358415,239362.812,0.379520001,0.776227405,-0.396707404,0.422485373
669,NLA12_NE-106,1,7369,-20.28,-1.57,0.551342149,0.021386451,0.02008,0.693408007,0.532574397,297040.1694,0.532230004,0.808197627,-0.275967623,0.297354074
670,NLA12_NE-107,1,7775,-16.7,1.76,0.839165833,0.008102768,0.01024,0.451777965,0.301103967,98478.2781,0.20686,0.733562181,-0.526702181,0.534804949
671,NLA12_NE-108,1,8029,-21.1,-0.52,0.646255475,0.045601235,0.014785,0.409969293,0.624645415,267083.7269,0.399760001,0.777920618,-0.378160617,0.423761853
672,NLA12_NE-109,1,1000084,-94.05,-11.14,0.231917178,1.004001064,0.01323,0.628014948,5.78856937,13270127.03,0.314190006,0.764476481,-0.450286475,1.454287539
673,NLA12_NE-110,1,7405,11.23,3.79,1.582087766,0.009339783,0.02414,1.003018379,0.269385351,167993.0132,0.59443999,0.825891477,-0.231451486,0.240791269
674,NLA12_NE-111,1,7830,-71.44,-6.85,0.157238845,0.681242827,0.00812,0.185936834,3.667541922,872686.3558,0.185200002,0.750946923,-0.565746922,1.246989748
675,NLA12_NE-112,1,7840,-35.98,-1.17,0.546914538,0.011573967,0.014236,0.407040012,0.282765168,316410.4571,0.275519998,0.71927609,-0.443756092,0.455330059
676,NLA12_NE-113,1,8066,1.41,2.92,1.175402275,0.226354683,0.02058,1.610639106,1.741836468,104876.3453,0.527429998,0.743550691,-0.216120693,0.442475376
677,NLA12_NE-114,1,1000086,-58.29,-7.38,0.106712088,0.843820763,0.016737143,0.364137738,4.731134031,28790158.98,0.404080003,0.754756258,-0.350676255,1.194497018
678,NLA12_NE-121,1,7960,-9.61,1.12,0.764405274,0.064431885,0.01548,0.556266171,0.921756384,898912.3142,0.36724,0.772841411,-0.405601411,0.470033297
679,NLA12_NE-125,1,7926,-9.48,1.77,0.899184383,0.064340305,0.01558,0.621593825,0.879712965,57162.28688,0.402500002,0.779269492,-0.37676949,0.441109795
680,NLA12_NE-127,1,8159,1.22,4.25,1.214113231,0.003441057,0.008597222,0.545650022,0.19342253,397749.877,0.192349999,0.723910046,-0.531560047,0.535001105
681,NLA12_NE-129,1,7435,-48.67,-5.59,0.150395607,1.829452528,0.02148,0.113052812,1.198872171,270339.5779,0.451649992,0.822768275,-0.371118282,2.20057081
682,NLA12_NE-129,2,8279,-46.36,-5.28,0.174508435,1.576666608,0.02148,0.131178495,1.198872171,270339.5779,0.451649992,0.822768275,-0.371118282,1.947784891
683,NLA12_NE-133,1,1000093,4.32,3.32,1.31473558,0.250332112,0.01839,0.657607596,0.851026213,282351.0473,0.407189993,0.765590279,-0.358400286,0.608732398
684,NLA12_NE-135,1,8124,-2.29,4.04,1.24049444,0.13176155,0.00973,0.639931559,1.639532951,42676.56019,0.185190001,0.725910065,-0.540720064,0.672481614
685,NLA12_NE-149,1,8243,-33.07,-1.7,0.411442407,0.606362646,0.01665,0.291485705,1.417690083,26177.92822,0.339039997,0.783034363,-0.443994366,1.050357012
686,NLA12_NE-154,1,8220,-1.25,1.78,1.005502309,0.021844688,0.0205,1.168767302,0.735990682,512119.7563,0.539289999,0.834786741,-0.295496742,0.31734143
687,NLA12_NE-156,1,8221,-10.16,2.09,0.988697502,0.106950075,0.01585,0.500506633,0.967825526,58848.05479,0.277830002,0.744526787,-0.466696785,0.57364686
688,NLA12_NE-157,1,8301,-28.77,-2.62,0.364049406,0.515931837,0.02309,3.146295321,11.34361495,2718190.451,0.531090007,0.831194213,-0.300104206,0.816036043
689,NLA12_NE-158,1,8326,6.19,2.36,0.972754278,0.010286638,0.02432,1.114770908,0.362026471,369359.3537,0.613889998,0.835170807,-0.221280808,0.231567446
690,NLA12_NE-160,1,8186,-103.57,-12.36,0.214644378,1.390726141,0.008273333,0.656081831,10.66778842,18204983.12,0.196350001,0.758662449,-0.562312448,1.953038589
691,NLA12_NE-166,1,8242,-37.68,-2.66,0.330159786,1.230809362,0.02107,0.994057722,5.536277261,88466.60863,0.376520002,0.765303282,-0.38878328,1.619592642
692,NLA12_NE-170,1,8248,-10.36,0.29,0.770170722,0.025009158,0.0212925,0.989375966,0.729081078,935633.1913,0.541880003,0.825386993,-0.283506989,0.308516147
693,NLA12_NH-101,1,6670,-55.68,-8.72,0.029361258,0.062789157,0.77643,0.106165422,0.008541284,263549.373,1.322130003,0.606463383,0.71566662,-0.652877462
694,NLA12_NH-101,2,7380,-56.63,-8.15,0.035816752,0.051472246,0.77643,0.129507413,0.008541284,263549.373,1.322130003,0.606463383,0.71566662,-0.664194374
695,NLA12_NH-102,1,7104,-61.32,-8.71,0.057720435,0.232594478,0.6766,0.127591934,0.042010512,153348.3311,1.175670002,0.529258102,0.6464119,-0.413817422
696,NLA12_NH-103,1,6858,-48.07,-6.78,0.104968392,0.097081033,0.589208289,1.987695577,0.318216438,209560370.8,1.118519979,0.662873905,0.455646075,-0.358565042
697,NLA12_NH-104,1,6601,-50.28,-7.9,0,,0.67657,,0.166918934,8645184.393,1.157489983,0.620174804,0.537315179,
698,NLA12_NH-105,1,6812,-44.45,-6.64,0.041057068,0.681940882,0.60951,0.057546211,0.059439548,478260.0477,1.157959989,0.639357643,0.518602347,0.163338536
699,NLA12_NH-107,1,7544,-36.91,-4.57,0.219220531,0.008997168,0.49132,0.417225208,0.00759125,52545.19143,1.091120003,0.677544348,0.413575655,-0.404578487
700,NLA12_NH-108,1,6549,-47.45,-6.88,0.076163447,0.096907858,0.57137,0.112485375,0.018651392,322163.7888,1.132980011,0.639556065,0.493423946,-0.396516088
701,NLA12_NH-109,1,7295,-47.59,-6.93,0.084049992,1.527062373,0.68373,0.945575586,1.523499293,4883672.986,1.270660008,0.617626683,0.653033325,0.874029048
702,NLA12_NH-111,1,7231,-45.25,-6.56,0.086317828,0.010283504,0.638905238,0.275296745,0.004419692,854590.3546,1.213869988,0.656773415,0.557096573,-0.546813068
703,NLA12_NH-112,1,6715,-50.02,-7.54,0.062598053,0.042840095,0.66218,0.190946794,0.012257074,49704.82483,1.196909988,0.616752753,0.580157236,-0.53731714
704,NLA12_NH-112,2,7441,-44.53,-6.07,0.135836724,0.019742132,0.66218,0.414351337,0.012257074,49704.82483,1.196909988,0.616752753,0.580157236,-0.560415103
705,NLA12_NH-115,1,1000130,-45.78,-5.79,0.165857697,0.895164814,0.72305,0.410656954,0.356406743,308955.8395,1.273289995,0.613043676,0.660246319,0.234918495
706,NLA12_NH-R04,1,6690,-49.81,-7.71,0,,0.63893,,0.956166775,2922945.879,1.248920002,0.633021111,0.615898891,
707,NLA12_NJ-101,1,7210,-36.12,-5.54,0.062090538,0.350838599,0.59633,0.157042259,0.087259871,408572.3842,1.144670002,0.710872449,0.433797553,-0.082958954
708,NLA12_NJ-101,2,8659,-31.5,-4.18,0.214914772,0.101359982,0.59633,0.543572374,0.087259871,408572.3842,1.144670002,0.710872449,0.433797553,-0.332437571
709,NLA12_NJ-102,1,7151,-25.06,-2.79,0.349663256,0.326122264,0.60202,0.368149323,0.151634049,478681.523,1.158129995,0.695936727,0.462193268,-0.136071005
710,NLA12_NJ-103,1,8676,-26.29,-4.11,0.114699146,0.125764901,0.486085,0.402983646,0.100182366,599491.7892,1.034590004,0.753574073,0.281015931,-0.15525103
711,NLA12_NJ-104,1,7209,-30.2,-4.81,0.052819946,0.070472098,0.366681667,0.068244961,0.012933914,377005.8964,1.089050001,0.785652607,0.303397394,-0.232925296
712,NLA12_NJ-105,1,8545,-21.41,-1.94,0.468830125,0.139720422,0.64386,0.396972425,0.073202761,69308.33634,1.185450008,0.682171955,0.503278053,-0.363557632
713,NLA12_NJ-106,1,8591,-24.93,-3.36,0.284441571,0.009795101,0.60684,0.898581751,0.014411209,110824.602,1.052669998,0.749395354,0.303274644,-0.293479544
714,NLA12_NJ-107,1,6800,-35.58,-4.75,0.175780224,1.167138985,0.57632,0.368250742,0.462197629,50572.15141,1.208179989,0.701020358,0.507159631,0.659979354
715,NLA12_NJ-108,1,8761,-35.04,-5.66,0.062288089,0.246784456,0.38771,0.055079966,0.03326035,201716.3495,1.084449991,0.794893781,0.289556211,-0.042771755
716,NLA12_NJ-118,1,7058,-42.95,-6.97,0.060932333,0.035977198,0.61338,0.188586668,0.010994184,51776.90147,1.129730005,0.660753493,0.468976512,-0.432999313
717,NLA12_NJ-119,1,7152,-39.26,-5.69,0.115419015,0.31096514,0.62847,0.231723161,0.104836025,39519.08999,1.134250006,0.691537385,0.44271262,-0.13174748
718,NLA12_NJ-131,1,7043,-31.61,-5.01,0.0456246,0.158884455,0.4065,0.037516797,0.014330633,76956.0725,1.02798999,0.788513684,0.239476306,-0.080591851
719,NLA12_NJ-131,2,8640,-29.29,-4.52,0.117934174,0.061466829,0.4065,0.096976465,0.014330633,76956.0725,1.02798999,0.788513684,0.239476306,-0.178009477
720,NLA12_NJ-R01,1,8675,-29.23,-3.85,0.285862245,0.291577653,0.61497,0.748987893,0.286454041,67002.92688,1.245549995,0.704258148,0.541291847,-0.249714194
721,NLA12_NM-104,1,6372,-85.46,-12.25,0,,0.177341111,,0.073091504,3305362.597,0.261379998,0.681933164,-0.420553166,
722,NLA12_NM-104,2,8052,-78.95,-10.84,0.033869667,0.032290467,0.177341111,0.402371636,0.073091504,3305362.597,0.261379998,0.681933164,-0.420553166,0.452843633
723,NLA12_NM-105,1,6361,21.77,7.06,1.092667093,0.107236811,0.01252,0.950663921,1.622344794,1801288.732,0.272809999,0.635275254,-0.362465255,0.469702065
724,NLA12_NM-117,1,6403,-11.86,3.15,0.862317115,0.209940054,0.01536,6.1361059,8.179875877,888896.9613,0.403119997,0.513480186,-0.110360189,0.320300243
725,NLA12_NM-117,2,8073,-6.42,4.14,0.965216227,0.187558908,0.01536,6.868318957,8.179875877,888896.9613,0.403119997,0.513480186,-0.110360189,0.297919097
726,NLA12_NM-129,1,6507,4.36,3.65,0.655712358,0.000768792,0.01634897,2.487671758,0.116100731,54762665.46,0.232960001,0.948437557,-0.715477556,0.716246348
727,NLA12_NM-132,1,6319,-75.44,-8.54,0.279226406,0.008132477,0.013195,0.525675537,0.301788739,531539.4181,0.27318,0.639071951,-0.365891951,0.374024429
728,NLA12_NM-133,1,6412,-12.62,4.61,1.030218383,0.067250309,0.12128,2.04554974,0.669276537,10162.28219,0.535369995,0.440200318,0.095169676,-0.027919367
729,NLA12_NM-134,1,6500,-99.06,-13.11,0.056622998,1.945250989,0.0078,0.460914025,24.02344195,5246125.619,0.200419999,0.747772634,-0.547352635,2.492603624
730,NLA12_NM-138,1,6501,-76.77,-9.32,0.080785228,0.019459109,0.0492025,0.459215048,0.17783353,487723.2803,0.370929999,0.557319045,-0.186389046,0.205848155
731,NLA12_NM-150,1,6477,-90.59,-11.26,0.144533022,0.423142286,0.00706,0.156496881,3.287448313,142823.0136,0.163659999,0.765023563,-0.601363564,1.02450585
732,NLA12_NM-152,1,6341,5.84,4.84,0.944249245,0.023800356,0.01391,0.616202319,0.579585044,103468.9062,0.318989997,0.629172875,-0.310182878,0.333983234
733,NLA12_NM-160,1,6532,-33.85,-2.66,0.363274649,0.131669187,0.013206667,0.699230465,2.960377207,5487675.525,0.243780001,0.651675199,-0.407895198,0.539564386
734,NLA12_NM-161,1,8048,-79.45,-9.95,0.151755093,0.165028991,0.25834,0.428959307,0.228747205,38619.34358,0.781340002,0.382697612,0.39864239,-0.233613399
735,NLA12_NM-162,1,8053,-30.49,0.25,0.632046575,0.00906722,0.014,2.588386294,1.301628245,397396.3074,0.392659999,0.558268206,-0.165608207,0.174675427
736,NLA12_NV-101,1,6482,-87.57,-8.82,0.256071481,0.011896329,0.006065,0.177912855,0.311340108,390122.8052,0.134679998,0.559674509,-0.424994511,0.43689084
737,NLA12_NV-101,2,7278,-71.16,-5.14,0.458395555,0.006645594,0.006065,0.318483188,0.311340108,390122.8052,0.134679998,0.559674509,-0.424994511,0.431640105
738,NLA12_NV-102,1,6720,-83.01,-9.59,0.170862147,0.001053905,0.012634677,0.168059353,0.013931263,156788.3193,0.297859998,0.678301875,-0.380441878,0.381495783
739,NLA12_NV-103,1,6719,-87.36,-8.82,0.148428848,0.0058146,0.009499756,0.163021044,0.096972914,528379.8216,0.212190001,0.665544895,-0.453354894,0.459169494
740,NLA12_NV-104,1,7137,-93.14,-9.56,0.195620638,0.004610128,0.018821376,0.40347341,0.098116325,66118074.16,0.106140001,0.701933942,-0.595793941,0.600404069
741,NLA12_NV-105,1,7135,-104.75,-11.84,0.09111174,0.052210695,0.010173182,0.280631833,1.271040474,4395526.487,0.174129998,0.611604393,-0.437474394,0.48968509
742,NLA12_NV-106,1,6481,-97.76,-11.87,0.178033015,2.344457012,0.00308,0.098343778,5.841755552,670746.9069,0.064499999,0.739849904,-0.675349905,3.019806918
743,NLA12_NV-109,1,6829,-30.93,-0.6,0.586226487,0.100991053,0.139434336,27.32130244,19.23981388,16302136820,0.05075,0.755493186,-0.704743186,0.805734239
744,NLA12_NV-119,1,7136,-105.99,-12.18,0.087593786,0.00921524,0.021863333,0.141964072,0.059393404,166587.3259,0.135100001,0.668058943,-0.532958942,0.542174182
745,NLA12_NV-119,2,7277,-102.64,-11.42,0.123058255,0.006559477,0.021863333,0.19944167,0.059393404,166587.3259,0.135100001,0.668058943,-0.532958942,0.539518419
746,NLA12_NV-127,1,6617,-86.63,-8.31,0.302823976,0.262925661,0.03069,0.458414917,1.531049616,188727.9754,0.318219999,0.527484442,-0.209264443,0.472190104
747,NLA12_NV-137,1,7276,-94.66,-10.25,0.162136173,0.004377935,0.007589,0.64417324,0.36147051,724173.0816,0.189169999,0.630770329,-0.441600331,0.445978266
748,NLA12_NV-141,1,6775,-88.5,-10.13,0.156056707,0.024620193,0.003625,0.305550078,1.842610686,115062.4792,0.088229999,0.74075305,-0.652523051,0.677143244
749,NLA12_NV-144,1,7306,-117.87,-15.55,0.049953649,0.01577724,0.036896667,0.068946615,0.029051607,44379.09225,0.384170005,0.553919165,-0.16974916,0.1855264
750,NLA12_NV-167,1,6618,-101.09,-10.86,0.127861222,0.012747715,0.00754,0.13944384,0.218262818,29134.12261,0.199819999,0.538992092,-0.339172092,0.351919807
751,NLA12_NV-177,1,7275,-105.84,-13.06,0.104845139,0.235620785,0.05926,0.375125894,1.291774006,672349.5563,0.217719996,0.586958882,-0.369238886,0.604859671
752,NLA12_NV-193,1,6793,-64.17,-5.21,0.426106206,0.144647747,0.07288,1.095703539,1.372406918,464311.6394,0.356890004,0.516313504,-0.1594235,0.304071247
753,NLA12_NV-R01,1,7465,-112.93,-15.1,0.033479791,0.934653971,0.3434,0.143724382,0.35095145,84659.25264,0.566450002,0.450261719,0.116188282,0.818465689
754,NLA12_NY-0101,1,6694,-54.78,-7.34,0.100132032,0.738163373,0.214107714,2.558935881,6.337696356,776078266.7,0.755460002,0.665253161,0.090206841,0.647956532
755,NLA12_NY-0101,2,8546,-52.6,-7.06,0.105365972,0.701495908,0.214107714,2.692692457,6.337696356,776078266.7,0.755460002,0.665253161,0.090206841,0.611289068
756,NLA12_NY-0102,1,6834,-66.45,-9.48,0.02756427,0.339574696,0.545379857,0.034933469,0.021083673,11842477.72,1.023819992,0.555208717,0.468611275,-0.129036579
757,NLA12_NY-0103,1,8647,-37.86,-5.21,0.210408812,0.326940156,0.57382,0.626693666,0.295194149,1164268.658,1.11278999,0.63648455,0.47630544,-0.149365284
758,NLA12_NY-0104,1,6576,-57.08,-8.69,0,,0.42856,,0.047109141,167849.7426,0.96638001,0.701233749,0.26514626,
759,NLA12_NY-0104,2,7954,-47.98,-6.68,0.096910824,0.151100936,0.42856,0.139904915,0.047109141,167849.7426,0.96638001,0.701233749,0.26514626,-0.114045325
760,NLA12_NY-0106,1,7190,-63.71,-8.04,0.110396392,1.380345215,0.47098,0.501582188,0.914909875,397056.6614,1.042870003,0.556107289,0.486762714,0.893582501
761,NLA12_NY-0108,1,7490,-35.36,-5.26,0.120425058,0.125273814,0.46451,0.128391226,0.032933444,35097.23826,1.170880014,0.739987298,0.430892717,-0.305618902
762,NLA12_NY-0109,1,7266,-72.21,-9.7,0.051974409,0.088044052,0.51748,0.123174351,0.020636289,224734.8809,0.989800011,0.563400838,0.426399173,-0.338355121
763,NLA12_NY-0110,1,7206,-55.71,-7.58,0.086983074,0.711747402,0.41895,0.313574893,0.418448886,64073.77322,1.072969999,0.580582735,0.492387264,0.219360138
764,NLA12_NY-0111,1,7284,-54.76,-7.75,0.091324453,0.815232561,0.82573,0.393307741,0.316616148,104360.7837,1.365039995,0.543552231,0.821487764,-0.006255203
765,NLA12_NY-0112,1,8597,-45.47,-5.27,0.236296236,0.117609337,0.27858,0.603590022,0.226427854,66755.01435,0.802190004,0.638195736,0.163994268,-0.046384932
766,NLA12_NY-R02,1,7174,-54.16,-7.76,0.050154628,1.255326702,0.4821,0.648909152,1.389788928,1327930.721,1.019090005,0.616784912,0.402305093,0.853021608
767,NLA12_NY-R03,1,7422,-55.48,-7.31,0.118912969,0.129404568,0.41954,1.35475364,0.393402767,165717.7616,0.976609997,0.576047507,0.40056249,-0.271157922
768,NLA12_NY-R04,1,7339,-45.93,-4.67,0.337945965,0.040927833,0.35689,0.330906597,0.036006958,23572.14476,0.905139999,0.650700681,0.254439318,-0.213511485
769,NLA12_NY-R06,1,7421,-47.9,-6.25,0.136537225,0.340080649,0.47567,0.486126527,0.299303319,41034.05941,1.046210012,0.633477546,0.412732466,-0.072651817
770,NLA12_NY-R07,1,7377,-40.93,-4.33,0.324294136,0.187833516,0.40734,0.356198906,0.134393807,9321.320437,0.922510002,0.620945195,0.301564807,-0.113731292
771,NLA12_NY-R08,1,7287,-37.99,-5.19,0.159356959,0.164757747,0.63573,0.349362353,0.084714939,30771.08319,1.180010006,0.708522106,0.4714879,-0.306730154
772,NLA12_NY-R11,1,7340,-43.04,-6.61,0.005096258,76.06693742,0.85927,0.023522027,1.116004314,1713023.091,1.283369995,0.668698393,0.614671602,75.45226582
773,NLA12_OH-101,1,8023,-28.01,-3.91,0.205988499,0.014280053,0.408039714,0.247578112,0.008574805,3516599.945,1.083119995,0.747099699,0.336020296,-0.321740243
774,NLA12_OH-101,2,8387,-27.22,-3.68,0.241715357,0.012169383,0.408039714,0.290518315,0.008574805,3516599.945,1.083119995,0.747099699,0.336020296,-0.323850913
775,NLA12_OH-102,1,7572,-13.63,-0.99,0.534229007,0.023378049,0.401216429,0.172999923,0.009662146,800767.6677,1.05107999,0.755930429,0.295149561,-0.271771513
776,NLA12_OH-103,1,6923,-37.39,-4.89,0.163081226,0.160449909,0.42831,0.637222856,0.220013943,1227371.059,1.015140011,0.729769842,0.285370168,-0.12492026
777,NLA12_OH-104,1,8151,-32.9,-4.15,0.242984408,0.06996564,0.471123333,0.490475392,0.069078082,1191869.433,1.103840004,0.731500146,0.372339858,-0.302374218
