SITE_ID,VISIT_NO,DATE_COL,JULIAN_DAY,REPEAT,Chir_PCT_C,Chir_d13C,CAT_13C,Chir_PCT_N,Chir_d15N,CAT_15N,Lake_dD,P_dD_K,Lake_d18O,P_d18O_K,d-excess,E_I,BASINAREA_KM2,IRT,PRT,ORT,MRT,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,ST,STATE_NAME,EPA_REG,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,REF_NUTR,AREA_HA,LAKEAREA,LAKEPERIM,SLD,DEPTH_X,DEPTHMAX,Lake_Vol,ELEV_PT,Max_WSelev,Mean_WSelev,Stdev_WSelev,DOM_GEOL,GEOL_PT,Precip_WS,Precip_PT,P_WY,E,RH_WS,RH_PT,RH_COLMO,RH_FW,T_FW,TMAX_WS,TMEAN_WS,TMIN_WS,TMAX_PT,TMEAN_PT,TMIN_PT,LITRIPCVR_OE,LITRIPCVR_COND,OE5,OE5_COND_R,OE5_COND,LDC_ADJ,LDC_COND,RDis_IX,RDIS_COND,DO2_2M,DO2_COND,PTL_COND,NTL_COND,CHLA_COND,PTL,NTL,CHLA,RT_BUG,ECOBUG,MMI_NLABUG,totlrich,CHIRrich,totlnind,CHIRptax,CHIRpind,POP_DEN,FarmFert,LvStckCon,LvStckUnC,NnFarmFert,ATM_N,Hum_N,Fert,manure,largest_source,AN,AN_CAT,HN,HN_CAT,FertN,FN_CAT,ManureN,MN_CAT,N_CAT,Nload,MaxNload,EN,NEN,nsource,PCT_DEVELOPED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WETLAND_BSN,PCT_BURR,PCT_SPRL,PCT_CLIM,PCT_COLL,PCT_FILT,PCT_PRED,PCT_SHRD
NLA06608-1910,1,7/11/2007,191,N,44.19,-26.23,AVG,11.2,1.13,LOW,-40.74,-72.07,-3.89,-10.39,-9.63,0.406,5.21,0.45,0.06,0.45,0.27,-87.80067574,45.87339726,636474.1653,963493.5829,MI,Michigan,Region_5,0.005801054,170.7230091,93.13153221,MI_UP,NO,Plains,UMW,50,VIII,VIII,NATURAL,PLNLOW NATURAL,E, Good,Y,31.72826483,0.317282648,3.098881525,1.551946979,1.8,1.8,185128.8746,312.08,373,322,7,Sedimentary,Sedimentary,782.86,784,0.57,0.53,69,69,0.42,0.55,16.7,26.6,5.27,-16.09,26.6,5.3,-16,0.7433867,Fair,0.957798, Good,NOT POOR,7.47656703, Good,0,Least,8.65,HIGH,MOST DISTURBED,INTERMEDIATE DISTURBANCE,MOST DISTURBED,37,830,22.24, Good,UMW,62.11857688,41,17,137,41.46341463,48.17518248,11.4,0,0,220.248,0,3811.605186,322.9074883,0,220.248,Atmospheric,7.319032958,INT,0.620046,LOW,0,LOW,0.422919555,LOW,LOW,8.361998513,7.319032958,1.042965555,7.319032958,not enriched,0,68.2,0.5,1.4,0,0,0,22.4,10.61,24.24,39.39,28.79,30.3,21.21,1.52
NLA06608-1930,1,7/24/2007,204,N,41.96,-16.59,HIGH,11.73,5.8,AVG,-128.59,-130.32,-17.2,-17.54,9.03,0.016,2865.84,0.05,0,0.05,0,-111.4734759,44.10051186,-1229295.881,839040.755,ID,Idaho,Region_10,0.082016845,12.07524339,3.74318274,ID,NO, Western_Region,XER,12,III,III,MAN-MADE,WMTNS MAN-MADE,F,Fair,N,144.1652689,1.441652689,19.3643789,4.549548685,8,8,2307575.6,1571.27,3173,2046,234,Volcanic,Volcanic,849.82,455,0.41,0.5,57.73,58,0.22,0.39,16.8,24.87,2.71,-14.45,27.9,5.4,-12.7,1.250937986, Good,0.364817,Poor,POOR,-2.650225512, Good,0.668181818,Intermediate,9.4,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,31,178,1.482,Fair,WMX,61.26140067,41,15,300,36.58536585,36.33333333,1.460877234,572766.82,9072.681,458698.524,2139.078,972229.4346,22771.14919,574905.898,467771.205,Atmospheric,3.392474537,LOW,0.079457113,LOW,2.006063127,LOW,1.632229848,LOW,LOW,7.110224624,3.392474537,1.71168696,5.398537664,not enriched,0.6,52.8,33.3,5.7,0.1,1.8,1.9,3.8,10.68,16.5,72.82,65.53,57.28,14.08,6.31
NLA06608-1936,1,9/13/2007,255,N,40.04,-30.47,LOW,10.27,10.27,HIGH,-22.38,-39.67,-2.67,-7.07,-0.98,0.244,145.94,0.48,0.02,0.48,0.09,-90.78180772,38.79320182,448777.8227,157269.2103,MO,Missouri,Region_7,0.045232698,21.89507638,5.825117208,MO,YES,Plains,TPL,72,IX,IX,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,174.9011065,1.749011065,15.59117931,3.325659303,5.5,5.5,2635744.977,149.38,263,205,26,Sedimentary,Sedimentary,1009.6,1008,0.84,0.77,68,68,0.4,0.54,22.37,31.75,12.71,-6.52,31.9,12.8,-6.4,0.217715609,Poor,0.993041, Good,NOT POOR,-17.53279915,Fair,0.841304348,Most,4.9,MODERATE,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,89,788,31.4,Fair,PLN,50.08946663,29,10,163,34.48275862,21.47239264,317.5450481,322632.72,41721.795,60186.564,53974.982,156646.9816,252052.3018,376607.702,101908.359,Fertilizer,10.73385604,HIGH,17.27127517,INT,25.80613311,INT,6.983024149,LOW,INT,60.79428847,25.80613311,24.25429931,36.53998916,not enriched,21.8,33.5,0.1,1.1,20.6,19.4,40,1,54.29,20,22.86,25.71,34.29,17.14,51.43
NLA06608-1948,1,8/21/2007,232,N,41.51,-11.72,HIGH,10.95,3.88,AVG,-22.95,-80.93,-0.83,-11.37,-16.31,0.924,6.56,0.53,0.18,0.53,0.58,-100.645836,42.53347335,-379128.0659,573051.0236,NE,Nebraska,Region_7,0.06081946,16.2838239,4.160811284,NE,NO,Plains,SPL,44,IV,IVnat,NATURAL,PLNLOW NATURAL,E,Fair,Y,177.8716474,1.778716474,10.93167011,2.312215039,1.2,1.2,636033.3937,890.33,938,902,9,Sedimentary,Sedimentary,559.25,559,0.55,0.63,63,63,0.44,0.53,19.96,30.89,8.9,-11.85,30.9,8.9,-11.8,0.524489621,Fair,0.388533,Poor,POOR,-33.29073959,Poor,0,Least,10.1,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,486,2981,20.88,Fair,PLN,31.65744996,26,6,300,23.07692308,3,0.3,0,0,3838.329,0,2779.465473,10.69926778,0,3838.329,Manure,4.238845035,INT,0.016317,LOW,0,LOW,5.853672939,LOW,LOW,10.10883497,5.853672939,5.869989939,4.238845035,enriched,0,1.2,0,61.5,0,0,0,5.2,6.25,12.5,37.5,18.75,0,6.25,31.25
NLA06608-1953,1,8/25/2007,236,N,43.16,-21.84,HIGH,10.72,1.66,LOW,-121.63,-123.43,-15.56,-16.11,2.82,0.021,835.82,0.18,0.03,0.18,0.14,-113.4075253,47.09945654,-1320635.218,1193200.232,MT,Montana,Region_8,0.025617716,38.65970627,8.362490243,MT,NO, Western_Region,WMT,17,II,II,NATURAL,WMTNS NATURAL,F,Fair,N,256.4082239,2.564082239,15.17081365,2.672624631,12.5,12.5,10463007.42,1190,2742,1573,273,Gneiss,Gneiss,894.3,482,0.48,0.48,66.05,65,0.2,0.4,15.19,24.68,4.18,-11.14,27.5,4.8,-12.7,0.719326755,Fair,1.213962, Good,NOT POOR,-1.981767182, Good,0.641666667,Intermediate,9.433333333,HIGH,LEAST DISTURBED,LEAST DISTURBED,MOST DISTURBED,15,226,9.173,Fair,WMX,48.95657025,33,12,300,36.36363636,10.66666667,4.949099998,11379.137,229.636,53712.323,7724.4,233220.0143,22498.85422,19103.537,53941.959,Atmospheric,2.790298745,LOW,0.269181549,LOW,0.22855918,LOW,0.645374201,LOW,LOW,3.933413675,2.790298745,0.91455575,3.018857925,not enriched,0.6,84,8.4,2.5,0.6,0,0.6,1.5,45.65,28.26,21.74,78.26,21.74,17.39,2.17
NLA06608-1958,1,8/27/2007,238,N,39.77,-16.2,HIGH,11.79,2.85,LOW,-84.94,-85.87,-11.54,-11.95,7.42,0.013,853.81,0.27,0.13,0.27,0.2,-122.4216059,43.66297627,-2094714.539,983019.4844,OR,Oregon,Region_10,0.12642225,7.833853361,1.750361848,OR,YES, Western_Region,WMT,4,II,II,MAN-MADE,WMTNS MAN-MADE,F,Fair,N,1062.111112,10.62111112,48.0457533,4.15877188,43.8,43.8,132128177.7,471.43,2655,1217,393,Volcanic,Sedimentary,1597.62,1281,1.18,0.59,70.52,71,0.4,0.59,15.37,25.28,7.7,-3.26,27.9,10.4,-1,0.251995069,Poor,0.918178, Good,NOT POOR,-4.948951803, Good,0.480508475,Intermediate,8.7,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,10,18,0.668,Fair,WMX,17.28500355,4,2,5,50,60,1.232921813,0,0,99675.854,25.955,208249.5296,5725.513162,25.955,99675.854,Atmospheric,2.439069676,LOW,0.067058617,LOW,0.000303991,LOW,1.167428101,LOW,LOW,3.673860386,2.439069676,1.234486718,2.439373667,not enriched,0,80.7,17.4,0.2,0,0,0,0,0,66.67,33.33,0,0,66.67,33.33
NLA06608-1959,1,6/11/2007,161,N,37.48,-29.79,LOW,9.63,10.06,HIGH,-50.57,-75.15,-6.39,-10.64,0.57,0.346,13523.20,0.24,0,0.24,0.03,-98.27345753,45.74264146,-177027.2169,923616.4741,SD,South Dakota,Region_8,0.12642225,7.833853361,3.957354262,SD,NO,Plains,TPL,46,VI,VI,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,2155.092669,21.55092669,56.66295295,3.443192446,1.4,1.4,9047992.736,392,704,485,55,Sedimentary,Sedimentary,481.18,514,0.63,0.6,66.54,68,0.48,0.58,18.32,28.37,4.87,-19.28,29.2,5.9,-18.6,0.243221861,Poor,0.635082,Poor,POOR,,NA,0.514124294,Intermediate,8.3,HIGH,MOST DISTURBED,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,493,1494,17.486,Fair,PLN,14.1889897,17,8,300,47.05882353,14,8.976630158,39444981.8,1119693.943,6141496.792,91905.94,7433638.514,660255.0474,39536887.74,7261190.735,Fertilizer,5.49695396,INT,0.488238914,LOW,29.23634923,INT,5.369433971,LOW,INT,40.59097607,29.23634923,5.857672885,34.73330319,not enriched,4.3,0.4,0.1,13.3,17.8,53,70.8,6.6,75.71,8.57,12.86,7.14,72.86,7.14,82.86
NLA06608-1960,1,8/23/2007,234,N,34.26,-25.68,AVG,8.37,6.34,AVG,-18.08,-26.02,-3.11,-4.50,6.82,0.084,1311.20,0.12,0.01,0.12,0.02,-95.95265017,36.89068214,4180.490237,-68277.70341,OK,Oklahoma,Region_6,0.034862274,28.40816871,7.802040437,OK,NO,Plains,TPL,40,IX,IX,MAN-MADE,PLNLOW MAN-MADE,C,Fair,Y,1146.982749,11.46982749,47.53140663,3.95910748,5.1,5.1,14271471.45,212.12,385,275,36,Sedimentary,Sedimentary,1015.48,1004,1.22,0.84,63.38,64,0.44,0.61,22.94,33.71,14.34,-5.62,34,14.8,-5,0.241943535,Poor,0.548497,Poor,POOR,-12.03987769,Fair,0.1625,Least,5.99,HIGH,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,LEAST DISTURBED,108,403,14.848,Fair,PLN,7.50837778,9,1,45,11.11111111,2.222222222,25.44670188,1502361.685,17.5770577,1604853.419,13338.908,1136503.927,181475.7708,1515700.593,1604870.996,Manure,8.667679649,INT,1.384046115,LOW,11.55966721,INT,12.23973568,INT,INT,33.85112865,12.23973568,13.6237818,20.22734686,not enriched,4.8,14.7,0,43.5,29.3,5.4,34.7,0.1,100,0,0,100,0,0,0
NLA06608-1968,1,8/23/2007,234,N,39.33,-23.88,AVG,10.71,1.94,LOW,-68.53,-105.25,-6.05,-13.47,-20.14,0.455,74.95,0.52,0.02,0.52,0.38,-108.1899505,48.13399568,-912830.1625,1244773.459,MT,Montana,Region_8,0.106610136,9.289673676,2.009451518,MT,NO,Plains,NPL,42,V,V,MAN-MADE,PLNLOW MAN-MADE,E,Fair,N,87.76730968,0.877673097,5.108275656,1.538165265,1.8,1.8,591838.7747,768.42,1127,863,73,Sedimentary,Sedimentary,334.23,311,0.35,0.59,59.38,59,0.23,0.41,18.8,29.41,6.51,-14.53,30.2,6.5,-15.4,0.470362056,Poor,0.361576,Poor,POOR,-17.50788921,Fair,0.920634921,Most,11,HIGH,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,255,2076,94.933,Fair,PLN,16.02117194,12,5,300,41.66666667,4.666666667,0.77939397,10052.162,321.481,21658.365,17.094,17978.85874,317.7291021,10069.256,21979.846,Manure,2.398729217,LOW,0.042391238,LOW,1.34343447,LOW,2.932538686,LOW,LOW,6.717093611,2.932538686,2.974929924,3.742163687,not enriched,0.5,0.1,18.3,67,0.2,9.3,9.5,3.2,7.69,3.85,80.77,7.69,0,3.85,80.77
NLA06608-1975,1,8/8/2007,219,N,44.06,-18.71,HIGH,12.12,6.31,AVG,-23.1,-55.66,-2.03,-8.26,-6.87,0.532,360.40,7.57,0.74,7.57,4.12,-95.12645329,43.34114476,70484.63182,654339.2766,IA,Iowa,Region_7,0.12642225,7.833853361,3.396573599,IA,YES,Plains,TPL,47,VI,VI,NATURAL,PLNLOW NATURAL,C,Fair,N,2359.151035,23.59151035,65.34002305,3.794866291,32,32,211902324.7,425.51,476,441,11,Sedimentary,Sedimentary,744.28,746,0.79,0.63,69.46,69,0.56,0.6,19.48,28.96,7.39,-15.14,29,7.5,-15.1,0.523643729,Fair,0.700464,Poor,POOR,-19.25068001,Fair,0.771794872,Most,7.4,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,18,739,4.981,Fair,PLN,43.87985815,36,9,300,25,7.333333333,105.6127648,1436532.802,255486.852,109713.227,9325.724,463422.2696,207024.8278,1445858.526,365200.079,Fertilizer,12.85848903,HIGH,5.744278277,LOW,40.11795982,INT,10.1331367,INT,INT,68.85386383,40.11795982,15.87741498,52.97644885,not enriched,10,3.2,0.4,9.6,1.3,52.7,54,4.7,21.43,71.43,7.14,28.57,7.14,67.86,0
NLA06608-1985,1,7/21/2007,201,N,,,,,,,-108.17,-110.95,-14.6,-15.12,8.62,0.027,9584.04,0.53,0.27,0.53,0.17,-116.7986927,47.44868765,-1565747.272,1282543.765,ID,Idaho,Region_10,0.12642225,7.833853361,2.428401958,ID,YES, Western_Region,WMT,15,II,II,NATURAL,WMTNS NATURAL,F, Good,N,12489.8239,124.898239,228.2143544,5.760495848,48.8,48.8,1468048009,647.7,2327,1148,295,Gneiss,Gneiss,1125.08,686,0.57,0.59,66.11,63,0.26,0.46,17.01,25.44,5.86,-7.27,28.7,8.7,-5,,NA,1.305752, Good,NOT POOR,-10.4122911,Fair,,NA,7.75,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,3,27,0.664,,,,,,,,,15.3563982,595279.585,2344.466,342883.383,60058.381,3381981.228,800492.3739,655337.966,345227.849,Atmospheric,3.528762404,LOW,0.835234498,LOW,0.683780252,LOW,0.360211063,LOW,LOW,5.407988217,3.528762404,1.195445561,4.212542656,not enriched,1,76.2,18.1,1.1,0.1,0.8,0.9,1,,,,,,,
NLA06608-1989,1,8/2/2007,213,N,43.13,-20.94,HIGH,12.26,6.84,AVG,-105.15,-109.15,-12.81,-13.84,-2.65,0.043,167.72,0.31,0.3,0.31,1.8,-114.8909997,42.20289954,-1539395.357,680328.9683,ID,Idaho,Region_10,0.082016845,12.07524339,3.74318274,ID,NO, Western_Region,XER,80,III,III,MAN-MADE,WMTNS MAN-MADE,F,Fair,N,393.036586,3.93036586,17.50234236,2.490432375,11.3,11.3,14792608.91,1593,2356,1893,211,Volcanic,Volcanic,432.65,307,0.29,0.52,53.14,54,0.17,0.34,17.36,26.91,5.86,-9.62,29.6,7.4,-9.5,0.420321223,Poor,0.708426,Fair,NOT POOR,1.719348728, Good,0.812280702,Most,7.266666667,HIGH,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,71,658,17.12,Fair,WMX,17.54726839,20,7,300,35,21.66666667,0.599798897,29583.75,8687.7,99332.848,716,38033.49387,547.1651451,30299.75,108020.548,Manure,2.267631701,LOW,0.032623062,LOW,1.806530682,LOW,6.440397505,LOW,LOW,10.54718295,6.440397505,6.473020567,4.074162383,enriched,0.9,0.9,94.3,0.5,0.2,1.8,2,0.3,37.38,41.12,21.5,38.32,21.5,40.19,0.93
NLA06608-1992,1,9/20/2007,262,N,,,,,,,-9.81,-23.58,-1.14,-3.81,-0.69,0.166,2.57,0.16,0.01,0.16,0.04,-96.06121126,32.45275022,-5723.952457,-564538.4049,TX,Texas,Region_6,0.001312891,754.345388,210.5049403,TX,NO,Plains,CPL,33,IX,IX,MAN-MADE,PLNLOW MAN-MADE,D,Poor,N,4.869929972,0.0486993,1.156457427,1.478302664,4,4,43785.25269,115.81,143,131,6,Sedimentary,Sedimentary,1067,1065,1.43,0.95,66,66,0.5,0.64,24.27,35.3,18.27,0.97,35.3,18.2,0.9,0.105465816,Poor,0.68434,Poor,POOR,-5.248623351, Good,0.935064935,Most,6.733333333,HIGH,INTERMEDIATE DISTURBANCE,MOST DISTURBED,MOST DISTURBED,108,2041,104.4,Poor,CPL,26.76233146,39,12,300,30.76923077,35,28.9,11317.54,1711.71,6752.604,6.63,2870.83573,404.5558701,11324.17,8464.314,Fertilizer,11.15441343,HIGH,1.571871,LOW,43.99919946,INT,32.88744694,INT,INT,89.61293082,43.99919946,34.45931794,55.15361288,not enriched,3.6,5.7,1.6,0,70.9,15.3,86.2,0.7,32.26,20.28,18.43,17.51,43.32,21.2,27.19
NLA06608-1998,1,8/6/2007,217,Y,44.08,-26.87,AVG,11.39,1.7,LOW,-62.97,-84.16,-6.69,-11.95,-9.42,0.267,1.75,0.95,0.75,0.95,1.74,-88.11725533,46.60064001,605273.9517,1041800.741,MI,Michigan,Region_5,0.015710232,63.04002137,34.38911844,MI_UP,NO,Plains,UMW,50,VIII,VIII,NATURAL,PLNLOW NATURAL,C, Good,N,52.5907937,0.525907937,5.017741367,1.951859163,6.9,7,915492.8929,525.63,549,530,5,Granitic,Granitic,864.5,866,0.7,0.49,68,68,0.38,0.54,14.93,25.7,3.9,-17.25,25.7,3.9,-17.2,1.952557718, Good,1.199209, Good,NOT POOR,8.924382628, Good,0.092592593,Least,7.4,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,13,430,3.323, Good,UMW,76.9574399,57,27,300,47.36842105,56.33333333,2.315250145,0,0,11.108,0.888,1164.306363,22.00254753,0.888,11.108,Atmospheric,6.663636249,INT,0.125926455,LOW,0.005082261,LOW,0.06357405,LOW,LOW,6.858219016,6.663636249,0.189500506,6.66871851,not enriched,0.5,42.1,0,1.4,0,0,0,19.6,15.49,33.33,40.07,40.4,33.33,18.52,10.77
NLA06608-2005,1,7/12/2007,192,N,38.89,-20.05,HIGH,11.31,6.2,AVG,-93.77,-111.72,-9.52,-14.08,-17.58,0.207,77.29,0.3,0.02,0.3,0.43,-116.1124743,42.29737384,-1635267.605,711074.8847,ID,Idaho,Region_10,0.09031038,10.96632932,3.399432485,ID,NO, Western_Region,XER,80,III,III,MAN-MADE,WMTNS MAN-MADE,G,Poor,N,56.64041145,0.566404114,4.915461325,1.84245187,2.6,2.6,424020.2879,1651,1897,1760,54,Volcanic,Volcanic,358.77,340,0.25,0.51,55.54,54,0.13,0.28,17.65,28.91,6.46,-10.02,29.2,6.5,-10.3,0.0971278,Poor,0.313212,Poor,POOR,,NA,0.416666667,Intermediate,5.25,HIGH,MOST DISTURBED,INTERMEDIATE DISTURBANCE,MOST DISTURBED,276,1398,194.4,Poor,WMX,32.72697081,22,10,227,45.45454545,30.83700441,0.2,0,0,16201.68,0,12501.00543,84.07706215,0,16201.68,Manure,1.617396393,LOW,0.010878,LOW,0,LOW,2.096194497,LOW,LOW,3.724468891,2.096194497,2.107072497,1.617396393,enriched,0,0,99.2,0.1,0,0,0,0,60,30,10,71.43,4.29,22.86,10
NLA06608-2007,1,6/24/2007,174,N,,-28.48,AVG,10.79,5.65,AVG,-40.7,-75.43,-4.79,-10.68,-2.36,0.478,1.69,0.55,0.33,0.55,0.79,-97.32017864,45.75699008,-102782.6527,923806.496,SD,South Dakota,Region_8,0.025426321,38.95071386,19.67636697,SD,NO,Plains,TPL,46,VI,VI,NATURAL,PLNLOW NATURAL,E,Fair,N,54.11512029,0.541151203,5.318688804,2.039578074,2.2,2.2,370288.3371,583.97,599,588,4,Sedimentary,Sedimentary,570.5,570,0.66,0.59,68,68,0.48,0.6,17.6,28.1,5.6,-17.95,28.1,5.6,-18,0.488453451,Poor,0.530466,Poor,POOR,-41.37110914,Poor,0.411320755,Intermediate,8.15,HIGH,LEAST DISTURBED,INTERMEDIATE DISTURBANCE,LEAST DISTURBED,59,1331,6.72,Fair,PLN,19.51442934,18,4,300,22.22222222,2,3.415316099,0,0,1198.736,5.766,1287.897749,31.31448365,5.766,1198.736,Atmospheric,7.639872195,INT,0.185759043,LOW,0.034204193,LOW,7.110960353,LOW,LOW,14.97079578,7.639872195,7.296719396,7.674076388,not enriched,3.1,2.9,0,56.8,0,0,0,5.6,14.29,71.43,14.29,28.57,0,57.14,14.29
NLA06608-2010,1,7/19/2007,199,N,38.8,-24.74,AVG,6.94,2.09,LOW,-0.87,-24.47,0.23,-4.13,-2.67,0.317,5.01,0.54,0.07,0.54,0.22,-89.30335606,31.19633242,635547.6928,-682080.2385,MS,Mississippi,Region_4,0.00679811,145.683643,72.09075834,MS,NO,Plains,CPL,65,IX,IX,MAN-MADE,PLNLOW MAN-MADE,D,Fair,N,30.74814426,0.307481443,3.148014545,1.601483038,4.6,4.6,497839.8063,55.3,118,96,9,Sedimentary,Sedimentary,1600,1613,1.36,0.95,72,71,0.52,0.58,24.86,33.6,18.82,2.87,33.6,18.8,2.6,1.149239221, Good,0.845701,Fair,NOT POOR,9.112612655, Good,0.738888889,Intermediate,7.716666667,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,24,494,14.304,Fair,CPL,42.40312478,37,15,300,40.54054054,35.66666667,48.1,2340.963,1865.985,1473.275,196.365,4607.489037,1311.307402,2537.328,3339.26,Atmospheric,9.192294568,INT,2.616159,LOW,5.062164273,LOW,6.662080217,LOW,LOW,23.53269806,9.192294568,9.278239217,14.25445884,not enriched,4.8,44.7,18.7,1,14,0,14,11.3,23.12,20.43,30.11,35.48,30.11,19.89,3.76
NLA06608-2027,1,6/20/2007,170,N,42.03,-25.08,AVG,9.97,5.6,AVG,-110.62,-115.43,-13.4,-15.74,-3.4,0.073,6.77,0.28,0.06,0.28,0.16,-105.6303731,42.23979744,-788186.1153,570916.9852,WY,Wyoming,Region_8,0.009746023,101.6182056,40.31619797,WY,NO, Western_Region,WMT,21,II,II,MAN-MADE,WMTNS MAN-MADE,F,Fair,N,15.01394922,0.150139492,1.930960033,1.405791398,5,5,255335.6026,2339.29,2633,2445,70,Granitic,Granitic,568.78,548,0.62,0.44,55,55,0.25,0.42,13.21,25.53,3.56,-12.38,25.5,3.5,-12.4,0.415203485,Poor,0.51888,Poor,POOR,-17.00872366,Fair,0.366666667,Intermediate,8.9,HIGH,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,49,551,3.952,Fair,WMX,25.35414931,20,8,300,40,77.66666667,0.3,0,0,2064.708,0,2234.413408,11.04120532,0,2064.708,Atmospheric,3.302078218,LOW,0.016317,LOW,0,LOW,3.05128285,LOW,LOW,6.369678068,3.302078218,3.06759985,3.302078218,not enriched,0,16.6,80.3,2.4,0,0,0,0.5,1.65,95.29,3.06,95.53,2.12,2.35,92.47
NLA06608-2036,1,7/11/2007,191,N,,,,,,,-15.56,-45.23,-0.55,-7.09,-11.13,0.483,0.26,1.31,0.49,1.31,1.22,-93.5509726,41.43839158,203069.2759,443900.4121,IA,Iowa,Region_7,0.001312891,754.345388,327.066325,IA,YES,Plains,TPL,47,VI,VI,NATURAL,PLNLOW NATURAL,C,Fair,Y,6.618375995,0.06618376,1.609873256,1.765269574,5.8,5.8,124042.5802,238.24,248,240,2,Sedimentary,Sedimentary,886,886,0.97,0.69,68,68,0.45,0.59,20.37,30.3,10,-11.1,30.3,10,-11.1,0.931611194, Good,0.544078,Poor,POOR,-39.01320775,Poor,0.22962963,Intermediate,7.533333333,HIGH,LEAST DISTURBED,LEAST DISTURBED,LEAST DISTURBED,11,278,4.408, Good,PLN,64.44084619,35,15,300,42.85714286,18.33333333,40.8,0,0,0,8.61,289.0309391,57.84083973,8.61,0,Atmospheric,11.08891275,HIGH,2.219112,LOW,0.330329822,LOW,0,LOW,INT,13.63835457,11.08891275,2.219112,11.41924257,not enriched,5.4,5.4,0,0,0,0,0,54.1,20.39,45.63,31.07,26.21,10.68,40.78,22.33
NLA06608-2037,1,6/14/2007,164,N,,,,,,,-76.56,-92.69,-7.93,-12.61,-13.15,0.202,3.64,0.16,0.69,0.69,5.83,-118.6723206,39.58892136,-1911328.781,463210.1787,NV,Nevada,Region_9,0.060701487,16.31547144,2.549720428,NV,YES, Western_Region,XER,13,III,III,MAN-MADE,WMTNS MAN-MADE,G,Fair,N,29.70432337,0.297043234,3.538713222,1.831599873,2,2,154844.9841,1189.99,1199,1193,1,Quaternary,Quaternary,126,126,0.06,0.67,48,48,0.1,0.22,21.99,34,11.3,-6.8,34,11.3,-6.8,0.786145454,Fair,0.829984,Fair,NOT POOR,5.462121139, Good,0.525,Intermediate,8.53,HIGH,MOST DISTURBED,INTERMEDIATE DISTURBANCE,INTERMEDIATE DISTURBANCE,175,1190,19.2,Fair,WMX,30.99456831,28,11,300,39.28571429,27.33333333,8.712129034,0,0,409.86,0,493.8494159,172.6633761,0,409.86,Atmospheric,1.355306977,LOW,0.473852698,LOW,0,LOW,1.124808696,LOW,LOW,2.953968371,1.355306977,1.598661394,1.355306977,enriched,0,0,73.2,0,0,0,0,18.7,16.88,18.75,63.75,66.25,39.38,18.75,13.75
NLA06608-2039,1,8/9/2007,220,N,41.42,-13.84,HIGH,11.4,8.15,HIGH,-15.47,-55.14,-0.44,-8.25,-11.95,0.786,7.60,0.6,0.06,0.6,0.31,-94.8984756,43.10411616,89185.72655,628062.9661,IA,Iowa,Region_7,0.070577995,14.03232502,6.08408436,IA,NO,Plains,TPL,47,VI,VI,NATURAL,PLNLOW NATURAL,E,Poor,N,83.45182889,0.834518289,6.562627388,2.026538623,1.5,1.5,401277.6331,425.32,447,432,4,Sedimentary,Sedimentary,780.1,780,0.83,0.63,69,69,0.58,0.6,19.34,29.21,7.79,-14.6,29.2,7.8,-14.6,0.438860904,Poor,0.96048, Good,NOT POOR,-15.93544034,Fair,0.827007299,Most,9.95,HIGH,MOST DISTURBED,MOST DISTURBED,MOST DISTURBED,277,4691,338.4,Poor,PLN,34.54869328,27,9,300,33.33333333,21,6.6,43305.416,12136.509,1932.324,40.95,10648.78654,272.8943028,43346.366,14068.833,Fertilizer,14.00775853,HIGH,0.358974,LOW,57.01921303,HIGH,18.50659836,INT,HIGH,89.89254392,57.01921303,18.86557236,71.02697156,not enriched,4.6,0.1,0,5.2,7.1,68.4,75.5,2.8,7.14,32.86,60,64.29,60,34.29,0
