SITE_ID,pet_200610,pet_200611,pet_200612,pet_200701,pet_200702,pet_200703,pet_200704,pet_200705,pet_200706,pet_200707,pet_200708,pet_200709,E_avg_06_07,precip_200610,precip_200611,precip_200612,precip_200701,precip_200702,precip_200703,precip_200704,precip_200705,precip_200706,precip_200707,precip_200708,precip_200709,Precip_PT_avg_06_07,Precip_WY_06_07,RH_200610,RH_200611,RH_200612,RH_200701,RH_200702,RH_200703,RH_200704,RH_200705,RH_200706,RH_200707,RH_200708,RH_200709,RH_PT_avg_06_07,tmean_200610,tmean_200611,tmean_200612,tmean_200701,tmean_200702,tmean_200703,tmean_200704,tmean_200705,tmean_200706,tmean_200707,tmean_200708,tmean_200709,TMEAN_PT_avg_06_07,tdmean_200610,tdmean_200611,tdmean_200612,tdmean_200701,tdmean_200702,tdmean_200703,tdmean_200704,tdmean_200705,tdmean_200706,tdmean_200707,tdmean_200708,tdmean_200709
NLA06608-1283,27.91,11.54,6.05,5.42,8.52,18.38,38.00,74.00,108.49,122.12,97.57,54.67,47.72,35.49,29.21,34.25,18.9,31.95,71.61,62.16,52.43,59.89,53.88,96.2,141.26,57.26916667,687.23,51.68,59.45,65.51,63.71,57.38,59.24,44.01,48.66,51.82,51.90,57.01,55.79,55.51,8.04,2.48,-2.19,-7.23,-10.83,2.24,8.36,17.53,22.23,24.15,21.84,17.95,8.714722222,224.3403996,28.66442382,-13.26486963,-39.18554274,-92.25312697,41.10976558,317.7976677,1297.492756,2411.756042,2949.258375,2131.311525,981.2171481
NLA06608-1284,35.42,18.20,12.27,12.10,16.31,26.99,40.59,66.34,94.61,121.78,101.47,60.45,50.54,58.99,5.72,24.81,14.71,24.26,25.38,24.3,45.53,1.12,22.56,41.61,32.65,26.80333333,321.64,48.89,41.90,59.90,58.51,55.63,36.99,37.41,38.45,22.54,33.69,41.24,39.26,42.87,12.88,7.55,0.64,-0.88,3.05,9.44,12.10,16.53,23.47,26.52,25.45,20.58,13.11166667,456.3683394,137.4528106,7.8104675,-10.64904896,49.74416105,254.8400597,490.9917001,1096.754919,2220.713056,3230.041239,2582.107365,1244.160484
NLA06608-1288,59.05,31.10,22.67,20.87,27.48,47.32,69.74,105.49,140.29,160.06,143.58,92.68,76.69,72.39,56.11,140.67,231.32,43.12,84.12,75.36,131.68,124.67,163.04,24.29,115.86,105.2191667,1262.63,53.64,56.37,58.34,61.93,54.76,55.17,54.21,65.05,65.13,68.81,57.11,65.78,59.69,20.06,14.93,10.59,7.23,9.29,18.41,17.50,23.91,27.64,27.67,31.14,25.89,19.52083333,1184.531345,464.3758336,239.9762309,150.8404428,255.2858092,871.3310125,1220.180248,2521.950366,3877.568888,4428.893404,4470.533788,2399.489938
NLA06608-1292,42.05,19.81,12.34,10.83,15.91,30.44,52.88,87.67,134.04,152.08,125.17,77.98,63.43,63.16,14.73,46.56,19.38,32.63,75.81,69.73,234.19,112.61,47.59,151.59,82.67,79.22083333,950.65,54.58,56.11,60.79,65.32,63.55,59.44,52.94,61.69,61.54,60.81,59.62,57.98,59.53,13.75,8.46,3.92,-1.21,-1.82,12.20,12.23,21.14,24.21,26.92,29.13,22.47,14.28305556,578.1686625,167.4864482,48.4162481,-13.14085864,-28.89432677,371.3153444,646.9336295,1853.25683,3244.740756,4094.109356,3646.220452,1752.190265
NLA06608-1295,52.29,27.65,20.21,21.04,25.94,41.83,61.42,92.69,130.98,149.44,126.31,81.78,69.30,56.76,2.34,11.31,22.3,5.9,5.12,18.94,38.8,4.89,30.44,31.98,55.34,23.67666667,284.12,37.04,26.30,31.88,45.40,28.51,22.14,21.52,27.73,17.71,29.37,32.12,34.26,29.50,19.05,15.18,8.31,5.83,11.34,15.48,18.75,23.00,29.55,30.51,30.39,26.03,19.45166667,996.0033212,419.7201538,167.9876929,122.6659051,294.0404724,647.4891582,1151.387123,2132.23659,3870.884665,4559.914974,3838.544793,2128.479045
NLA06608-1297,35.58,16.48,10.98,11.18,17.76,32.07,52.15,90.13,117.06,149.21,126.12,70.23,60.75,13.23,23.1,33.71,6.16,19.33,17.15,6.35,8.74,14.19,2.54,3.3,7.01,12.90083333,154.81,48.28,64.68,78.90,70.58,71.08,54.61,45.47,36.89,40.30,34.56,40.61,40.41,52.20,13.88,6.41,0.02,-0.23,4.86,10.78,13.62,19.66,22.22,28.78,25.23,21.20,13.86833333,493.7103328,105.6576453,0.21960084,-2.609358733,86.2502864,345.7592184,710.4449538,1771.60823,2601.550738,4294.855864,3181.552892,1488.701314
NLA06608-1300,45.71,25.28,17.17,16.88,22.50,36.86,54.91,89.11,126.62,144.18,120.82,77.23,64.77,30.3,4.82,20.26,10.35,4.77,39.06,13.36,31.21,43.01,27.78,50.02,24.63,24.96416667,299.57,40.56,31.28,42.98,51.99,36.82,32.00,37.12,41.62,38.97,40.12,39.42,42.37,39.60,17.53,12.74,6.11,2.64,8.90,14.90,15.58,21.38,26.79,29.64,30.11,25.61,17.66138889,801.4513843,321.925975,104.9063721,44.62456566,200.3591354,549.0186908,855.4558898,1904.922394,3392.670734,4273.949714,3638.164349,1977.567401
NLA06608-1303,31.95,13.48,7.17,6.39,9.24,19.60,39.96,76.98,119.39,134.77,102.02,57.89,51.57,17.83,42.68,49.43,26.22,41.22,84.07,43.33,80.76,67.42,72.3,238.44,112.87,73.0475,876.57,56.58,65.86,74.67,71.41,70.16,71.35,51.40,51.30,55.23,58.95,68.74,57.32,62.75,9.52,3.81,-0.95,-6.31,-10.49,3.39,9.02,19.13,22.99,24.54,22.92,19.56,9.761111111,304.2236262,51.31436153,-6.788688004,-40.32259521,-96.94826635,66.52132877,360.4478592,1472.456526,2745.143256,3307.1331,2338.656347,1132.093934
NLA06608-1312,42.39,22.92,14.42,12.60,17.16,32.45,52.41,86.16,123.30,140.18,123.50,73.02,61.71,99.86,95.91,85.48,92.96,70.28,78.64,93.48,106.31,90.52,36.71,44.35,93.01,82.2925,987.51,50.76,54.14,59.10,60.05,53.51,51.16,45.22,51.95,54.87,54.09,46.44,52.65,52.83,14.22,10.04,5.62,2.14,0.35,13.80,13.65,22.41,25.01,26.08,30.04,23.71,15.58888889,602.8390112,230.0760603,80.99574827,26.97336036,5.95001784,447.860922,715.6058385,1931.221288,3084.035192,3655.453732,3710.446604,1731.107929
NLA06608-1316,45.38,24.80,16.71,14.56,19.64,34.58,55.38,90.48,129.06,146.90,122.26,77.48,64.77,104.75,99.38,100.18,127.54,80.42,49.74,88.4,60.87,83.22,36.9,20.66,66.37,76.53583333,918.43,58.15,60.43,61.66,64.60,55.24,49.36,51.32,51.69,54.90,55.57,45.69,51.69,55.02,15.35,10.75,7.51,5.36,1.88,15.68,14.85,23.59,26.50,27.38,31.84,25.75,17.20444444,696.6427422,266.6530842,125.5697765,78.06760672,36.85126446,542.2153878,822.1958397,2134.826393,3420.072245,4022.677934,3893.052253,1995.309214
NLA06608-1319,29.84,11.70,6.17,5.87,9.14,18.40,37.80,77.97,114.03,128.48,103.04,58.05,50.04,5.39,8.17,23.17,6.76,24.91,66.03,100.81,167.46,80.46,23.77,74.12,107.72,57.3975,688.77,53.31,54.55,61.73,71.00,70.86,68.93,56.05,55.99,59.34,57.34,64.01,55.22,60.69,8.20,1.90,-1.96,-8.23,-11.51,2.50,6.71,17.52,21.92,24.90,21.98,18.42,8.527777778,244.5891317,22.19128071,-12.09599927,-48.32858975,-105.1919733,45.9370713,253.6607737,1365.844549,2499.48565,3198.600495,2264.723807,1069.253167
NLA06608-1321,25.65,12.90,9.70,9.63,11.70,18.55,32.14,44.16,63.40,98.10,67.14,41.91,36.25,94.79,15.27,20.17,16.34,21.35,15.96,19.19,6.41,9.56,22.63,21,35.82,24.87416667,298.49,50.19,41.84,56.74,51.03,51.13,36.80,36.32,27.05,13.68,21.46,29.42,31.89,37.30,7.82,2.37,-2.70,-4.09,-0.56,4.04,7.01,13.15,19.48,23.23,21.94,15.29,8.914444444,200.5140479,30.56177094,-26.15279541,-39.33906168,-6.592138497,74.86829079,225.2926235,580.5085517,1234.978372,2278.967883,1472.980273,640.8718488
NLA06608-1323,55.76,33.50,24.54,23.99,29.47,47.38,65.19,104.42,138.51,148.67,133.88,92.48,74.82,104.59,130.95,81.75,115.79,64.03,41.45,74.84,15.49,46.35,100.29,74.81,72.25,76.8825,922.59,59.86,60.15,57.96,59.30,50.23,48.45,52.03,47.55,50.88,61.87,51.59,58.79,54.89,19.00,13.96,12.30,10.34,9.36,18.25,18.06,24.52,28.83,28.36,31.78,26.45,20.10138889,1059.324098,467.5397081,301.7502889,248.0754291,275.9797181,864.6051015,1177.59767,2560.694341,3993.78458,4215.739412,4255.193032,2446.488309
NLA06608-1326,27.76,10.68,5.55,4.69,7.46,16.22,35.95,74.83,110.03,123.89,98.42,54.81,47.52,36.99,6.44,29.67,4.26,28.95,50.55,84.08,125.57,101.92,55.79,49.26,67.47,53.4125,640.95,57.47,61.90,70.86,69.37,62.38,66.65,52.39,53.53,56.08,57.90,60.19,59.16,60.66,7.76,1.45,-2.95,-8.57,-11.60,1.49,6.65,17.09,22.05,24.10,21.20,17.44,8.008888889,215.5411867,15.449966,-16.37710731,-40.23187271,-86.45454276,24.10903101,239.0623064,1278.604818,2426.081459,2985.284466,2086.788345,955.8318128
NLA06608-1329,20.58,9.73,6.58,7.54,9.74,16.26,26.04,39.38,54.11,83.13,62.69,37.60,31.11,38.97,313.44,198.48,77.13,175.33,77.02,59.03,76.19,45.18,6.05,19.22,73.82,96.655,1159.86,50.65,64.61,55.67,45.94,60.28,51.89,52.75,49.23,45.40,36.03,35.60,45.82,49.49,6.17,-0.07,-3.45,-4.81,-0.76,3.79,5.26,9.92,14.41,22.01,17.47,11.86,6.817222222,126.9884041,-0.681066792,-22.72801319,-36.27814917,-7.366867017,61.66297382,136.9063929,390.7770561,779.5478164,1830.003952,1095.403372,446.0746203
NLA06608-1332,45.36,24.76,16.67,15.46,19.62,34.57,55.41,90.61,129.27,147.05,122.38,77.50,64.89,103.91,102.55,91.21,124.34,72.7,49.67,90.14,67.61,91.96,43.65,26.85,63.97,77.38,928.56,58.33,60.99,61.47,64.75,55.58,50.02,50.47,51.81,54.63,56.63,46.81,51.96,55.29,15.27,10.90,7.77,5.49,1.91,15.79,15.03,23.50,26.49,26.98,31.34,25.46,17.16083333,692.5774314,269.7533361,129.5505309,84.94993392,37.39998548,546.0527627,832.7414937,2129.221166,3424.046352,3967.02647,3835.894611,1973.397257
NLA06608-1333,30.17,16.46,9.38,7.83,10.55,20.88,35.12,71.62,104.12,110.63,95.13,57.76,47.47,149.88,83.69,132.31,84.6,66.99,105.91,133.29,67.17,93.97,125.84,50.09,82.62,98.03,1176.36,67.64,70.61,66.10,65.49,57.27,53.78,61.20,49.45,60.48,67.20,64.78,63.60,62.30,9.30,6.83,1.67,-3.24,-8.31,-0.27,5.72,15.53,20.36,20.89,21.27,18.16,8.9925,280.5096249,112.4510802,15.63468933,-25.39545146,-87.69827202,-5.568227733,200.8783634,1112.472138,2120.16714,2311.52871,2023.380643,1048.72155
NLA06608-1334,29.79,14.92,8.89,7.48,9.70,18.39,35.61,64.96,95.08,114.02,91.26,54.60,45.39,137.89,41.78,78.85,45.82,31.17,60.82,62.15,44.33,57.71,50.87,56.34,94.89,63.55166667,762.62,64.35,68.70,75.53,70.39,67.80,59.24,57.61,50.35,55.42,60.91,58.87,62.49,62.64,8.69,5.31,0.98,-3.16,-7.87,1.89,5.81,15.29,21.02,21.04,21.99,17.99,9.081944444,258.9832759,79.23872457,8.741434198,-23.62656444,-76.3576361,34.76190816,206.8696109,993.4585426,1998.268071,2398.921467,2006.496714,982.419698
NLA06608-1336,51.50,26.56,16.87,15.62,20.98,36.81,62.50,101.89,136.41,165.19,146.64,87.61,72.38,28.76,41.83,60.51,39.28,19.16,162.06,87.98,236.51,347.75,138.04,79.81,122.83,113.71,1364.52,48.82,52.37,59.73,60.83,55.13,53.18,55.55,67.43,68.57,64.20,56.73,60.95,58.62,18.35,12.47,6.51,2.65,5.03,16.68,15.19,22.36,25.49,27.99,30.36,25.04,17.34305556,944.91296,331.2856588,109.7737521,41.40550005,105.5397668,613.9310377,949.576785,2278.564699,3476.635435,4623.757388,4451.632134,2193.994468
NLA06608-1338,29.68,13.03,8.74,8.88,13.13,22.13,38.05,65.49,96.05,122.45,97.70,54.69,47.50,69.34,12.34,3.06,4.91,14.87,10.72,53.81,101.82,66.83,32.94,12.25,18.39,33.44,401.28,46.25,44.01,43.39,43.24,50.39,36.42,46.15,44.30,40.31,29.78,28.01,33.13,40.45,8.89,3.40,1.88,-0.84,-0.99,9.11,8.51,14.83,19.75,27.11,23.47,17.93,11.08805556,263.9102181,44.36144261,16.40419969,-7.456265712,-13.04411759,201.6317302,323.8963475,971.3633253,1896.648416,3319.686462,2293.114898,980.8590757
NLA06608-1339,34.79,16.29,11.44,11.39,15.81,26.87,41.42,73.31,105.55,127.26,104.51,60.95,52.47,54.4,12.6,55.16,22.23,7.04,33.91,50.58,41.07,9.27,23.5,47.58,35.69,32.7525,393.03,38.02,36.92,48.83,49.85,51.09,38.06,41.18,39.46,31.40,34.02,37.64,33.94,40.03,12.42,6.90,0.63,-3.83,0.87,9.91,10.67,17.76,23.53,27.53,26.43,20.96,12.81416667,432.0073965,112.4025042,7.171121507,-43.65677533,13.75544559,266.3025606,441.9029795,1302.047884,2483.567029,3503.905767,2761.828735,1277.421264
NLA06608-1342,24.35,9.82,5.05,4.29,6.92,15.22,32.00,67.11,99.08,111.32,87.97,45.66,42.40,50.34,20.56,29.6,16.88,10.58,48.31,71.81,73.72,115.15,43.29,29.6,263.97,64.48416667,773.81,60.70,73.72,78.88,86.39,54.93,55.34,43.12,46.86,53.07,53.24,48.87,62.34,59.79,5.20,-1.16,-6.36,-12.93,-15.04,-1.22,4.88,14.62,19.27,20.46,19.54,14.05,5.109166667,126.516602,-11.39415777,-32.09625423,-55.49540203,-104.0036725,-18.51397165,156.2841051,981.1964021,1909.180626,2277.515948,1718.851244,641.3061291
NLA06608-1344,25.78,10.96,7.16,7.36,10.58,19.48,36.42,63.71,88.64,105.86,88.65,48.68,42.77,19.68,10.59,7.14,8.04,18.98,6.22,39.07,33.21,20.59,10.48,11.31,68.94,21.1875,254.25,51.32,54.16,51.65,50.01,65.09,44.78,49.57,43.81,40.11,29.42,32.24,40.52,46.06,7.46,0.03,0.50,-1.36,-4.05,6.61,6.68,13.57,17.94,25.82,20.79,14.75,9.061944444,192.2063433,0.3287748,3.60583923,-10.00624284,-42.81245459,128.6905201,243.2977175,864.3810241,1590.183804,2733.534889,1843.021483,718.2220979
NLA06608-1346,32.84,18.65,11.63,10.86,13.22,23.76,41.23,68.31,92.24,104.61,91.70,57.18,47.18,107.63,87.39,55.18,91.28,85.86,107.83,111.35,64.44,108.4,166.69,193.8,55.29,102.9283333,1235.14,68.42,66.41,58.20,70.59,65.11,53.77,59.35,54.09,64.84,68.18,72.09,63.03,63.67,10.85,7.69,4.28,0.32,-6.10,6.62,8.63,17.59,19.97,20.26,22.64,19.54,11.02444444,356.3722498,143.4735888,49.73564896,3.509920103,-80.60478599,157.2981576,355.6427443,1201.404186,1841.698478,2119.726429,2076.186914,1117.221092
NLA06608-1347,24.46,10.60,5.49,4.95,7.42,15.23,31.85,62.47,91.98,110.13,87.30,48.47,41.70,46.61,34.14,26.32,17.82,34.66,63.2,64.11,68.21,89.4,74.57,51.59,159.97,60.88333333,730.6,56.88,60.28,66.89,60.04,53.49,55.36,45.42,53.32,57.88,57.52,55.22,60.93,56.94,5.40,0.74,-4.05,-9.13,-12.41,-0.31,5.33,14.06,19.37,21.12,19.76,14.91,6.232222222,132.1759185,7.807309727,-22.24319887,-45.1551613,-92.11111911,-4.72224054,169.8564533,878.2659986,1781.267468,2326.33847,1725.413389,722.5588982
NLA06608-1348,42.74,23.42,16.83,15.59,19.70,32.52,51.94,79.61,113.44,129.17,107.67,72.76,58.78,98.38,65.91,39.84,62.15,30.36,68.23,91.65,36.7,85.26,134.89,10.79,37.54,63.475,761.7,59.51,54.44,52.31,56.85,48.35,50.09,49.50,54.65,58.84,65.65,59.10,56.92,55.52,13.63,10.27,7.02,5.05,1.46,12.32,13.36,19.56,23.01,22.74,26.40,22.59,14.78444444,582.3401241,240.6362316,118.2139514,78.7434986,28.69594295,400.5938182,694.0933507,1556.995314,2610.723896,2937.396521,2842.021138,1643.863754
NLA06608-1349,82.30,54.06,42.85,41.60,46.84,69.02,87.14,121.15,149.66,151.41,138.38,110.53,91.24,38.57,53.44,93.72,45.6,41.6,21.06,44.41,36.75,162.69,211.98,114.3,181.28,87.11666667,1045.4,56.28,60.09,66.41,62.26,56.65,53.26,49.86,53.20,60.31,64.49,62.22,65.22,59.19,25.20,20.32,20.87,19.18,17.27,21.75,23.20,26.14,28.60,29.86,30.60,29.07,24.33722222,2073.661327,1098.410239,894.1754787,797.8773551,808.7191602,1501.176474,2021.292931,3166.853942,4280.832073,4520.564759,4234.90212,3212.882256
NLA06608-1354,31.72,13.21,9.49,9.03,13.24,23.57,40.26,69.00,100.94,128.73,103.17,58.07,50.04,93.29,25.82,14.84,23.38,25.25,69.89,51.52,69.76,80.03,53.79,6.1,35.49,45.76333333,549.16,51.74,45.75,47.78,47.23,57.90,40.29,46.62,39.63,36.18,29.63,30.22,35.01,42.33,8.63,4.10,1.65,-1.38,-1.71,8.19,8.42,15.80,20.48,27.87,24.40,18.50,11.24638889,273.7666248,54.21969454,15.62967407,-12.4949178,-22.59998891,193.0684965,338.8353387,1090.392135,2067.689469,3588.095735,2517.720696,1074.099232
NLA06608-1355,36.83,18.18,10.54,9.29,13.01,25.23,44.34,78.85,113.83,129.01,105.39,64.99,54.12,107.42,70.24,103.71,104.87,44.39,67.42,115.54,50.87,78.38,131.4,214.99,35.23,93.705,1124.46,60.57,65.04,69.79,72.59,68.61,58.02,54.64,47.59,53.78,55.85,64.09,55.29,60.49,11.35,7.44,2.93,-0.56,-7.44,7.84,9.98,20.21,23.68,23.57,24.75,21.62,12.11388889,417.9978341,135.2064308,30.909208,-5.232867553,-96.7965204,197.8593699,442.6767337,1593.304416,2695.072112,3040.408488,2608.738948,1405.176615
NLA06608-1356,51.72,28.58,18.24,16.86,22.49,39.21,62.20,100.96,134.87,163.46,136.86,87.44,71.91,79.45,166.23,117.85,108.7,50.49,33.02,73.58,132.61,143.23,184.09,71.33,142.32,108.575,1302.9,56.98,55.96,60.19,63.59,56.37,52.05,54.31,64.33,69.54,69.30,59.64,64.76,60.58,18.20,13.75,8.63,4.47,6.52,17.60,15.82,23.20,26.06,27.72,30.88,25.71,18.21361111,941.2013842,392.9995438,157.4148678,75.36285453,146.624055,689.942266,984.185209,2342.345312,3515.089311,4530.47764,4226.585217,2248.368827
NLA06608-1358,26.11,11.38,5.92,5.33,7.46,15.24,31.72,62.06,91.22,109.14,86.86,48.40,41.74,85.18,43.83,97.52,48.65,34.63,58.67,78.25,85.12,81.58,36.91,40.38,146.03,69.72916667,836.75,57.88,65.53,79.64,68.49,55.20,54.37,46.14,47.85,52.88,55.30,53.07,59.52,57.99,6.07,2.35,-3.59,-7.36,-11.89,0.17,5.29,15.62,20.30,21.21,20.90,16.47,7.126944444,158.4875543,26.78550351,-21.25877807,-39.21526072,-88.75747761,2.540648,167.7815334,969.1094127,1851.667687,2314.803194,1815.095646,797.0318512
NLA06608-1359,37.03,18.45,11.45,10.07,13.97,25.26,44.05,77.97,112.23,127.19,104.47,64.84,53.91,135.92,43.89,106.87,123.44,54.7,144.41,94.46,42.78,77.05,93.93,119.82,69.87,92.26166667,1107.14,58.35,64.06,62.49,68.31,66.18,58.72,55.93,48.38,51.88,57.00,60.12,52.75,58.68,11.94,7.48,4.19,1.23,-6.88,8.18,10.04,20.21,23.63,23.29,25.65,22.00,12.58138889,442.0961951,138.0859015,47.95286587,12.4178623,-96.08481639,206.6945515,442.1467822,1575.672893,2652.044523,2962.657171,2680.000398,1426.633776
NLA06608-1360,34.76,16.25,10.72,10.67,14.84,25.25,44.13,73.46,112.57,144.55,111.36,64.87,55.29,35.79,1.57,51.27,12.79,15.4,41.78,91.72,88.64,112.21,78.41,61.03,25.05,51.305,615.66,44.46,41.68,47.79,62.55,66.31,47.95,54.68,48.90,49.66,49.41,50.71,43.52,50.64,12.09,6.39,1.44,-5.46,-2.18,10.61,9.79,18.86,22.59,26.71,27.09,21.79,12.47583333,420.1374043,103.8845061,15.39536597,-58.29416549,-32.39300753,267.9992541,432.0606113,1385.383781,2543.407673,3860.422227,3016.41806,1413.53665
NLA06608-1364,48.64,26.91,19.45,17.97,22.51,39.21,58.42,89.07,126.56,144.18,120.78,82.16,66.32,99.45,127.47,74.29,100.22,46.98,58.88,96.44,33.48,51.41,109.49,58.89,50.1,75.59166667,907.1,61.73,61.33,61.52,60.27,53.68,49.75,54.06,49.50,49.56,61.74,49.09,54.02,55.52,16.04,11.27,8.50,6.86,4.86,16.60,15.27,22.73,26.74,26.53,30.62,25.33,17.61222222,780.2442743,303.1468821,165.3969931,123.2985461,109.481259,650.9587412,891.8681632,2024.948865,3384.529026,3824.591457,3697.744756,2080.862411
NLA06608-1365,30.26,16.59,10.10,8.41,10.61,19.64,37.22,66.92,97.15,109.69,94.70,54.22,46.29,156.27,76.47,78.86,96.35,62.89,103.79,100.42,28.47,89.63,96.92,64.03,92.2,87.19166667,1046.3,67.54,66.16,65.25,69.41,67.53,59.63,60.67,48.55,58.20,63.47,64.20,61.87,62.71,9.52,7.14,2.68,-2.14,-7.86,0.24,6.28,15.79,20.86,21.27,21.83,19.10,9.5575,287.9510841,118.5389949,27.02561008,-17.97832614,-83.39271019,4.647680827,233.6049926,1056.480927,2026.469461,2332.687925,2066.986425,1035.583588
NLA06608-1367,29.90,11.77,6.63,5.92,9.18,18.41,37.72,77.62,113.39,127.89,102.68,57.99,49.93,7.61,8.27,29.07,5.85,36.01,76.9,106.63,66.87,92.03,32.48,105.1,73.22,53.33666667,640.04,56.21,57.60,71.11,75.29,78.23,76.76,60.81,55.62,61.42,61.40,72.36,58.42,65.44,8.70,2.54,-1.78,-7.07,-10.95,2.71,6.72,17.79,21.89,24.47,21.49,18.65,8.7625,260.0727644,29.94295836,-11.77426208,-41.83004668,-100.4879836,49.82531335,253.3831133,1381.203692,2481.632613,3129.031969,2206.547426,1081.35643
NLA06608-1368,59.05,31.10,21.31,20.87,27.48,44.48,69.74,105.49,140.29,170.30,152.76,98.61,78.46,101.27,97.91,87.54,87.37,12.5,86.31,61.42,214.1,313.51,140.84,23.86,39.65,105.5233333,1266.28,51.78,57.22,60.97,68.03,58.06,56.00,61.30,67.84,67.73,65.49,57.33,60.38,61.01,20.22,14.53,9.79,5.39,8.79,17.83,16.39,23.21,26.38,27.76,30.15,26.49,18.91166667,1194.176084,451.8335399,208.5054814,112.5041495,241.4543929,793.153122,1143.236132,2448.809585,3701.273246,4726.93452,4606.263907,2612.131827
NLA06608-1369,45.54,26.63,19.17,17.75,22.36,36.82,58.67,89.81,127.86,145.56,121.55,77.36,65.76,99.3,137.51,49.72,95.25,59.49,70.12,103.45,25.31,95.86,83.76,23.27,33.49,73.04416667,876.53,58.42,55.11,48.86,51.94,38.85,43.11,42.78,49.94,56.31,55.82,50.01,49.35,50.04,15.74,12.60,10.09,8.12,5.25,14.93,16.39,21.80,25.67,26.69,30.03,25.07,17.69916667,717.0090678,335.5680258,193.4477402,144.1688421,117.4083698,549.7647922,961.8656859,1957.844135,3281.737177,3884.478642,3650.50061,1939.556977
NLA06608-1370,32.04,16.37,9.90,8.80,11.90,20.87,37.44,71.93,104.68,118.23,95.44,57.81,48.78,134.11,67.17,86.8,56.25,34.94,89.22,86.27,55.11,65.48,52.62,84.91,38.45,70.94416667,851.33,62.43,64.79,74.08,69.13,61.00,53.90,53.49,44.61,53.66,59.17,59.84,56.61,59.39,9.27,6.19,2.15,-1.77,-5.78,5.29,8.13,17.77,21.81,22.32,22.69,19.94,10.66805556,297.0897707,101.267536,21.30866164,-15.57350041,-68.76154075,110.4774141,304.2586374,1278.363192,2283.032196,2638.40153,2165.965018,1152.601241
NLA06608-1372,55.11,26.96,18.34,16.94,22.54,39.22,62.10,100.66,142.96,173.31,145.27,92.97,74.70,72.64,24.99,61,35.36,18.95,132.91,57.94,206.86,296.03,93.61,196.75,35.87,102.7425,1232.91,52.28,55.98,61.74,68.30,62.41,57.76,62.27,71.51,66.96,62.98,57.59,61.76,61.80,18.64,12.52,6.82,3.11,5.58,16.38,15.10,22.22,25.77,28.05,30.18,25.70,17.50611111,1027.240465,337.5855115,125.0525089,52.61869756,125.786765,642.3248667,937.9120763,2237.016512,3684.027145,4861.883364,4384.785051,2389.122837
NLA06608-1375,36.99,19.58,12.14,10.68,13.95,25.25,44.12,78.12,112.50,127.62,104.63,64.86,54.20,133.81,49.44,87.5,109.81,33.24,136.35,88.5,51.65,58.36,88.55,134.89,67.46,86.63,1039.56,59.81,64.24,61.60,66.44,65.93,55.53,53.48,46.84,50.69,54.66,60.66,52.52,57.70,12.02,7.93,4.64,1.65,-6.27,8.35,10.52,20.53,23.93,23.74,25.83,22.19,12.92027778,444.5243426,155.3583001,56.29774362,17.58406832,-87.51413547,210.7746173,464.1572332,1603.472937,2691.867001,3029.687167,2702.526517,1439.551214
NLA06608-1376,42.42,21.58,13.59,12.63,17.18,32.46,52.36,86.05,123.08,139.88,115.96,73.00,60.85,118.3,92.53,104.12,90.8,64.93,58.87,91.29,94.41,81.64,36.98,49.91,97.32,81.75833333,981.1,53.48,57.21,61.22,63.19,54.80,53.07,48.51,56.22,57.96,57.19,47.85,54.29,55.41,14.03,9.81,5.83,2.14,0.43,13.74,13.44,22.08,24.78,25.81,29.95,23.39,15.45305556,595.3103488,211.8023509,79.21470524,27.03200706,7.331275093,445.8737379,703.5664806,1900.180093,3050.043326,3610.411202,3473.241462,1707.730457
NLA06608-1377,19.25,9.59,6.85,7.40,10.27,16.24,24.63,42.33,58.32,74.42,63.19,35.42,30.66,86.84,94.01,66.26,44.09,101.16,90.64,97.77,166.45,115.2,38.12,21.61,74.04,83.01583333,996.19,51.87,51.31,50.74,54.97,55.92,51.26,47.99,44.38,37.69,29.80,28.45,40.20,45.38,2.83,-1.76,-4.19,-6.44,-2.52,1.33,3.12,7.77,12.12,19.37,15.61,9.63,4.738611111,54.40894069,-16.84886105,-28.74333039,-47.68476269,-25.8408414,21.54171551,76.92001348,328.9078451,706.640256,1441.22829,986.6099058,341.0902472
NLA06608-1380,35.47,18.26,13.11,12.93,17.39,26.99,40.54,66.16,94.29,107.30,89.45,60.42,48.53,33.05,1.71,38.34,6.81,6.01,13.6,14.56,43.99,60.65,66.24,46.22,31.62,30.23333333,362.8,36.32,28.08,41.34,47.87,34.35,28.25,34.09,37.72,35.69,41.80,36.85,37.30,36.64,13.52,9.20,1.79,-1.64,4.77,10.26,11.13,16.78,21.80,24.33,25.70,21.48,13.25888889,479.4002934,167.9778228,23.43067541,-21.24591552,82.892238,276.8713319,451.2265945,1110.167166,2055.589384,2610.701697,2299.247988,1297.841791
NLA06608-1383,29.82,12.42,6.54,5.85,9.13,18.40,40.28,78.11,114.27,137.14,103.17,58.07,51.10,15.71,13.37,32.61,4.59,42.19,64.75,79.94,47.08,67.96,25.63,96.43,109.49,49.97916667,599.75,54.90,58.62,71.80,71.86,70.55,72.30,53.53,49.13,54.06,56.15,66.07,58.02,61.42,8.86,3.18,-1.78,-6.69,-10.74,2.59,8.20,18.88,23.10,25.27,22.36,19.19,9.369444444,264.0667775,39.49309098,-11.62499224,-39.13203631,-98.01024467,47.70685627,330.3120064,1474.908885,2639.667261,3465.152278,2307.251489,1114.361016
