"","COMID","X.x","SITE_ID","VISIT_NO","LONdd_use","LATdd_use","X.y","CatAreaSqKm","WsAreaSqKm","CatPctFull","WsPctFull","inStreamCat","BFICat","BFIWs","X.x","ElevWs","ElevCat","X.y","PctCarbResidWs","PctNonCarbResidWs","PctAlkIntruVolWs","PctSilicicWs","PctExtruVolWs","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctEolCrsWs","PctEolFineWs","PctSalLakeWs","PctAlluvCoastWs","PctCoastCrsWs","PctWaterWs","PctCarbResidCat","PctNonCarbResidCat","PctAlkIntruVolCat","PctSilicicCat","PctExtruVolCat","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctEolCrsCat","PctEolFineCat","PctSalLakeCat","PctAlluvCoastCat","PctCoastCrsCat","PctWaterCat","X.x","OmWs","PermWs","RckdepWs","WtDepWs","OmCat","PermCat","RckdepCat","WtDepCat","X.y","AvgWetIndxWs","AvgWetIndxCat","X.x","CanalDensWs","CanalDensCat","X.y","DamDensWs","DamNIDStorWs","DamNrmStorWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","X.x","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","X.y","RdDensWs","RdDensCat","X","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","PctNoDataCat_2002","PctIrrigated.AgLandCat_2002","PctNoDataCat_2007","PctIrrigated.AgLandCat_2007","PctNoDataCat_2012","PctIrrigated.AgLandCat_2012","PctNoDataWs_2002","PctIrrigated.AgLandWs_2002","PctNoDataWs_2007","PctIrrigated.AgLandWs_2007","PctNoDataWs_2012","PctIrrigated.AgLandWs_2012"
"637",15372044,546,"NLA06608-1055",1,-81.4692824,39.9208141,9483,0.4068,0.4068,100,100,0,32,32,9483,256.22050885,256.22050885,9483,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,9483,0.357345132743363,1.59265486725664,142.903097345133,92.7470796460177,0.357345132743363,1.59265486725664,142.903097345133,92.7470796460177,9483,551.949115044248,551.949115044248,9483,0,0,9483,2.45821042281,939967.551622,557916.224189,2.45821042281,939967.551622,557916.224189,9483,0,0,0,0,0,0,9483,1.94982631438496,1.94982631438496,9483,1021.92488868,16.8981745391,10.9077652661,4.91183435073,1021.92488868,16.8981745391,10.9077652661,4.91183435073,100,0,100,0,100,0,100,0,100,0,100,0
"638",15429940,22,"NLA06608-0031",1,-81.52247236,39.77597099,256078,2.5758,12.1401,100,100,1,32,31.7219215657202,256078,289.234247906,268.738529001,256078,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,256078,0.754628956927867,4.00911705834384,103.76589739788,154.372542812662,0.842019566736548,4.74830188679245,105.544905660377,146.089811320755,256078,318.467566165023,348.51642208246,256078,0,0,256078,0.16474328877,277957.449774,67322.6619221,0.388228899759,1288646.12159,309830.561379,256078,0,0,0,0,0,0,256078,2.18453781292164,2.13009669945842,256078,1003.38200492,29.3529984341,10.863316513,-6.95091557465,999.507768973,29.4369319746,10.9668598811,-6.79175411782,100,0,100,0,100,0,100,0,100,0,100,0
"639",15444631,392,"NLA06608-0753",1,-79.3203861,42.3442113,256113,4.527,15.4548,100,100,1,42,41.7581528068949,256113,433.095610296,443.420848907,256113,0,0,0,0,0,0,0,69.1998602375961,0,0,0,0,0,0,0,30.8001397624039,0,0,0,0,0,0,0,0,0,54.2743538767396,0,0,0,0,0,0,0,45.7256461232604,0,0,256113,1.12804274400186,10.7333152806895,142.524868972746,111.760076286979,1.47278926441352,12.0525487077535,134.022242544732,118.17892445328,256113,512.73381085488,539.180516898608,256113,0,0,256113,0,0,0,0,0,0,256113,0,0,0,0,0,0,256113,2.44273997376543,2.80648815117296,256113,1224.24569675,26.3609421075,8.07707259871,-9.47435359626,1232.49724393,26.3542942742,8.0012064566,-9.50978123247,100,0,100,0,100,0,100,0,99.56907,0.4309341,100,0
"640",15447630,235,"NLA06608-0433",1,-73.36140792,44.67386066,336874,1701.1575,21263.7429,63.1080720039,93.5115750482,1,48.2760516174248,48.7698501919193,336874,304.782033288,55.8559100454,336874,0,0,0,0,0,0,0,25.9532795345335,45.8783739037762,6.09018752815695,14.7774668700902,0.71222088858147,0,0,0,0.140673975830839,0,6.44779729901904,0,0,0,0,0,0,0,14.2462969075215,0,5.32965774601379,12.6356453383803,3.73054150360023,0,0,0,0,0,64.0578585044803,336874,2.44517414703816,8.03304750278908,121.827205114203,115.381216601063,7.71304087769601,7.36481089883967,128.997504909248,86.6913416076015,336874,501.819617088233,1273.4968401047,336874,0.00147857318196,0,336874,0.0122167814739,185175.044727,171822.917075,0.00092943732767,137.573082592,34.393270648,336874,0.0093511166837,176433.384147,163761.973043,0,0,0,336874,1.34992523269517,1.08957485508496,336874,1098.7661673,25.882734769,6.35096168804,-14.2418591953,943.327636889,26.9740649715,7.3129326449,-13.1593680382,99.98471,0.01528959,99.9636,0.03639875,99.97339,0.02661129,99.98037,0.0196306,99.97932,0.0206845,99.97159,0.02840892
"641",15466103,516,"NLA06608-0993",1,-74.4447578,44.1540395,348832,4.8456,7.3647,100,100,1,57.0702080237741,57.1683978980814,348832,634.90620066,628.608233655,348832,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,348832,2.13849566173775,5.94200782109251,111.522706831235,119.595748502994,2.03878157503715,5.77173848439822,110.13191679049,121.501307578009,348832,439.81583771233,474.810921248143,348832,0,0,348832,0.135782856057,66156.747729,36846.7962035,0.206372791811,100549.900941,56002.4764735,348832,0,0,0,0,0,0,348832,0.494243025594525,0.494347074890416,348832,1166.92947797,24.213088069,4.97983671548,-16.0146769471,1163.83809411,24.1390044058,5.00148185667,-16.0852713955,100,0,100,0,100,0,100,0,100,0,100,0
"642",15585938,207,"NLA06608-0367",1,-81.2208946,41.3649693,349936,19.4463,93.7125,100,100,1,37.053177211089,37.3800144057623,349936,361.060360432,351.919384459,349936,0,0,0,0,0,0,15.075150060024,33.4405762304922,0,51.4842737094838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0309621881797,0,66.9690378118202,0,0,0,0,0,0,0,0,349936,1.57303548619448,4.10134232893157,147.181279711885,79.4095456422569,1.16173601147776,3.99701902161337,148.516408108483,83.5467940945064,349936,561.518588235294,785.117415652335,349936,0.0678671468587,0,349936,0.0106709350407,2474.52837135,1237.26418567,0,0,0,349936,0,0,0,0,0,0,349936,2.0364860477503,1.49578734650345,349936,1050.153899,27.9052963692,9.42930884956,-7.69479942537,1050.06809059,27.9916276813,9.46020760744,-7.65957776239,100,0,100,0,100,0,100,0,100,0,100,0
"643",15586018,697,"NLA06608-1391",1,-81.3860772,41.3286788,349947,4.3452,19.566,100,100,1,43,42.9411683532659,349947,316.476646274,310.929444905,349947,0,0,0,0,0,0,56.8445262189512,0,0,43.1554737810488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3421706710853,0,0,83.6578293289147,0,0,0,0,0,0,0,0,349947,1.73921435142594,3.44085648574057,139.63276448942,51.0299356025759,1.77,3.42,139.44,50.36,349947,573.910947562097,811.694490472245,349947,0,0,349947,0.0511090667484,100867.218645,50433.6093223,0.230139003958,454194.973764,227097.486882,349947,0,0,0,0,0,0,349947,4.99789315400184,3.65924203148302,349947,1017.11675687,28.2006809269,9.87924297203,-7.55244249485,1016.36400399,28.280157307,9.92360181106,-7.45917568103,100,0,100,0,100,0,100,0,100,0,100,0
"644",15586756,332,"NLA06608-0623",1,-81.34450481,41.05750722,350008,2.4912,14.22,100,100,1,45.6820809248555,43.551582278481,350008,340.598123418,341.475650289,350008,0,0,0,0,0,0,0,24.6835443037975,0,75.3164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,350008,3.35919873417722,6.11914303797468,146.556651898734,99.8277303797468,6.01072976878613,8.74839595375722,141.668829479769,115.487471098266,350008,542.956139240506,540.277456647399,350008,0,0,350008,0,0,0,0,0,0,350008,0,0,0,0,0,0,350008,2.23805339431646,2.08213716887644,350008,984.950462956,28.2696958808,10.0487191578,-7.29279763158,977.495441149,28.2597541547,10.0489669659,-7.28291197525,100,0,100,0,100,0,100,0,100,0,100,0
"645",15603972,176,"NLA06608-0303",1,-82.7290152,41.08846075,350087,5.1894,35.5419,100,100,1,22,21.8829606745841,350087,274.595724342,262.185724939,350087,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,350087,0.399705502519561,1.44601883973564,152.4,56.7465351599099,0.4,1.45,152.4,56.92,350087,500.972879896685,570.318418314256,350087,0,0,350087,0.0844074177239,39286.0077824,13326.7022866,0.192700504875,30899.988438,18064.6086253,350087,0.0562716118159,34774.3637791,10689.1257924,0,0,0,350087,4.57471048676914,4.1470918569719,350087,1025.04234716,29.0635286412,9.75268179894,-7.97902308855,1015.02299604,29.1659909211,9.77966561502,-7.93066257045,100,0,100,0,100,0,100,0,100,0,100,0
"646",15676403,835,"NLA06608-1835",1,-84.92317079,41.57991404,205509,0.4518,0.4518,100,100,0,44,44,205509,309.793406375,309.793406375,205509,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,205509,2.43,1.45,152.4,81.53,2.43,1.45,152.4,81.53,205509,491.918326693227,491.918326693227,205509,0,0,205509,0,0,0,0,0,0,205509,0,0,0,0,0,0,205509,1.37500907937849,1.37500907937849,205509,971.708540958,14.8221304844,9.30170381781,3.77767912373,971.708540958,14.8221304844,9.30170381781,3.77767912373,100,0,100,0,100,0,100,0,100,0,100,0
"647",15677567,205,"NLA06608-0363",1,-85.31406375,41.94278644,350272,10.467,381.9069,100,100,1,75.9638865004299,70.6996684270433,350272,286.212551863,261.527938091,350272,0,0,0,0,0,0,0,38.0792805785913,0,61.9207194214087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00859845227858985,0,99.9914015477214,0,0,0,0,0,0,0,0,350272,5.7650571827846,11.9922902335622,152.399682448785,82.8644348531016,0.769029234737747,26.336263972485,152.388413585555,155.367773860705,350272,676.92671224322,895.864144453998,350272,0,0,350272,0.00261843920599,14130.3417142,7751.50174035,0.095538358651,515570.364001,282827.171109,350272,0,0,0,0,0,0,350272,1.59152355004819,3.78523542987102,350272,964.927583083,28.7625352591,9.26198759517,-8.8514774401,979.320533525,28.9595011353,9.38082441195,-8.69772983594,81.32416,18.67584,87.7816,12.2184,90.50731,9.492691,73.83496,26.16504,80.28755,19.71245,84.71724,15.28276
"648",15820095,970,"NLA06608-2831",1,-85.79186,34.14749,354620,26.0487,13686.8823,100,100,1,40.7000310956017,50.9492387612627,354620,323.594843453,207.798544035,354620,42.0549674778748,38.323653882813,0,7.98459485546975,0,10.06000468054,0,0,0,0,0,0,0,0,0,0,0,1.57677910330244,61.8871575164979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.112842483502,354620,0.468276539438935,4.59441704507197,120.466699551777,161.742478699357,0.444639145159407,4.78209845469445,122.035785530321,170.584941465699,354620,401.003466479726,862.694744843313,354620,0.000291520005253,0,354620,0.0387962713758,137713.451779,117400.399293,0,0,0,354620,0.0273254340764,90867.1669376,72160.8848935,0,0,0,354620,2.28891469961132,2.12462012348409,354620,1382.75627562,31.354082627,15.2410010443,-1.1672640691,1417.63579902,32.5924159869,15.626561857,-0.505628304927,100,0,100,0,100,0,99.87367,0.1263312,99.87551,0.12449,99.8506,0.1493985
"649",15907149,77,"NLA06608-0130",1,-111.0870104,31.4013844,314948,2.2131,35.5446,100,96.9944801742,1,21,20.294959145848,314948,1367.05643794,1229.10124847,314948,0,27.1673645819316,0,72.832635418088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31801545343636,0,97.6819845465637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314948,0.219700719120135,6.09405407554672,66.9014791252485,178.255744996687,0.156006506710045,9.65490036600244,117.817161447743,176.810605937373,314948,231.265818367292,286.214314762098,314948,0,0,314948,0.0298362851954,45635.0517179,35882.3995363,0.451854864218,691118.883015,543420.089467,314948,0,0,0,0,0,0,314948,0.519098835001721,0.731571965294835,314948,500.073415653,33.282508673,16.7209858919,0.526831919735,469.496465161,34.3171215096,16.8487823296,-1.04087028175,100,0,100,0,100,0,100,0,100,0,100,0
"650",15994746,790,"NLA06608-1675",1,-106.4529904,40.7073292,278631,7.938,7.938,100,100,1,55.4825396825397,55.4825396825397,278631,2529.66261678,2529.66261678,278631,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278631,0.623174603174603,1.7512380952381,145.097931972789,176.839292517007,0.623174603174603,1.7512380952381,145.097931972789,176.839292517007,278631,632.013945578231,632.013945578231,278631,0.506424792139,0.506424792139,278631,0.125976316453,698630.143613,578358.851096,0.125976316453,698630.143613,578358.851096,278631,0.125976316453,698630.143613,578358.851096,0.125976316453,698630.143613,578358.851096,278631,1.44100842868481,1.44100842868481,278631,577.638073952,24.708707024,3.21929736532,-15.0741612323,577.638073952,24.708707024,3.21929736532,-15.0741612323,96.98413,3.015873,89.63719,10.36281,97.5737,2.426304,96.98413,3.015873,89.63719,10.36281,97.5737,2.426304
"651",16000330,340,"NLA06608-0635",1,-105.1266943,40.33707955,59940,10.0143,14.0094,100,100,0,60.1727329918217,60.4317743800591,59940,1609.18594372,1584.58767233,59940,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59940,0.648051522549146,4.42052100732365,84.3482994989079,155.683070795323,0.587433270423295,3.53109373595758,97.1136856295497,144.833141008358,59940,633.568032892201,728.112069740271,59940,0.473253672534,0.662053263833,59940,0,0,0,0,0,0,59940,0,0,0,0,0,0,59940,2.34120150220994,2.28805872317786,59940,409.044440016,17.6181076393,9.58343307247,1.54349853102,404.903572884,17.7310184281,9.63857641287,1.54034302944,98.70585,1.294149,92.68446,7.315539,100,0,99.07491,0.9250932,94.77065,5.229346,100,0
"652",16012574,275,"NLA06608-0503",1,-97.0587407,43.57475963,18121,0.8748,0.8748,100,100,0,27.8456790123457,27.8456790123457,18121,487.435308642,487.435308642,18121,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,18121,0.72,2.08,152.4,145.31,0.72,2.08,152.4,145.31,18121,683.039094650206,683.039094650206,18121,0,0,18121,0,0,0,0,0,0,18121,0,0,0,0,0,0,18121,0.580081117496913,0.580081117496913,18121,664.000647462,13.4991029202,7.51414456289,1.52379401893,664.000647462,13.4991029202,7.51414456289,1.52379401893,100,0,100,0,100,0,100,0,100,0,100,0
"653",16031074,1000,"NLA06608-3484",1,-100.6121,42.62695,269764,13.0437,79.9218,100,100,1,77.3420961843649,78.6980586022837,269764,889.714593027,884.840170427,269764,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,269764,0.49,31.81,152.4,122.3,0.49,31.81,152.4,122.3,269764,752.511508749803,809.033740426413,269764,0,0,269764,0,0,0,0,0,0,269764,0,0,0,0,0,0,269764,0.177799601172271,0.0740342591561443,269764,569.153862874,30.9013284226,8.9781371766,-11.8585739825,565.590866153,30.8999996185,8.9661073145,-11.902352498,100,0,100,0,100,0,100,0,100,0,100,0
"654",16031138,630,"NLA06608-1244",1,-100.4927777,42.5650997,269770,6.4512,35.3844,100,100,1,79.9154575892857,79.6362040899379,269770,887.236312697,881.416145368,269770,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,269770,0.49,31.81,152.4,122.3,0.49,31.81,152.4,122.3,269770,738.413521212738,692.556780133929,269770,0,0,269770,0,0,0,0,0,0,269770,0,0,0,0,0,0,269770,0.69197783774036,1.08509043792132,269770,565.407150783,30.9079938498,8.9282727018,-12.0174942152,564.245130377,30.8894387524,8.9012500234,-12.1008792827,100,0,100,0,100,0,100,0,100,0,100,0
"655",16031172,860,"NLA06608-1948",1,-100.645836,42.5334733,269773,7.1541,7.1541,100,100,1,80,80,269773,902.530717071,902.530717071,269773,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,269773,0.49,31.81,152.4,122.3,0.49,31.81,152.4,122.3,269773,747.142407850044,747.142407850044,269773,0,0,269773,0,0,0,0,0,0,269773,0,0,0,0,0,0,269773,0.164654830722103,0.164654830722103,269773,569.845819958,30.8951688037,8.99180138956,-11.85747879,569.845819958,30.8951688037,8.99180138956,-11.85747879,100,0,100,0,100,0,100,0,100,0,100,0
"656",16031186,481,"NLA06608-0924",1,-100.5913352,42.53266913,30218,2.1897,2.1897,100,100,0,80,80,30218,903.564944513,903.564944513,30218,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,30218,0.49,31.81,152.4,122.3,0.49,31.81,152.4,122.3,30218,581.589395807645,581.589395807645,30218,0,0,30218,0,0,0,0,0,0,30218,0,0,0,0,0,0,30218,0.69265135188245,0.69265135188245,30218,565.129785027,16.1336714082,8.97710512187,1.81683354044,565.129785027,16.1336714082,8.97710512187,1.81683354044,100,0,100,0,100,0,100,0,100,0,100,0
"657",16031228,129,"NLA06608-0220",1,-100.5300766,42.50469691,30207,4.59,8.2971,100,100,0,80,80,30207,902.17827964,899.955621569,30207,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,30207,0.49,31.81,152.4,122.3,0.49,31.81,152.4,122.3,30207,659.175615576527,668.750588235294,30207,0,0,30207,0,0,0,0,0,0,30207,0,0,0,0,0,0,30207,0.0942951302451459,0.139336934931176,30207,561.711664036,16.1330823918,8.93307807206,1.72724151784,561.201600916,16.1323450171,8.9260804311,1.71336167845,100,0,100,0,100,0,100,0,100,0,100,0
"658",16041236,30,"NLA06608-0044",1,-101.7024805,42.4048448,30878,50.4342,194.679,100,100,0,76.7550055319604,74.2701308307522,30878,1160.80058171,1126.93060013,30878,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,30878,0.381981554250844,31.9506894272109,150.985274837039,152.156739771624,0.466197937114101,30.6947035939898,146.939077054856,119.795238588101,30878,499.375830983311,520.101698847211,30878,0,0,30878,0,0,0,0,0,0,30878,0,0,0,0,0,0,30878,0.578552662877352,0.876614351531104,30878,490.159878096,15.7973673591,8.38242302765,0.962456249387,502.337419123,15.7925137567,8.4499886951,1.10177095554,100,0,99.64666833,0.353331668,100,0,100,0,99.80722112,0.192778882,99.90384171,0.096158291
"659",16051036,380,"NLA06608-0723",1,-102.0414043,42.92365358,269791,2.1168,67.7583,100,100,1,68,67.4824471688339,269791,1088.42587313,1071.06823129,269791,0,17.6165871930081,0,0,0,0,0,0,0,0,0,0,41.1213091237531,41.2621036832388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,269791,0.455893182089869,27.9568790096564,148.942838604274,152.9396442945,0.49,31.81,152.4,122.3,269791,532.334466773812,709.162414965986,269791,0,0,269791,0.0147583395687,23137.4323146,10685.8164978,0.472411186697,740624.092971,342050.623583,269791,0.0147583395687,23137.4323146,10685.8164978,0.472411186697,740624.092971,342050.623583,269791,0.507215563012207,0.700978160688775,269791,479.390135232,31.0944442881,8.34602457605,-12.2057591428,480.301726709,31.155485287,8.41033660026,-12.1999998093,100,0,98.08673,1.913265,98.08673,1.913265,99.25087,0.7491333,99.08616,0.9138364,99.61481,0.3851927
"660",16054724,836,"NLA06608-1836",1,-102.4533862,42.4071258,269823,6.0336,222.2577,100,100,1,69,70.3183358776771,269823,1190.61200645,1169.45709427,269823,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,269823,0.394643782169724,32.6528781592319,152.4,150.143898104461,0.539372016706444,32.2559665871122,152.4,114.647954952267,269823,621.055674561556,644.695554892601,269823,0,0,269823,0,0,0,0,0,0,269823,0,0,0,0,0,0,269823,0.830578548314862,1.43549397738962,269823,454.355993861,30.4030356217,8.42775377315,-11.9475984182,452.898554339,30.5739561293,8.4336759916,-11.9890960205,100,0,100,0,100,0,99.53959,0.4604115,99.36668,0.6333189,99.26302,0.7369823
"661",16123197,104,"NLA06608-0179",1,-101.0545158,44.3645622,270126,1.3608,45.729,100,100,1,39,34.2544971462311,270126,641.92267408,615.159623016,270126,0,0,0,0,0,0.415272584136981,0,0,0,0,0,0,0,99.584727415863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,270126,1.1669612281047,1.04286262546743,98.3439456799843,182.431217083251,1.15373015873016,0.968968253968254,95.695753968254,182.48753968254,270126,527.042530997835,478.472883597884,270126,0,0,270126,0.0656038837499,18611.8480614,10681.5823657,0.734861845973,453218.694885,271931.216931,270126,0.0656038837499,18611.8480614,10681.5823657,0.734861845973,453218.694885,271931.216931,270126,0.56760879608148,0.299153213935847,270126,455.524358709,31.7576716873,8.33557593997,-13.9895316674,469.832723547,31.9880951284,8.39783523446,-14.0843257185,100,0,100,0,100,0,100,0,100,0,99.73234,0.2676638
"662",16211916,377,"NLA06608-0718",1,-103.2176549,46.4774677,271130,2.0763,2.0763,100,100,1,17,17,271130,849.837186823,849.837186823,271130,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271130,1.68117035110533,5.85649328131773,98.6646857390551,179.511174685739,1.68117035110533,5.85649328131773,98.6646857390551,179.511174685739,271130,835.722583441699,835.722583441699,271130,0,0,271130,0,0,0,0,0,0,271130,0,0,0,0,0,0,271130,0.700949074594712,0.700949074594712,271130,365.51763498,28.8998262325,6.38597800113,-15.7301689751,365.51763498,28.8998262325,6.38597800113,-15.7301689751,100,0,100,0,100,0,100,0,100,0,100,0
"663",16630838,703,"NLA06608-1413",1,-81.738985,28.9161695,235890,39.7503,172.7595,100,100,0,70.2439830642788,69.0320231304212,235890,25.5318708031,21.0598972083,235890,13.0317001380532,0,0,0,0,0,0,0,0,0,0,21.0330546221771,0,0,0,0,55.7088901044516,10.2263551353182,0,0,0,0,0,0,0,0,0,0,0,51.1513120655693,0,0,0,0,5.1531686553309,43.6955192790998,235890,3.37939767132922,30.372955744836,130.492101377927,109.742325909718,4.15028573369258,18.7743364955736,91.3640881200897,26.7870301356216,235890,624.381917636946,793.318654198836,235890,0,0,235890,0,0,0,0,0,0,235890,0,0,0,0,0,0,235890,1.95861695205647,2.17045091684289,235890,1294.3104298,27.8552735937,21.6068292977,15.3530275923,1277.1892268,27.8879677864,21.7124344242,15.5318658255,98.41058,1.589422,99.63095,0.3690538,99.57208,0.4279213,99.04144,0.958558,99.18158,0.818421,97.66664,2.333359
"664",16631074,370,"NLA06608-0709",1,-81.6824558,28.8665437,362244,61.1928,61.1928,100,100,1,66.6030856571361,66.6030856571361,362244,30.9977528239,30.9977528239,362244,0,0,0,0,0,0,0,0,0,0,0,57.3096834921756,0,0,0,0,42.6903165078244,0,0,0,0,0,0,0,0,0,0,0,0,57.3096834921756,0,0,0,0,42.6903165078244,0,362244,2.34781283092128,32.3220602423815,144.916130132957,99.582588245676,2.34781283092128,32.3220602423815,144.916130132957,99.582588245676,362244,628.593834568773,628.593834568773,362244,0.402498333137,0.402498333137,362244,0,0,0,0,0,0,362244,0,0,0,0,0,0,362244,3.54678877132604,3.54678877132604,362244,1282.79016345,32.902220228,21.9152618846,8.48633072316,1282.79016345,32.902220228,21.9152618846,8.48633072316,97.10554,2.894458,96.66431,3.335687,96.93346,3.066537,97.10554,2.894458,96.66431,3.335687,96.93346,3.066537
"665",16632086,892,"NLA06608-2117",1,-81.62390666,28.62012601,362254,198.6606,361.0791,100,100,1,52.1686147127312,49.6235907866171,362254,30.4354141461,24.788274756,362254,0,0,0,0,0,0,0,0,0,0,0,26.706447423847,0,0,0,8.419263258383,31.071363587646,33.802925730124,0,0,0,0,0,0,0,0,0,0,0,15.2971449799306,0,0,0,0,23.3040673389691,61.3987876811003,362254,2.97164625476256,33.2266385944248,143.413992147625,122.244959128386,5.26347376355308,33.3652427510629,143.43543528376,118.38626715939,362254,970.095254474712,1205.4908441835,362254,0.0351446538999,0.047719578014,362254,0,0,0,0,0,0,362254,0,0,0,0,0,0,362254,3.85844928773501,1.99870992760517,362254,1262.13800484,33.0287217172,22.2533250665,9.1691051295,1263.62896171,33.0419349025,22.1586982908,9.06929431207,97.36017,2.639829,99.42057,0.5794304,99.42918,0.5708228,97.51046,2.489538,99.47632,0.5236803,99.27866,0.7213378
"666",16632718,245,"NLA06608-0453",1,-81.7702539,28.5733236,362267,31.6809,433.5921,100,100,1,50.2954745603818,48.3604735879644,362267,37.8090219794,41.5488332718,362267,0,0,0,0,0,0,0,0,0,0,0,8.44699430639995,0,0,0,0,91.5530056936,0,0,0,0,0,0,0,0,0,0,0,0,14.7069685520298,0,0,0,0,85.2930314479702,0,362267,9.57015338306913,32.2635588224787,145.227388825873,97.4071630836697,0.44600521320679,34.1487171349347,140.981455584138,150.110756689941,362267,722.230357287414,647.756029658248,362267,0.0591569818731,0,362267,0,0,0,0,0,0,362267,0,0,0,0,0,0,362267,2.48289070816097,6.2264609783813,362267,1255.94701379,33.0997257495,22.3928894748,9.32786468725,1264.46629349,33.001124951,22.2741516517,9.18319656831,99.13639,0.8636118,98.51425,1.485753,99.61933,0.380671,96.16497,3.835033,97.97102,2.028981,97.82468,2.175316
"667",16636112,806,"NLA06608-1733",1,-81.83982976,28.89574438,362278,393.9858,2131.6527,100,100,1,69.7351940095303,59.4701361999541,362278,29.2263141951,23.9089116232,362278,1.33556934485622,1.30715477244487,0,0,0,0,0,0,0,0,0,30.763060042567,0,0,0,4.50512412270535,48.8959904209537,13.1931012964729,7.22607261479982,0,0,0,0,0,0,0,0,0,0,36.3745596922529,0,0,0,15.080112024342,27.6686875516833,13.650568116922,362278,7.54901698969609,32.9520473018215,144.418184528248,106.682091660103,8.04909041415516,33.1517242076609,144.596818406896,103.694716728239,362278,743.037842046221,650.082951466779,362278,0.243627866772,0.202393081172,362278,0.00187647828373,53612.4648635,48173.158545,0,0,0,362278,0.000469119570932,50921.1655351,46291.9686683,0,0,0,362278,2.87129746681765,2.10987075785701,362278,1268.84255516,32.9831975973,21.9872815214,8.83797785023,1284.62181553,32.9408487064,21.5454211056,8.08879097964,98.84001,1.159991,98.41466,1.585336,98.051,1.949004,96.50969,3.490306,97.32713,2.67287,97.22605,2.773946
