SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,COMID2007,COMID2012,COMIDS2007,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,EVAL_NAME,NARS_NAME,PERIM_KM,RCHCODE,EVALSTAT,STATUS,RT_NLA12,SITEID_07,SITETYPE,SIZE_CLASS,STATE,STRATUM,WGT_ALL,WGT_CAT,XCOORD,YCOORD,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,TNT
NLA12_ND-110,1,6566,6/13/2012,PLNLOW,NPL,52.49487137,No,NLA07RVT,NLA07_RVT12,Include,53.55610752,21541462,21541462,21541462,621.61,Region_8,TargetSampleable,10,10110101,NATURAL,NATURAL,47.86474239,-101.5132965,Douglas Lake,NA,4.697763419,1.01E+13,TargetSampleable,Target_Sampled,T,NLA06608-1210,PROB,>50,ND,ND_NLA07RVT,53.55610752,ND_>4,-415480.4735,1168511.968,NA,T,T,Target
NLA12_ND-111,NA,NA,NA,PLNLOW,NPL,70.72456183,No,NLA07RVT,NLA07_RVT12,Include,53.55610752,21527494,21527494,21527494,672.26,Region_8,AccessDenied,10,10110101,NATURAL,NATURAL,48.71603564,-103.1429773,Willow Lake,Willow Lake,5.082473693,1.01E+13,AccessDenied,Target_Denied,NA,NLA06608-0384,PROB,>50,ND,ND_NLA07RVT,53.55610752,ND_>4,-531046.3643,1270194.624,NA,NA,NA,Target_Presumed
NLA12_ND-112,1,6217,5/15/2012,PLNLOW,NPL,1623.50865,No,NLA07RVT,NLA07_RVT12,Include,58.97169537,14684284,14684284,14684284,565.83,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,46.64003276,-99.58716111,Alkaline Lake,Alkaline Lake,29.68684099,1.01E+13,TargetSampleable,Target_Sampled,S,NLA06608-1091,PROB,>50,ND,ND_NLA07RVT,58.97169537,ND_>4,-275524.9069,1026248.484,NA,S,S,Target
NLA12_ND-113,1,8127,8/20/2012,PLNLOW,TPL,4.71553516,No,NLA07RVT,NLA07_RVT12,Include,1825.134963,14157416,14157416,14157416,625.92,Region_8,TargetSampleable,9,9010004,NATURAL,NATURAL,48.89570001,-99.71279981,Unnamed,NA,1.01158355,9.01E+12,TargetSampleable,Target_Sampled,R,NLA06608-1024,PROB,"(4,10]",ND,ND_NLA07RVT,1825.134963,ND_>4,-275447.3961,1275358.742,R,R,R,Target
NLA12_ND-114,1,7350,7/23/2012,PLNLOW,NPL,314.2060639,No,NLA07RVT,NLA07_RVT12,Include,58.97169537,14683488,14683488,14683488,525.31,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,46.83158041,-99.7647378,Alkaline Lake,Lake Etta,13.24282154,1.01E+13,TargetSampleable,Target_Sampled,S,NLA06608-0579,PROB,>50,ND,ND_NLA07RVT,58.97169537,ND_>4,-288317.174,1047973.78,NA,S,S,Target
NLA12_ND-115,1,6189,5/16/2012,PLNLOW,NPL,3.873222845,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,14681240,14681240,14681240,523.43,Region_8,TargetSampleable,10,10130103,MAN_MADE,RESERVOIR,46.82604195,-100.6342083,McDowell Dam,NA,1.340094477,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-354886.4163,1050303.547,NA,S,S,Target
NLA12_ND-115,2,6774,6/25/2012,PLNLOW,NPL,3.873222845,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,14681240,14681240,14681240,523.43,Region_8,TargetSampleable,10,10130103,MAN_MADE,RESERVOIR,46.82604195,-100.6342083,McDowell Dam,NA,1.340094477,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-354886.4163,1050303.547,NA,S,S,Target
NLA12_ND-116,NA,NA,NA,PLNLOW,NPL,5.300616834,No,NLA12NEW,NLA12_BASE,Include,50.62373399,21532582,21532582,21532582,675.9,Region_8,Nontarget-Ephemeral,10,10110101,NA,NA,48.25360448,-102.3618982,Unnamed,NA,0.961532511,1.01E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,50.62373399,ND_>4,-476473.8039,1215283.13,NA,NA,NA,NonTarget
NLA12_ND-117,1,6855,6/27/2012,PLNLOW,TPL,86.41607502,No,NLA12NEW,NLA12_BASE,Include,48.94956326,14425414,14425414,14425414,482.58,Region_8,Inaccessible-Barrier/Safety,9,9020310,NATURAL,NATURAL,48.52685326,-98.10353632,Waterloo Lake,Waterloo Lake,7.611377029,9.02E+12,Inaccessible-Barrier/Safety,Target_Inacc,NA,NA,PROB,>50,ND,ND_NLA12NEW,48.94956326,ND_>4,-156983.1039,1231153.503,NA,NA,NA,Target_Presumed
NLA12_ND-118,1,6476,6/7/2012,PLNLOW,NPL,23.9001928,No,NLA12NEW,NLA12_BASE,Include,14.22247897,14665989,14665989,14665989,599.05,Region_8,TargetSampleable,10,10130104,NATURAL,NATURAL,46.36786408,-99.39845029,Unnamed,NA,3.085035592,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",ND,ND_NLA12NEW,14.22247897,ND_>4,-262115.1207,995570.2906,NA,S,S,Target
NLA12_ND-119,1,6852,6/28/2012,PLNLOW,TPL,37.61191787,No,NLA12NEW,NLA12_BASE,Include,67.92349821,14276944,14276944,14276944,517,Region_8,TargetSampleable,9,9020202,NATURAL,NATURAL,47.73683911,-100.4387591,Unnamed,NA,2.347243402,9.02E+12,TargetSampleable,Target_Sampled,T,NA,PROB,"(20,50]",ND,ND_NLA12NEW,67.92349821,ND_>4,-335228.6928,1150172.094,NA,T,T,Target
NLA12_ND-120,NA,NA,NA,PLNLOW,NPL,2.410180271,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,11496384,11496384,11496384,527.48,Region_8,Nontarget-Ephemeral,10,10160002,NA,NA,47.19493808,-99.14136864,Unnamed,NA,0.641850866,1.02E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-239267.6108,1086424.239,NA,NA,NA,NonTarget
NLA12_ND-121,1,7212,7/10/2012,PLNLOW,NPL,21.45358755,No,NLA12NEW,NLA12_BASE,Include,14.22247897,14747044,167245755,14747044,599.32,Region_8,Inaccessible-Barrier/Safety,10,10160004,NATURAL,NATURAL,46.09322875,-98.99955002,Unnamed,NA,1.988793952,1.02E+13,Inaccessible-Barrier/Safety,Target_Inacc,NA,NA,PROB,"(20,50]",ND,ND_NLA12NEW,14.22247897,ND_>4,-232321.0421,964087.1081,NA,NA,NA,Target_Presumed
NLA12_ND-122,NA,NA,NA,PLNLOW,NPL,3.78535953,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,21528844,21528844,21528844,684.73,Region_8,Nontarget-Ephemeral,10,10110101,NA,NA,48.52316479,-102.3373622,Unnamed,NA,0.80660597,1.01E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-472661.0454,1244775.846,NA,NA,NA,NonTarget
NLA12_ND-123,NA,NA,NA,PLNLOW,TPL,4.831793264,No,NLA12NEW,NLA12_BASE,Include,98.69635068,14172165,14172165,14172165,465.17,Region_8,Nontarget-TooShallow,9,9010003,NA,NA,48.10453407,-100.3176392,Unnamed,NA,0.91112205,9.01E+12,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,98.69635068,ND_>4,-324245.6374,1190268.065,NA,NA,NA,NonTarget
NLA12_ND-124,NA,NA,NA,PLNLOW,TPL,2.207197424,No,NLA12NEW,NLA12_BASE,Exclude,246.063302,14292759,14292759,14292759,444.48,Region_8,Nontarget-TooShallow,9,9020201,NA,NA,48.41743312,-99.21399388,Unnamed,NA,0.55495622,9.02E+12,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,246.063302,"ND_(1,4]",-240235.6619,1221434.418,NA,NA,NA,NonTarget
NLA12_ND-125,NA,NA,NA,PLNLOW,NPL,13.41946454,No,NLA12NEW,NLA12_BASE,Include,23.47027919,14683860,14683860,14683860,602.88,Region_8,Nontarget-TooShallow,10,10130103,NA,NA,46.74886851,-99.37605468,Unnamed,NA,2.872970822,1.01E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-258888.9707,1037702.206,NA,NA,NA,NonTarget
NLA12_ND-126,1,6654,6/19/2012,PLNLOW,NPL,13.18466442,No,NLA12NEW,NLA12_BASE,Include,23.47027919,14043719,14043719,14043719,737.04,Region_8,TargetSampleable,9,9010001,NATURAL,NATURAL,48.74897872,-102.9425695,Unnamed,NA,1.97176497,9.01E+12,TargetSampleable,Target_Sampled,T,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-515909.5046,1272703.146,NA,T,T,Target
NLA12_ND-127,NA,NA,NA,PLNLOW,NPL,7.201217934,No,NLA12NEW,NLA12_BASE,Include,50.62373399,21535562,21535562,21535562,639.91,Region_8,Nontarget-Ephemeral,10,10110101,NA,NA,48.17320722,-101.9487091,Unnamed,NA,1.102756204,1.01E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,50.62373399,ND_>4,-446124.0288,1204437.405,NA,NA,NA,NonTarget
NLA12_ND-128,NA,NA,NA,PLNLOW,NPL,17.05188319,No,NLA12NEW,NLA12_BASE,Include,23.47027919,11494994,11494994,11494994,547.37,Region_8,Inaccessible-Effort,10,10160002,NATURAL,NATURAL,47.32097151,-99.43180752,Unnamed,NA,1.637807707,1.02E+13,Inaccessible-Effort,Target_Inacc,NA,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-260877.0618,1101115.096,NA,NA,NA,Target_Presumed
NLA12_ND-129,1,7482,7/27/2012,PLNLOW,NPL,1218.852908,No,NLA12NEW,NLA12_BASE,Include,15.3598521,14681338,14681338,14681338,521.91,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,46.71384398,-100.1527425,Long Lake,NA,28.77943496,1.01E+13,TargetSampleable,Target_Sampled,T,NA,PROB,>50,ND,ND_NLA12NEW,15.3598521,ND_>4,-318583.4949,1036185.908,NA,T,T,Target
NLA12_ND-130,NA,NA,NA,PLNLOW,TPL,10.83143059,No,NLA12NEW,NLA12_BASE,Include,44.96344247,14169409,14169409,14169409,434.71,Region_8,Nontarget-NotLake,9,9010003,NA,NA,48.59038443,-100.5911378,Des Lacs River,NA,3.160285339,9.01E+12,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(10,20]",ND,ND_NLA12NEW,44.96344247,ND_>4,-342185.4021,1244674.032,NA,NA,NA,NonTarget
NLA12_ND-131,1,7707,8/6/2012,PLNLOW,NPL,1328.229399,No,NLA12NEW,NLA12_BASE,Include,15.3598521,16237597,16237597,16237597,629.58,Region_8,TargetSampleable,10,10130202,MAN_MADE,RESERVOIR,46.61482047,-101.8950983,Lake Tschida,Lake Tschida,52.91151436,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,>50,ND,ND_NLA12NEW,15.3598521,ND_>4,-452784.6865,1032302.642,NA,S,S,Target
NLA12_ND-132,NA,NA,NA,PLNLOW,NPL,2.937145058,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,21872029,21872029,21872029,682.33,Region_8,AccessDenied,10,10100004,MAN_MADE,RESERVOIR,47.75109073,-103.6182625,Unnamed,NA,0.733285255,1.01E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-574821.5666,1166967.306,NA,NA,NA,Target_Presumed
NLA12_ND-133,NA,NA,NA,PLNLOW,NPL,6.802358114,No,NLA12NEW,NLA12_BASE,Include,50.62373399,11462236,11462236,11462236,499.97,Region_8,Nontarget-TooShallow,10,10160003,MAN_MADE,RESERVOIR,46.5524403,-98.86306329,Bone Hill Creek Lake,Bone Hill Creek Lake,1.349975646,1.02E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,50.62373399,ND_>4,-220219.2529,1014660.09,NA,NA,NA,NonTarget
NLA12_ND-134,1,7067,7/10/2012,PLNLOW,NPL,53.58494942,No,NLA12NEW,NLA12_BASE,Include,15.3598521,14746226,14746226,14746226,590.82,Region_8,TargetSampleable,10,10130106,NATURAL,NATURAL,46.02278583,-99.29204583,Unnamed,NA,4.256713691,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,>50,ND,ND_NLA12NEW,15.3598521,ND_>4,-255237.507,957024.2801,NA,S,S,Target
NLA12_ND-135,NA,NA,NA,PLNLOW,NPL,5.375834445,No,NLA12NEW,NLA12_BASE,Include,50.62373399,14520249,14520249,14520249,571.9,Region_8,Nontarget-Ephemeral,10,10130101,NA,NA,47.4090927,-100.6723131,Unnamed,NA,1.129878508,1.01E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,50.62373399,ND_>4,-354632.5118,1114863.349,NA,NA,NA,NonTarget
NLA12_ND-136,NA,NA,NA,PLNLOW,TPL,7.545636393,No,NLA12NEW,NLA12_BASE,Include,98.69635068,14297987,14297987,14297987,443.93,Region_8,AccessDenied,9,9020201,NATURAL,NATURAL,48.14182559,-98.70753678,Unnamed,NA,1.532667209,9.02E+12,AccessDenied,Target_Denied,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,98.69635068,ND_>4,-203255.6889,1189907.101,NA,NA,NA,Target_Presumed
NLA12_ND-137,NA,NA,NA,PLNLOW,NPL,2.080416259,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,11445023,11445023,11445023,649.8,Region_8,Nontarget-Ephemeral,10,10160004,NA,NA,45.97930255,-98.96758871,Unnamed,NA,0.586283963,1.02E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-230241.1456,951371.8112,NA,NA,NA,NonTarget
NLA12_ND-138,NA,NA,NA,PLNLOW,NPL,2.603595589,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,14044041,14044041,14044041,725.16,Region_8,Nontarget-Ephemeral,9,9010001,NA,NA,48.71277709,-102.5478503,Unnamed,NA,0.633407108,9.01E+12,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-486899.406,1266649.865,NA,NA,NA,NonTarget
NLA12_ND-139,1,6538,6/12/2012,PLNLOW,NPL,23.20337924,No,NLA12NEW,NLA12_BASE,Include,14.22247897,21541296,21541296,21541296,644.62,Region_8,TargetSampleable,9,9010001,NATURAL,NATURAL,47.90420192,-101.0598295,Unnamed,NA,2.989814994,9.01E+12,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",ND,ND_NLA12NEW,14.22247897,ND_>4,-381109.4035,1170957.957,NA,S,S,Target
NLA12_ND-140,NA,NA,NA,PLNLOW,NPL,3.358588459,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,11495872,11495872,11495872,600.82,Region_8,Inaccessible-Barrier/Safety,10,10160002,NATURAL,NATURAL,47.22983758,-99.17299856,Unnamed,NA,0.695162424,1.02E+13,Inaccessible-Barrier/Safety,Target_Inacc,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-241547.0357,1090361.384,NA,NA,NA,Target_Presumed
NLA12_ND-141,NA,NA,NA,PLNLOW,NPL,10.30169705,No,NLA12NEW,NLA12_BASE,Include,23.47027919,14680568,14680568,14680568,569.52,Region_8,Inaccessible-Barrier/Safety,10,10130103,NATURAL,NATURAL,47.08209114,-99.2982896,Unnamed,NA,1.64573755,1.01E+13,Inaccessible-Barrier/Safety,Target_Inacc,NA,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-251648.1929,1074354.79,NA,NA,NA,Target_Presumed
NLA12_ND-142,NA,NA,NA,PLNLOW,TPL,7.914287292,No,NLA12NEW,NLA12_BASE,Include,98.69635068,14043455,14043455,14043455,591.42,Region_8,Nontarget-Ephemeral,9,9010001,NA,NA,48.8342937,-102.5409185,Unnamed,NA,1.064380575,9.01E+12,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,98.69635068,ND_>4,-485465.9829,1279942.301,NA,NA,NA,NonTarget
NLA12_ND-143,NA,NA,NA,PLNLOW,NPL,23.86226551,No,NLA12NEW,NLA12_BASE,Include,14.22247897,21541642,21541642,21541642,604.95,Region_8,AccessDenied,10,10110101,MAN_MADE,RESERVOIR,47.80675306,-101.9543111,Lake Susie,NA,2.348918308,1.01E+13,AccessDenied,Target_Denied,NA,NA,PROB,"(20,50]",ND,ND_NLA12NEW,14.22247897,ND_>4,-449073.963,1164131.012,NA,NA,NA,Target_Presumed
NLA12_ND-144,NA,NA,NA,PLNLOW,NPL,12.80824898,No,NLA12NEW,NLA12_BASE,Include,23.47027919,14679768,14679768,14679768,566.71,Region_8,Nontarget-TooShallow,10,10130103,NA,NA,47.19580087,-99.94647572,Unnamed,NA,2.337641903,1.01E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-300554.3241,1088806.247,NA,NA,NA,NonTarget
NLA12_ND-145,1,7701,8/6/2012,PLNLOW,NPL,7.124819333,No,NLA12NEW,NLA12_BASE,Include,50.62373399,14680560,14680560,14680560,530.4,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,47.08001327,-99.73058586,Unnamed,NA,1.061315998,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(4,10]",ND,ND_NLA12NEW,50.62373399,ND_>4,-284623.9763,1075344.796,NA,S,S,Target
NLA12_ND-146,1,6546,6/12/2012,PLNLOW,TPL,13.80037712,No,NLA12NEW,NLA12_BASE,Include,44.96344247,14155630,14155630,14155630,658.52,Region_8,TargetSampleable,9,9010004,NATURAL,NATURAL,48.914933,-100.4334397,Unnamed,NA,1.750153335,9.01E+12,TargetSampleable,Target_Sampled,T,NA,PROB,"(10,20]",ND,ND_NLA12NEW,44.96344247,ND_>4,-328776.4641,1279761.074,NA,T,T,Target
NLA12_ND-147,NA,NA,NA,PLNLOW,NPL,12.55181244,No,NLA12NEW,NLA12_BASE,Include,23.47027919,14483588,14483588,14483588,490.39,Region_8,Nontarget-NotLake,10,10130102,NA,NA,46.08966531,-100.6418256,NA,NA,1.768943545,1.01E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-359454.5579,968805.3827,NA,NA,NA,NonTarget
NLA12_ND-148,NA,NA,NA,PLNLOW,TPL,3.627214619,No,NLA12NEW,NLA12_BASE,Exclude,246.063302,11468398,11468398,11468398,410.02,Region_8,Nontarget-Ephemeral,10,10160003,NA,NA,46.28954894,-98.03301393,Unnamed,NA,0.780623962,1.02E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,246.063302,"ND_(1,4]",-157009.1967,983878.2898,NA,NA,NA,NonTarget
NLA12_ND-149,1,7417,7/25/2012,PLNLOW,NPL,17.27003109,No,NLA12NEW,NLA12_BASE,Include,23.47027919,11497950,11497950,11497950,544.53,Region_8,TargetSampleable,10,10160002,NATURAL,NATURAL,47.06803402,-99.0799129,Unnamed,NA,1.602258191,1.02E+13,TargetSampleable,Target_Sampled,T,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-235043.2324,1072241.307,NA,T,T,Target
NLA12_ND-150,NA,NA,NA,PLNLOW,NPL,1.508932633,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,14583359,14583359,14583359,682.03,Region_8,Nontarget-TooShallow,10,10110102,NA,NA,48.76260701,-103.6046146,Unnamed,NA,0.48701583,1.01E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-564886.5157,1277961.853,NA,NA,NA,NonTarget
NLA12_ND-151,1,6697,6/20/2012,PLNLOW,NPL,198.3549872,No,NLA12NEW,NLA12_BASE,Include,15.3598521,14678202,14678202,14678202,588.11,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,47.2749168,-100.3980476,Unnamed,NA,7.211722067,1.01E+13,TargetSampleable,Target_Sampled,S,NLA06608-2318,PROB,>50,ND,ND_NLA12NEW,15.3598521,ND_>4,-334516.9737,1099054.819,NA,S,S,Target
NLA12_ND-152,NA,NA,NA,PLNLOW,TPL,1.072826632,No,NLA12NEW,NLA12_BASE,Exclude,246.063302,14298363,14298363,14298363,451.2,Region_8,Nontarget-TooShallow,9,9020201,NA,NA,48.11643741,-98.66798018,Unnamed,NA,0.383740287,9.02E+12,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,246.063302,"ND_(1,4]",-200365.4982,1187025.906,NA,NA,NA,NonTarget
NLA12_ND-153,NA,NA,NA,PLNLOW,NPL,3.654262424,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,14683298,14683298,14683298,533.62,Region_8,Nontarget-Ephemeral,10,10130103,NA,NA,46.89067589,-99.43464898,Unnamed,NA,0.711644968,1.01E+13,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-262812.9197,1053554.335,NA,NA,NA,NonTarget
NLA12_ND-154,NA,NA,NA,PLNLOW,NPL,4.477976512,No,NLA12NEW,NLA12_BASE,Include,50.62373399,21528630,21528630,21528630,663.05,Region_8,Nontarget-NotLake,10,10110101,NA,NA,48.56142167,-102.7159759,Unnamed,NA,0.84734193,1.01E+13,Nontarget-NotLake,Not_Lake,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,50.62373399,ND_>4,-500556.3262,1250914.516,NA,NA,NA,NonTarget
NLA12_ND-155,1,6693,6/20/2012,PLNLOW,NPL,89.19401757,No,NLA12NEW,NLA12_BASE,Include,15.3598521,21532268,21532268,21532268,645.14,Region_8,TargetSampleable,10,10110101,NATURAL,NATURAL,48.35144139,-102.1406782,Unnamed,NA,4.246928014,1.01E+13,TargetSampleable,Target_Sampled,T,NA,PROB,>50,ND,ND_NLA12NEW,15.3598521,ND_>4,-459233.1831,1224947.267,NA,T,T,Target
NLA12_ND-156,1,7858,8/13/2012,PLNLOW,NPL,104.9303077,No,NLA12NEW,NLA12_BASE,Include,14.22247897,11496676,11496676,11496676,582.32,Region_8,TargetSampleable,10,10160002,NATURAL,NATURAL,47.17037042,-99.24800631,Unnamed,NA,11.14481722,1.02E+13,TargetSampleable,Target_Sampled,T,NA,PROB,>50,ND,ND_NLA12NEW,14.22247897,ND_>4,-247479.5798,1083981.852,NA,T,T,Target
NLA12_ND-157,NA,NA,NA,PLNLOW,NPL,3.974833518,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,14682650,14682650,14682650,560.45,Region_8,Nontarget-TooShallow,10,10130103,NA,NA,46.97975219,-99.32442986,Unnamed,NA,0.772044194,1.01E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-254037.8345,1063107.578,NA,NA,NA,NonTarget
NLA12_ND-158,NA,NA,NA,PLNLOW,NPL,5.857915333,No,NLA12NEW,NLA12_BASE,Include,50.62373399,14182168,14182168,14182168,702.99,Region_8,Nontarget-Ephemeral,9,9010002,NA,NA,48.4982451,-102.0645606,Unnamed,NA,0.94552691,9.01E+12,Nontarget-Ephemeral,Non_Target,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,50.62373399,ND_>4,-452517.7715,1240711.172,NA,NA,NA,NonTarget
NLA12_ND-159,NA,NA,NA,PLNLOW,NPL,51.79766303,No,NLA12NEW,NLA12_BASE,Include,15.3598521,21541122,21541122,21541122,618.2,Region_8,AccessDenied,10,10110101,NATURAL,NATURAL,47.927462,-101.4916226,Unnamed,NA,3.920855327,1.01E+13,AccessDenied,Target_Denied,NA,NA,PROB,>50,ND,ND_NLA12NEW,15.3598521,ND_>4,-413449.3518,1175324.891,NA,NA,NA,Target_Presumed
NLA12_ND-160,1,7543,7/31/2012,PLNLOW,NPL,35.57997894,No,NLA12NEW,NLA12_BASE,Include,14.22247897,14679932,14679932,14679932,540.21,Region_8,TargetSampleable,10,10130103,NATURAL,NATURAL,47.17341262,-99.77111166,Unnamed,NA,2.557772717,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",ND,ND_NLA12NEW,14.22247897,ND_>4,-287304.40870000003,1085789.932,NA,S,S,Target
NLA12_ND-161,NA,NA,NA,PLNLOW,NPL,11.85641888,No,NLA12NEW,NLA12_BASE,Include,23.47027919,14683194,14683194,14683194,529.2,Region_8,Nontarget-TooShallow,10,10130103,NA,NA,46.89920542,-99.66846097,Unnamed,NA,1.979549668,1.01E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(10,20]",ND,ND_NLA12NEW,23.47027919,ND_>4,-280658.7343,1055166.427,NA,NA,NA,NonTarget
NLA12_ND-162,1,6577,6/13/2012,PLNLOW,TPL,41.83065494,No,NLA12NEW,NLA12_BASE,Include,67.92349821,14158688,14158688,14158688,485.31,Region_8,TargetSampleable,9,9010004,NATURAL,NATURAL,48.55085513,-99.92530218,Wright Lake,Wright Lake,2.707022555,9.01E+12,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",ND,ND_NLA12NEW,67.92349821,ND_>4,-292769.7508,1238104.549,NA,S,S,Target
NLA12_ND-163,1,6599,6/14/2012,PLNLOW,NPL,3.787580957,No,NLA12NEW,NLA12_BASE,Exclude,146.2371257,14566900,14566900,14566900,907.4,Region_8,TargetSampleable,10,10110203,MAN_MADE,RESERVOIR,46.54392165,-104.028258,Unnamed,NA,1.058925551,1.01E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(1,4]",ND,ND_NLA12NEW,146.2371257,"ND_(1,4]",-616951.1,1036473.61,NA,S,S,Target
NLA12_ND-164,1,7418,7/25/2012,PLNLOW,NPL,38.88659889,No,NLA12NEW,NLA12_BASE,Include,14.22247897,11497056,11497056,11497056,553.58,Region_8,TargetSampleable,10,10160002,NATURAL,NATURAL,47.13839584,-99.13252314,Unnamed,NA,3.316656794,1.02E+13,TargetSampleable,Target_Sampled,S,NA,PROB,"(20,50]",ND,ND_NLA12NEW,14.22247897,ND_>4,-238800.2161,1080151.885,NA,S,S,Target
NLA12_ND-165,NA,NA,NA,PLNLOW,TPL,4.806423907,No,NLA12NEW,NLA12_BASE,Include,98.69635068,11462150,11462150,11462150,430.76,Region_8,Nontarget-TooShallow,10,10160003,NA,NA,46.56678876,-98.12930191,Unnamed,NA,0.820453651,1.02E+13,Nontarget-TooShallow,Lake_Shallow,NA,NA,PROB,"(4,10]",ND,ND_NLA12NEW,98.69635068,ND_>4,-163755.7191,1014767.18,NA,NA,NA,NonTarget
