SITE_ID,VISIT_NO,DATE_COL,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,HYDRO_TYPE,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MAN_DRINKING_WATER,MAN_LEVEL_FLUCTUATIONS,MAN_SCORE,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,SWIMMABILITY,TROPHIC_STATE
NLA12_MO-107,1,7-Jun-12,H,NA,NA,NA,NA,NA,5,H,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,1,NONE,4,NA,0-05,NA,75-100,0-05,NA,25-May,0-05,L,NA,NA,L,NA,3,LLL,NA,L,NA,GOOD,NA,NA,NA,NA,L,NA,NA,1,NA,L,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_IL-R01,1,11-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,0.4,0.4,NA,NA,1,ARTIFICIAL,3,0-05,0-05,0-05,75-100,25-May,25-May,0-05,0-05,NA,NA,NA,L,NA,3,LLL,L,L,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,EUTROPHIC
NLA12_KS-138,1,11-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,POOR,NA,NA,NA,NA,H,NA,NA,NA,5,H,RESERVOIR,NA,NA,NA,NA,NA,3,NONE,1,0-05,25-75,75-100,0-05,25-75,25-75,25-75,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,M,NA,NA,H,NA,H,H,18,NA,MHHH,GOOD,MESOTROPHIC
NLA12_OK-121,1,11-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,0.5,0.5,NA,NA,0,ARTIFICIAL,2,0-05,0-05,0-05,25-75,25-75,25-May,25-May,0-05,NA,NA,M,NA,NA,4,ML,NA,L,NA,FAIR,NA,NA,L,NA,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NLA12_MN-132,1,11-Jun-12,L,NA,NA,NA,NA,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,4,0-05,0-05,0-05,25-May,25-75,0-05,25-May,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,M,3,NA,M,FAIR,MESOTROPHIC
NLA12_UT-102,1,11-Jun-12,L,NA,M,NA,L,NA,10,LMLH,H,3,GOOD,NA,NA,NA,L,L,NA,M,NA,5,LLM,RESERVOIR,YES,1.5,1.5,NA,M,11,ARTIFICIAL,3,0-05,75-100,0-05,0-05,0-05,0-05,0-05,0-05,NA,L,M,L,NA,7,LMLLL,L,L,NA,EXCELLENT,L,L,NA,L,L,L,M,8,NA,LLLLLM,GOOD,MESOTROPHIC
NLA12_IA-105,1,11-Jun-12,M,L,L,L,L,L,9,MLLLLLL,L,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,1,NATURAL,3,0-05,25-May,75-100,0-05,75-100,75-100,0-05,0-05,L,L,M,L,L,9,LLMLLLL,L,L,FAIR,NA,L,L,L,H,L,H,M,20,M,LLLHLHMM,FAIR,EUTROPHIC
NLA12_NM-160,1,11-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,4,4,NA,NA,6,ARTIFICIAL,3,0-05,25-May,0-05,0-05,25-May,0-05,25-May,0-05,NA,NA,NA,NA,NA,1,L,NA,L,GOOD,NA,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,MESOTROPHIC
NLA12_IL-R04,1,12-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,1,NONE,3,0-05,25-May,0-05,75-100,0-05,0-05,0-05,25-May,NA,NA,NA,L,NA,5,LLM,L,M,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,GOOD,MESOTROPHIC
NLA12_MS-101,1,9-Jun-12,M,NA,NA,NA,NA,NA,3,M,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ZERO,NA,NA,NA,NA,3,NONE,3,25-75,0-05,0-05,25-75,25-75,25-May,25-75,25-May,NA,NA,NA,NA,NA,3,M,NA,M,NA,FAIR,NA,NA,NA,NA,L,NA,L,2,NA,LL,FAIR,MESOTROPHIC
NLA12_MS-102,1,10-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,ZERO,NA,NA,NA,NA,10,ARTIFICIAL,4,0-05,25-May,0-05,25-75,25-May,25-May,25-75,25-May,NA,L,M,M,NA,11,LMMML,M,L,NA,EXCELLENT,NA,L,NA,M,L,L,L,7,NA,LMLLL,GOOD,EUTROPHIC
NLA12_MS-104,1,8-Jun-12,H,NA,NA,NA,NA,NA,5,H,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,ZERO,NA,NA,NA,NA,5,NONE,3,25-75,0-05,0-05,25-75,25-May,0-05,25-75,0-05,L,NA,NA,NA,NA,4,LM,NA,M,NA,GOOD,NA,NA,NA,L,L,L,L,4,NA,LLLL,FAIR,MESOTROPHIC
NLA12_PA-101,1,12-Jun-12,M,NA,M,NA,M,NA,9,MMM,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,L,L,2,LL,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,4,0-05,25-May,25-May,75-100,0-05,25-May,25-75,0-05,NA,L,M,M,M,14,LMMMML,M,L,NA,EXCELLENT,M,L,NA,M,NA,M,M,13,NA,MLMMM,GOOD,OLIGOTROPHIC
NLA12_ND-139,1,12-Jun-12,M,NA,M,NA,H,NA,11,MMH,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,4,75-100,0-05,NA,NA,75-100,NA,25-May,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,EUTROPHIC
NLA12_IA-120,1,12-Jun-12,M,M,NA,NA,L,NA,7,MML,NA,3,FAIR,L,NA,L,NA,NA,NA,NA,NA,2,LL,DRAINAGE,NA,NA,NA,NA,L,4,ARTIFICIAL,2,0-05,25-May,75-100,0-05,0-05,75-100,0-05,NA,L,L,L,L,L,8,LLLLLM,NA,M,FAIR,NA,NA,L,L,M,M,M,M,14,NA,LLMMMM,FAIR,EUTROPHIC
NLA12_MT-104,1,12-Jun-12,NA,NA,M,NA,H,NA,9,MHL,L,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,3,25-75,25-75,0-05,0-05,75-100,25-May,25-May,25-May,NA,NA,M,H,NA,12,MHML,M,L,NA,GOOD,L,NA,NA,L,NA,L,M,6,NA,LLLM,FAIR,MESOTROPHIC
NLA12_SD-114,1,12-Jun-12,M,NA,NA,NA,NA,NA,3,M,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,YES,1,1,NA,NA,1,NONE,3,25-May,0-05,0-05,0-05,25-75,0-05,0-05,25-May,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NLA12_SD-115,1,12-Jun-12,L,NA,NA,NA,L,NA,2,LL,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,1,NONE,4,0-05,0-05,0-05,25-75,0-05,0-05,25-May,25-May,NA,NA,NA,L,NA,2,LL,NA,L,NA,FAIR,NA,NA,L,L,NA,L,L,4,NA,LLLL,FAIR,EUTROPHIC
NLA12_ND-146,1,12-Jun-12,M,H,H,NA,H,NA,18,MHHH,NA,1,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,1,25-75,0-05,25-May,25-75,25-75,0-05,25-75,0-05,NA,NA,NA,NA,NA,3,M,NA,M,NA,POOR,NA,L,M,L,NA,M,M,11,NA,LMLMM,FAIR,MESOTROPHIC
NLA12_MN-120,1,12-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,4,0-05,0-05,NA,25-75,25-May,0-05,25-75,25-75,NA,NA,L,L,L,4,LLLL,L,NA,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,MESOTROPHIC
NLA12_MN-122,1,12-Jun-12,M,NA,NA,NA,NA,NA,3,M,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,2,25-May,0-05,75-100,25-May,75-100,25-75,25-May,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,M,NA,H,M,11,NA,MHM,FAIR,EUTROPHIC
NLA12_NH-108,1,12-Jun-12,L,L,L,L,L,L,7,LLLLLLL,L,4,GOOD,L,L,L,L,L,L,L,L,8,LLLLLLLL,DRAINAGE,NA,NA,NA,L,L,13,NONE,5,0-05,25-May,0-05,75-100,25-May,0-05,25-75,75-100,L,L,L,L,L,7,LLLLLLL,L,L,NA,GOOD,L,L,L,L,L,L,L,8,L,LLLLLLLL,FAIR,EUTROPHIC
NLA12_OK-101,1,12-Jun-12,NA,NA,NA,NA,NA,NA,5,H,H,4,GOOD,NA,NA,NA,NA,NA,NA,NA,H,5,H,RESERVOIR,NA,NA,NA,NA,NA,5,ARTIFICIAL,4,25-May,0-05,0-05,25-75,25-May,0-05,75-100,25-May,NA,NA,L,L,NA,3,LLL,NA,L,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_OK-291,1,12-Jun-12,NA,NA,NA,NA,NA,NA,1,L,L,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NONE,3,NA,0-05,NA,25-75,25-May,NA,25-May,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,UNSWIMMABLE,EUTROPHIC
NLA12_UT-110,1,12-Jun-12,NA,NA,NA,NA,NA,NA,1,L,L,4,EXCELLENT,NA,L,NA,NA,NA,NA,NA,NA,1,L,DRAINAGE,NA,NA,NA,NA,NA,0,ARTIFICIAL,3,NA,0-05,NA,NA,25-75,25-May,0-05,75-100,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,MESOTROPHIC
NLA12_VA-108,1,12-Jun-12,L,NA,L,NA,L,NA,3,LLL,NA,4,GOOD,NA,NA,NA,NA,L,NA,NA,NA,1,L,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,4,0-05,0-05,0-05,75-100,25-May,25-May,75-100,25-May,L,NA,NA,NA,NA,2,LL,NA,L,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,MESOTROPHIC
NLA12_WV-102,1,12-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,4,NA,25-May,25-May,75-100,25-May,25-May,25-75,0-05,NA,L,M,NA,NA,6,LMLL,L,L,NA,EXCELLENT,L,NA,NA,L,L,NA,L,5,L,LLLLL,GOOD,EUTROPHIC
NLA12_OK-108,1,11-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,4,0-05,0-05,25-May,25-75,25-75,0-05,25-75,25-May,NA,NA,M,M,NA,7,MML,NA,L,NA,EXCELLENT,NA,NA,NA,L,NA,M,L,5,NA,LML,GOOD,MESOTROPHIC
NLA12_OK-135,1,11-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,3,0-05,0-05,25-May,25-75,25-May,0-05,75-100,0-05,NA,NA,M,M,NA,7,MML,NA,L,NA,FAIR,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NLA12_CA-174,1,11-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,2,2,NA,H,5,ARTIFICIAL,1,0-05,25-75,75-100,0-05,25-May,75-100,0-05,0-05,NA,M,L,NA,NA,5,MLL,NA,L,NA,GOOD,H,L,NA,H,L,H,H,22,NA,HLHLHH,FAIR,MESOTROPHIC
NLA12_CA-116,1,12-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,5,0-05,0-05,0-05,25-75,25-May,0-05,25-May,0-05,L,NA,L,L,NA,6,LLLM,M,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,OLIGOTROPHIC
NLA12_KS-R08,1,13-Jun-12,NA,NA,M,NA,M,NA,6,MM,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,4,0-05,0-05,0-05,75-100,25-75,0-05,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_ND-110,1,13-Jun-12,H,NA,NA,NA,L,NA,6,HL,NA,2,FAIR,NA,NA,L,NA,NA,NA,NA,NA,1,L,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,2,75-100,25-May,NA,NA,75-100,25-May,0-05,25-May,L,NA,NA,NA,NA,4,LM,NA,M,NA,POOR,NA,NA,L,L,NA,L,L,4,NA,LLLL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_VA-125,1,13-Jun-12,L,NA,L,NA,L,NA,3,LLL,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,2,ARTIFICIAL,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,EXCELLENT,NA,NA,NA,L,NA,L,L,3,NA,LLL,GOOD,OLIGOTROPHIC
NLA12_KS-105,1,13-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,2,0-05,25-May,0-05,25-75,25-75,25-May,25-75,25-75,NA,NA,L,L,NA,3,LLL,NA,L,NA,GOOD,NA,NA,NA,M,NA,NA,M,6,NA,MM,FAIR,EUTROPHIC
NLA12_IL-R03,1,13-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,1,NONE,3,0-05,25-May,0-05,75-100,0-05,0-05,25-May,0-05,NA,NA,NA,L,NA,3,LLL,L,L,NA,GOOD,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,MESOTROPHIC
NLA12_LA-101,1,12-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,NA,NA,NA,L,NA,NA,1,L,DRAINAGE,NA,NA,NA,NA,NA,4,NATURAL,2,NA,25-May,25-75,0-05,25-75,25-75,25-May,25-May,NA,NA,NA,NA,NA,3,M,NA,M,NA,GOOD,NA,L,NA,M,L,M,L,9,NA,LMLML,FAIR,EUTROPHIC
NLA12_MN-137,1,13-Jun-12,H,L,L,NA,M,NA,10,HLLM,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,2,75-100,NA,25-May,0-05,25-May,0-05,25-May,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,L,L,2,NA,LL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_UT-109,1,12-Jun-12,NA,NA,M,NA,NA,NA,8,MH,H,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,YES,1.5,1.5,NA,M,9,ARTIFICIAL,2,NA,75-100,NA,NA,25-May,0-05,NA,0-05,NA,NA,L,L,NA,4,LLLL,L,L,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,HYPEREUTROPHIC
NLA12_NY-0104,1,13-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,NONE,3,NA,0-05,NA,25-May,0-05,NA,0-05,75-100,NA,NA,NA,L,NA,2,LL,NA,L,GOOD,NA,L,NA,L,L,L,L,L,6,NA,LLLLLL,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_ND-162,1,13-Jun-12,M,NA,H,NA,H,NA,13,MHH,NA,1,POOR,L,NA,NA,NA,NA,NA,NA,NA,1,L,SEEPAGE,NA,NA,NA,NA,NA,0,NONE,2,25-75,0-05,0-05,0-05,25-75,0-05,0-05,0-05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,POOR,NA,NA,NA,NA,NA,NA,M,3,NA,M,FAIR,MESOTROPHIC
NLA12_KS-R07,1,14-Jun-12,NA,NA,L,NA,L,NA,2,LL,NA,3,FAIR,NA,NA,NA,NA,NA,NA,L,NA,1,L,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,3,0-05,0-05,0-05,25-75,25-75,25-May,25-75,0-05,NA,NA,M,M,NA,7,MML,NA,L,NA,FAIR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,FAIR,EUTROPHIC
NLA12_GA-107,1,13-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,0.3,0.3,NA,L,6,ARTIFICIAL,3,0-05,0-05,0-05,25-May,75-100,25-May,25-May,0-05,L,NA,NA,NA,NA,1,L,NA,NA,NA,GOOD,NA,NA,NA,H,L,L,L,8,NA,HLLL,UNSWIMMABLE,EUTROPHIC
NLA12_TX-121,1,13-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,FAIR,NA,NA,L,NA,NA,NA,NA,L,2,LL,RESERVOIR,NA,NA,NA,NA,NA,5,ARTIFICIAL,3,NA,0-05,25-May,75-100,25-75,0-05,25-75,NA,NA,NA,H,NA,NA,9,HML,M,L,NA,GOOD,NA,NA,NA,L,NA,NA,L,2,NA,LL,GOOD,MESOTROPHIC
NLA12_VA-114,1,14-Jun-12,NA,NA,L,NA,L,NA,2,LL,NA,5,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,4,25-May,0-05,0-05,75-100,25-May,25-May,25-May,0-05,NA,NA,NA,NA,NA,1,L,NA,L,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,MESOTROPHIC
NLA12_WV-106,1,13-Jun-12,NA,NA,NA,NA,L,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,NA,NA,M,NA,3,M,RESERVOIR,NA,NA,NA,L,NA,4,ARTIFICIAL,4,25-May,0-05,0-05,75-100,25-May,25-May,25-May,0-05,NA,M,L,NA,M,9,MLMLL,L,L,NA,EXCELLENT,M,NA,NA,L,L,L,L,8,L,MLLLLL,GOOD,MESOTROPHIC
NLA12_ND-178,1,14-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,SEEPAGE,NA,NA,NA,NA,NA,4,NONE,5,0-05,0-05,25-May,75-100,25-May,0-05,0-05,25-May,NA,NA,L,L,NA,4,LLLL,L,L,NA,EXCELLENT,NA,NA,NA,L,NA,L,M,5,NA,LLM,GOOD,EUTROPHIC
NLA12_CA-132,1,13-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,M,NA,M,NA,NA,NA,NA,6,MM,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,5,0-05,25-May,0-05,75-100,0-05,0-05,25-May,0-05,NA,NA,NA,NA,L,1,L,NA,NA,NA,NA,L,NA,NA,NA,L,L,L,4,NA,LLLL,GOOD,OLIGOTROPHIC
NLA12_ND-163,1,14-Jun-12,L,NA,H,NA,H,NA,11,LHH,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,3,75-100,25-May,NA,NA,75-100,0-05,25-May,25-75,L,NA,NA,NA,NA,2,LL,NA,L,NA,GOOD,NA,NA,NA,NA,NA,NA,L,1,NA,L,UNSWIMMABLE,HYPEREUTROPHIC
NLA12_NH-104,1,14-Jun-12,L,L,L,L,L,L,9,LLLLLLM,M,4,GOOD,L,L,L,L,L,L,L,L,8,LLLLLLLL,DRAINAGE,NA,NA,NA,L,L,9,ARTIFICIAL,3,0-05,25-May,25-75,75-100,25-May,25-May,75-100,25-May,L,M,L,L,L,9,LMLLLLL,L,L,NA,NA,L,L,L,M,L,M,M,14,L,LLLMLMML,GOOD,NA
NLA12_MN-107,1,13-Jun-12,L,NA,NA,NA,NA,NA,1,L,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,0,ARTIFICIAL,3,25-May,0-05,75-100,25-May,75-100,75-100,25-May,0-05,NA,L,NA,NA,NA,1,L,NA,NA,NA,GOOD,NA,NA,NA,M,NA,H,M,11,NA,MHM,FAIR,MESOTROPHIC
NLA12_LA-134,1,14-Jun-12,M,NA,M,NA,M,NA,9,MMM,NA,3,FAIR,NA,NA,NA,NA,NA,L,M,NA,4,LM,DRAINAGE,NA,NA,NA,NA,NA,1,NATURAL,3,25-75,0-05,25-May,25-May,25-75,25-May,25-75,25-75,NA,NA,L,L,NA,3,LLL,NA,L,NA,GOOD,NA,L,NA,L,L,L,L,5,NA,LLLLL,GOOD,EUTROPHIC
NLA12_IA-101,1,14-Jun-12,M,NA,NA,NA,NA,NA,3,M,NA,2,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,DRAINAGE,NA,NA,NA,NA,NA,2,ARTIFICIAL,2,25-May,0-05,25-75,25-May,25-May,25-75,0-05,0-05,NA,NA,L,NA,NA,2,LL,NA,L,FAIR,NA,L,L,NA,M,L,M,M,12,NA,LLMLMM,FAIR,EUTROPHIC
NLA12_KS-102,1,12-Jun-12,M,NA,NA,NA,NA,NA,3,M,NA,4,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,1,0-05,25-75,0-05,0-05,25-75,25-75,25-75,0-05,NA,NA,L,L,NA,3,LLL,NA,L,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,EUTROPHIC
NLA12_TX-R02,1,13-Jun-12,NA,NA,L,NA,L,NA,2,LL,NA,4,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,0.4,0.4,NA,M,9,ARTIFICIAL,3,0-05,0-05,0-05,25-75,25-May,0-05,25-May,0-05,NA,NA,M,M,NA,7,MML,L,NA,NA,EXCELLENT,NA,NA,NA,L,NA,NA,L,2,NA,LL,GOOD,EUTROPHIC
NLA12_KS-124,1,14-Jun-12,NA,NA,M,NA,H,NA,8,MH,NA,3,POOR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,1,75-100,25-75,0-05,25-May,25-75,25-75,25-75,25-May,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,GOOD,L,NA,NA,NA,NA,NA,L,2,NA,LL,FAIR,NA
NLA12_AZ-101,2,14-Jun-12,NA,NA,NA,NA,NA,NA,5,H,H,4,GOOD,L,NA,NA,NA,NA,L,NA,NA,2,LL,RESERVOIR,YES,1.3,1.3,L,L,5,ARTIFICIAL,3,0-05,25-75,NA,25-May,25-75,0-05,25-May,0-05,L,L,L,M,NA,8,LLLMLL,L,L,GOOD,NA,NA,NA,NA,NA,L,NA,L,2,NA,LL,FAIR,EUTROPHIC
NLA12_KS-R11,1,15-Jun-12,NA,NA,NA,NA,NA,NA,0,NA,NA,5,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,5,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,NA,L,L,NA,2,LL,NA,NA,NA,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,GOOD,MESOTROPHIC
NLA12_MO-119,1,14-Jun-12,NA,NA,NA,NA,L,NA,1,L,NA,4,GOOD,NA,NA,NA,NA,H,NA,NA,NA,5,H,DRAINAGE,YES,0.25,0.25,NA,L,1,NONE,3,NA,0-05,0-05,25-75,25-May,0-05,25-May,NA,L,NA,NA,NA,NA,1,L,NA,NA,NA,GOOD,NA,NA,NA,L,NA,L,L,3,NA,LLL,FAIR,EUTROPHIC
NLA12_NV-127,1,12-Jun-12,NA,NA,M,NA,L,NA,4,ML,NA,4,EXCELLENT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,0,ARTIFICIAL,4,25-May,0-05,0-05,0-05,25-75,0-05,25-75,25-75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,FAIR,NA,NA,NA,NA,NA,NA,L,1,NA,L,FAIR,EUTROPHIC
