SITE_ID,VISIT_NO,DATE_COL,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BFXHORIZDIST,BFXHORIZDIST_DD,BFXVERTHEIGHT,BFXVERTHEIGHT_DD,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAG,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,HORIZDD,VERTDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,RVFCCANBIG,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA
NLA12_MS-119,1,6/7/2012,0.1125,0.1225,0.005,0.01,0.1,0.6,0.3,0,GRADUAL,90.01377,0,32.91999,0,0,NA,0,0,0.225671477,0.053403078,0.706877826,0.014047619,4,2.7,0.027345248,-0.397537184,NA,0,0.19,0.19,NA,0,0,0,NA,0,0.03,0.03,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.01,0.01,NA,0,0,0,NA,0,0,0,NA,0,0.9,0.9,0.9,0.2,0.5,0.1,1.05,0.2,0.55,0.1,0.166666667,0.080769231,0.1,0,0,0.05,0.1,0.25,0.055,0,0,0,0.5,0.05,0,0,0,0,0.345840693,0.288697001,0.47654321,0.200214948,NA,0,0.035,0.035,NA,0,0.05,0.05,NA,0,0.032495792,0.032495792,NA,0,0,0,NA,0,0.862962083,0.862962083,NA,0,0.104542125,0.104542125,NA,0,0.06,0.06,NA,0,0.0875,0.0875,NA,0,0.085,0.085,NA,0,0.2325,0.2325,NA,0,0.875,0.875,NA,0,0.8425,0.8425,NA,0,0.1725,0.1725,NA,0,1.1075,1.1075,NA,0,0.1475,0.1475,NA,0,0.265,0.265,0.801734231,1.355555556,0,0,0,0,0.036441336,0.715354135,0.005714286,0.135082835,0.007407407,4,2.4,0.146622822,-0.276871819
NLA12_VT-101,1,6/18/2012,0.535,0.0975,0.255,0.535,0.3,0.6,0.1,0,GRADUAL,NA,0,NA,0,0,NA,0.111111111,0.093314093,0.008230453,0.154648155,0.61845973,0.014236459,6,1.777777778,0.305304444,-0.218454143,NA,0.0575,0.535,0.535,NA,0.005,0.2975,0.2975,NA,0.005,0.07,0.07,NA,0,0,0,NA,0,0,0,NA,0,0.04,0.04,NA,0,0.005,0.005,NA,0,0.0925,0.0925,NA,0.1,1,1,0.9,0.7,0,0,1.9,1.1,1.9,1.1,0,0.1484375,0.4,0,0,0.45,0,0.55,0.193877551,0,0,0,0,0.2,0.25,0.05,0,0,1.334485054,0.7260505,0.677586207,0.523951326,NA,0,0.0675,0.0675,NA,0,0.1125,0.1125,NA,0,0.136240069,0.136240069,NA,0,0.1,0.1,NA,0,0.467304905,0.467304905,NA,0,0.096455026,0.096455026,NA,0,0.1125,0.1125,NA,0,0.2675,0.2675,NA,0,0.18,0.18,NA,0,0.56,0.56,NA,0,0.5025,0.5025,NA,0,0.4925,0.4925,NA,0,0.4475,0.4475,NA,0,0.975,0.975,NA,0,0.38,0.38,NA,0,0.4825,0.4825,0.254077853,1.43,0,0.217927686,0,0.01754386,0.017090909,0.520698174,0,0,0.140821524,4,2.2,0.235706493,0.333780042
NLA12_TX-141,1,6/18/2012,0.445,0.13,0.02,0.38,0,0.6,0.4,0,GRADUAL,NA,0,NA,0,0,NA,0,0,0.054901022,0.681540321,0.126893473,0.162043879,4,3.6,0.062399161,-0.145541213,NA,0,0.315,0.315,NA,0,0,0,NA,0,0.04,0.04,NA,0,0,0,NA,0,0,0,NA,0,0.06,0.06,NA,0,0.02,0.02,NA,0,0,0,NA,0,1,1,0.8,0.8,0,0,1,0.8,1,0.8,0,0.080645161,0.1,0,0,0,0.6,0,0.106382979,0,0,0,0,0,0.3,0,0,0,0.75037858,0.662070887,0.65,0.510875852,NA,0,0.08,0.08,NA,0,0.2,0.2,NA,0,0.307201893,0.307201893,NA,0,0,0,NA,0,0.554389597,0.554389597,NA,0,0.13840851,0.13840851,NA,0,0.315,0.315,NA,0,0.265,0.265,NA,0,0.28,0.28,NA,0,0.86,0.86,NA,0,0.635,0.635,NA,0,0.82,0.82,NA,0,0.545,0.545,NA,0,1.495,1.495,NA,0,0.58,0.58,NA,0,0.675,0.675,0.804363102,2.28,0,0,0,0,0.082065249,0.399160593,0.344400628,0.073853432,0.100520099,4,4.8,0.061314642,-0.148296865
NLA12_TX-169,1,6/19/2012,0.258333333,0.05,0,0.263888889,0.111111111,0.555555556,0.333333333,0,GRADUAL,77,15.625,1,2.125,0,NA,0,0,0.021879022,0.250688931,0.632072952,0.095359095,4,2.333333333,0.151334602,-0.317067391,NA,0.241666667,0.219444444,0.198125,NA,0.005555556,0,0.003333333,NA,0.1,0.05,0.091111111,NA,0.016666667,0.027777778,0.024444444,NA,0.005555556,0,0.004444444,NA,0.055555556,0,0.047777778,NA,0.011111111,0.005555556,0.007777778,NA,0,0,0,NA,1,1,1,0.888888889,0.777777778,0,0,1.222222222,1.111111111,1.222222222,1.111111111,0,0.102803738,0,0,0,0.111111111,0.833333333,0,0.135802469,0,NA,0.111111111,0,0.055555556,0,0.111111111,15.625,2.125,0.51501885,0.426386985,0.663888889,0.311072635,NA,0.027777778,0.183333333,0.039583333,NA,0.044444444,0.322222222,0.09625,NA,0.633586185,0.451905825,0.673331571,NA,0,0,0,NA,0.262761329,0.333273208,0.299164993,NA,0.103652486,0.214820967,0.115107812,NA,0.116666667,0.25,0.144259259,NA,0.072222222,0.363888889,0.106041667,NA,0.072222222,0.505555556,0.135833333,NA,0.261111111,1.136111111,0.359259259,NA,0.388888889,0.522222222,0.36462963,NA,0.394444444,0.580555556,0.401851852,NA,0.144444444,0.877777778,0.241875,NA,0.65,1.658333333,0.723888889,NA,0.188888889,0.630555556,0.238518519,NA,0.255555556,1.077777778,0.362291667,0.717635005,0.966666667,0,0,0,0,0.053044681,0.122718518,0.228177657,0.536729945,0.059329198,4,3.777777778,0.114012058,-0.265015866
NLA12_OR-133,1,6/20/2012,0.875,0,0.875,0,0,1,0,0,GRADUAL,NA,0,NA,0,0,NA,0,0.104166667,0.04786036,0,0.82713964,0.020833333,4,2.25,0.158226468,-0.343071641,NA,0,0.775,0.775,NA,0,0,0,NA,0,0.0875,0.0875,NA,0,0.0875,0.0875,NA,0,0,0,NA,0,0.1,0.1,NA,0,0.0125,0.0125,NA,0,0,0,NA,0,1,1,1,1,0,0,1.625,1,1.625,1,0,0.125,0.25,0,0,0,0,0.125,0.1625,0,0,0,0,0.25,1,0,0,0,3.60337714,0.977934464,0.80952381,0.102828557,NA,0,0,0,NA,0,0.0375,0.0375,NA,0,0.231221792,0.231221792,NA,0,0,0,NA,0,0.621776273,0.621776273,NA,0,0.147001934,0.147001934,NA,0,0.2,0.2,NA,0,0.1,0.1,NA,0,0.0375,0.0375,NA,0,0.3375,0.3375,NA,0,0.49375,0.49375,NA,0,0.60625,0.60625,NA,0,0.1375,0.1375,NA,0,0.83125,0.83125,NA,0,0.3,0.3,NA,0,0.225,0.225,0.458257569,2.9,0,0,0,0.020833333,0.020833333,0.458333333,0,0.458333333,0.041666667,4,3,0.043951797,-0.329844831
NLA12_OR-131,1,6/21/2012,0.161111111,0.063888889,0.022222222,0.102777778,0.571428571,0.285714286,0.142857143,0,FLAT,23.33333333,0,0.9,0,0,NA,0,0.009259259,0.155878895,0,0.565755438,0.269106408,4,3.111111111,0.035161437,-0.410464396,NA,0,0.15,0.15,NA,0,0,0,NA,0,0.27,0.27,NA,0,0.01,0.01,NA,0,0.03,0.03,NA,0,0.141666667,0.141666667,NA,0,0.11,0.11,NA,0,0,0,NA,0,1,1,1,0.1,0.15,0,1.811111111,0.166666667,1.661111111,0.166666667,0.05,0.137096774,0.25,0.3,0,0,0,0,0.164893617,0,0.166666667,0,0.15,0.444444444,0.5,0,0,0,3.473655392,1.668286216,0.403420195,1.150882528,NA,0,0.005,0.005,NA,0,0.086111111,0.086111111,NA,0,0.004255319,0.004255319,NA,0,0.64131369,0.64131369,NA,0,0.127956457,0.127956457,NA,0,0.226474534,0.226474534,NA,0,0.091666667,0.091666667,NA,0,0.4525,0.4525,NA,0,0.0825,0.0825,NA,0,0.6175,0.6175,NA,0,0.9425,0.9425,NA,0,0.2275,0.2275,NA,0,0.535,0.535,NA,0,0.985,0.985,NA,0,0.535,0.535,NA,0,0.7575,0.7575,0.512347538,1,0,0,0,0.007692308,0.120396989,0.118571592,0,0.51060704,0.242732071,4,4,0.027797557,-0.34303037
NLA12_TX-158,1,6/24/2012,0.13,0.13,0,0,0.8,0,0.2,0,FLAT,NA,0,NA,0,0,NA,0,0,0.1496997,0,0.8503003,0,2,1.7,0,-0.422184875,NA,0,0.15,0.15,NA,0,0,0,NA,0,0,0,NA,0,0.25,0.25,NA,0,0,0,NA,0,0.045,0.045,NA,0,0,0,NA,0,0,0,NA,0,1,1,0.2,0.1,0,0,0.211111111,0.111111111,0.211111111,0.111111111,0,0.015503876,0,0,0,0.05,0.111111111,0,0.02020202,0,0,0,0,0.05,0,0,0,0,0.427886287,0.680509647,0.137155963,1.078847407,NA,0,0,0,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.708306878,0.708306878,NA,0,0.271164021,0.271164021,NA,0,0.020529101,0.020529101,NA,0,0.5175,0.5175,NA,0,0.08,0.08,NA,0,0.005,0.005,NA,0,0.6025,0.6025,NA,0,0.5075,0.5075,NA,0,0.66,0.66,NA,0,0.085,0.085,NA,0,0.76,0.76,NA,0,0.5975,0.5975,NA,0,0.1,0.1,0.101242284,0.895,0,0,0,0,0.062735463,0.937264537,0,0,0,1,1.7,0,0
NLA12_ID-107,1,6/25/2012,0.045,0.045,0,0,0.555555556,0.333333333,0.111111111,0,FLAT,15,30.76,0.1,1.1,0,NA,0.107478632,0.116901132,0,0.045940171,0.729680065,0,4,2.7,0.228623761,-0.242471314,NA,0.025,0.035,0.0275,NA,0.0825,0.0825,0.0825,NA,0,0,0,NA,0.005,0,0.00185,NA,0,0,0,NA,0,0,0,NA,0.005,0,0.005,NA,0,0,0,NA,0.7,0.8,0.7,1,1,0,0,1.222222222,1,1.222222222,1,0,0.100917431,0,0,0,0,1,0,0.134146341,0,0,0,0,0.222222222,0,0,30.76,1.1,0.516534445,0.353516934,0.775,0.311782617,NA,0,0,0,NA,0.005,0.005,0.005,NA,0.688609499,0.572430092,0.680119978,NA,0.004255319,0.045454545,0.004255319,NA,0.257135182,0.376401076,0.303270018,NA,0.05,0.005714286,0.012354686,NA,0.01,0.015,0.013766667,NA,0.015,0.01,0.011233333,NA,0.005,0.005,0.005,NA,0.03,0.03,0.03,NA,0.24,0.3225,0.253766667,NA,0.24,0.3075,0.2571,NA,0.02,0.015,0.016233333,NA,0.265,0.3275,0.278766667,NA,0.025,0.025,0.025,NA,0.025,0.02,0.021666667,0.994652368,1.14,0,0.164676198,0.032841822,0.080712957,0,0.05313153,0.134080422,0.534557071,0,5,3.5,0.328702465,-0.094409183
NLA12_VT-102,1,6/26/2012,0.2575,0.0875,0,0.2275,0.3,0.5,0.2,0,GRADUAL,NA,0,NA,0,0,NA,0.265963581,0.068625264,0.005405405,0.359900581,0.300105169,0,5,2.5,0.286110218,-0.0358472,NA,0,0.25,0.25,NA,0,0.071875,0.071875,NA,0,0.03125,0.03125,NA,0,0,0,NA,0,0,0,NA,0,0.05,0.05,NA,0,0,0,NA,0,0.0375,0.0375,NA,0,0.875,0.875,0.9,0.7,0,0,2.75,1.7,2.75,1.7,0,0.218253968,0.45,0,0,0.5,0.15,0.5,0.286458333,0,0,0.05,0,0.45,0.45,0.2,0,0,0.409351484,0.42596846,0.716666667,0.471812601,NA,0,0.01875,0.01875,NA,0,0.25,0.25,NA,0,0.2488331,0.2488331,NA,0,0.104166667,0.104166667,NA,0,0.497000233,0.497000233,NA,0,0.05,0.05,NA,0,0.1475,0.1475,NA,0,0.1525,0.1525,NA,0,0.26875,0.26875,NA,0,0.515,0.515,NA,0,0.4175,0.4175,NA,0,0.4675,0.4675,NA,0,0.3675,0.3675,NA,0,0.84,0.84,NA,0,0.3,0.3,NA,0,0.3725,0.3725,0.314289322,0.89,0,0.148148148,0.25154321,0.015432099,0.0392002,0.181175903,0.162439114,0.188548768,0.013512558,7,2.777777778,0.332635237,0.114036206
NLA12_OR-101,1,6/26/2012,0.3,0.205,0.01,0.09,0,0.714285714,0.285714286,0,GRADUAL,5,1.87,0.3,0.22,0,NA,0.022437137,0.11474577,0.145338317,0.38272069,0.331424752,0.003703704,6,4.1,0.082799086,-0.175980439,NA,0.04,0.2675,0.26085,NA,0,0,0,NA,0,0.01,0.00875,NA,0,0.005,0.00375,NA,0,0,0,NA,0,0,0,NA,0.005,0,0.0017,NA,0,0,0,NA,0.4,1,1,1,0.8,1.015666667,0.8,1.757333333,0.9,0.741666667,0.1,0.338555556,0.139470899,0,0,0,0,0.15,0,0.077256944,0.15,0,0.05,0.865666667,0,0.5,0.041666667,1.87,0.22,0.906961055,0.370281756,0.826686217,0.170487417,NA,0,0,0,NA,0,0,0,NA,0.451859552,0.417018272,0.48144454,NA,0.01025641,0,0.001966184,NA,0.037884038,0.342732558,0.300681032,NA,0,0.240249169,0.215908245,NA,0.005,0.04,0.0371,NA,0,0.045,0.036566667,NA,0,0,0,NA,0.005,0.085,0.073666667,NA,0.05,0.57,0.48445,NA,0.045,0.4,0.340383333,NA,0,0.045,0.036566667,NA,0.045,0.655,0.555783333,NA,0.005,0.085,0.073666667,NA,0,0.255,0.2154,0.269979423,0.72,0,0.003921569,0.007430341,0.107926679,0.159707477,0.092603321,0.42970955,0.203706076,0.004255319,7,5,0.067630959,-0.117515424
NLA12_TX-135,1,6/26/2012,0,0,0,0,1,0,0,0,FLAT,NA,0,NA,0,0,NA,0,0.010842491,0,0.865649186,0.118380118,0.005128205,4,2.3,0.03391571,-0.127967875,NA,0,0,0,NA,0,0,0,NA,0,0.005,0.005,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.025,0.025,NA,0,0.5,0.5,1,1,0.9,0.9,1.25,1.2,0.35,0.3,0.3,0.096153846,0,0,0,0.05,0,0,0.035,0,0.2,0,0.9,0,0,0.1,0,0,0.005373093,0.029891382,0.914529915,0.062313638,NA,0,0,0,NA,0,0,0,NA,0,0.567965999,0.567965999,NA,0,0.022222222,0.022222222,NA,0,0.378254873,0.378254873,NA,0,0.031556906,0.031556906,NA,0,0.03,0.03,NA,0,0.02,0.02,NA,0,0,0,NA,0,0.05,0.05,NA,0,0.415,0.415,NA,0,0.39,0.39,NA,0,0.02,0.02,NA,0,0.44,0.44,NA,0,0.05,0.05,NA,0,0.05,0.05,0.09486833,0.33,0,0,0,0.021684982,0,0,0.844849685,0.133465333,0,3,2.4,0.027562636,-0.107977423
NLA12_WI-101,1,6/26/2012,0.005,0,0,0.015,0,0.3,0.5,0.2,STEEP,NA,0.4,NA,0.07,0,NA,0.17153263,0.105958375,0.01193685,0.638043676,0.056182153,0.016346316,6,4,0.147513442,0.01187714,NA,0,0,0,NA,0.01,0.011111111,0.011944444,NA,0.005,0.005555556,0.006388889,NA,0,0,0,NA,0,0,0,NA,0.005,0.011111111,0.011111111,NA,0,0.005555556,0.005555556,NA,0.01,0.091666667,0.091666667,NA,0.3,0.888888889,0.888888889,1,0.9,0,0,4.09,2.5,4.09,2.5,0,0.314615385,0.683333333,0,0,0.7,0.345,0.788333333,0.409,0,0.243333333,0.1,0,0.341666667,0.2,0.688333333,0.4,0.07,0.152866846,0.189260403,0.851768173,0.242808195,NA,0,0.3425,0.33375,NA,0,0.11,0.11,NA,0.1,0.097539498,0.099713411,NA,0,0,0,NA,0,0.87966848,0.877494567,NA,0,0.022792023,0.022792023,NA,0.005,0.06,0.057166667,NA,0,0.125,0.118240741,NA,0,0.4675,0.44725,NA,0.005,0.64,0.610833333,NA,0,0.69,0.672916667,NA,0.005,0.73,0.710083333,NA,0,0.58,0.553666667,NA,0.005,1.33,1.28375,NA,0.005,0.1725,0.163583333,NA,0,0.6,0.573666667,0.194650684,0.57,0,0.270347796,0.305899822,0.114648268,0.11284108,0.043935256,0.111587127,0,0.040740651,6,5.3,0.167584412,0.312775777
NLA12_VT-171,1,6/27/2012,0.36,0.13,0.07,0.2775,0.7,0.3,0,0,FLAT,NA,0,NA,0,0,NA,0.014932127,0.039047619,0.060622737,0.225404008,0.600100461,0.059893048,6,3.3,0.148222043,-0.304757319,NA,0,0.36,0.36,NA,0,0.005,0.005,NA,0,0.125,0.125,NA,0,0,0,NA,0,0,0,NA,0,0.065,0.065,NA,0,0.03,0.03,NA,0,0,0,NA,0,1,1,0.4,0,0,0,0.35,0,0.35,0,0,0.026923077,0.1,0,0,0.05,0,0.05,0.035,0,0,0,0,0.1,0.05,0,NA,NA,NA,NA,NA,NA,NA,0,0.17,0.17,NA,0,0.23,0.23,NA,0,0.05,0.05,NA,0,0.355405405,0.355405405,NA,0,0.186594595,0.186594595,NA,0,0.008,0.008,NA,0,0.252222222,0.252222222,NA,0,0.467777778,0.467777778,NA,0,0.4,0.4,NA,0,1.1475,1.1475,NA,0,0.215,0.215,NA,0,0.4075,0.4075,NA,0,0.885,0.885,NA,0,1.2975,1.2975,NA,0,0.7475,0.7475,NA,0,0.89,0.89,0.318372598,0.995,0,0,0,0,0.16887275,0.068923545,0,0.680120372,0.082083333,3,3,0.111255483,-0.316638656
NLA12_ID-151,1,6/27/2012,0.175,0.175,0,0,0.5,0.5,0,0,"FLAT, GRADUAL",NA,3.05,NA,0.3,0,NA,0.202607927,0.004255319,0.157496816,0,0.631384619,0.004255319,5,2.5,0.309688972,-0.24487938,NA,0.155,0.125,0.12875,NA,0.06,0.055,0.06775,NA,0.01,0,0.003,NA,0.005,0,5e-4,NA,0,0,0,NA,0.1075,0.1175,0.1015,NA,0.005,0,7.5e-4,NA,0,0,0,NA,0.9,0.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0.3,1.485636188,0.895161448,0,0.689751718,NA,0,0,0,NA,0,0,0,NA,0.107200277,0.053267196,0.075701311,NA,0,0,0,NA,0.851671518,0.723109548,0.747938918,NA,0.041128205,0.223623256,0.176359771,NA,0.195277778,0.3125,0.279666667,NA,0.047222222,0.1575,0.145416667,NA,0,0,0,NA,0.255,0.47,0.425083333,NA,0.6225,0.725,0.702333333,NA,0.8025,0.855,0.833583333,NA,0.05,0.1575,0.145416667,NA,0.8775,1.195,1.127416667,NA,0.255,0.47,0.425083333,NA,0.075,0.34,0.293833333,0.795543839,1.167,0.058653846,0.140707328,0.273237111,0.006666667,0.173800467,0.145318139,0,0.194949776,0.006666667,7,3.8,0.302480548,0.130786228
NLA12_VT-141,1,6/28/2012,0.09,0.015,0.085,0.035,0.9,0.1,0,0,FLAT,NA,0,NA,0,0,NA,0.106773161,0.007891683,0.126781556,0,0.207538945,0.551014655,5,3.5,0.298580452,-0.242939916,NA,0,0.07,0.07,NA,0,0.02,0.02,NA,0,0.36,0.36,NA,0,0,0,NA,0,0,0,NA,0,0.02,0.02,NA,0,0.09,0.09,NA,0,0,0,NA,0,1,1,0.3,0.1,0,0,0.2,0.1,0.2,0.1,0,0.015384615,0,0,0,0,0.1,0,0.02,0,0.05,0,0,0,0.05,0,NA,NA,NA,NA,NA,NA,NA,0,0.033333333,0.033333333,NA,0,0.336111111,0.336111111,NA,0,0,0,NA,0,0.233333333,0.233333333,NA,0,0.083333333,0.083333333,NA,0,0.203703704,0.203703704,NA,0,0.11,0.11,NA,0,0.5,0.5,NA,0,0.369444444,0.369444444,NA,0,0.9575,0.9575,NA,0,0.1925,0.1925,NA,0,0.1475,0.1475,NA,0,0.84,0.84,NA,0,1.0425,1.0425,NA,0,0.625,0.625,NA,0,0.895,0.895,0.565685425,1,0.01,0.0920188,0.231824882,0.037745098,0.048974221,0,0,0.214089705,0.365347295,7,3.9,0.344729226,0.066370985
NLA12_WI-102,1,6/27/2012,0.575,0.005555556,0.005555556,0.755,0.3,0.3,0.4,0,STEEP,NA,0,NA,0,0,NA,0.13877495,0.139470104,0.03454368,0.225373057,0.439227034,0.022611175,6,4.7,0.199252084,-0.128886847,NA,0,0.63,0.63,NA,0,0.015,0.015,NA,0,0.015,0.015,NA,0,0,0,NA,0,0.005,0.005,NA,0,0.075,0.075,NA,0,0.035,0.035,NA,0,0.027777778,0.027777778,NA,0,1,1,0.9,0.9,0,0,2.4,1.8,2.4,1.8,0,0.186046512,0.4,0,0,0.4,0.3,0.65,0.24,0,0.1,0,0,0.05,0.2,0.3,0,0,0.817638935,0.54431853,0.802941177,0.510377763,NA,0,0.367283951,0.367283951,NA,0,0.271604938,0.271604938,NA,0,0.307741982,0.307741982,NA,0,0,0,NA,0,0.556154917,0.556154917,NA,0,0.136103101,0.136103101,NA,0,0.192155172,0.192155172,NA,0,0.160344828,0.160344828,NA,0,0.666666667,0.666666667,NA,0,0.9975,0.9975,NA,0,0.43,0.43,NA,0,0.6,0.6,NA,0,0.7875,0.7875,NA,0,1.4275,1.4275,NA,0,0.3975,0.3975,NA,0,0.8275,0.8275,0.262678511,0.77,0,0.161620777,0.304503007,0.049747871,0.010806682,0.338372468,0.011429411,0.007655827,0.115863957,7,4.3,0.18288851,0.26452135
NLA12_ID-109,1,6/27/2012,0.005,0.005,0,0.005,NA,NA,NA,NA,NA,NA,0,NA,0,0.1,NA,0.442616687,0.167701513,0,0.196085741,0.093596059,0,5,2.1,0.304806448,0.238900312,NA,0,0,0,NA,0,0.2425,0.271875,NA,0,0,0,NA,0,0.1175,0.140625,NA,0,0,0,NA,0,0.02,0.0125,NA,0,0.005,0.00625,NA,0,0,0,NA,0,1,1,0.5,0,0,0,0.25,0,0.25,0,0,0.019417476,0,0,0,0,0,0,0.025316456,0,0,0,0,0.1875,0,0.0625,0,0,1.626313093,1.471902715,0.1,1.495497757,NA,0,0,0,NA,0,0.066666667,0.04375,NA,0,0.145773014,0.133299095,NA,0,0,0,NA,0,0.624412548,0.636091293,NA,0,0.229814438,0.230609613,NA,0,0.410277778,0.409722222,NA,0,0.419722222,0.421527778,NA,0,0.066666667,0.04375,NA,0,0.9425,0.940625,NA,0,0.92,0.890625,NA,0,1.105,1.096875,NA,0,0.5025,0.49375,NA,0,1.8625,1.83125,NA,0,0.8825,0.896875,NA,0,0.7575,0.734375,2.58897234,2.944444444,0.154959877,0.361491431,0.092304226,0.104032851,0.008333333,0.076461265,0.092508028,0.089160401,0.020748587,8,4.2,0.294421575,0.305927127
NLA12_ID-111,1,6/28/2012,0.055555556,0.011111111,0.011111111,0.044444444,0.333333333,0.444444444,0.111111111,0.111111111,GRADUAL,28,6.633333333,NA,0.9,0.1,NA,0.202599313,0.053164243,0,0.09482319,0.449413253,0,5,2.7,0.356023198,-0.027037471,NA,0.06,0.085,0.061111111,NA,0.1075,0.1025,0.115555556,NA,0.01,0,0.00565,NA,0.0825,0.0825,0.0825,NA,0,0,0,NA,0,0,0,NA,0.015,0,0.00675,NA,0,0,0,NA,0.8,0.8,0.777777778,0.4,0.4,0,0,0.4,0.4,0.4,0.4,0,0.03125,0,0,0,0,0.4,0,0.040816327,0,0,0,0,0,0,0,6.633333333,0.9,0.816544874,0.580258062,0.342857143,0.509636238,NA,0,0,0,NA,0,0,0,NA,0.757853479,0.372279526,0.536219361,NA,0.021276596,0,0,NA,0.112535613,0.391653673,0.304184786,NA,0.108334313,0.236066801,0.177328726,NA,0.01,0.0975,0.061966667,NA,0.005,0.04,0.032466667,NA,0,0,0,NA,0.015,0.1375,0.094433333,NA,0.2525,0.5725,0.3717,NA,0.1375,0.465,0.2989,NA,0.005,0.04,0.032466667,NA,0.2425,0.71,0.466133333,NA,0.015,0.1375,0.094433333,NA,0.105,0.245,0.167233333,1.212160605,1.66,0.111111111,0.07875947,0.301930514,0.064737044,0.026384415,0.066523495,0.11923716,0.226550543,0.027964611,8,3.9,0.331176971,0.121864865
